 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	8.560	42.337	52	51	923786	17765.115	2914.931	17207.000	14282	25840	935.442	154.481	2.038	1.174	0.443	1.206	935.475	154.470	2.028	931	151	1	9	8	3
2	8.725	43.338	53	52	949459	17914.320	2938.482	17683.000	14214	26861	924.453	160.340	2.245	1.251	0.469	1.186	924.505	160.348	2.216	920	158	1	10	5	3
3	39.343	84.537	239	157	7435373	31110.348	13430.818	26486.000	14267	61835	646.962	187.598	2.510	1.854	0.267	1.830	646.855	187.565	2.530	641	184	1	12	9	4
4	16.791	57.509	102	93	2564076	25138.000	7603.377	24172.500	14281	46760	1010.118	200.412	2.000	1.729	0.699	1.709	1010.214	200.435	2.013	1008	193	1	4	14	3
5	32.594	85.123	198	154	5065670	25584.191	9085.167	24111.000	14189	55133	666.056	202.737	2.465	1.666	0.370	1.725	666.132	202.619	2.505	661	199	1	11	9	4
6	26.667	72.367	162	128	3518273	21717.734	5213.762	20716.000	14183	35458	984.852	204.611	2.105	1.648	0.491	1.562	984.930	204.546	2.107	979	201	1	12	9	3
7	46.750	93.328	284	181	9539175	33588.645	14526.206	30581.500	14202	65535	607.570	206.778	2.384	1.931	0.270	1.942	607.504	206.844	2.370	602	202	1	12	10	4
8	59.755	128.220	363	234	12289017	33854.043	15892.599	29695.000	14225	65535	685.868	214.606	3.292	2.350	0.694	2.249	685.865	214.668	3.251	682	206	1	9	18	5
9	37.203	97.983	226	182	5981265	26465.773	8284.318	26373.500	14337	47575	363.819	231.836	2.690	1.721	0.473	1.846	363.855	231.848	2.667	359	227	1	10	11	4
10	43.129	99.361	262	186	6951513	26532.492	9753.420	24768.500	14161	54651	1001.866	233.408	2.523	1.889	0.380	1.849	1001.857	233.357	2.556	998	227	1	9	14	4
11	25.186	79.849	153	128	4081534	26676.693	8948.441	26147.000	14145	51721	564.693	276.673	2.634	1.688	0.575	1.669	564.592	276.649	2.628	560	271	1	9	13	4
12	51.524	107.151	313	225	8867003	28329.084	10412.176	26094.000	14281	62338	867.565	307.297	2.984	2.016	0.537	2.010	867.808	307.491	2.996	862	301	1	12	13	5
13	39.507	92.742	240	168	7900100	32917.082	13946.256	30070.000	14282	65535	184.317	335.038	3.096	1.810	0.359	1.858	184.385	335.117	3.098	180	330	1	10	11	5
14	24.363	68.405	148	109	5414305	36583.141	17055.201	32675.500	14180	65535	1009.237	178.574	3.703	1.667	0.377	1.659	1009.358	178.574	3.692	1006	174	2	6	10	5
15	29.960	86.297	182	133	5811394	31930.736	15078.965	26243.000	14147	65535	863.077	179.967	3.445	1.962	0.631	1.921	863.254	179.670	3.472	858	174	2	9	14	4
16	18.108	59.818	110	92	2564858	23316.891	7495.557	21331.500	14224	43684	957.255	229.255	3.564	1.413	0.345	1.451	957.397	229.331	3.560	953	226	2	10	7	4
17	15.803	61.023	96	95	1838745	19153.594	3616.276	18014.000	14174	28990	502.354	239.854	3.281	1.334	0.460	1.349	502.318	239.802	3.249	498	235	2	9	11	3
18	1.975	12.274	12	12	208618	17384.834	2747.758	16550.500	14170	21639	611.583	249.167	2.667	0.644	0.169	0.668	611.589	249.189	2.716	610	248	2	4	3	2
19	15.474	50.301	94	81	2017073	21458.223	5997.677	19447.000	14217	37342	469.649	272.202	2.926	1.307	0.310	1.280	469.687	272.187	2.925	467	268	2	6	10	3
20	20.248	60.749	123	103	2973175	24172.154	6599.416	22955.000	14218	40791	977.228	268.073	3.748	1.454	0.417	1.446	977.265	268.066	3.706	972	265	2	11	7	4
21	69.961	159.457	425	277	11871281	27932.426	11035.065	26127.000	14173	65535	525.202	282.960	4.649	2.736	0.879	2.742	525.031	283.465	4.922	521	273	2	10	18	7
