 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	11.194	39.925	68	64	748561	11008.250	3491.345	10599.500	6237	18205	301.044	437.103	4.412	1.124	0.316	1.058	300.929	437.004	4.432	299	433	3	7	8	4
2	25.186	71.678	153	125	1827859	11946.791	4183.509	11468.000	6285	24387	398.288	482.072	4.758	1.639	0.540	1.560	398.385	482.084	4.731	393	478	3	13	8	4
3	29.466	76.332	179	129	2304117	12872.162	5574.785	11453.000	6223	27224	345.006	491.290	4.425	1.769	0.479	1.683	344.824	491.345	4.489	339	489	3	14	6	4
4	31.606	97.364	192	157	2371570	12351.927	4474.373	12724.000	6232	24570	294.911	598.656	4.469	1.787	0.598	1.777	294.824	598.565	4.498	288	594	3	13	11	4
5	27.161	76.021	165	140	1908090	11564.182	3784.803	11050.000	6223	21452	309.345	711.491	4.733	1.699	0.563	1.631	309.322	711.370	4.722	306	706	3	8	13	4
6	10.700	41.303	65	63	580850	8936.154	2018.276	8731.000	6218	15702	493.585	992.738	4.569	1.231	0.457	1.218	493.554	992.905	4.577	492	987	3	4	11	4
7	13.828	45.165	84	74	837693	9972.536	3236.704	9116.500	6286	20894	248.167	514.786	4.810	1.304	0.363	1.248	248.035	514.816	4.856	244	512	4	10	6	3
8	17.284	71.055	105	103	894720	8521.143	1749.975	8238.000	6261	14092	278.362	624.238	5.219	1.876	0.712	1.856	278.365	624.257	5.210	274	616	4	10	16	3
9	8.889	40.269	54	54	442268	8190.148	1542.537	8059.000	6218	12219	319.148	634.463	4.593	1.080	0.361	1.073	319.163	634.450	4.617	315	632	4	9	6	2
10	23.046	72.193	140	135	1327178	9479.843	2206.726	9104.000	6229	15990	289.536	659.971	4.650	1.545	0.600	1.471	289.496	659.927	4.665	286	654	4	8	14	3
11	3.786	20.342	23	23	184646	8028.087	1535.783	7589.000	6347	12077	450.391	658.739	4.565	0.784	0.215	0.775	450.359	658.843	4.601	449	656	4	4	5	2
12	12.840	49.923	78	68	754644	9674.923	2788.954	8878.500	6228	16589	316.615	760.372	5.590	1.261	0.412	1.252	316.430	760.187	5.579	313	757	4	8	8	4
13	7.408	45.339	45	43	392143	8714.289	2817.840	7747.000	6258	19407	271.289	498.044	5.978	1.136	0.425	1.206	271.173	497.947	5.980	268	495	5	8	8	3
14	3.951	20.583	24	24	189977	7915.708	1107.144	7629.500	6281	10855	330.583	501.000	5.667	0.760	0.207	0.783	330.560	501.042	5.665	329	499	5	5	5	2
15	6.585	31.719	40	37	348398	8709.950	2171.733	8075.500	6249	14213	352.825	501.900	6.025	1.077	0.370	1.052	352.969	501.835	6.014	348	501	5	9	4	3
16	3.786	22.858	23	23	171688	7464.696	1280.513	7258.000	6238	12392	400.000	554.391	5.739	0.947	0.409	0.882	400.012	554.453	5.763	397	551	5	6	7	2
17	25.844	69.369	157	115	2213241	14097.076	5838.980	12712.000	6252	31701	405.726	590.656	6.350	1.665	0.401	1.621	405.728	590.777	6.332	402	585	5	8	11	4
18	22.058	65.714	134	97	1949514	14548.612	6637.151	13092.000	6315	30449	344.015	599.963	6.396	1.633	0.386	1.625	344.139	599.896	6.358	339	597	5	11	7	4
19	21.400	57.198	130	90	2256633	17358.715	10040.235	14161.500	6225	47361	397.838	610.669	6.454	1.533	0.224	1.539	397.831	610.765	6.388	395	607	5	7	8	4
20	5.268	27.409	32	32	268860	8401.875	1960.068	7871.500	6252	12972	341.375	636.375	5.500	0.947	0.325	0.902	341.252	636.344	5.531	339	635	5	8	4	2
21	2.140	16.032	13	13	99049	7619.154	1058.177	7360.000	6246	9461	463.615	651.385	5.077	0.794	0.327	0.886	463.669	651.392	5.074	461	649	5	5	5	2
22	12.017	45.372	73	64	759962	10410.438	3546.293	9307.000	6260	20626	384.781	655.630	6.438	1.252	0.459	1.244	384.787	655.609	6.474	383	651	5	5	10	4
23	7.078	38.924	43	43	351468	8173.674	1333.148	8241.000	6249	11536	340.535	661.349	6.093	1.069	0.401	1.101	340.557	661.385	6.077	337	657	5	8	9	3
24	6.749	43.201	41	41	305322	7446.878	1062.673	7041.000	6229	10279	370.561	712.902	5.805	1.223	0.506	1.126	370.608	712.935	5.804	368	708	5	7	9	3
25	5.268	26.546	32	32	254336	7948.000	1231.505	7807.500	6334	11379	294.188	739.062	5.031	1.063	0.516	1.045	294.229	739.133	5.025	292	734	5	6	10	2
26	3.128	20.928	19	19	140974	7419.684	806.948	7189.000	6260	8641	433.105	754.316	5.842	0.829	0.359	0.816	433.106	754.295	5.863	430	753	5	7	4	2
27	8.725	36.408	53	53	415184	7833.660	1326.517	7360.000	6310	10868	361.868	759.321	5.566	1.018	0.305	1.017	361.885	759.412	5.588	359	755	5	7	8	2
28	9.877	36.649	60	60	568213	9470.217	2177.154	9307.000	6451	14768	334.067	768.500	5.417	1.079	0.345	1.091	333.953	768.540	5.404	331	765	5	8	8	2
29	3.786	19.686	23	23	186498	8108.609	1258.963	8375.000	6350	10265	338.000	942.435	5.217	0.804	0.283	0.784	337.967	942.455	5.191	337	940	5	4	6	2
30	3.457	23.307	21	21	158581	7551.476	1101.910	7061.000	6395	9756	485.333	943.667	5.238	0.861	0.309	0.815	485.455	943.725	5.218	482	942	5	7	4	2
31	7.572	42.648	46	46	347053	7544.630	980.628	7434.500	6234	10641	355.522	955.087	5.413	1.392	0.549	1.354	355.519	955.107	5.402	353	949	5	7	11	2
32	17.778	56.301	108	90	1257877	11647.009	4258.249	10884.000	6235	26644	456.806	975.602	6.028	1.538	0.497	1.432	456.815	975.615	6.016	455	970	5	5	12	3
33	6.749	30.960	41	40	345267	8421.146	1470.479	8195.000	6290	12919	368.293	979.878	5.878	0.966	0.321	1.000	368.266	979.928	5.889	366	977	5	6	6	3
34	27.491	67.679	167	118	2210613	13237.203	5814.953	11524.000	6243	28239	276.263	472.497	7.653	1.631	0.258	1.616	276.138	472.599	7.652	273	469	6	8	9	4
35	7.243	36.960	44	41	378891	8611.159	2409.454	7865.500	6226	15243	273.750	486.477	7.114	1.040	0.351	1.133	273.761	486.468	7.112	272	483	6	5	8	3
36	8.395	52.302	51	51	374426	7341.686	968.224	7018.000	6250	9768	416.608	749.020	6.686	1.239	0.496	1.200	416.692	749.017	6.696	413	744	6	8	10	2
37	7.572	37.304	46	43	375829	8170.196	1520.696	7740.500	6250	12056	503.087	899.457	6.783	1.041	0.297	1.041	503.121	899.508	6.799	501	895	6	5	9	3
38	15.803	47.648	96	76	1160293	12086.386	4436.201	11284.500	6256	22740	310.354	931.031	7.844	1.321	0.223	1.307	310.335	931.010	7.856	308	928	6	6	8	4
39	30.454	95.744	185	142	2616824	14144.994	8031.433	11659.000	6234	42533	390.562	1000.838	7.378	2.251	0.861	2.220	390.890	1001.830	7.362	387	990	6	9	18	4
40	7.078	34.547	43	39	379842	8833.535	2179.152	8346.000	6296	15031	245.628	467.256	7.977	1.036	0.301	1.096	245.621	467.176	7.979	242	465	7	8	5	3
41	5.761	26.031	35	32	299592	8559.771	2213.685	8350.000	6255	14975	392.029	938.914	8.029	0.957	0.251	1.007	392.018	938.924	8.021	391	936	7	4	7	3
42	17.614	56.613	107	84	1358281	12694.215	5129.413	11069.000	6277	26168	238.794	492.692	9.168	1.504	0.425	1.473	238.770	492.787	9.167	235	489	8	8	9	4
43	10.041	39.925	61	59	549372	9006.099	1865.851	8904.000	6340	13060	296.557	866.787	9.541	1.284	0.486	1.288	296.577	866.777	9.547	295	862	8	4	10	4
44	10.535	40.303	64	64	499916	7811.188	1401.848	7410.000	6249	13482	272.328	452.688	9.609	1.088	0.325	1.133	272.419	452.681	9.641	269	449	9	7	9	2
45	18.931	55.234	115	85	1776630	15448.956	8237.093	12882.000	6226	45116	347.757	624.313	11.565	1.534	0.354	1.554	347.789	624.137	11.506	346	621	9	5	9	5
46	21.235	57.991	129	97	1716799	13308.520	5259.913	12538.000	6239	25762	367.822	816.829	11.969	1.460	0.256	1.456	367.878	816.900	11.909	365	813	10	7	8	5
47	18.931	55.612	115	85	1258232	10941.147	3407.585	10299.000	6224	18453	452.017	858.913	11.670	1.444	0.274	1.444	451.945	858.866	11.640	448	856	10	9	7	4
48	16.132	53.233	98	80	915061	9337.357	2488.279	8635.500	6240	16906	367.388	546.051	12.204	1.312	0.263	1.323	367.306	545.977	12.210	364	543	11	8	8	4
49	4.115	28.306	25	25	193340	7733.600	1319.704	7274.000	6339	10859	256.680	634.520	11.200	1.026	0.481	1.055	256.674	634.477	11.174	254	630	11	6	9	2
50	7.572	32.994	46	44	384221	8352.631	1712.276	7962.500	6314	14102	422.957	750.783	12.652	1.018	0.317	1.020	422.942	750.693	12.650	420	748	11	7	7	4
51	12.181	46.373	74	60	756772	10226.648	3126.769	9662.500	6238	18337	350.932	777.635	12.568	1.313	0.369	1.372	350.841	777.594	12.566	348	775	11	8	6	4
52	9.712	37.753	59	54	518441	8787.136	1788.507	8643.000	6218	13013	307.305	790.339	12.441	1.101	0.312	1.084	307.259	790.260	12.440	305	787	11	5	8	4
53	8.889	39.098	54	49	477906	8850.111	1775.971	8522.000	6373	12756	346.352	800.204	12.204	1.239	0.432	1.226	346.372	800.227	12.216	344	796	11	6	9	3
54	4.774	22.410	29	29	219383	7564.931	884.102	7460.000	6305	9380	489.552	823.793	11.621	0.856	0.258	0.849	489.551	823.806	11.637	487	821	11	5	6	2
55	4.609	20.479	28	28	235863	8423.679	1867.993	7930.500	6335	12488	446.250	827.893	11.571	0.782	0.175	0.768	446.292	827.997	11.574	444	826	11	5	5	2
56	26.667	72.782	162	121	1757830	10850.803	3334.717	10304.000	6244	19996	406.593	852.506	12.167	1.624	0.376	1.620	406.643	852.556	12.169	404	848	11	7	11	4
57	1.646	11.033	10	10	66014	6601.400	224.842	6542.000	6346	7042	393.100	873.200	11.900	0.556	0.251	0.509	393.104	873.189	11.902	392	871	11	3	5	2
58	12.840	56.646	78	73	637672	8175.282	1653.819	8012.000	6243	12909	435.385	907.346	11.808	1.275	0.394	1.279	435.218	907.434	11.799	431	903	11	10	9	3
