 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	14.815	43.786	90	70	3194193	35491.035	14392.581	32761.000	16368	65535	614.267	453.900	5.822	1.295	0.222	1.284	614.344	453.969	5.772	611	451	4	7	6	4
2	32.429	77.885	197	127	8173721	41490.969	18569.129	39827.000	16397	65535	463.706	472.538	6.046	1.806	0.309	1.865	463.790	472.554	6.016	459	469	4	10	8	5
3	36.380	86.917	221	150	8605045	38936.855	16530.875	34290.000	16418	65535	451.851	557.235	6.267	1.885	0.472	1.816	451.905	557.155	6.237	446	554	4	13	8	5
4	17.778	51.198	108	85	3401853	31498.639	12013.498	27870.500	16724	63461	413.500	575.324	5.852	1.377	0.264	1.348	413.615	575.343	5.808	409	573	4	9	6	4
5	8.395	33.339	51	48	1135195	22258.725	4883.312	21013.000	16374	34965	861.765	239.824	5.725	1.029	0.291	1.002	861.682	239.885	5.755	859	237	5	7	6	3
6	29.631	69.469	180	139	5227421	29041.229	8482.801	26927.000	16383	48221	723.894	293.644	6.083	1.622	0.372	1.627	723.909	293.594	6.102	719	289	5	10	10	3
7	17.778	52.955	108	106	2766826	25618.760	5579.828	25388.000	16352	39442	594.157	296.343	6.509	1.352	0.463	1.314	594.172	296.216	6.505	590	293	5	10	9	4
8	17.614	51.991	107	85	3188885	29802.664	10234.714	27100.000	16421	60653	658.439	296.570	6.131	1.434	0.373	1.396	658.516	296.573	6.167	653	294	5	11	6	3
9	14.651	45.717	89	72	2981125	33495.785	13193.583	30202.000	16440	65535	631.079	307.764	6.112	1.285	0.226	1.258	631.068	307.817	6.132	628	305	5	7	7	4
10	31.277	74.539	190	143	6649277	34996.195	12709.182	33698.500	16419	65535	634.868	335.753	6.911	1.730	0.437	1.664	634.903	335.835	6.894	631	330	5	8	12	4
11	13.005	42.786	79	63	2000589	25323.912	7756.131	23453.000	16332	51157	844.873	346.089	5.949	1.252	0.225	1.252	844.885	346.113	5.936	841	343	5	8	7	3
12	18.108	51.372	110	74	4067540	36977.637	15817.212	32629.000	16428	65535	594.145	349.045	6.418	1.496	0.237	1.555	594.142	349.060	6.350	591	346	5	7	7	4
13	3.128	17.274	19	17	424204	22326.525	4916.345	22156.000	16613	33798	498.737	354.158	6.000	0.793	0.250	0.772	498.742	354.156	6.022	497	353	5	4	4	3
14	20.906	57.232	127	101	3941581	31036.070	10251.014	30676.000	16520	51524	688.354	371.724	6.661	1.461	0.322	1.481	688.339	371.771	6.618	684	369	5	10	6	4
15	30.783	77.229	187	138	6313200	33760.430	12990.919	29957.000	16321	65535	633.540	380.321	6.241	1.817	0.547	1.740	633.307	380.432	6.222	628	377	5	13	8	4
16	9.383	33.476	57	56	1318225	23126.754	4837.637	21937.000	16405	33822	507.614	381.544	6.351	1.019	0.288	1.062	507.656	381.497	6.312	505	378	5	6	8	3
17	31.606	88.710	192	148	5946981	30973.859	11928.487	28238.500	16318	65535	539.917	395.750	7.099	2.027	0.798	1.923	540.581	395.537	7.022	532	392	5	16	8	5
18	22.223	60.852	135	101	4787051	35459.637	15304.617	31067.000	16485	65535	681.119	394.741	6.630	1.541	0.319	1.528	681.347	394.738	6.622	676	392	5	10	7	4
19	13.005	44.476	79	68	2096162	26533.695	8890.380	24494.000	16608	54867	600.430	402.684	5.873	1.215	0.262	1.198	600.303	402.640	5.837	597	400	5	8	7	3
20	4.938	21.962	30	30	598689	19956.301	2281.031	19627.000	16423	25184	727.533	410.267	6.300	0.836	0.241	0.830	727.509	410.313	6.308	726	408	5	5	5	3
21	27.655	81.536	168	164	4262744	25373.477	5296.761	24865.500	16305	37624	618.006	416.786	6.024	2.075	0.875	2.046	617.865	416.689	6.026	611	411	5	15	14	3
22	28.149	74.298	171	130	5772910	33759.707	14401.239	29383.000	16328	65535	452.684	424.468	6.327	1.733	0.522	1.681	452.341	424.500	6.342	446	422	5	14	6	4
23	22.717	58.128	138	101	4605180	33370.871	13163.154	29643.500	16384	63702	437.268	426.558	6.384	1.509	0.248	1.536	437.195	426.503	6.364	434	423	5	8	8	4
24	19.754	57.613	120	81	4495971	37466.426	17506.691	31886.500	16309	65535	461.042	446.000	7.117	1.569	0.357	1.547	461.116	445.980	7.064	457	443	5	8	6	5
25	16.461	49.716	100	85	3021879	30218.789	8408.996	30158.500	17026	51832	385.850	452.080	6.810	1.311	0.315	1.291	385.928	452.069	6.800	382	449	5	8	7	4
26	22.552	60.956	137	102	5072704	37027.035	14933.261	34847.000	16430	65535	354.073	466.854	7.248	1.548	0.358	1.538	354.064	466.889	7.185	351	463	5	7	9	5
27	7.078	27.650	43	42	1138680	26480.930	8112.226	25897.000	16333	44292	486.721	478.767	5.558	0.925	0.237	0.904	486.844	478.698	5.536	484	476	5	6	6	3
28	36.380	79.571	221	159	8105217	36675.191	14924.436	34087.000	16336	65535	329.774	491.760	6.149	1.740	0.330	1.773	329.698	491.771	6.142	325	488	5	11	9	4
29	31.606	78.263	192	133	7504230	39084.531	16936.182	34892.500	16311	65535	404.312	491.667	6.594	1.764	0.386	1.698	404.284	491.582	6.591	399	488	5	12	8	5
30	20.412	55.060	124	96	4443677	35836.105	13530.445	34356.500	16348	65535	255.677	499.177	5.992	1.436	0.277	1.420	255.770	499.168	5.982	252	496	5	9	7	4
31	11.358	36.096	69	69	1613654	23386.289	4851.717	21949.000	16618	33189	455.681	511.754	5.493	1.123	0.372	1.088	455.659	511.747	5.474	451	510	5	10	5	2
32	3.292	18.067	20	20	382708	19135.400	2445.077	18761.500	16384	25343	320.950	515.600	5.450	0.782	0.212	0.715	320.891	515.589	5.421	319	514	5	5	4	2
33	10.865	39.821	66	60	1764550	26735.605	6867.939	25531.500	16811	45006	194.485	523.379	6.364	1.140	0.311	1.161	194.446	523.354	6.372	192	520	5	7	8	4
34	11.194	39.028	68	60	1715854	25233.146	7080.010	24076.000	16537	48687	518.632	524.559	6.015	1.170	0.252	1.148	518.625	524.584	5.984	515	522	5	8	6	3
35	27.161	83.229	165	122	5576738	33798.414	13427.177	30635.000	16326	64866	108.006	541.879	6.921	1.885	0.638	1.908	108.026	541.877	6.907	103	537	5	12	11	5
36	20.248	60.026	123	96	4828681	39257.570	15451.812	37825.000	16390	65535	370.886	539.480	6.959	1.526	0.387	1.519	370.853	539.545	6.930	367	536	5	9	8	5
