 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	33.746	80.609	205	131	7255308	35391.746	17936.281	30902.000	12884	65535	774.346	75.644	5.283	1.820	0.307	1.798	774.421	75.610	5.310	771	71	3	8	10	5
2	36.215	83.333	220	134	8098551	36811.594	18721.945	31871.500	12864	65535	783.864	81.045	5.145	1.897	0.288	1.930	783.905	81.036	5.160	780	77	3	9	10	5
3	35.063	89.436	213	138	7679042	36051.840	18611.486	28940.000	12859	65535	906.657	119.221	4.883	1.967	0.470	2.050	906.371	119.415	4.897	902	115	3	11	10	5
4	37.367	90.089	227	152	6735633	29672.393	13549.445	27866.000	12912	65535	860.233	175.128	5.163	1.851	0.364	1.863	860.203	175.255	5.123	857	169	3	8	13	5
5	33.911	82.503	206	155	5435935	26388.033	9405.923	24700.000	12994	51814	804.709	190.583	4.883	1.762	0.439	1.742	804.749	190.512	4.858	799	186	3	11	11	4
6	55.146	120.359	335	217	10307490	30768.627	14541.135	27501.000	12906	65535	685.669	193.119	5.248	2.223	0.606	2.192	685.388	193.235	5.223	679	189	3	16	9	5
7	16.955	52.302	103	78	3045996	29572.777	13111.789	28164.000	12891	65535	760.728	201.427	5.039	1.356	0.230	1.364	760.705	201.350	5.018	758	198	3	7	8	5
8	17.614	51.028	107	75	3494059	32654.758	16062.246	29013.000	12886	65535	701.654	211.636	5.131	1.472	0.314	1.449	701.653	211.660	5.101	699	209	3	6	7	5
9	47.738	103.293	290	188	9081036	31313.918	14757.628	29027.500	12861	65535	743.255	217.407	5.321	2.010	0.404	1.969	743.145	217.524	5.261	738	212	3	11	12	5
10	30.124	71.437	183	129	5231282	28586.240	12146.847	26444.000	12860	56451	738.060	257.656	5.224	1.645	0.270	1.689	737.934	257.701	5.205	734	254	3	9	8	5
11	40.660	93.294	247	168	7327670	29666.680	14036.745	26206.000	12933	65535	659.858	353.769	5.385	1.991	0.500	1.890	659.895	353.844	5.330	656	346	3	8	15	5
12	26.667	66.886	162	112	4283394	26440.703	10087.648	23540.000	12857	49100	914.210	145.136	5.636	1.625	0.261	1.635	914.206	145.185	5.604	910	141	4	9	9	4
13	13.992	44.235	85	66	2192914	25798.988	10147.626	23666.000	12924	57348	744.600	150.706	5.188	1.297	0.252	1.274	744.629	150.643	5.196	742	148	4	7	7	4
14	24.857	66.059	151	102	5158492	34162.199	16660.820	28056.000	12861	65535	665.517	187.927	5.523	1.679	0.332	1.652	665.315	187.995	5.519	661	185	4	11	7	4
15	13.334	41.718	81	58	2176471	26870.012	11627.491	22485.000	12942	53273	747.889	197.012	5.543	1.327	0.259	1.384	747.831	197.097	5.542	746	194	4	5	7	4
16	19.918	79.883	121	114	2050615	16947.230	3218.945	16003.000	12888	26688	810.132	240.678	4.909	1.637	0.654	1.553	810.197	240.611	4.922	807	234	4	8	14	3
17	30.783	74.816	187	122	6270337	33531.215	17111.199	28726.000	13003	65535	694.540	251.294	5.791	1.736	0.287	1.727	694.628	251.200	5.814	691	247	4	8	9	5
18	21.894	56.542	133	99	4075042	30639.414	13702.397	28374.000	12942	65535	575.120	253.609	5.925	1.468	0.239	1.471	575.171	253.613	5.931	571	250	4	9	8	4
19	27.984	69.024	170	114	5981762	35186.836	17242.758	31272.000	12863	65535	648.306	263.206	6.247	1.666	0.256	1.667	648.234	263.163	6.189	645	260	4	8	8	5
20	23.540	60.508	143	99	4466411	31233.643	15759.512	26766.000	13053	65535	626.378	285.713	5.510	1.581	0.228	1.592	626.298	285.694	5.484	623	281	4	7	10	4
21	34.404	81.987	209	134	7207007	34483.285	17731.412	29153.000	12914	65535	547.478	305.770	5.962	1.823	0.302	1.870	547.428	305.625	5.933	543	302	4	10	9	5
22	53.335	127.119	324	207	9192977	28373.387	13949.427	23785.000	13018	65535	704.843	318.611	7.858	2.447	0.818	2.393	704.430	318.547	7.508	700	314	4	11	11	8
23	10.206	36.270	62	51	1391094	22437.000	7004.710	21320.500	13241	39491	559.984	334.806	5.258	1.158	0.261	1.154	559.975	334.800	5.299	557	333	4	7	5	4
24	22.058	65.955	134	105	3663154	27336.971	10398.906	24756.000	12959	52669	479.172	377.022	5.903	1.622	0.483	1.554	479.197	376.948	5.840	475	372	4	9	11	4
25	21.894	57.406	133	93	4910771	36923.090	17857.053	33459.000	13129	65535	575.195	394.962	5.692	1.564	0.283	1.589	575.166	394.920	5.724	571	392	4	9	6	5
26	40.660	87.502	247	163	6911634	27982.324	12125.191	24324.000	12938	57837	551.093	397.874	5.466	1.870	0.316	1.853	550.983	397.934	5.439	548	392	4	8	12	4
27	57.286	140.427	348	229	9070504	26064.666	11494.565	22764.500	12872	64604	594.101	430.014	7.897	2.691	0.945	2.891	594.104	430.033	7.898	591	424	4	8	14	9
28	18.601	52.095	113	89	3010901	26645.141	9703.193	26840.000	12906	50078	411.460	490.673	6.080	1.397	0.254	1.408	411.423	490.662	6.047	408	488	4	8	6	5
29	19.424	54.130	118	83	2963432	25113.830	10406.994	21428.500	12884	52688	527.525	513.644	5.449	1.469	0.265	1.518	527.523	513.695	5.442	525	510	4	6	8	4
30	9.383	34.788	57	46	1261911	22138.789	6587.261	20582.000	13060	39406	786.123	57.193	5.930	1.131	0.199	1.136	786.151	57.162	5.923	784	55	5	6	6	3
31	17.778	52.751	108	76	2951581	27329.453	12821.236	21776.500	12885	56758	790.787	86.741	6.481	1.466	0.261	1.515	790.790	86.826	6.489	788	83	5	7	8	4
32	8.725	30.823	53	47	1114107	21020.887	5634.601	19792.000	12996	31541	860.943	88.340	5.698	1.030	0.238	1.055	860.924	88.321	5.652	858	86	5	6	6	3
33	10.041	35.822	61	49	1344289	22037.525	7244.957	20159.000	13237	44011	821.918	109.262	6.049	1.149	0.186	1.140	821.868	109.326	6.021	819	107	5	7	6	3
34	1.646	10.240	10	10	144206	14420.600	1473.567	13842.000	12900	17288	762.800	126.200	5.100	0.544	0.232	0.514	762.810	126.186	5.093	762	125	5	3	4	2
35	22.717	59.715	138	99	3826685	27729.602	12241.573	24707.000	12877	57493	726.594	149.442	6.341	1.543	0.281	1.561	726.411	149.507	6.327	722	147	5	10	6	4
36	13.334	37.753	81	68	2286991	28234.457	10399.045	26888.000	13314	60833	761.889	155.111	6.025	1.234	0.212	1.255	761.897	155.188	6.048	759	153	5	7	5	3
37	26.174	67.334	159	109	4077086	25642.051	10271.739	23436.000	12886	51007	671.270	168.956	6.579	1.648	0.285	1.646	671.309	168.971	6.625	667	165	5	10	8	4
38	17.614	51.198	107	86	2521339	23563.916	8437.926	21625.000	13031	50788	652.878	190.907	6.075	1.379	0.302	1.332	652.686	190.944	6.066	649	187	5	9	8	3
39	21.729	62.438	132	93	3241541	24557.129	10046.840	22012.500	12973	53389	862.689	192.917	7.091	1.501	0.271	1.487	862.590	192.792	7.086	859	189	5	8	9	5
40	16.297	47.785	99	78	2408592	24329.213	8313.356	23043.000	12940	44228	626.424	206.364	5.889	1.320	0.239	1.296	626.320	206.421	5.814	623	203	5	9	7	3
41	44.610	94.399	271	161	9198314	33942.117	17476.867	28115.000	12931	65535	535.557	262.277	7.402	1.966	0.256	1.945	535.631	262.256	7.434	531	258	5	10	10	6
42	15.145	49.475	92	72	1995040	21685.217	6131.760	19886.000	12891	35532	699.174	284.989	5.913	1.393	0.368	1.326	699.159	285.017	5.895	696	281	5	8	9	3
43	7.078	29.237	43	43	807542	18780.047	4357.801	17509.000	12911	26211	582.000	320.744	5.488	1.023	0.363	0.967	581.970	320.789	5.475	580	317	5	5	8	2
44	26.338	83.885	160	122	3446566	21541.037	6384.951	20507.500	13042	37519	500.394	332.400	8.406	1.962	0.743	1.937	500.360	332.415	8.364	496	329	5	11	7	7
45	20.906	59.611	127	99	3366841	26510.559	10558.346	23736.000	13028	51612	608.425	340.858	6.102	1.509	0.386	1.462	608.391	340.950	6.145	606	335	5	6	12	4
46	11.194	48.130	68	68	1059169	15576.015	2133.487	15010.500	12876	22323	507.118	344.838	6.206	1.424	0.599	1.317	507.265	344.953	6.233	502	340	5	10	10	3
