 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	25.186	61.438	153	111	3700610	24186.994	10533.912	21993.000	11323	53611	293.196	563.549	3.863	1.544	0.254	1.553	293.157	563.609	3.910	290	560	2	8	8	4
2	20.906	59.577	127	86	3695776	29100.598	14510.808	26249.000	11320	65535	736.866	101.244	5.268	1.514	0.233	1.497	736.830	101.224	5.211	733	98	3	8	8	5
3	26.174	71.403	159	110	4882237	30705.893	15419.691	29159.000	11311	65535	585.478	111.767	5.157	1.655	0.333	1.668	585.516	111.731	5.098	581	108	3	10	9	5
4	18.272	53.818	111	89	2279894	20539.586	7590.022	19010.000	11324	42584	249.261	646.613	4.162	1.387	0.293	1.356	249.209	646.627	4.158	245	643	3	10	8	4
5	30.454	77.366	185	137	4667328	25228.801	9832.882	23492.000	11512	55116	265.632	738.151	5.097	1.664	0.383	1.679	265.628	738.228	5.107	261	733	3	10	11	5
6	32.594	81.951	198	157	4209393	21259.561	7565.117	19923.500	11301	42493	160.015	801.470	4.460	1.723	0.545	1.744	160.119	801.585	4.503	155	797	3	13	10	4
7	39.014	94.743	237	168	6010703	25361.615	11271.101	22979.000	11329	58037	135.823	812.051	4.823	1.931	0.510	1.844	135.802	812.027	4.827	128	809	3	15	7	5
8	16.955	53.507	103	95	1686372	16372.544	4586.787	15096.000	11358	31790	305.602	840.990	4.330	1.362	0.440	1.406	305.721	841.151	4.318	303	836	3	6	11	3
9	20.248	60.370	123	87	3192344	25954.016	12660.679	19869.000	11409	54751	802.114	44.154	5.504	1.559	0.330	1.559	802.015	44.201	5.511	798	40	4	10	9	4
10	2.469	19.204	15	15	219193	14612.866	2488.131	13678.000	11610	19010	635.733	48.333	5.067	0.827	0.389	0.871	635.682	48.313	5.069	634	46	4	5	6	3
11	8.725	31.512	53	50	1034171	19512.660	5598.431	18794.000	11522	31937	775.038	52.981	5.415	1.008	0.273	1.008	775.058	53.016	5.442	772	51	4	7	5	3
12	20.083	58.128	122	91	2913942	23884.770	10764.926	20071.000	11422	50720	725.197	57.574	5.738	1.441	0.278	1.432	725.089	57.562	5.700	722	53	4	7	9	4
13	9.712	32.409	59	48	1091533	18500.559	5285.846	17324.000	12151	32044	765.678	60.559	5.102	1.139	0.191	1.112	765.649	60.569	5.095	764	58	4	5	6	3
14	41.318	89.985	251	160	6855550	27312.947	12834.127	22962.000	11361	61486	530.263	145.060	6.363	1.884	0.292	1.869	530.244	144.904	6.336	526	140	4	9	11	5
15	15.638	64.851	95	93	1422307	14971.652	2921.457	14010.000	11447	25846	594.990	200.368	4.779	1.597	0.603	1.638	595.060	200.317	4.780	592	194	4	7	13	3
16	17.284	52.165	105	77	3236969	30828.275	16832.000	25353.000	11445	65535	515.562	219.038	5.657	1.463	0.299	1.492	515.551	219.107	5.654	513	215	4	6	9	4
17	8.889	33.202	54	44	997597	18474.018	5141.653	17645.500	11311	30332	448.722	255.130	4.833	1.092	0.185	1.125	448.679	255.137	4.781	446	253	4	7	5	3
18	23.375	61.990	142	105	3393128	23895.268	8619.255	22362.500	11396	42518	414.514	264.444	5.211	1.546	0.357	1.553	414.488	264.412	5.205	409	262	4	11	6	4
