Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
186	288	186	135	186	1.000	0.000	1.000	1	1	68.151	298.333	9.161	3.291	0.864	3.290	68.151	298.333	9.161	63	297	5	11	5	9
540	678	540	339	1080	2.000	0.000	2.000	2	2	63.767	322.169	9.183	4.784	1.155	4.745	63.767	322.169	9.183	59	317	5	11	11	10
689	766	689	373	32383	47.000	0.000	47.000	47	47	77.610	370.363	8.731	5.325	1.311	5.567	77.610	370.363	8.731	70	363	5	16	15	9
106	172	106	76	424	4.000	0.000	4.000	4	4	92.462	378.160	7.292	2.548	0.478	2.574	92.462	378.160	7.292	90	375	5	6	7	5
176	250	176	114	880	5.000	0.000	5.000	5	5	128.784	454.835	7.602	3.186	0.717	3.121	128.784	454.835	7.602	125	452	5	9	7	6
453	628	453	281	62834	138.706	6.249	139.000	6	139	211.620	471.369	8.567	4.897	1.612	4.702	211.624	471.367	8.575	205	465	5	13	17	9
676	906	676	422	6084	9.000	0.000	9.000	9	9	196.750	534.790	8.743	6.109	2.194	5.971	196.750	534.790	8.743	189	529	5	19	14	8
502	704	502	336	5020	10.000	0.000	10.000	10	10	237.558	533.526	8.084	5.304	2.018	5.157	237.558	533.526	8.084	232	524	5	14	19	7
713	920	713	434	7843	11.000	0.000	11.000	11	11	498.727	698.449	8.721	5.705	1.945	5.760	498.727	698.449	8.721	491	692	5	18	17	10
38	100	38	38	456	12.000	0.000	12.000	12	12	628.658	745.579	7.132	1.974	0.736	1.959	628.658	745.579	7.132	628	743	5	2	7	6
471	752	471	326	7923	16.822	82.939	13.000	13	1813	610.868	743.072	8.626	5.086	1.879	4.983	609.990	742.601	8.711	602	736	5	16	18	9
380	608	380	261	5320	14.000	0.000	14.000	14	14	405.816	754.526	9.603	4.573	1.387	4.463	405.816	754.526	9.603	398	748	5	14	12	11
