Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
879	1110	879	502	423199	481.455	16.156	482.000	3	482	530.797	576.534	8.129	6.354	2.260	6.068	530.805	576.529	8.135	524	569	2	21	15	14
2413	2804	2413	1286	14478	6.000	0.000	6.000	6	6	60.643	605.129	8.092	10.052	4.511	8.770	60.643	605.129	8.092	44	587	2	33	33	14
801	998	801	438	430143	537.008	32.518	539.000	7	539	74.032	610.298	8.075	5.588	1.333	5.430	74.045	610.295	8.095	69	602	2	12	17	13
118	200	118	85	944	8.000	0.000	8.000	8	8	85.102	616.797	4.669	2.728	0.645	2.689	85.102	616.797	4.669	83	613	2	6	8	7
18	54	18	18	180	10.000	0.000	10.000	10	10	75.000	624.000	3.667	1.601	0.588	1.667	75.000	624.000	3.667	75	622	2	1	5	4
430	642	430	273	4730	11.000	0.000	11.000	11	11	62.460	627.467	6.116	4.599	1.293	4.457	62.460	627.467	6.116	57	622	2	11	11	13
792	1088	792	474	9504	12.000	0.000	12.000	12	12	48.659	625.870	7.490	5.755	1.750	5.487	48.659	625.870	7.490	42	618	2	14	19	13
683	978	683	454	2323936	3402.542	4031.508	14.000	14	8192	38.930	632.023	8.366	5.194	1.636	5.334	40.805	630.139	11.633	34	627	2	13	12	14
334	506	334	213	5341	15.991	0.164	16.000	13	16	79.584	635.752	5.440	4.215	1.239	3.941	79.584	635.753	5.442	75	629	2	11	14	9
235	356	235	160	3525	15.000	0.000	15.000	15	15	67.383	634.770	5.821	3.720	1.211	3.669	67.383	634.770	5.821	65	631	2	5	10	13
2440	2600	2440	1239	43920	18.000	0.000	18.000	18	18	45.161	649.174	7.284	8.497	2.300	8.443	45.161	649.174	7.284	36	640	2	23	23	15
214	354	214	156	153380	716.729	47.851	720.000	20	720	138.879	682.626	5.005	3.438	0.968	3.503	138.883	682.634	5.018	134	679	2	11	8	7
108	188	108	80	2268	21.000	0.000	21.000	21	21	212.593	681.889	4.324	2.661	0.662	2.620	212.593	681.889	4.324	209	680	2	9	5	6
607	884	607	385	13354	22.000	0.000	22.000	22	22	123.290	689.702	8.970	5.012	1.580	5.259	123.290	689.702	8.970	118	684	2	13	13	15
394	586	394	265	9456	24.000	0.000	24.000	24	24	47.759	699.010	6.490	4.781	1.762	4.495	47.759	699.010	6.490	44	690	2	9	17	13
8	34	8	8	198	24.750	0.707	25.000	23	25	54.125	699.875	3.250	1.278	0.559	1.259	54.116	699.884	3.263	54	698	2	2	4	3
94	176	94	72	2444	26.000	0.000	26.000	26	26	77.691	734.149	4.436	2.450	0.513	2.499	77.691	734.149	4.436	75	731	2	6	7	6
103	178	103	78	2781	27.000	0.000	27.000	27	27	171.709	747.544	4.417	2.629	0.672	2.624	171.709	747.544	4.417	168	745	2	8	6	6
74	136	74	57	64633	873.419	99.624	885.000	28	885	178.689	746.216	4.730	2.242	0.413	2.254	178.725	746.206	4.766	176	744	2	6	5	6
193	294	193	125	5597	29.000	0.000	29.000	29	29	195.829	749.549	5.259	3.337	0.781	3.338	195.829	749.549	5.259	191	746	2	10	8	7
347	524	347	240	10410	30.000	0.000	30.000	30	30	721.150	762.037	5.242	4.794	1.835	4.533	721.150	762.037	5.242	717	756	2	12	16	8
98	168	98	70	3038	31.000	0.000	31.000	31	31	183.306	762.459	4.765	2.531	0.553	2.489	183.306	762.459	4.765	180	760	2	8	5	6
301	660	301	265	824257	2738.395	2038.795	4272.000	37	4272	120.033	777.658	4.508	5.068	2.102	5.000	118.413	775.771	4.629	109	772	2	20	13	6
88	222	88	74	16268	184.864	775.514	40.000	40	4290	125.398	791.534	4.034	2.675	0.994	2.565	128.221	789.810	5.575	121	788	2	10	8	5
708	886	708	408	31860	45.000	159.650	39.000	39	4287	132.065	788.732	9.742	5.588	1.666	5.538	131.923	788.635	9.243	122	783	2	18	13	13
104	204	104	83	103041	990.779	94.038	1000.000	41	1000	333.356	793.096	4.433	2.794	0.980	2.634	333.368	793.088	4.455	329	790	2	9	7	5
85	154	85	64	3570	42.000	0.000	42.000	42	42	156.988	800.106	4.388	2.428	0.604	2.362	156.988	800.106	4.388	154	798	2	7	5	5
405	636	405	277	410507	1013.598	48.349	1016.000	43	1016	805.091	797.595	5.669	5.006	1.938	4.546	805.095	797.590	5.678	798	789	2	15	15	8
497	848	497	365	21868	44.000	0.000	44.000	44	44	273.171	805.093	5.151	5.725	2.284	5.481	273.171	805.093	5.151	265	796	2	19	19	7
87	150	87	63	3915	45.000	0.000	45.000	45	45	282.977	809.931	4.621	2.369	0.390	2.332	282.977	809.931	4.621	281	807	2	5	7	6
192	342	192	145	8832	46.000	0.000	46.000	46	46	192.974	811.646	5.146	3.501	1.119	3.402	192.974	811.646	5.146	190	806	2	7	12	7
202	350	202	144	9696	48.000	0.000	48.000	48	48	297.361	815.936	5.183	3.450	0.887	3.367	297.361	815.936	5.183	292	812	2	11	9	7
321	650	321	236	16371	51.000	0.000	51.000	51	51	170.576	828.090	7.785	4.871	1.768	4.878	170.576	828.090	7.785	167	822	2	11	14	13
68	124	68	56	3332	49.000	0.000	49.000	49	49	152.250	822.838	4.544	2.166	0.499	2.083	152.250	822.838	4.544	151	820	2	4	6	6
1535	1914	1535	880	1658307	1080.330	26.239	1081.000	53	1081	94.247	825.509	5.997	8.148	2.997	8.043	94.249	825.506	6.000	83	812	2	23	26	9
157	280	157	109	8478	54.000	0.000	54.000	54	54	282.936	829.796	5.516	3.326	1.050	3.302	282.936	829.796	5.516	278	826	2	10	9	8
79	168	79	64	4345	55.000	0.000	55.000	55	55	114.608	831.329	4.367	2.345	0.587	2.389	114.608	831.329	4.367	112	828	2	6	7	5
224	340	224	148	12544	56.000	0.000	56.000	56	56	168.121	835.562	4.969	3.535	0.871	3.619	168.121	835.562	4.969	163	831	2	11	9	7
282	488	282	213	311405	1104.273	62.586	1108.000	57	1108	245.057	839.014	4.635	4.164	1.440	4.223	245.064	839.021	4.644	239	833	2	12	12	6
73	184	73	63	8581	117.548	500.115	59.000	59	4332	188.795	842.041	4.027	2.415	0.730	2.291	189.395	841.025	5.009	186	839	2	7	8	5
153	424	153	126	9486	62.000	0.000	62.000	62	62	108.627	846.196	7.085	3.938	1.409	4.089	108.627	846.196	7.085	103	843	2	11	8	12
97	176	97	72	6111	63.000	0.000	63.000	63	63	248.897	847.454	4.320	2.567	0.601	2.541	248.897	847.454	4.320	245	844	2	8	7	5
546	818	546	342	34944	64.000	0.000	64.000	64	64	751.513	863.326	7.791	4.933	1.426	4.816	751.513	863.326	7.791	745	857	2	13	15	13
1439	1842	1439	794	93535	65.000	0.000	65.000	65	65	898.803	862.129	7.460	6.985	1.913	6.844	898.799	862.130	7.460	890	851	2	19	22	14
77	154	77	62	5082	66.000	0.000	66.000	66	66	878.974	864.221	4.221	2.280	0.565	2.331	878.974	864.221	4.221	876	862	2	7	6	5
49	154	49	48	180383	3681.286	961.523	3866.000	67	5039	89.878	868.694	4.796	2.172	0.709	2.269	89.878	868.769	4.959	87	866	2	6	6	6
