Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
191	346	191	159	382	2.000	0.000	2	2	2	438.319	35.115	5.958	3.574	1.256	3.570	438.319	35.115	5.958	431	31	4	13	11	5
160	250	160	110	480	3.000	0.000	3	3	3	424.175	37.162	6.969	3.074	0.745	3.059	424.175	37.162	6.969	421	35	4	10	6	8
79	150	79	61	316	4.000	0.000	4	4	4	457.570	39.684	6.076	2.330	0.561	2.387	457.570	39.684	6.076	455	37	4	6	6	5
65	178	65	57	390	6.000	0.000	6	6	6	516.031	45.677	7.231	2.384	0.837	2.254	516.031	45.677	7.231	513	43	4	6	8	7
1406	1510	1406	745	535686	381.000	0.000	381	381	381	418.693	54.945	8.756	7.804	2.680	7.579	418.693	54.945	8.756	408	41	4	19	28	11
316	536	316	208	117193	370.864	20.535	372	7	375	441.560	46.756	7.877	3.987	1.035	3.900	441.571	46.750	7.888	436	41	4	13	11	9
55	116	55	55	440	8.000	0.000	8	8	8	457.509	47.055	7.273	2.141	0.811	2.134	457.509	47.055	7.273	457	44	4	3	6	7
212	306	212	153	2120	10.000	0.000	10	10	10	492.533	52.708	8.552	3.474	0.906	3.403	492.533	52.708	8.552	489	50	4	9	7	8
4125	4130	4125	2175	7115625	1725.000	0.000	1725	1725	1725	472.810	56.449	8.980	13.541	5.630	13.072	472.812	56.449	8.979	457	34	4	41	48	11
630	882	630	417	238404	378.419	14.582	379	13	379	430.641	52.168	8.183	5.360	1.582	5.405	430.646	52.162	8.189	426	45	4	13	16	9
67	136	67	53	938	14.000	0.000	14	14	14	539.507	57.134	5.418	2.234	0.544	2.233	539.507	57.134	5.418	537	54	4	6	7	4
150	238	150	106	2250	15.000	0.000	15	15	15	515.953	58.853	6.580	3.036	0.748	3.074	515.953	58.853	6.580	513	55	4	9	9	6
845	1008	845	480	13520	16.000	0.000	16	16	16	505.341	57.841	8.168	6.309	2.074	6.331	505.341	57.841	8.168	499	46	4	17	20	9
326	512	326	235	5542	17.000	0.000	17	17	17	522.635	65.077	8.230	4.102	1.266	4.156	522.635	65.077	8.230	517	59	4	11	11	9
11	48	11	11	209	19.000	0.000	19	19	19	470.545	64.909	5.000	1.470	0.623	1.457	470.545	64.909	5.000	469	64	4	4	4	4
731	1176	731	538	300250	410.739	782.806	30	30	2018	533.754	73.430	6.896	6.170	2.100	6.097	530.487	78.381	7.337	526	63	4	17	19	8
71	176	71	65	1278	18.000	0.000	18	18	18	547.831	63.606	5.718	2.532	1.020	2.411	547.831	63.606	5.718	545	58	4	7	10	4
1573	1720	1573	888	33033	21.000	0.000	21	21	21	490.552	70.323	8.643	8.384	3.300	8.167	490.552	70.323	8.643	480	57	4	20	28	10
333	422	333	209	7659	23.000	0.000	23	23	23	480.652	68.186	8.919	4.040	0.971	4.055	480.652	68.186	8.919	478	63	4	6	11	10
6	28	6	6	120	20.000	0.000	20	20	20	533.833	66.167	4.833	1.303	0.681	1.317	533.833	66.167	4.833	533	64	4	2	5	2
1013	1460	1013	658	32416	32.000	0.000	32	32	32	451.580	76.501	9.054	6.642	2.086	6.562	451.580	76.501	9.054	440	66	4	22	21	10
367	492	367	227	141298	385.008	19.001	386	22	386	414.856	70.981	7.692	4.346	1.164	4.344	414.862	70.983	7.702	410	65	4	13	11	8
7	26	7	7	182	26.000	0.000	26	26	26	467.429	72.143	4.857	0.984	0.329	1.040	467.429	72.143	4.857	467	72	4	2	2	3
679	752	679	378	261055	384.470	13.816	385	25	385	501.389	72.894	9.196	5.244	1.159	5.225	501.394	72.895	9.203	497	66	4	12	14	10
196	296	196	155	394548	2013.000	0.000	2013	2013	2013	510.587	69.301	8.296	3.579	1.205	3.408	510.587	69.301	8.296	505	67	4	12	6	9
107	186	107	86	3531	33.000	0.000	33	33	33	479.879	76.729	5.738	2.614	0.675	2.679	479.879	76.729	5.738	477	74	4	6	7	5
259	330	259	164	7252	28.000	0.000	28	28	28	512.564	76.900	7.239	3.578	0.580	3.583	512.564	76.900	7.239	509	74	4	9	8	7
416	572	416	247	12064	29.000	0.000	29	29	29	521.714	75.675	8.394	4.410	1.000	4.334	521.714	75.675	8.394	518	70	4	9	14	10
659	950	659	428	20429	31.000	0.000	31	31	31	393.039	77.992	8.033	5.740	1.928	5.817	393.039	77.992	8.033	384	67	4	17	19	10
688	768	688	377	23392	34.000	0.000	34	34	34	429.648	75.628	8.942	5.120	1.110	5.120	429.648	75.628	8.942	423	70	4	14	12	11
12	42	12	12	15060	1255.000	0.000	1255	1255	1255	484.250	75.917	5.250	1.317	0.486	1.309	484.250	75.917	5.250	484	74	4	2	4	3
122	258	122	95	4392	36.000	0.000	36	36	36	560.590	81.074	6.639	3.632	1.929	3.179	560.590	81.074	6.639	553	77	4	13	10	6
150	236	150	110	6300	42.000	0.000	42	42	42	457.240	82.760	6.593	3.173	0.929	3.046	457.240	82.760	6.593	453	81	4	10	5	7
1069	1336	1069	641	42760	40.000	0.000	40	40	40	505.657	85.853	8.183	6.566	1.939	6.295	505.657	85.853	8.183	496	79	4	22	19	10
67	144	67	61	2613	39.000	0.000	39	39	39	467.970	83.672	5.806	2.220	0.710	2.157	467.970	83.672	5.806	466	81	4	6	6	5
