Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
345	538	345	256	345	1.000	0.000	1.000	1	1	168.974	838.728	5.084	4.299	1.330	4.298	168.974	838.728	5.084	163	834	1	13	10	11
1011	1414	1011	646	369662	365.640	11.448	366.000	2	366	241.854	840.329	5.290	6.504	2.406	6.265	241.853	840.324	5.294	232	829	1	21	22	11
213	322	213	155	639	3.000	0.000	3.000	3	3	248.657	845.803	4.648	3.497	1.043	3.464	248.657	845.803	4.648	247	839	1	5	13	9
112	214	112	86	448	4.000	0.000	4.000	4	4	186.536	863.973	3.170	2.782	0.811	2.675	186.536	863.973	3.170	183	861	1	8	8	5
462	664	462	293	2310	5.000	0.000	5.000	5	5	239.976	893.703	5.318	4.570	1.141	4.609	239.976	893.703	5.318	234	886	1	12	15	10
835	966	835	444	5844	6.999	0.035	7.000	6	7	499.225	399.014	7.612	5.799	1.418	5.666	499.226	399.015	7.613	493	392	2	14	17	12
86	252	86	78	241956	2813.442	536.491	2915.000	8	2916	492.837	412.256	7.140	3.118	1.056	3.225	492.903	412.289	7.289	490	409	2	6	8	10
281	534	281	208	238290	848.007	50.170	851.000	10	851	379.548	465.359	6.068	4.248	1.572	3.970	379.557	465.358	6.082	373	460	2	14	11	11
531	978	531	399	5841	11.000	0.000	11.000	11	11	362.548	468.094	6.770	5.024	1.631	5.113	362.548	468.094	6.770	355	462	2	15	15	11
1045	1340	1045	594	12540	12.000	0.000	12.000	12	12	393.464	469.355	6.380	6.582	2.132	6.510	393.464	469.355	6.380	382	459	2	20	21	11
384	612	384	261	9694	25.245	220.301	14.000	14	4331	341.409	475.992	4.880	5.171	2.295	4.607	340.336	475.551	6.269	334	467	2	16	18	7
210	328	210	153	3569	16.995	0.069	17.000	16	17	455.895	485.810	4.514	3.507	0.998	3.477	455.895	485.810	4.515	452	482	2	8	10	6
30	76	30	30	540	18.000	0.000	18.000	18	18	464.900	494.833	3.700	1.600	0.536	1.589	464.900	494.833	3.700	463	494	2	5	3	4
659	1052	659	449	586955	890.675	34.007	892.000	19	892	395.795	496.090	6.619	5.556	1.881	5.242	395.796	496.087	6.626	387	490	2	19	15	11
265	436	265	190	238676	900.664	54.304	904.000	20	904	289.513	505.313	5.838	3.961	1.227	3.788	289.515	505.322	5.852	287	501	2	9	13	8
1163	1654	1163	730	27907	23.996	0.106	24.000	21	24	424.584	508.567	6.871	6.898	2.268	6.869	424.584	508.567	6.872	414	497	2	22	22	12
846	1448	846	616	21151	25.001	0.034	25.000	25	26	330.199	514.422	6.134	7.174	3.038	6.833	330.198	514.422	6.133	316	500	2	25	25	11
558	750	558	335	15066	27.000	0.000	27.000	27	27	346.579	514.192	6.751	4.932	1.193	4.885	346.579	514.192	6.751	341	508	2	12	12	13
456	694	456	303	13224	29.000	0.000	29.000	29	29	434.612	517.583	6.542	4.613	1.316	4.569	434.612	517.583	6.542	428	512	2	13	11	12
888	1108	888	502	821392	924.991	30.067	926.000	30	926	361.838	518.591	6.481	5.881	1.668	5.733	361.838	518.589	6.486	354	510	2	16	19	10
327	498	327	220	10464	32.000	0.000	32.000	32	32	341.202	523.584	5.538	4.431	1.515	4.090	341.202	523.584	5.538	337	516	2	9	16	10
496	828	496	369	17360	35.000	0.000	35.000	35	35	352.514	525.919	6.296	4.815	1.621	4.741	352.514	525.919	6.296	346	521	2	18	9	11
1139	1468	1139	653	43280	37.998	0.059	38.000	36	38	324.370	531.493	7.076	6.660	1.856	6.601	324.370	531.494	7.077	313	524	2	23	17	11
737	1038	737	463	2190136	2971.691	35.546	2973.000	2008	2973	350.079	537.544	6.792	5.899	1.830	6.107	350.078	537.545	6.794	342	531	2	16	16	11
455	740	455	307	17745	39.000	0.000	39.000	39	39	388.292	528.391	7.079	4.801	1.543	4.851	388.292	528.391	7.079	383	522	2	13	13	12
159	316	159	139	6360	40.000	0.000	40.000	40	40	375.899	541.824	4.013	3.361	1.204	3.316	375.899	541.824	4.013	371	537	2	9	10	7
29	80	29	29	1189	41.000	0.000	41.000	41	41	330.517	540.759	4.828	1.650	0.648	1.568	330.517	540.759	4.828	329	539	2	3	5	6
935	1458	935	644	40205	43.000	0.000	43.000	43	43	412.351	543.176	6.142	6.860	2.788	6.575	412.351	543.177	6.142	403	535	2	19	24	11
5	24	5	5	220	44.000	0.000	44.000	44	44	371.800	551.200	2.800	1.180	0.600	1.233	371.800	551.200	2.800	371	550	2	2	4	2
562	780	562	340	25290	45.000	0.000	45.000	45	45	385.776	570.609	7.148	4.803	1.114	4.846	385.776	570.609	7.148	381	563	2	12	15	12
451	676	451	300	21648	48.000	0.000	48.000	48	48	318.705	574.843	5.517	4.806	1.451	4.510	318.705	574.843	5.517	311	568	2	16	11	10
360	610	360	252	18000	50.000	0.000	50.000	50	50	316.967	583.889	5.311	4.557	1.514	4.308	316.967	583.889	5.311	311	580	2	14	13	8
1299	1860	1299	849	1306191	1005.536	37.301	1007.000	53	1007	354.724	586.704	5.503	7.894	3.210	7.558	354.723	586.703	5.509	344	570	2	22	33	10
190	296	190	135	10642	56.011	0.145	56.000	56	58	308.953	588.563	4.758	3.325	0.897	3.361	308.952	588.563	4.757	305	584	2	8	9	7
687	1078	687	473	39159	57.000	0.000	57.000	57	57	371.378	586.863	5.344	7.182	3.338	6.562	371.378	586.863	5.344	364	573	2	15	28	8
224	336	224	148	14112	63.000	0.000	63.000	63	63	259.009	594.549	5.527	3.464	0.734	3.422	259.009	594.549	5.527	255	591	2	9	8	8
362	530	362	245	23530	65.000	0.000	65.000	65	65	381.218	599.268	4.878	4.859	1.784	4.788	381.218	599.268	4.878	376	593	2	13	14	7
263	558	263	217	414933	1577.692	1474.785	3011.000	66	3011	263.825	600.722	5.928	4.236	1.607	4.078	265.625	598.412	6.636	259	593	2	9	17	10
194	382	194	155	13771	70.985	0.215	71.000	68	71	369.046	608.309	4.701	3.928	1.634	3.458	369.047	608.310	4.702	365	601	2	8	16	7
312	624	312	249	22465	72.003	0.057	72.000	72	73	307.606	612.006	5.179	4.965	2.183	4.661	307.606	612.007	5.179	301	604	2	16	15	10
550	780	550	350	41800	76.000	0.000	76.000	76	76	335.556	618.145	4.824	5.673	2.183	5.449	335.556	618.145	4.824	326	610	2	16	18	9
713	1014	713	458	741011	1039.286	51.206	1042.000	74	1042	281.634	617.125	5.306	5.883	1.979	5.799	281.633	617.125	5.314	273	610	2	18	17	9
379	604	379	250	29183	77.000	0.000	77.000	77	77	351.108	619.380	6.040	4.391	1.185	4.221	351.108	619.380	6.040	346	615	2	12	10	10
483	630	483	282	39606	82.000	0.000	82.000	82	82	320.226	623.275	5.300	4.839	1.377	4.746	320.226	623.275	5.300	314	615	2	13	18	8
408	866	408	333	426208	1044.627	47.923	1047.000	79	1047	257.699	622.902	5.159	5.670	2.509	5.365	257.693	622.906	5.166	249	614	2	20	20	9
258	418	258	182	529062	2050.628	174.254	2066.000	81	2066	303.209	620.973	6.159	3.819	1.125	3.659	303.211	620.962	6.190	297	616	2	13	11	10
116	194	116	93	10092	87.000	0.000	87.000	87	87	297.552	621.250	4.897	2.737	0.743	2.678	297.552	621.250	4.897	296	618	2	4	8	8
780	1266	780	515	817257	1047.765	34.481	1049.000	86	1049	368.713	626.779	6.815	6.069	2.283	5.704	368.714	626.784	6.821	361	616	2	20	21	11
35	108	35	35	35720	1020.571	162.270	1048.000	88	1048	350.314	626.171	4.114	1.849	0.602	1.882	350.323	626.176	4.171	348	624	2	6	5	5
82	186	82	72	7380	90.000	0.000	90.000	90	90	256.890	632.207	4.037	2.493	0.848	2.471	256.890	632.207	4.037	253	628	2	8	8	5
182	292	182	124	190082	1044.407	100.775	1055.000	91	1055	312.429	631.874	5.275	3.252	0.750	3.170	312.458	631.883	5.308	307	629	2	11	7	7
164	306	164	124	15088	92.000	0.000	92.000	92	92	290.043	636.372	5.317	3.249	1.044	3.096	290.043	636.372	5.317	285	634	2	11	7	8
556	840	556	354	589916	1061.000	0.000	1061.000	1061	1061	361.086	640.448	7.921	4.763	1.248	4.907	361.086	640.448	7.921	356	635	2	11	13	12
805	1156	805	502	75670	94.000	0.000	94.000	94	94	320.888	642.104	5.970	6.374	2.164	6.206	320.888	642.105	5.970	313	632	2	17	22	10
518	772	518	343	54111	104.461	192.578	96.000	96	4479	352.228	642.568	4.566	5.541	2.273	5.126	352.290	642.522	4.844	345	631	2	14	20	9
680	1094	680	451	64600	95.000	0.000	95.000	95	95	222.487	645.104	7.097	6.052	2.335	5.793	222.487	645.105	7.097	209	639	2	22	15	11
306	480	306	207	31518	103.000	0.000	103.000	103	103	230.997	651.458	5.497	4.080	1.307	4.028	230.997	651.458	5.497	226	643	2	11	15	8
538	942	538	415	749282	1392.718	1455.781	107.000	107	3038	341.156	654.414	5.541	5.669	2.303	5.450	342.037	650.413	5.984	334	644	2	14	22	11
133	306	133	114	14368	108.030	0.244	108.000	108	110	247.376	653.173	3.895	3.303	1.239	3.249	247.376	653.174	3.894	244	647	2	8	13	5
708	1242	708	524	1475900	2084.604	128.790	2093.000	109	2093	290.919	651.963	5.696	5.885	2.015	5.856	290.922	651.951	5.710	281	643	2	18	20	11
197	472	197	173	210812	1070.112	68.611	1075.000	112	1075	265.360	654.995	4.959	3.975	1.621	3.821	265.371	654.990	4.973	260	648	2	11	15	7
146	252	146	106	17082	117.000	0.000	117.000	117	117	310.726	659.144	4.911	2.961	0.711	3.005	310.726	659.144	4.911	307	656	2	8	7	6
149	244	149	108	17139	115.027	0.328	115.000	115	119	365.101	660.040	5.282	2.952	0.622	3.059	365.100	660.040	5.281	363	657	2	6	8	7
131	274	131	110	15196	116.000	0.000	116.000	116	116	208.656	660.489	5.168	3.000	0.924	2.957	208.656	660.489	5.168	205	657	2	9	9	7
667	1220	667	480	87362	130.978	231.817	122.000	122	6109	279.072	664.351	5.459	5.718	1.889	5.634	279.478	664.121	5.770	271	659	2	18	14	10
260	502	260	199	38088	146.492	411.051	121.000	121	6749	372.581	664.562	6.454	3.953	1.390	3.848	372.828	664.290	7.245	367	657	2	13	14	10
276	500	276	209	34224	124.000	0.000	124.000	124	124	307.707	668.362	4.551	4.480	1.817	4.320	307.707	668.362	4.551	300	663	2	17	11	6
75	202	75	69	80267	1070.227	110.620	1083.000	125	1083	322.187	671.547	3.947	2.565	0.911	2.585	322.201	671.553	3.970	319	667	2	7	10	5
556	1016	556	419	71166	127.996	0.085	128.000	126	128	257.888	675.009	4.802	6.032	2.263	6.078	257.888	675.009	4.802	247	668	2	20	16	9
38	96	38	34	4826	127.000	0.000	127.000	127	127	232.447	673.816	3.579	1.779	0.501	1.818	232.447	673.816	3.579	230	672	2	6	5	4
289	520	289	224	55110	190.692	513.188	130.000	130	4515	332.990	672.633	4.325	4.960	2.073	4.810	333.789	673.148	5.495	325	665	2	16	14	7
107	260	107	97	115142	1076.094	92.130	1085.000	132	1085	303.682	678.579	4.075	2.900	1.003	2.907	303.680	678.592	4.092	300	675	2	7	9	5
64	146	64	54	11310	176.719	365.750	131.000	131	3057	219.172	675.656	4.125	2.194	0.602	2.159	219.645	674.969	4.610	216	673	2	7	6	5
145	254	145	101	19430	134.000	0.000	134.000	134	134	288.821	680.828	4.366	3.006	0.697	2.903	288.821	680.828	4.366	284	678	2	9	8	6
454	784	454	327	61290	135.000	0.000	135.000	135	135	276.870	679.174	6.469	4.626	1.430	4.713	276.870	679.174	6.469	271	673	2	13	12	11
303	584	303	236	42119	139.007	0.115	139.000	139	141	215.116	684.393	5.475	4.573	1.705	4.459	215.115	684.393	5.475	211	678	2	12	15	9
597	914	597	412	84774	142.000	0.000	142.000	142	142	314.675	686.946	6.508	5.179	1.692	4.946	314.675	686.947	6.508	307	678	2	19	15	11
340	516	340	223	47600	140.000	0.000	140.000	140	140	366.368	686.526	5.053	4.272	1.270	4.160	366.368	686.526	5.053	361	681	2	12	13	8
307	498	307	201	43901	143.000	0.000	143.000	143	143	351.221	689.059	5.342	4.114	1.204	3.962	351.221	689.059	5.342	347	683	2	11	12	10
446	786	446	315	65116	146.000	0.000	146.000	146	146	273.868	690.978	6.260	4.834	1.591	4.589	273.868	690.977	6.260	267	685	2	16	13	10
64	152	64	57	9216	144.000	0.000	144.000	144	144	250.469	689.109	4.391	2.126	0.596	2.041	250.469	689.109	4.391	248	687	2	6	6	5
612	960	612	386	91800	150.000	0.000	150.000	150	150	316.503	695.904	6.389	5.173	1.437	4.987	316.503	695.904	6.389	310	692	2	17	13	11
74	304	74	73	189050	2554.730	795.296	2611.000	149	3678	254.581	697.851	4.919	4.325	1.739	4.453	254.363	698.214	5.226	251	691	2	9	15	8
318	538	318	224	48337	152.003	0.097	152.000	151	153	356.403	700.019	6.642	4.087	1.202	4.075	356.402	700.019	6.641	352	695	2	10	11	12
250	500	250	204	39000	156.000	0.000	156.000	156	156	267.008	703.560	5.372	3.767	1.189	3.737	267.008	703.560	5.372	261	700	2	13	7	10
321	578	321	232	356952	1112.000	0.000	1112.000	1112	1112	241.090	707.122	6.044	4.360	1.473	4.069	241.090	707.122	6.044	237	700	2	9	14	10
431	776	431	310	475304	1102.793	45.808	1105.000	154	1105	301.499	702.833	5.752	5.270	2.132	4.795	301.506	702.833	5.759	297	691	2	11	21	9
85	238	85	81	13345	157.000	0.000	157.000	157	157	309.024	706.000	4.471	2.565	0.866	2.659	309.024	706.000	4.471	306	702	2	7	7	7
434	566	434	252	68572	158.000	0.000	158.000	158	158	326.021	706.910	4.878	4.465	1.040	4.368	326.021	706.911	4.878	321	700	2	13	13	8
534	766	534	338	85440	160.000	0.000	160.000	160	160	341.404	709.633	5.024	5.501	2.002	5.231	341.404	709.633	5.024	334	702	2	14	18	8
304	552	304	225	796784	2621.000	0.000	2621.000	2621	2621	263.477	711.586	6.388	4.186	1.430	4.039	263.477	711.585	6.388	257	708	2	15	10	9
469	934	469	353	79727	169.994	0.139	170.000	167	170	211.925	716.959	5.955	4.946	1.707	4.656	211.925	716.959	5.955	206	709	2	14	17	11
151	304	151	138	24462	162.000	0.000	162.000	162	162	350.623	715.033	4.457	3.759	1.587	3.579	350.623	715.033	4.457	348	707	2	8	14	6
148	248	148	106	24272	164.000	0.000	164.000	164	164	243.514	715.662	4.736	3.043	0.829	2.878	243.514	715.662	4.736	238	713	2	11	6	6
13	42	13	13	2184	168.000	0.000	168.000	168	168	335.462	714.615	3.231	1.253	0.430	1.370	335.462	714.615	3.231	335	714	2	2	3	4
99	212	99	78	110220	1113.333	96.182	1123.000	166	1123	190.020	717.030	4.616	2.633	0.739	2.576	190.012	717.048	4.639	187	714	2	7	8	8
213	456	213	180	237609	1115.535	65.161	1120.000	169	1120	199.390	711.676	5.465	4.447	2.021	4.372	199.407	711.659	5.479	193	706	2	14	15	7
164	296	164	123	28208	172.000	0.000	172.000	172	172	319.098	718.152	4.616	3.315	0.976	3.270	319.098	718.152	4.616	313	714	2	11	10	7
728	1040	728	441	126672	174.000	0.000	174.000	174	174	231.262	719.305	6.492	5.410	1.339	5.424	231.262	719.305	6.492	225	711	2	15	17	11
312	536	312	219	56160	180.000	0.000	180.000	180	180	326.231	722.426	4.766	4.179	1.291	4.007	326.231	722.426	4.766	321	717	2	11	11	9
302	518	302	219	53152	176.000	0.000	176.000	176	176	261.169	722.636	4.407	4.167	1.376	4.165	261.169	722.636	4.407	256	716	2	12	12	7
163	336	163	122	28851	177.000	0.000	177.000	177	177	279.798	721.675	4.988	3.596	1.472	3.316	279.798	721.675	4.988	276	718	2	12	10	7
69	158	69	64	12489	181.000	0.000	181.000	181	181	350.362	724.348	4.217	2.240	0.659	2.275	350.362	724.348	4.217	348	722	2	6	6	6
220	468	220	179	46722	212.373	284.322	179.000	179	2625	306.305	721.705	5.868	3.886	1.334	3.806	305.995	721.333	5.731	301	716	2	11	13	9
