Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1000	1192	1000	581	1000	1.000	0.000	1.000	1	1	689.165	353.729	7.634	6.167	1.931	6.092	689.165	353.729	7.634	680	345	3	16	20	11
328	544	328	237	43036	131.207	653.775	4.000	4	3481	690.793	370.878	5.713	4.349	1.417	4.361	689.297	373.662	9.223	685	364	3	11	15	9
8	28	8	8	56	7.000	0.000	7.000	7	7	753.000	371.500	3.500	1.144	0.467	1.144	753.000	371.500	3.500	753	370	3	1	4	2
185	364	185	148	925	5.000	0.000	5.000	5	5	715.276	372.276	6.881	3.607	1.243	3.441	715.276	372.276	6.881	709	369	3	11	9	10
254	388	254	193	728980	2870.000	0.000	2870.000	2870	2870	753.126	374.161	8.189	3.736	1.251	3.680	753.125	374.161	8.189	750	369	3	7	10	11
465	650	465	295	850108	1828.189	169.918	1844.000	6	1844	736.520	374.540	8.867	4.891	1.595	4.670	736.492	374.551	8.909	732	369	3	15	12	11
918	1098	918	565	11934	13.000	0.000	13.000	13	13	758.919	384.961	7.186	6.727	2.481	6.154	758.919	384.961	7.186	754	373	3	11	25	11
498	710	498	341	3984	8.000	0.000	8.000	8	8	747.669	381.040	6.974	5.334	2.155	4.864	747.669	381.040	6.974	743	373	3	11	21	11
300	610	300	252	273318	911.060	1187.554	206.000	9	2877	711.640	386.063	6.277	5.038	1.952	4.680	711.502	386.560	8.298	706	378	3	13	17	8
50	108	50	45	550	11.000	0.000	11.000	11	11	717.360	382.360	4.740	1.981	0.565	1.910	717.360	382.360	4.740	716	380	3	4	6	4
372	522	372	228	4464	12.000	0.000	12.000	12	12	689.164	385.710	7.438	4.239	1.021	4.189	689.164	385.710	7.438	685	380	3	9	11	10
136	296	136	118	1905	14.007	0.086	14.000	14	15	703.132	384.662	6.515	3.047	0.963	3.044	703.132	384.664	6.513	701	381	3	5	9	8
316	512	316	236	64276	203.405	10.576	204.000	16	204	734.861	389.411	7.310	4.365	1.452	4.282	734.866	389.413	7.323	732	383	3	8	14	10
477	654	477	282	8109	17.000	0.000	17.000	17	17	617.432	392.235	6.943	4.901	1.434	4.688	617.432	392.235	6.943	611	387	3	16	13	10
424	528	424	242	8056	19.000	0.000	19.000	19	19	747.766	399.054	6.993	4.509	1.151	4.268	747.766	399.054	6.993	740	395	3	14	8	10
172	262	172	134	3784	22.000	0.000	22.000	22	22	762.116	400.256	5.698	3.135	0.770	3.028	762.116	400.256	5.698	759	397	3	6	8	8
640	866	640	406	15360	24.000	0.000	24.000	24	24	730.814	402.472	6.803	5.420	1.700	5.209	730.814	402.472	6.803	723	398	3	18	12	10
727	1020	727	460	18176	25.001	0.037	25.000	25	26	572.205	400.691	7.735	5.803	1.747	5.721	572.205	400.691	7.734	565	389	3	15	22	11
489	748	489	333	11247	23.000	0.000	23.000	23	23	695.624	402.667	8.348	5.169	1.811	5.061	695.624	402.667	8.348	687	397	3	17	15	10
672	792	672	406	19488	29.000	0.000	29.000	29	29	747.646	409.234	7.558	5.171	1.151	5.236	747.646	409.234	7.558	741	404	3	13	11	10
385	664	385	303	762020	1979.273	943.801	2894.000	32	2894	737.935	414.745	7.496	4.492	1.395	4.571	737.932	413.306	7.588	732	409	3	10	12	10
421	556	421	270	14314	34.000	0.000	34.000	34	34	746.373	418.938	7.487	4.593	1.327	4.326	746.373	418.938	7.487	742	415	3	14	11	10
425	644	425	305	15300	36.000	0.000	36.000	36	36	533.294	424.096	6.000	5.053	1.877	4.895	533.294	424.096	6.000	527	418	3	14	17	8
