Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
254	428	254	191	141934	558.795	35.138	561.000	1	561	465.772	860.327	6.283	4.252	1.627	3.884	465.778	860.332	6.296	462	855	3	9	15	9
89	186	89	74	178	2.000	0.000	2.000	2	2	432.989	858.404	6.247	2.620	0.830	2.531	432.989	858.404	6.247	431	855	3	5	7	9
153	266	153	121	459	3.000	0.000	3.000	3	3	409.346	875.667	5.052	3.183	1.035	3.121	409.346	875.667	5.052	406	871	3	7	12	5
150	276	150	115	600	4.000	0.000	4.000	4	4	351.487	883.260	5.833	3.327	1.040	3.268	351.487	883.260	5.833	348	880	3	10	8	6
159	316	159	121	795	5.000	0.000	5.000	5	5	364.755	887.730	6.346	3.230	0.983	3.282	364.755	887.730	6.346	362	884	3	7	10	8
218	428	218	166	1308	6.000	0.000	6.000	6	6	438.693	904.693	7.092	3.828	1.317	3.742	438.693	904.693	7.092	435	899	3	11	11	10
44	104	44	39	308	7.000	0.000	7.000	7	7	238.000	917.227	4.727	1.867	0.497	1.916	238.000	917.227	4.727	235	915	3	6	5	4
152	312	152	123	1216	8.000	0.000	8.000	8	8	244.474	923.414	6.270	3.455	1.377	3.147	244.474	923.414	6.270	241	918	3	8	12	9
242	444	242	173	2179	9.004	0.064	9.000	9	10	259.868	925.942	6.178	3.786	1.267	3.599	259.867	925.943	6.176	255	918	3	11	13	7
437	696	437	291	326139	746.313	35.256	748.000	11	748	282.668	945.277	6.856	4.985	1.788	4.849	282.675	945.269	6.865	277	937	3	12	19	10
678	1100	678	481	1179293	1739.370	662.797	2199.000	13	2199	258.286	973.171	6.708	5.369	1.794	5.378	258.308	971.924	6.954	250	966	3	16	16	10
141	274	141	111	2256	16.000	0.000	16.000	16	16	242.688	975.496	4.965	3.270	1.212	3.121	242.688	975.496	4.965	237	972	3	13	8	5
110	200	110	83	1650	15.000	0.000	15.000	15	15	190.936	973.791	5.273	2.662	0.656	2.716	190.936	973.791	5.273	188	970	3	7	8	5
464	714	464	309	8352	18.000	0.000	18.000	18	18	286.606	977.955	7.472	4.559	1.233	4.590	286.606	977.955	7.472	281	972	3	15	13	10
115	272	115	102	141667	1231.887	1089.250	2200.000	17	2200	344.600	975.183	4.800	4.413	2.096	4.442	347.830	973.800	4.905	337	969	3	15	11	4
428	776	428	316	187008	436.935	1200.012	21.000	21	3891	253.299	987.839	6.343	5.062	1.935	4.742	256.739	986.088	9.866	245	980	3	15	18	10
321	542	321	243	7062	22.000	0.000	22.000	22	22	343.224	988.872	5.542	4.677	1.824	4.498	343.224	988.872	5.542	336	984	3	15	12	8
253	604	253	214	488081	1929.174	1546.533	3177.000	20	3177	110.229	983.182	8.016	4.897	1.605	4.952	111.322	981.611	9.747	103	976	3	15	13	10
37	136	37	37	3077	83.162	359.869	24.000	24	2213	212.405	999.162	4.568	2.018	0.787	1.938	210.694	999.047	5.587	209	997	3	7	6	4
158	280	158	112	4108	26.000	0.000	26.000	26	26	233.639	1004.747	5.551	3.109	0.745	2.981	233.639	1004.747	5.551	231	999	3	7	10	7
410	848	410	331	10250	25.000	0.000	25.000	25	25	243.078	1001.754	6.612	4.787	1.648	4.767	243.078	1001.754	6.612	236	994	3	15	17	10
420	606	420	267	11760	28.000	0.000	28.000	28	28	314.510	1009.924	6.748	4.828	1.533	4.815	314.510	1009.924	6.748	309	1002	3	13	14	10
220	388	220	159	376326	1710.573	161.433	1726.000	29	1726	117.791	1008.014	6.614	4.049	1.507	3.825	117.821	1008.005	6.642	112	1005	3	13	9	8
158	308	158	131	135366	856.747	198.849	847.000	30	3204	89.133	1009.044	5.424	3.633	1.557	3.394	89.125	1009.004	5.484	81	1005	3	13	8	6
323	504	323	214	10013	31.000	0.000	31.000	31	31	99.650	1008.854	7.396	4.183	1.326	4.182	99.650	1008.854	7.396	94	1005	3	14	8	11
196	404	196	158	165979	846.832	58.357	851.000	34	851	144.087	1010.000	6.464	3.761	1.395	3.625	144.092	1009.991	6.481	140	1003	3	10	11	10
26	82	26	25	910	35.000	0.000	35.000	35	35	214.769	1011.308	4.500	1.712	0.725	1.668	214.769	1011.308	4.500	213	1009	3	5	6	4
142	226	142	100	5112	36.000	0.000	36.000	36	36	798.056	424.155	6.732	2.965	0.664	2.999	798.056	424.155	6.732	794	421	4	8	7	6
395	598	395	276	14615	37.000	0.000	37.000	37	37	705.461	438.658	7.289	4.887	1.743	4.593	705.461	438.658	7.289	698	432	4	17	13	7
21	70	21	21	39959	1902.810	427.052	1996.000	39	1996	875.286	450.000	6.048	2.017	0.944	1.961	875.202	450.000	6.148	872	450	4	8	1	5
233	386	233	163	13659	58.622	268.993	41.000	41	4147	644.639	466.884	6.781	3.744	1.083	3.528	643.846	466.318	7.749	639	463	4	13	10	7
456	610	456	274	545585	1196.458	54.276	1199.000	40	1199	846.923	465.382	8.458	4.555	1.221	4.421	846.921	465.379	8.468	843	458	4	9	14	11
412	568	412	255	494064	1199.184	57.149	1202.000	42	1202	675.124	465.439	8.405	4.510	1.267	4.473	675.121	465.433	8.416	669	461	4	13	11	10
665	986	665	437	29260	44.000	0.000	44.000	44	44	796.851	471.797	8.389	5.190	1.383	5.209	796.851	471.797	8.389	790	464	4	15	14	10
141	234	141	103	170985	1212.660	99.037	1221.000	45	1221	669.809	478.539	6.475	3.035	0.852	2.899	669.793	478.536	6.492	666	476	4	10	7	6
273	406	273	183	12558	46.000	0.000	46.000	46	46	831.308	479.637	7.136	3.788	0.982	3.708	831.308	479.637	7.136	827	475	4	11	10	9
683	1020	683	478	839590	1229.268	45.266	1231.000	48	1231	653.898	485.202	7.164	6.171	2.204	6.174	653.904	485.201	7.168	646	478	4	20	15	9
280	428	280	184	14280	51.000	0.000	51.000	51	51	803.804	487.904	7.993	3.890	1.024	3.924	803.804	487.904	7.993	800	483	4	9	10	9
