Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
138	290	138	114	414	3.000	0.000	3.000	3	3	553.870	157.986	4.377	3.419	1.288	3.333	553.870	157.986	4.377	548	153	2	11	11	5
459	722	459	326	647216	1410.057	1122.326	2467.000	5	2467	585.211	190.684	6.941	4.579	1.435	4.771	587.485	190.395	7.492	580	186	2	11	12	12
387	632	387	284	103454	267.323	13.318	268.000	6	268	580.096	223.698	4.517	5.093	1.976	5.056	580.106	223.694	4.523	572	215	2	17	15	6
164	250	164	109	1148	7.000	0.000	7.000	7	7	440.439	232.591	4.787	3.161	0.763	3.051	440.439	232.591	4.787	436	229	2	9	8	6
495	758	495	354	3960	8.000	0.000	8.000	8	8	587.149	298.556	5.040	5.885	2.511	5.504	587.149	298.556	5.040	582	288	2	11	24	7
629	984	629	433	1071212	1703.040	1191.674	2540.000	9	2540	626.079	308.514	7.768	5.535	1.927	5.374	627.891	307.537	9.201	617	302	2	18	17	12
310	558	310	237	6743	21.752	206.908	10.000	10	3653	610.190	317.155	6.194	4.473	1.563	4.451	611.708	315.991	7.710	604	312	2	16	12	8
476	626	476	306	5236	11.000	0.000	11.000	11	11	588.651	341.132	4.756	4.941	1.563	4.985	588.651	341.132	4.756	582	334	2	15	14	7
443	670	443	273	5758	12.998	0.048	13.000	12	13	495.905	369.510	5.657	4.896	1.616	4.797	495.905	369.511	5.658	491	363	2	10	18	10
248	382	248	161	3472	14.000	0.000	14.000	14	14	631.923	443.351	4.976	3.674	0.934	3.623	631.923	443.351	4.976	627	439	2	11	9	8
260	480	260	203	329205	1266.173	822.450	522.000	15	2166	650.523	467.846	5.023	4.393	1.658	4.310	651.780	469.726	5.204	644	460	2	14	16	7
236	346	236	148	3776	16.000	0.000	16.000	16	16	564.042	484.407	5.127	3.675	1.070	3.546	564.042	484.407	5.127	558	479	2	11	11	8
47	118	47	46	26743	569.000	82.268	581.000	17	581	559.213	509.787	4.000	1.959	0.665	2.059	559.217	509.783	4.042	557	507	2	5	7	4
389	602	389	268	7391	19.000	0.000	19.000	19	19	646.440	774.242	4.985	5.123	1.915	4.944	646.440	774.242	4.985	639	767	2	16	16	8
204	314	204	146	6950	34.069	200.940	20.000	20	2890	515.284	23.819	5.343	3.551	1.023	3.497	515.580	22.655	6.440	512	19	3	8	11	6
496	816	496	358	10417	21.002	0.045	21.000	21	22	480.268	29.669	5.466	5.275	1.903	5.245	480.268	29.670	5.465	472	24	3	19	13	7
110	194	110	85	2530	23.000	0.000	23.000	23	23	464.691	33.491	4.445	2.896	0.994	2.678	464.691	33.491	4.445	463	29	3	5	10	4
184	358	184	152	7284	39.587	211.432	24.000	24	2892	436.255	36.832	8.174	3.938	1.538	3.888	436.942	36.898	8.105	432	34	3	11	8	11
264	476	264	194	13496	51.121	299.539	25.000	25	3474	413.981	41.220	7.750	3.975	1.343	4.143	415.268	41.874	8.389	408	39	3	11	6	12
207	318	207	135	5382	26.000	0.000	26.000	26	26	486.609	40.671	5.729	3.508	1.004	3.367	486.609	40.671	5.729	483	36	3	8	12	6
248	420	248	179	7192	29.000	0.000	29.000	29	29	395.798	45.472	5.081	3.993	1.636	3.826	395.798	45.472	5.081	385	42	3	17	10	6
100	186	100	75	5568	55.680	286.800	27.000	27	2895	468.170	42.260	5.560	2.538	0.543	2.563	469.628	42.126	6.817	466	39	3	6	7	6
219	408	219	176	6570	30.000	0.000	30.000	30	30	495.858	45.142	5.023	4.043	1.779	3.899	495.858	45.142	5.023	491	38	3	15	14	5
265	358	265	159	9010	34.000	0.000	34.000	34	34	531.913	48.204	5.140	3.709	0.857	3.749	531.913	48.204	5.140	526	44	3	11	10	6
222	380	222	158	7104	32.000	0.000	32.000	32	32	378.811	49.775	5.892	3.696	1.130	3.632	378.811	49.775	5.892	375	45	3	9	13	6
61	116	61	53	2135	35.000	0.000	35.000	35	35	410.721	48.131	5.180	2.091	0.526	2.095	410.721	48.131	5.180	408	46	3	6	4	5
351	536	351	251	357318	1018.000	0.000	1018.000	1018	1018	515.296	45.248	5.584	4.465	1.430	4.293	515.296	45.248	5.584	510	39	3	11	13	7
54	136	54	53	1944	36.000	0.000	36.000	36	36	498.444	52.241	3.926	2.144	0.738	2.135	498.444	52.241	3.926	495	50	3	8	5	4
424	672	424	277	16536	39.000	0.000	39.000	39	39	398.731	52.856	9.203	4.509	1.357	4.440	398.731	52.856	9.203	393	48	3	13	11	12
358	584	358	253	1244766	3477.000	0.000	3477.000	3477	3477	415.656	49.117	10.042	4.391	1.454	4.239	415.656	49.117	10.042	409	45	3	14	9	11
307	576	307	252	534104	1739.752	692.119	2385.000	37	2385	351.821	53.528	5.889	4.546	1.781	4.543	353.100	53.073	6.081	342	50	3	18	10	8
94	208	94	88	3854	41.000	0.000	41.000	41	41	421.138	54.330	5.138	2.993	1.443	2.637	421.138	54.330	5.138	414	52	3	13	6	6
94	200	94	76	3760	40.000	0.000	40.000	40	40	469.500	51.394	5.489	2.606	0.792	2.586	469.500	51.394	5.489	467	47	3	6	9	6
87	204	87	78	4089	47.000	0.000	47.000	47	47	482.701	54.023	4.586	2.723	1.070	2.657	482.701	54.023	4.586	479	49	3	8	9	6
198	340	198	130	10296	52.000	0.000	52.000	52	52	387.066	56.990	6.359	3.469	1.017	3.215	387.066	56.990	6.359	383	53	3	8	8	10
441	652	441	287	21168	48.000	0.000	48.000	48	48	438.637	56.855	6.925	4.587	1.309	4.459	438.637	56.855	6.925	433	52	3	14	13	10
50	136	50	48	99300	1986.000	0.000	1986.000	1986	1986	534.720	55.200	5.500	2.222	0.931	1.941	534.720	55.200	5.500	531	52	3	9	5	6
563	940	563	401	579476	1029.265	41.176	1031.000	54	1031	453.657	60.703	5.986	5.492	2.056	5.389	453.657	60.703	5.991	446	53	3	19	16	10
84	166	84	74	4200	50.000	0.000	50.000	50	50	496.357	57.869	4.821	2.500	0.792	2.459	496.357	57.869	4.821	493	55	3	8	6	4
307	432	307	202	17192	56.000	0.000	56.000	56	56	537.599	62.091	5.414	4.122	1.173	4.105	537.599	62.091	5.414	532	58	3	11	10	9
54	104	54	44	2754	51.000	0.000	51.000	51	51	357.296	59.722	4.889	1.963	0.359	2.035	357.296	59.722	4.889	356	58	3	4	5	5
114	208	114	83	6042	53.000	0.000	53.000	53	53	431.088	60.526	5.307	2.633	0.549	2.621	431.088	60.526	5.307	428	57	3	7	8	6
447	756	447	319	888636	1988.000	0.000	1988.000	1988	1988	477.765	60.714	7.752	4.754	1.440	4.510	477.765	60.714	7.752	470	54	3	15	17	11
358	530	358	250	372320	1040.000	0.000	1040.000	1040	1040	365.874	67.184	5.760	5.103	2.049	4.906	365.874	67.184	5.760	362	57	3	9	20	7
430	706	430	292	445480	1036.000	0.000	1036.000	1036	1036	389.556	64.028	8.770	4.493	1.391	4.509	389.556	64.028	8.770	382	57	3	13	13	12
195	376	195	155	11895	61.000	0.000	61.000	61	61	501.877	65.641	4.882	3.988	1.589	3.826	501.877	65.641	4.882	495	62	3	15	8	6
74	170	74	73	4297	58.068	0.581	58.000	58	63	478.514	67.203	4.459	2.542	0.845	2.667	478.515	67.202	4.458	475	64	3	8	7	3
263	482	263	203	15517	59.000	0.000	59.000	59	59	403.110	64.183	8.468	3.770	1.226	3.953	403.110	64.183	8.468	400	59	3	7	10	11
740	1200	740	522	2154608	2911.632	1047.726	3494.000	60	3494	415.330	70.630	9.070	5.867	2.008	5.710	415.524	71.765	9.694	410	61	3	14	21	11
