Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
222	396	222	160	444	2.000	0.000	2.000	2	2	403.739	80.068	5.027	3.975	1.507	3.862	403.739	80.068	5.027	398	76	2	14	11	7
298	412	298	197	33861	113.628	6.430	114.000	3	114	386.933	97.413	4.654	4.368	1.574	4.287	386.939	97.401	4.663	384	90	2	8	15	6
174	294	174	143	21110	121.322	8.946	122.000	4	122	353.425	106.310	4.379	3.681	1.393	3.660	353.439	106.318	4.393	349	103	2	12	7	5
315	498	315	218	1575	5.000	0.000	5.000	5	5	409.752	106.260	4.695	4.544	1.700	4.606	409.752	106.260	4.695	405	97	2	10	17	7
225	374	225	165	31775	141.222	117.216	134.000	6	1887	402.391	115.942	4.467	3.681	1.105	3.632	402.214	115.894	4.616	397	109	2	12	12	6
441	742	441	326	3528	8.000	0.000	8.000	8	8	391.329	211.884	5.166	5.184	1.770	5.198	391.329	211.884	5.166	385	203	2	16	17	10
345	500	345	245	94953	275.226	14.375	276.000	9	276	349.554	217.849	4.394	4.543	1.573	4.595	349.558	217.854	4.401	342	213	2	15	13	6
546	766	546	337	7098	13.000	0.000	13.000	13	13	452.352	251.196	6.337	5.214	1.672	5.025	452.352	251.196	6.337	445	245	2	18	13	12
334	688	334	271	5010	15.000	0.000	15.000	15	15	462.183	285.554	6.225	4.675	1.775	4.572	462.183	285.554	6.225	457	279	2	14	13	11
65	128	65	51	1040	16.000	0.000	16.000	16	16	419.708	306.754	3.938	2.133	0.421	2.115	419.708	306.754	3.938	417	304	2	6	6	5
307	538	307	219	401684	1308.417	945.037	413.000	18	2303	473.208	317.391	7.107	4.540	1.500	4.680	475.042	317.204	8.874	466	314	2	14	8	11
81	152	81	61	1539	19.000	0.000	19.000	19	19	376.988	319.136	4.420	2.311	0.406	2.266	376.988	319.136	4.420	374	317	2	7	6	6
76	152	76	65	1520	20.000	0.000	20.000	20	20	453.395	330.303	3.803	2.430	0.795	2.470	453.395	330.303	3.803	451	327	2	6	9	4
324	468	324	209	187361	578.275	31.055	580.000	21	580	359.725	429.352	5.787	4.114	1.009	3.881	359.733	429.353	5.798	353	424	2	12	10	8
249	402	249	168	5478	22.000	0.000	22.000	22	22	416.064	448.940	5.221	3.930	1.272	3.778	416.064	448.940	5.221	412	441	2	8	14	9
328	514	328	233	7544	23.000	0.000	23.000	23	23	339.098	451.335	5.302	4.480	1.493	4.570	339.098	451.335	5.302	332	444	2	13	13	8
333	438	333	200	7992	24.000	0.000	24.000	24	24	344.228	470.036	6.438	4.040	0.846	4.037	344.228	470.036	6.438	341	465	2	8	12	10
305	432	305	195	7625	25.000	0.000	25.000	25	25	338.308	480.872	5.433	3.952	1.008	3.836	338.308	480.872	5.433	334	475	2	10	13	8
291	496	291	229	196646	675.759	38.221	678.000	26	678	381.058	509.715	4.127	4.690	1.951	4.530	381.052	509.714	4.134	374	503	2	14	15	5
149	262	149	117	100075	671.644	53.168	676.000	27	676	451.389	508.732	4.497	3.321	1.207	3.177	451.392	508.723	4.513	449	504	2	7	12	6
208	364	208	154	8184	39.346	163.637	28.000	28	2388	460.832	510.620	4.587	4.139	1.775	3.751	462.034	509.288	5.571	456	505	2	10	15	7
112	222	112	92	77951	695.991	63.592	702.000	29	702	447.464	523.071	4.036	2.830	0.897	2.727	447.486	523.089	4.053	444	519	2	9	8	6
