Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2345	2018	2345	1081	4690	2.000	0.000	2.000	2	2	308.723	135.343	6.639	9.657	3.436	9.383	308.723	135.343	6.639	295	118	1	28	34	12
1209	1370	1209	670	152211	125.898	3.538	126.000	3	126	337.724	184.027	5.365	7.039	2.295	7.041	337.727	184.031	5.368	328	177	1	18	19	11
2002	2502	2002	1191	8008	4.000	0.000	4.000	4	4	286.071	200.299	5.763	8.857	3.131	8.449	286.071	200.299	5.763	272	190	1	29	24	11
11	44	11	11	4085	371.364	121.509	408.000	5	408	302.000	94.818	3.818	1.629	0.781	1.827	302.000	94.899	3.998	302	93	2	1	5	5
3484	3078	3484	1584	34840	10.000	0.000	10.000	10	10	346.924	103.475	6.308	10.578	3.432	10.577	346.924	103.475	6.308	336	85	2	28	36	10
2222	2258	2222	1124	910222	409.641	11.968	410.000	9	410	327.176	102.993	6.739	9.402	3.378	9.201	327.173	102.993	6.744	310	90	2	26	28	11
49	122	49	44	392	8.000	0.000	8.000	8	8	268.490	100.041	3.673	2.190	0.820	2.090	268.490	100.041	3.673	266	96	2	6	7	4
554	784	554	349	6094	11.000	0.000	11.000	11	11	368.579	99.673	6.375	5.056	1.327	4.954	368.579	99.673	6.375	361	93	2	14	14	10
181	322	181	139	2715	15.000	0.000	15.000	15	15	370.657	108.387	4.790	3.185	0.806	3.186	370.657	108.387	4.790	367	105	2	9	9	8
63	160	63	59	1071	17.000	0.000	17.000	17	17	281.794	107.460	3.762	2.498	1.100	2.325	281.794	107.460	3.762	278	105	2	10	6	4
884	804	884	446	18564	21.000	0.000	21.000	21	21	320.916	111.284	6.575	5.771	1.278	5.595	320.916	111.284	6.575	315	102	2	11	16	11
814	1062	814	477	14652	18.000	0.000	18.000	18	18	379.337	109.749	7.091	6.067	1.987	5.888	379.337	109.749	7.091	373	99	2	16	20	10
3231	2852	3231	1417	9247122	2862.000	0.000	2862.000	2862	2862	291.310	120.952	6.927	10.294	3.407	10.211	291.310	120.952	6.927	272	107	2	34	25	10
3424	2828	3424	1460	136814	39.957	122.347	37.000	37	5100	322.751	125.598	6.762	10.206	3.291	10.061	323.097	125.591	7.113	307	114	2	33	27	11
1378	1472	1378	796	39962	29.000	0.000	29.000	29	29	352.957	124.417	5.150	7.296	2.516	7.128	352.957	124.417	5.150	339	116	2	23	20	10
178	296	178	123	4628	26.000	0.000	26.000	26	26	383.135	121.775	5.949	3.204	0.788	3.257	383.135	121.775	5.949	379	118	2	8	8	9
1461	1670	1461	798	56980	39.001	0.026	39.000	39	40	368.487	129.290	6.000	7.273	2.192	7.307	368.489	129.290	6.000	360	119	2	23	21	11
920	1126	920	546	402040	437.000	0.000	437.000	437	437	273.777	132.008	6.202	6.977	3.066	6.428	273.777	132.007	6.202	261	119	2	23	20	10
7	32	7	7	5227	746.714	667.619	1282.000	33	1282	315.571	127.000	2.714	1.504	0.744	1.597	316.698	127.000	2.987	313	127	2	5	1	3
827	974	827	471	1967433	2379.000	0.000	2379.000	2379	2379	335.522	136.516	6.052	5.829	1.747	5.673	335.522	136.516	6.052	330	130	2	13	18	10
877	1164	877	515	36834	42.000	0.000	42.000	42	42	400.740	132.192	5.888	6.194	1.894	6.152	400.740	132.192	5.888	393	121	2	17	21	10
97	230	97	85	41719	430.093	39.736	435.000	43	435	380.918	135.289	4.299	2.899	0.961	3.008	380.903	135.295	4.320	378	131	2	8	8	6
880	1074	880	499	50160	57.000	0.000	57.000	57	57	395.915	146.949	6.590	5.884	1.595	5.801	395.914	146.949	6.590	389	139	2	15	16	10
2085	1650	2085	889	104250	50.000	0.000	50.000	50	50	292.807	140.734	7.445	8.345	2.693	8.029	292.807	140.734	7.445	283	132	2	27	18	11
693	908	693	504	1032552	1489.974	1452.686	441.000	52	3497	273.765	142.706	7.127	5.249	1.613	5.312	273.980	144.973	7.507	268	136	2	14	12	10
450	664	450	282	30253	67.229	238.201	56.000	56	5109	344.456	145.747	5.747	4.653	1.269	4.514	344.212	145.288	6.624	337	140	2	15	12	10
