Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
79	158	79	66	79	1.000	0.000	1	1	1	121.962	15.101	5.329	2.514	0.910	2.344	121.962	15.101	5.329	119	14	3	9	5	5
181	280	181	133	543	3.000	0.000	3	3	3	202.265	16.492	5.508	3.407	1.078	3.341	202.265	16.492	5.508	197	15	3	12	6	7
71	164	71	68	31750	447.183	75.820	460	2	460	306.704	17.873	4.789	2.364	0.781	2.421	306.724	17.870	4.840	304	16	3	7	7	5
250	556	250	232	1000	4.000	0.000	4	4	4	238.148	19.096	4.772	4.990	2.249	4.954	238.148	19.096	4.772	229	15	3	18	13	4
304	516	304	226	139698	459.533	26.162	461	5	471	317.128	22.079	5.720	4.348	1.480	4.287	317.135	22.092	5.729	312	16	3	12	14	7
155	334	155	136	1401	9.039	0.482	9	9	15	209.471	21.400	4.832	3.733	1.534	3.680	209.478	21.407	4.824	203	15	3	12	12	6
233	416	233	187	2330	10.000	0.000	10	10	10	254.794	22.966	5.180	4.178	1.627	4.225	254.794	22.966	5.180	250	16	3	11	14	6
81	150	81	59	486	6.000	0.000	6	6	6	158.494	20.469	5.296	2.302	0.392	2.322	158.494	20.469	5.296	156	18	3	6	6	6
74	148	74	62	33810	456.892	52.544	463	11	463	92.932	20.811	4.905	2.433	0.837	2.359	92.958	20.795	4.931	91	18	3	5	8	4
322	546	322	247	4508	14.000	0.000	14	14	14	178.522	22.401	6.640	4.219	1.355	4.258	178.522	22.401	6.640	174	17	3	13	10	11
292	504	292	208	5256	18.000	0.000	18	18	18	272.969	24.969	5.592	4.284	1.496	4.129	272.969	24.969	5.592	268	17	3	11	15	7
103	182	103	76	1751	17.000	0.000	17	17	17	329.320	23.864	5.117	2.683	0.718	2.604	329.320	23.864	5.117	326	21	3	8	7	5
224	402	224	186	4256	19.000	0.000	19	19	19	219.768	23.951	5.107	4.770	2.203	4.511	219.768	23.951	5.107	213	16	3	14	16	6
372	612	372	275	7440	20.000	0.000	20	20	20	302.263	29.761	5.274	5.446	2.174	5.498	302.263	29.761	5.274	295	23	3	16	17	6
294	480	294	213	140371	477.452	26.536	479	24	479	289.469	31.139	5.605	4.056	1.194	4.051	289.478	31.137	5.614	284	26	3	12	11	7
100	192	100	77	2100	21.000	0.000	21	21	21	100.160	31.820	5.230	2.571	0.622	2.544	100.160	31.820	5.230	97	29	3	8	7	5
148	284	148	110	70582	476.905	37.647	480	22	480	113.514	31.405	5.581	3.157	0.939	3.019	113.517	31.415	5.598	109	27	3	9	10	8
240	376	240	170	114984	479.100	29.435	481	25	481	157.188	31.758	5.746	3.974	1.407	3.880	157.172	31.753	5.757	152	28	3	13	8	7
187	270	187	125	4862	26.000	0.000	26	26	26	258.519	35.481	5.604	3.223	0.730	3.256	258.519	35.481	5.604	255	32	3	8	8	6
