"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",245,364,245,166,245,1,0,1,1,1,884.563,471.673,5.412,3.87,1.232,3.744,884.563,471.673,5.412,880,468,2,11,9,8,TRUE,FALSE
"2",145,244,145,108,290,2,0,2,2,2,838.117,525.248,4.903,2.942,0.725,3.009,838.117,525.248,4.903,834,522,2,9,7,7,TRUE,TRUE
"3",436,700,436,312,133983,307.3,14.607,308,3,308,840.874,555.732,4.484,5.303,2.122,5.087,840.872,555.726,4.49,835,546,2,14,20,7,TRUE,FALSE
"4",306,392,306,188,1224,4,0,4,4,4,426.333,171.059,5.98,4.068,1.145,4.092,426.333,171.059,5.98,422,166,3,9,12,7,TRUE,TRUE
"5",62,120,62,62,310,5,0,5,5,5,541.548,208.677,6.113,2.19,0.744,2.275,541.548,208.677,6.113,541,206,3,3,7,7,TRUE,TRUE
"6",50,100,50,45,300,6,0,6,6,6,560.92,231.28,5.14,1.922,0.505,1.925,560.92,231.28,5.14,560,229,3,3,6,5,TRUE,FALSE
"7",169,270,169,120,1183,7,0,7,7,7,556.882,247.296,6.166,3.344,0.996,3.275,556.882,247.296,6.166,552,243,3,10,8,8,TRUE,TRUE
"8",316,416,316,196,183024,579.19,32.178,581,9,581,588.288,254.864,6.054,4.131,1.194,4.049,588.282,254.867,6.063,583,250,3,11,12,7,TRUE,TRUE
"9",251,396,251,182,2508,9.992,0.126,10,8,10,557.677,255.283,5.693,3.837,1.207,3.799,557.68,255.284,5.695,553,252,3,12,9,8,TRUE,FALSE
"10",255,358,255,161,3060,12,0,12,12,12,600.741,257.733,6.745,3.668,0.789,3.575,600.741,257.733,6.745,597,253,3,9,10,10,TRUE,TRUE
"11",265,338,265,160,3445,13,0,13,13,13,593.328,262.879,6.449,3.703,0.741,3.704,593.328,262.879,6.449,590,258,3,8,10,8,TRUE,TRUE
"12",301,464,301,207,4214,14,0,14,14,14,616.382,264.485,7.864,4.251,1.451,4.233,616.382,264.485,7.864,611,260,3,11,10,12,TRUE,TRUE
"13",502,716,502,326,7530,15,0,15,15,15,197.126,270.281,7.05,4.897,1.46,4.76,197.126,270.281,7.05,190,263,3,14,14,11,TRUE,TRUE
"14",72,144,72,67,1152,16,0,16,16,16,593.083,276.389,4.764,2.379,0.8,2.402,593.083,276.389,4.764,592,273,3,5,8,5,TRUE,FALSE
"15",120,202,120,86,227040,1892,0,1892,1892,1892,588.267,274.433,6.508,2.732,0.616,2.713,588.266,274.433,6.508,585,271,3,7,9,7,TRUE,TRUE
"16",36,88,36,36,612,17,0,17,17,17,626.833,279.056,4.528,1.91,0.838,1.777,626.833,279.056,4.528,623,277,3,8,5,3,FALSE,FALSE
"17",92,152,92,64,1656,18,0,18,18,18,617.185,289.25,5.087,2.441,0.419,2.42,617.185,289.25,5.087,614,287,3,7,5,5,TRUE,FALSE
"18",379,614,379,278,559767,1476.958,772.354,2206,19,2206,575.28,302.459,6.623,4.601,1.499,4.731,576.657,303.192,7.002,569,296,3,13,13,10,TRUE,TRUE
"19",619,766,619,363,416552,672.943,26.287,674,20,674,383.964,305.17,7.703,5.171,1.385,5.198,383.965,305.168,7.71,376,300,3,15,14,11,TRUE,TRUE
"20",47,114,47,45,987,21,0,21,21,21,602.532,316.574,4.489,2.021,0.764,1.739,602.532,316.574,4.489,599,314,3,7,6,3,FALSE,FALSE
"21",179,280,179,124,3938,22,0,22,22,22,716.296,321.078,5.76,3.282,0.917,3.34,716.296,321.078,5.76,711,317,3,11,9,6,TRUE,FALSE
"22",70,148,70,64,1610,23,0,23,23,23,703.586,323.429,4.886,2.254,0.677,2.35,703.586,323.429,4.886,702,320,3,5,7,5,TRUE,FALSE
"23",388,610,388,267,9312,24,0,24,24,24,724.466,329.964,6.387,4.811,1.653,4.695,724.466,329.964,6.387,718,325,3,12,13,11,TRUE,TRUE
"24",212,412,212,163,5300,25,0,25,25,25,626.943,333.203,6.981,3.582,1.094,3.607,626.943,333.203,6.981,623,329,3,11,9,9,TRUE,FALSE
"25",78,150,78,66,56929,729.859,80.731,739,26,739,714.68,340.077,4.936,2.367,0.689,2.328,714.651,340.09,4.96,711,338,3,8,5,4,TRUE,FALSE
"26",187,256,187,123,5049,27,0,27,27,27,666.059,342.289,5.754,3.274,0.765,3.249,666.059,342.289,5.754,663,338,3,7,9,6,TRUE,FALSE
"27",91,158,91,71,2548,28,0,28,28,28,731.978,340.648,4.912,2.478,0.632,2.397,731.978,340.648,4.912,729,338,3,8,6,5,TRUE,FALSE
"28",195,294,195,134,5655,29,0,29,29,29,611.708,341.323,6.215,3.476,1.086,3.346,611.708,341.323,6.215,606,338,3,12,7,7,TRUE,TRUE
"29",152,248,152,108,4712,31,0,31,31,31,724.836,346.572,5.572,3.149,0.862,3.085,724.836,346.572,5.572,722,342,3,7,10,7,TRUE,TRUE
"30",318,442,318,210,10176,32,0,32,32,32,711.208,348.767,5.673,4.079,1.205,4.287,711.208,348.767,5.673,705,344,3,12,11,7,TRUE,TRUE
"31",71,134,71,59,2414,34,0,34,34,34,741.62,350.254,5.014,2.199,0.534,2.122,741.62,350.254,5.014,739,348,3,6,6,5,TRUE,FALSE
"32",111,202,111,84,3663,33,0,33,33,33,621.568,350.162,5.73,2.739,0.732,2.664,621.568,350.162,5.73,619,347,3,6,8,7,TRUE,FALSE
"33",57,122,57,52,1995,35,0,35,35,35,753.632,350.474,4.579,2.127,0.661,2.124,753.632,350.474,4.579,752,348,3,5,6,5,TRUE,FALSE
"34",211,294,211,133,7596,36,0,36,36,36,739.573,357.592,6.469,3.379,0.685,3.482,739.573,357.592,6.469,736,354,3,8,7,8,TRUE,TRUE
"35",176,294,176,139,396528,2253,0,2253,2253,2253,746.398,354.239,6.841,3.543,1.277,3.396,746.398,354.239,6.841,744,348,3,6,13,8,TRUE,TRUE
"36",337,478,337,222,16032,47.573,194.089,37,37,3600,715.279,359.484,6.7,4.231,1.24,4.075,716.106,359.598,7.434,709,355,3,12,9,8,TRUE,TRUE
"37",315,518,315,214,71961,228.448,853.063,38,38,4039,404.124,361.013,7.063,4.433,1.576,4.168,406.855,357.668,11.346,400,354,3,11,13,12,TRUE,TRUE
"38",621,972,621,445,31671,51,176.068,41,41,3146,742.575,369.634,6.151,6.636,2.976,5.945,742.364,368.824,6.808,731,362,3,20,19,8,FALSE,FALSE
"39",369,612,369,278,332016,899.772,1086,42,42,2271,468.732,372.734,6.393,4.817,1.8,4.665,472.465,374.303,7.321,462,368,3,16,10,9,TRUE,TRUE
"40",696,830,696,380,27844,40.006,0.152,40,40,44,600.078,369.161,7.463,5.65,1.915,5.458,600.078,369.161,7.462,587,363,3,21,13,10,TRUE,TRUE
"41",186,328,186,141,246715,1326.425,1105.765,2274,43,2274,455.844,373.828,6.371,3.768,1.354,3.74,456.646,376.101,7.17,452,368,3,8,12,8,TRUE,TRUE
"42",213,336,213,147,9799,46.005,0.069,46,46,47,698.23,378.944,6.69,3.532,1.006,3.449,698.23,378.944,6.69,694,375,3,11,10,8,TRUE,TRUE
