"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",289,494,289,210,38017,131.547,7.706,132,1,132,301.896,107.865,6.003,4.366,1.629,4.35,301.896,107.878,6.014,296,102,3,11,15,7,TRUE,FALSE
"2",254,448,254,195,362705,1427.972,662.98,1735,2,1735,321.579,347.417,5.803,4.018,1.221,4.092,321.12,346.604,5.942,317,343,3,11,10,7,TRUE,TRUE
"3",177,300,177,136,169139,955.588,72.008,961,3,961,389.497,822.785,5.898,3.622,1.458,3.35,389.506,822.79,5.915,386,818,3,7,13,7,TRUE,TRUE
"4",210,362,210,161,1468,6.99,0.138,7,5,7,218.852,8.1,6.738,3.566,1.077,3.538,218.848,8.103,6.742,214,5,4,11,9,8,FALSE,FALSE
"5",126,212,126,93,1134,9,0,9,9,9,251.048,9.183,7.032,2.882,0.795,2.998,251.048,9.183,7.032,248,7,4,7,6,8,TRUE,TRUE
"6",298,560,298,229,22660,76.04,461.482,10,10,3290,204.809,8.919,7.802,4.143,1.374,4.051,206.857,7.542,11.882,201,4,4,11,10,11,FALSE,FALSE
"7",60,128,60,52,660,11,0,11,11,11,302.617,10.15,5.883,2.111,0.602,2.101,302.617,10.15,5.883,300,9,4,7,4,5,FALSE,FALSE
"8",113,200,113,89,243628,2156,0,2156,2156,2156,264.637,9.062,8.673,2.781,0.807,2.717,264.637,9.062,8.673,262,7,4,7,5,9,TRUE,TRUE
"9",161,252,161,119,2254,14,0,14,14,14,323.099,11.652,7.491,3.197,0.937,3.068,323.099,11.652,7.491,320,10,4,9,5,9,TRUE,TRUE
"10",206,318,206,145,2678,13,0,13,13,13,271.471,11.515,7.413,3.454,0.908,3.61,271.471,11.515,7.413,267,8,4,9,8,8,TRUE,FALSE
"11",138,292,138,109,2346,17,0,17,17,17,210.341,13.906,7.145,3.184,1.103,3.144,210.341,13.906,7.145,208,7,4,7,12,9,TRUE,FALSE
