"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",3464,3444,3464,1699,3464,1,0,1,1,1,284.169,334.973,8.137,9.745,2.846,9.74,284.169,334.973,8.137,271,316,1,28,33,16,TRUE,TRUE
"2",618,798,618,365,1854,3,0,3,3,3,260.906,299.369,7.854,5.038,1.206,4.978,260.906,299.369,7.854,253,296,2,13,11,15,TRUE,TRUE
"3",139,234,139,111,73582,529.367,1220.569,2,2,3334,276.388,298.698,5.676,3.135,1.086,2.89,277.496,298.546,10.074,273,297,2,6,6,10,TRUE,TRUE
"4",107,230,107,94,56831,531.131,911.634,4,4,2093,303.327,299.888,5.336,3.072,1.168,2.989,299.657,299.962,6.142,298,299,2,10,4,9,TRUE,TRUE
"5",6,24,6,6,30,5,0,5,5,5,231.167,310.333,3,0.959,0.362,1.067,231.167,310.333,3,231,310,2,2,2,3,TRUE,TRUE
"6",536,694,536,334,88201,164.554,112.297,160,6,2755,269.494,310.858,5.828,5.092,1.516,5.119,269.515,310.746,5.928,263,305,2,15,14,8,TRUE,TRUE
"7",369,500,369,225,3690,10,0,10,10,10,278.637,314.553,5.455,4.116,0.923,4.127,278.637,314.553,5.455,275,309,2,10,12,10,TRUE,TRUE
"8",1705,2006,1705,984,11935,7,0,7,7,7,298.748,311.283,6.884,8.452,3.008,8.371,298.748,311.283,6.884,285,298,2,27,25,14,TRUE,TRUE
"9",151,254,151,114,1359,9,0,9,9,9,247.894,313.748,4.411,3.085,0.89,3.118,247.894,313.748,4.411,245,309,2,7,10,6,TRUE,TRUE
"10",492,604,492,281,5904,12,0,12,12,12,258.325,314.022,7.217,4.686,1.113,4.712,258.325,314.022,7.217,253,308,2,10,13,12,TRUE,TRUE
"11",370,550,370,280,682684,1845.092,964.204,2399,19,2399,292.53,325.054,7.578,4.062,1.087,4.103,292.119,324.993,8.604,289,320,2,10,9,12,TRUE,TRUE
"12",106,192,106,106,2226,21,0,21,21,21,222.519,329.019,4.943,3.002,1.199,3.042,222.519,329.019,4.943,222,324,2,3,11,7,TRUE,TRUE
"13",1080,1186,1080,613,1979640,1833,0,1833,1833,1833,227.623,333.235,8.703,6.453,2.006,6.179,227.623,333.235,8.703,220,322,2,13,21,17,TRUE,TRUE
"14",5586,5230,5586,2528,14305431,2560.944,755.857,2786,23,2786,247.803,332.776,13.709,11.082,2.636,11.041,247.335,333.453,14.485,233,318,2,28,30,25,TRUE,TRUE
"15",180,346,180,143,87440,485.778,873.821,20,20,2116,271.289,325.217,4.55,3.362,0.998,3.34,268.064,325.92,4.79,267,321,2,9,10,6,TRUE,TRUE
"16",64,142,64,64,1408,22,0,22,22,22,243.594,329.359,4.531,2.856,1.403,2.735,243.594,329.359,4.531,243,324,2,2,12,5,TRUE,TRUE
"17",2496,2774,2496,1402,8523060,3414.688,1620.881,4499,24,4499,307.253,334.881,13.192,8.574,2.646,8.6,307.31,336.291,15.131,297,324,2,22,19,24,TRUE,TRUE
"18",1269,1294,1269,645,955931,753.295,35.044,755,32,755,318.154,340.052,8.571,6.623,1.592,6.5,318.156,340.058,8.585,313,330,2,15,20,16,TRUE,TRUE
"19",8,34,8,8,232,29,0,29,29,29,289.875,334.75,3.25,1.221,0.528,1.23,289.875,334.75,3.25,289,334,2,3,2,4,TRUE,TRUE
"20",2545,2642,2545,1250,83985,33,0,33,33,33,204.181,337.906,10.65,8.644,2.281,8.524,204.181,337.906,10.65,196,327,2,21,21,25,TRUE,TRUE
"21",962,1046,962,518,32708,34,0,34,34,34,261.109,337.78,10.485,6.117,1.599,6.161,261.109,337.78,10.485,255,331,2,12,17,18,TRUE,TRUE
"22",17,60,17,17,663,39,0,39,39,39,211.706,340.235,3.765,1.623,0.655,1.521,211.706,340.235,3.765,210,340,2,5,3,4,TRUE,TRUE
"23",1236,1382,1236,675,4269468,3454.262,1297.013,3947,43,3947,269.291,345.223,13.52,6.921,2.022,6.573,268.803,345.385,14.49,264,339,2,12,12,24,TRUE,TRUE
"24",133,198,133,99,5586,42,0,42,42,42,283.068,345.421,4.91,2.807,0.566,2.781,283.068,345.421,4.91,281,342,2,5,8,7,TRUE,TRUE
"25",248,414,248,187,9920,40,0,40,40,40,184.895,341.915,6.573,3.865,1.283,3.83,184.895,341.915,6.573,181,337,2,8,11,11,TRUE,TRUE
"26",203,310,203,136,37815,186.281,10.247,187,41,187,252.566,342.473,5.414,3.309,0.674,3.343,252.565,342.467,5.427,249,339,2,9,8,9,TRUE,TRUE
"27",703,824,703,400,30932,44,0,44,44,44,382.78,344.333,6.036,5.589,1.684,5.531,382.78,344.333,6.036,373,336,2,18,16,9,TRUE,TRUE
"28",431,676,431,298,567459,1316.61,1381.03,45,45,2813,219.213,350.905,7.715,4.726,1.601,4.722,218.49,353.158,10.576,214,344,2,10,13,13,TRUE,TRUE
"29",660,768,660,357,30360,46,0,46,46,46,323.07,348.397,6.918,5.231,1.35,5.123,323.07,348.397,6.918,315,342,2,16,13,12,TRUE,TRUE
"30",844,1270,844,541,1145415,1357.127,306.694,1429,47,1429,357.259,349.094,9.969,6.115,1.92,6.31,357.015,349.286,10.308,351,341,2,15,15,16,TRUE,TRUE
"31",1660,1886,1660,839,89399,53.855,156.984,50,50,6446,232.785,348.064,9.115,7.332,1.849,7.192,232.729,348.06,9.607,224,339,2,18,20,16,TRUE,TRUE
"32",1782,1976,1782,960,85536,48,0,48,48,48,307.456,347.087,12.206,7.924,2.318,7.857,307.456,347.087,12.206,297,339,2,23,18,24,TRUE,TRUE
"33",538,756,538,350,709601,1318.961,1185.943,2427,52,2427,261.794,351.392,7.414,4.813,1.507,4.947,263.588,350.751,9.58,257,347,2,13,12,13,TRUE,TRUE
