"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",222,396,222,160,444,2,0,2,2,2,403.739,80.068,5.027,3.975,1.507,3.862,403.739,80.068,5.027,398,76,2,14,11,7,TRUE,TRUE
"2",298,412,298,197,33861,113.628,6.43,114,3,114,386.933,97.413,4.654,4.368,1.574,4.287,386.939,97.401,4.663,384,90,2,8,15,6,TRUE,TRUE
"3",174,294,174,143,21110,121.322,8.946,122,4,122,353.425,106.31,4.379,3.681,1.393,3.66,353.439,106.318,4.393,349,103,2,12,7,5,TRUE,TRUE
"4",315,498,315,218,1575,5,0,5,5,5,409.752,106.26,4.695,4.544,1.7,4.606,409.752,106.26,4.695,405,97,2,10,17,7,TRUE,TRUE
"5",225,374,225,165,31775,141.222,117.216,134,6,1887,402.391,115.942,4.467,3.681,1.105,3.632,402.214,115.894,4.616,397,109,2,12,12,6,FALSE,FALSE
"6",441,742,441,326,3528,8,0,8,8,8,391.329,211.884,5.166,5.184,1.77,5.198,391.329,211.884,5.166,385,203,2,16,17,10,TRUE,FALSE
"7",345,500,345,245,94953,275.226,14.375,276,9,276,349.554,217.849,4.394,4.543,1.573,4.595,349.558,217.854,4.401,342,213,2,15,13,6,TRUE,TRUE
"8",546,766,546,337,7098,13,0,13,13,13,452.352,251.196,6.337,5.214,1.672,5.025,452.352,251.196,6.337,445,245,2,18,13,12,TRUE,TRUE
"9",334,688,334,271,5010,15,0,15,15,15,462.183,285.554,6.225,4.675,1.775,4.572,462.183,285.554,6.225,457,279,2,14,13,11,FALSE,FALSE
"10",65,128,65,51,1040,16,0,16,16,16,419.708,306.754,3.938,2.133,0.421,2.115,419.708,306.754,3.938,417,304,2,6,6,5,TRUE,TRUE
"11",307,538,307,219,401684,1308.417,945.037,413,18,2303,473.208,317.391,7.107,4.54,1.5,4.68,475.042,317.204,8.874,466,314,2,14,8,11,FALSE,FALSE
"12",81,152,81,61,1539,19,0,19,19,19,376.988,319.136,4.42,2.311,0.406,2.266,376.988,319.136,4.42,374,317,2,7,6,6,TRUE,FALSE
"13",76,152,76,65,1520,20,0,20,20,20,453.395,330.303,3.803,2.43,0.795,2.47,453.395,330.303,3.803,451,327,2,6,9,4,TRUE,TRUE
"14",324,468,324,209,187361,578.275,31.055,580,21,580,359.725,429.352,5.787,4.114,1.009,3.881,359.733,429.353,5.798,353,424,2,12,10,8,TRUE,TRUE
"15",249,402,249,168,5478,22,0,22,22,22,416.064,448.94,5.221,3.93,1.272,3.778,416.064,448.94,5.221,412,441,2,8,14,9,TRUE,FALSE
"16",328,514,328,233,7544,23,0,23,23,23,339.098,451.335,5.302,4.48,1.493,4.57,339.098,451.335,5.302,332,444,2,13,13,8,TRUE,TRUE
"17",333,438,333,200,7992,24,0,24,24,24,344.228,470.036,6.438,4.04,0.846,4.037,344.228,470.036,6.438,341,465,2,8,12,10,TRUE,TRUE
"18",305,432,305,195,7625,25,0,25,25,25,338.308,480.872,5.433,3.952,1.008,3.836,338.308,480.872,5.433,334,475,2,10,13,8,TRUE,TRUE
"19",291,496,291,229,196646,675.759,38.221,678,26,678,381.058,509.715,4.127,4.69,1.951,4.53,381.052,509.714,4.134,374,503,2,14,15,5,TRUE,TRUE
"20",149,262,149,117,100075,671.644,53.168,676,27,676,451.389,508.732,4.497,3.321,1.207,3.177,451.392,508.723,4.513,449,504,2,7,12,6,TRUE,FALSE
"21",208,364,208,154,8184,39.346,163.637,28,28,2388,460.832,510.62,4.587,4.139,1.775,3.751,462.034,509.288,5.571,456,505,2,10,15,7,TRUE,TRUE
"22",112,222,112,92,77951,695.991,63.592,702,29,702,447.464,523.071,4.036,2.83,0.897,2.727,447.486,523.089,4.053,444,519,2,9,8,6,FALSE,FALSE
"23",422,554,422,260,302996,718,0,718,718,718,472.412,529.633,5.825,4.594,1.231,4.537,472.413,529.633,5.825,466,524,2,13,12,10,FALSE,FALSE
"24",247,450,247,200,7657,31,0,31,31,31,433.781,536.725,4.49,4.41,1.821,4.047,433.781,536.725,4.49,425,531,2,18,12,7,TRUE,TRUE
"25",133,252,133,110,98135,737.857,132.078,733,32,2080,405.617,538.797,5.068,2.944,0.892,2.878,405.654,538.764,5.116,402,535,2,7,7,9,TRUE,TRUE
"26",285,388,285,186,9690,34,0,34,34,34,421.986,545.509,5.214,4.035,1.313,3.829,421.986,545.509,5.214,419,539,2,12,13,8,TRUE,FALSE
"27",863,1142,863,522,28479,33,0,33,33,33,292.991,543.189,6.6,6.274,1.971,6.289,292.991,543.189,6.6,285,534,2,17,21,11,TRUE,TRUE
"28",186,284,186,144,6510,35,0,35,35,35,380.602,547.833,5.183,3.414,1.078,3.252,380.602,547.833,5.183,376,544,2,11,8,8,FALSE,FALSE
"29",576,836,576,376,431861,749.759,29.792,751,36,751,406.436,550.578,5.714,5.832,2.254,5.512,406.44,550.577,5.72,400,543,2,16,20,8,TRUE,TRUE
"30",127,214,127,90,4699,37,0,37,37,37,353.701,560.449,4.606,2.81,0.669,2.792,353.701,560.449,4.606,351,557,2,7,8,6,TRUE,FALSE
"31",571,778,571,354,21698,38,0,38,38,38,332.975,562.832,6.676,4.973,1.327,5.012,332.975,562.832,6.676,326,557,2,15,12,12,FALSE,FALSE
"32",207,378,207,164,8073,39,0,39,39,39,405.285,578.599,4.565,3.886,1.486,3.674,405.285,578.599,4.565,401,572,2,11,13,6,TRUE,TRUE
"33",292,438,292,193,11680,40,0,40,40,40,411.267,690.634,6.363,3.933,0.994,3.841,411.267,690.634,6.363,407,686,2,9,10,11,FALSE,FALSE
"34",124,216,124,90,5208,42,0,42,42,42,298.395,45.016,4.863,2.766,0.613,2.735,298.395,45.016,4.863,295,43,3,8,6,6,FALSE,FALSE
"35",267,452,267,209,12015,45,0,45,45,45,309.232,48.105,4.993,4.125,1.436,4.126,309.232,48.105,4.993,304,44,3,14,10,6,FALSE,FALSE
"36",253,428,253,181,11638,46,0,46,46,46,333.166,51.818,5.134,4.076,1.538,3.987,333.166,51.818,5.134,325,47,3,16,11,6,TRUE,TRUE
"37",339,514,339,254,16611,49,0,49,49,49,350.091,54.481,4.897,4.734,1.77,4.547,350.091,54.481,4.897,343,50,3,15,11,5,TRUE,TRUE
"38",402,704,402,291,19296,48,0,48,48,48,290.313,52.878,7.6,4.457,1.302,4.66,290.313,52.878,7.6,286,46,3,9,13,11,FALSE,FALSE
"39",150,288,150,125,7500,50,0,50,50,50,324.307,57.02,4.067,3.568,1.454,3.424,324.307,57.02,4.067,320,51,3,9,13,4,TRUE,TRUE
"40",128,220,128,102,6528,51,0,51,51,51,381.477,57.805,4.055,3.155,1.161,3.084,381.477,57.805,4.055,376,55,3,11,7,4,TRUE,TRUE
"41",27,70,27,24,1404,52,0,52,52,52,391.593,58,4.222,1.585,0.462,1.516,391.593,58,4.222,390,57,3,5,4,4,TRUE,TRUE
"42",16,46,16,16,864,54,0,54,54,54,338.188,58.562,3.688,1.287,0.469,1.254,338.188,58.562,3.688,336,58,3,5,2,3,TRUE,TRUE
"43",81,178,81,70,9646,119.086,247.489,56,56,1078,402.309,59.667,4.642,2.697,1.093,2.502,400.45,61.327,4.514,398,58,3,10,6,5,TRUE,TRUE
"44",233,360,233,159,12349,53,0,53,53,53,305.142,58.983,5.639,3.699,1.016,3.517,305.142,58.983,5.639,300,55,3,10,11,6,FALSE,FALSE
"45",370,610,370,277,24420,66,0,66,66,66,360.176,64.062,4.835,5.458,2.318,5.383,360.176,64.062,4.835,352,56,3,19,15,5,TRUE,TRUE
"46",169,358,169,139,11830,70,0,70,70,70,316.444,67.201,4.556,4.062,1.601,4.102,316.444,67.201,4.556,312,60,3,9,14,5,TRUE,TRUE
"47",75,148,75,65,4575,61,0,61,61,61,338.213,63.133,4.467,2.269,0.56,2.289,338.213,63.133,4.467,336,61,3,6,5,5,TRUE,TRUE
"48",526,610,526,281,31038,59.008,0.174,59,59,63,284.884,64.148,7.103,4.833,1.115,4.959,284.884,64.148,7.102,279,59,3,14,12,10,FALSE,FALSE
"49",564,652,564,321,609684,1081,0,1081,1081,1081,436.699,67.438,7.832,5.001,1.233,4.886,436.698,67.438,7.832,429,63,3,15,10,10,FALSE,FALSE
"50",5,22,5,5,310,62,0,62,62,62,375.2,64.4,3.8,0.917,0.385,0.917,375.2,64.4,3.8,374,64,3,3,2,2,TRUE,FALSE
"51",50,114,50,43,3450,69,0,69,69,69,384.76,67.98,3.96,2.069,0.662,2.015,384.76,67.98,3.96,383,65,3,4,7,3,TRUE,TRUE
"52",230,386,230,183,17480,76,0,76,76,76,402.513,71.43,4.048,4.158,1.591,4.006,402.513,71.43,4.048,397,65,3,12,12,4,TRUE,TRUE
"53",276,450,276,193,22827,82.707,128.03,75,75,2202,333.75,70.652,5.236,3.977,1.209,3.992,334.146,70.778,5.493,328,66,3,12,11,8,TRUE,TRUE
"54",88,174,88,72,6248,71,0,71,71,71,391,69.432,4.102,2.558,0.83,2.568,391,69.432,4.102,388,67,3,9,7,4,TRUE,TRUE
"55",142,256,142,108,152020,1070.563,189.024,1082,67,2492,422.183,68.415,6.049,3.028,0.855,2.803,422.223,68.382,6.138,419,63,3,6,11,7,TRUE,TRUE
"56",634,872,634,403,55155,86.995,0.119,87,84,87,352.303,77.705,5.342,5.798,2.152,5.492,352.303,77.705,5.342,344,66,3,16,22,7,TRUE,TRUE
"57",252,362,252,178,19404,77,0,77,77,77,413.742,71.806,4.607,3.952,1.252,3.953,413.742,71.806,4.607,409,65,3,10,12,5,TRUE,TRUE
"58",359,610,359,271,29794,82.992,0.158,83,80,83,434.557,76.228,6.348,4.871,1.845,4.693,434.557,76.229,6.349,427,70,3,16,13,9,FALSE,FALSE
"59",127,228,127,98,10033,79,0,79,79,79,296.047,75.063,4.409,3.096,1.138,3.051,296.047,75.063,4.409,292,71,3,9,9,5,TRUE,TRUE
"60",135,272,135,109,10935,81,0,81,81,81,308.926,74.385,4.874,3.576,1.54,3.388,308.926,74.385,4.874,305,67,3,8,13,5,TRUE,FALSE
"61",116,180,116,82,9512,82,0,82,82,82,379.638,75.75,5.25,2.639,0.44,2.673,379.638,75.75,5.25,377,73,3,6,6,6,TRUE,TRUE
"62",203,410,203,172,201263,991.443,732.834,1581,85,1581,319.882,78.512,4.384,4.139,1.464,4.16,322.145,78.453,4.419,314,74,3,13,11,5,TRUE,TRUE
"63",692,962,692,413,59512,86,0,86,86,86,282.126,78.64,7.584,5.78,1.943,5.76,282.126,78.64,7.584,272,73,3,20,12,11,FALSE,FALSE
"64",289,474,289,211,26010,90,0,90,90,90,391.734,82.384,4.405,4.538,1.888,4.374,391.734,82.384,4.405,384,76,3,15,14,5,TRUE,FALSE
"65",247,420,247,190,21736,88,0,88,88,88,302.292,82.846,5.166,4.403,1.715,4.293,302.292,82.846,5.166,294,78,3,16,10,6,TRUE,TRUE
"66",62,136,62,54,5518,89,0,89,89,89,363.468,81.661,4.258,2.163,0.63,2.199,363.468,81.661,4.258,361,78,3,6,7,4,TRUE,TRUE
"67",346,522,346,235,31486,91,0,91,91,91,340.341,84.858,4.951,4.509,1.507,4.323,340.341,84.858,4.951,334,78,3,13,13,7,TRUE,TRUE
"68",264,456,264,206,286704,1086,0,1086,1086,1086,417.292,86.451,5.432,4.301,1.567,4.243,417.292,86.451,5.432,410,81,3,15,10,6,TRUE,TRUE
"69",234,348,234,162,23306,99.598,116.231,92,92,1870,379.714,84.423,4.483,3.747,1.139,3.762,379.659,84.238,4.675,374,80,3,12,10,5,TRUE,TRUE
"70",506,732,506,334,947232,1872,0,1872,1872,1872,279.86,88.006,8.375,4.825,1.432,4.685,279.86,88.006,8.375,272,84,3,15,9,11,FALSE,FALSE
"71",71,140,71,56,6674,94,0,94,94,94,369.085,87.338,4.113,2.262,0.59,2.314,369.085,87.338,4.113,366,85,3,7,6,4,TRUE,TRUE
"72",73,142,73,58,7081,97,0,97,97,97,323.795,90.918,4.123,2.309,0.66,2.29,323.795,90.918,4.123,322,87,3,5,8,4,TRUE,TRUE
"73",46,104,46,40,4416,96,0,96,96,96,307.891,90.413,4.435,1.852,0.462,1.9,307.891,90.413,4.435,306,89,3,5,4,4,TRUE,TRUE
"74",395,560,395,267,41870,106,0,106,106,106,335.686,97.608,4.868,4.759,1.643,4.713,335.686,97.608,4.868,330,92,3,14,12,6,TRUE,TRUE
"75",277,490,277,227,27146,98,0,98,98,98,283.773,95.56,5.801,4.539,1.798,4.464,283.773,95.56,5.801,278,92,3,15,10,10,TRUE,FALSE
"76",27,82,27,27,42822,1586,0,1586,1586,1586,301.963,94.63,4.667,1.662,0.578,1.751,301.963,94.63,4.667,300,92,3,4,6,4,TRUE,TRUE
"77",412,628,412,287,41200,100,0,100,100,100,426.119,91.592,7.434,5.21,1.949,4.982,426.119,91.592,7.434,416,85,3,21,13,11,TRUE,FALSE
"78",77,150,77,60,7931,103,0,103,103,103,357.117,96.584,4.727,2.445,0.762,2.403,357.117,96.584,4.727,355,93,3,5,9,4,TRUE,TRUE
"79",307,456,307,205,31928,104,0,104,104,104,368.648,96.733,5.612,4.159,1.261,4.18,368.648,96.733,5.612,362,92,3,13,12,6,TRUE,TRUE
"80",62,144,62,56,9714,156.677,263.272,109,109,1587,377.79,98.565,4.081,2.186,0.639,2.173,377.398,97.936,4.665,376,95,3,5,7,4,TRUE,FALSE
"81",124,200,124,89,13268,107,0,107,107,107,400.718,97.992,4.395,2.779,0.677,2.784,400.718,97.992,4.395,397,95,3,9,7,4,TRUE,TRUE
"82",216,352,216,167,24408,113,0,113,113,113,316.773,102.361,4.537,4.151,1.591,4.109,316.773,102.361,4.537,313,95,3,9,15,5,TRUE,TRUE
"83",754,948,754,414,86710,115,0,115,115,115,429.907,100.561,7.076,5.447,1.362,5.557,429.908,100.561,7.076,422,93,3,15,17,11,FALSE,FALSE
