"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",370,470,370,215,370,1,0,1,1,1,56.989,177.962,5.605,4.288,1.027,4.227,56.989,177.962,5.605,51,173,2,13,10,8,TRUE,FALSE
"2",293,460,293,218,586,2,0,2,2,2,198.792,195.488,4.044,4.57,1.774,4.651,198.792,195.488,4.044,192,189,2,15,13,6,TRUE,TRUE
"3",149,210,149,101,447,3,0,3,3,3,85.685,199.644,4.953,2.919,0.562,2.871,85.685,199.644,4.953,81,197,2,8,7,7,TRUE,TRUE
"4",197,250,197,130,788,4,0,4,4,4,81.289,204.944,4.944,3.265,0.656,3.283,81.289,204.944,4.944,78,202,2,8,7,7,TRUE,TRUE
"5",499,748,499,352,2495,5,0,5,5,5,214.776,220.182,4.307,5.981,2.553,5.784,214.776,220.182,4.307,204,212,2,21,16,6,TRUE,TRUE
"6",261,338,261,164,2088,8,0,8,8,8,279.226,252.628,5.157,3.701,0.876,3.678,279.226,252.628,5.157,275,248,2,10,10,7,TRUE,TRUE
"7",318,452,318,227,2862,9,0,9,9,9,293.447,269.862,4.217,4.59,1.683,4.453,293.447,269.862,4.217,289,263,2,10,15,6,TRUE,TRUE
"8",162,298,162,133,51530,318.086,24.356,320,10,320,313.901,293.315,4.228,3.575,1.341,3.494,313.895,293.299,4.242,308,288,2,10,12,5,FALSE,FALSE
"9",859,1176,859,539,10308,12,0,12,12,12,270.218,309.24,5.825,6.812,2.471,6.766,270.218,309.24,5.825,261,300,2,18,21,10,TRUE,TRUE
"10",204,314,204,148,2652,13,0,13,13,13,306.701,308.152,4.373,3.463,0.986,3.491,306.701,308.152,4.373,301,305,2,11,8,8,TRUE,TRUE
"11",262,384,262,186,3668,14,0,14,14,14,226.878,309.74,4.87,3.893,1.174,3.964,226.878,309.74,4.87,220,305,2,13,10,6,TRUE,TRUE
"12",312,486,312,240,105444,337.962,18.343,339,15,339,285.763,311.644,5.026,5.018,2.075,4.556,285.772,311.64,5.035,281,305,2,15,15,7,TRUE,TRUE
"13",344,518,344,238,5504,16,0,16,16,16,299.064,315.57,4.788,4.81,1.945,4.614,299.064,315.57,4.788,295,310,2,11,18,8,TRUE,TRUE
"14",139,226,139,93,2502,18,0,18,18,18,324.079,320.331,4.453,2.886,0.582,2.913,324.079,320.331,4.453,321,317,2,7,8,6,TRUE,TRUE
"15",450,726,450,332,156388,347.529,22.042,349,17,349,222.342,320.284,5.033,5.187,1.861,5.213,222.328,320.281,5.046,217,314,2,13,17,8,TRUE,TRUE
"16",62,108,62,52,1302,21,0,21,21,21,307.629,333.871,3.968,2.054,0.439,2.101,307.629,333.871,3.968,306,332,2,5,5,5,TRUE,TRUE
"17",865,1138,865,533,325908,376.772,20.823,378,23,378,290.783,339.125,6.653,6.046,1.758,5.977,290.781,339.122,6.668,284,333,2,18,16,12,TRUE,FALSE
"18",459,728,459,309,174066,379.229,16.523,380,26,380,322.194,341.222,5.669,4.961,1.596,4.751,322.192,341.221,5.676,315,335,2,16,16,11,TRUE,FALSE
"19",187,356,187,158,71621,383,0,383,383,383,295.23,348.599,5.107,3.691,1.39,3.602,295.23,348.599,5.107,290,346,2,13,7,8,TRUE,FALSE
"20",467,860,467,352,951449,2037.364,757.216,1465,28,2788,310.799,345.754,8.176,5.191,1.586,5.288,310.843,346.408,9.209,306,339,2,11,16,13,FALSE,FALSE
"21",118,244,118,95,3422,29,0,29,29,29,335.246,346.441,4.178,3.01,1.06,2.828,335.246,346.441,4.178,331,341,2,8,11,5,TRUE,TRUE
"22",424,780,424,323,577139,1361.177,650.09,1720,31,3824,280.203,346.005,6.436,5.289,2.053,5.405,280.727,344.365,7.152,274,340,2,13,17,13,TRUE,FALSE
"23",274,386,274,179,8768,32,0,32,32,32,326.945,352.938,4.741,3.929,1.093,3.932,326.945,352.938,4.741,321,347,2,11,13,7,TRUE,TRUE
"24",120,196,120,99,4080,34,0,34,34,34,307.358,360.95,5.175,3,1.092,2.892,307.358,360.95,5.175,303,359,2,10,4,7,TRUE,FALSE
"25",118,174,118,80,4130,35,0,35,35,35,269.551,364.593,4,2.673,0.41,2.664,269.551,364.593,4,266,362,2,7,6,5,TRUE,FALSE
"26",590,694,590,329,21240,36,0,36,36,36,385.303,369.536,8.264,4.903,1.071,4.866,385.303,369.536,8.264,381,363,2,9,15,12,TRUE,FALSE
"27",241,434,241,176,30181,125.232,449.499,37,37,2443,363.158,371.859,4.664,4.133,1.486,4.034,366.263,372.093,7.107,357,368,2,13,12,8,TRUE,TRUE
"28",550,814,550,404,20900,38,0,38,38,38,258.858,372.375,4.571,6.179,2.605,6.352,258.858,372.375,4.571,248,365,2,24,16,6,TRUE,TRUE
"29",747,1012,747,496,30627,41,0,41,41,41,325.017,377.035,5.299,6.034,2.044,5.873,325.017,377.035,5.299,317,369,2,21,19,8,TRUE,TRUE
"30",1956,2532,1956,1207,3391073,1733.677,85.41,1738,47,1738,408.022,381.91,7.338,8.646,3.127,8.689,408.028,381.912,7.348,395,367,2,29,26,12,FALSE,FALSE
"31",103,166,103,77,4120,40,0,40,40,40,383.437,376.553,4.252,2.545,0.536,2.49,383.437,376.553,4.252,380,375,2,8,5,5,TRUE,TRUE
"32",1133,1164,1133,594,60052,53.003,0.066,53,53,55,313.6,391.164,5.671,6.76,2.153,6.794,313.6,391.164,5.671,307,379,2,14,24,8,FALSE,FALSE
"33",249,358,249,184,282769,1135.619,69.14,1140,49,1140,329.819,385.839,4.474,3.691,1.033,3.872,329.834,385.846,4.483,326,382,2,9,10,7,TRUE,FALSE
"34",257,436,257,190,120638,469.409,328.382,421,50,2800,368.588,387.767,4.525,4.033,1.4,4.03,368.516,387.254,4.888,364,382,2,11,12,8,TRUE,TRUE
"35",1518,1444,1518,759,91081,60.001,0.026,60,60,61,418.101,396.819,7.53,6.871,1.618,6.807,418.101,396.82,7.53,411,386,2,13,21,13,FALSE,FALSE
"36",1087,1344,1087,685,60875,56.003,0.091,56,56,59,391.384,392.432,5.523,6.698,2.209,6.636,391.383,392.433,5.523,383,382,2,21,19,11,TRUE,FALSE
"37",467,660,467,316,26619,57,0,57,57,57,337.347,397.407,4.807,5.358,2.028,5.059,337.347,397.407,4.807,330,389,2,17,15,7,TRUE,TRUE
"38",369,528,369,255,162718,440.97,19.782,442,62,442,386.466,407.924,4.577,4.604,1.512,4.632,386.471,407.926,4.583,380,402,2,13,15,7,TRUE,TRUE
"39",1678,2028,1678,1005,1926757,1148.246,803.784,458,66,2083,326.077,421.225,6.291,8.022,2.976,8.054,322.618,419.834,6.895,313,406,2,28,29,12,TRUE,TRUE
"40",307,526,307,230,20873,67.99,0.171,68,65,68,347.482,422.508,4.863,4.549,1.715,4.46,347.482,422.508,4.864,340,416,2,14,15,7,TRUE,FALSE
"41",1007,1162,1007,601,463833,460.609,12.416,461,67,461,432.96,423.873,5.575,6.803,2.403,6.838,432.956,423.873,5.578,420,415,2,25,19,9,TRUE,TRUE
"42",373,504,373,240,25738,69.003,0.052,69,69,70,422.654,435.483,5.185,4.388,1.338,4.319,422.654,435.483,5.185,418,430,2,10,14,8,TRUE,TRUE
"43",248,326,248,158,17608,71,0,71,71,71,390.528,442.71,4.81,3.664,0.898,3.621,390.528,442.71,4.81,386,439,2,9,11,7,TRUE,TRUE
"44",282,418,282,200,20586,73,0,73,73,73,409.394,449.642,4.525,4.388,1.658,4.135,409.394,449.642,4.525,401,445,2,16,10,6,TRUE,TRUE
"45",994,1196,994,603,71568,72,0,72,72,72,360.922,448.842,5.058,7.595,3.266,7.099,360.922,448.842,5.058,348,439,2,27,21,7,TRUE,FALSE
"46",412,620,412,287,30488,74,0,74,74,74,458.743,450.456,4.626,5.356,2.138,5.067,458.743,450.456,4.626,452,442,2,15,17,6,TRUE,TRUE
"47",310,542,310,226,23250,75,0,75,75,75,411.981,462.397,4.79,5.263,2.51,5.009,411.981,462.397,4.79,406,455,2,17,18,7,TRUE,TRUE
"48",32,74,32,31,2432,76,0,76,76,76,389.25,469.781,3.344,1.612,0.444,1.614,389.25,469.781,3.344,388,468,2,4,4,3,FALSE,FALSE
"49",168,266,168,116,13104,78,0,78,78,78,554.827,475.185,4.571,3.298,1.056,3.088,554.827,475.185,4.571,551,472,2,9,10,6,TRUE,FALSE
"50",254,384,254,183,20066,79,0,79,79,79,399.756,479.528,4.406,3.904,1.2,3.947,399.756,479.528,4.406,395,474,2,10,13,7,FALSE,FALSE
"51",323,430,323,197,179112,554.526,26.485,556,80,556,393.238,488.043,5.152,4.189,1.175,4.049,393.244,488.043,5.16,388,483,2,13,9,8,TRUE,FALSE
"52",735,1018,735,471,60270,82,0,82,82,82,397.782,497.118,7.875,5.887,1.946,5.759,397.782,497.118,7.875,391,490,2,20,14,13,FALSE,FALSE
"53",211,318,211,156,17513,83,0,83,83,83,564.664,497.313,4.322,3.851,1.421,3.73,564.664,497.313,4.322,559,492,2,12,10,5,TRUE,FALSE
"54",500,650,500,319,44433,88.866,108.807,84,84,2517,442.356,500.838,4.722,5.082,1.665,5.159,442.172,500.792,4.901,436,495,2,15,14,7,TRUE,TRUE
"55",439,576,439,273,37754,86,0,86,86,86,444.251,523.529,5.103,5.035,1.753,4.772,444.251,523.529,5.103,437,513,2,14,19,9,FALSE,FALSE
"56",413,586,413,288,36344,88,0,88,88,88,612.065,542.768,4.668,5.005,1.805,4.936,612.065,542.768,4.668,605,535,2,15,16,6,TRUE,TRUE
"57",180,292,180,127,16560,92,0,92,92,92,655.406,558.528,4.811,3.254,0.816,3.097,655.406,558.528,4.811,652,555,2,8,8,8,TRUE,TRUE
"58",282,398,282,186,26789,94.996,0.06,95,94,95,646.404,583.011,4.833,3.982,1.208,3.99,646.404,583.011,4.833,641,577,2,11,13,6,TRUE,FALSE
"59",301,574,301,235,217296,721.914,36.197,724,96,724,639.355,591.482,4.88,4.72,1.815,4.756,639.341,591.48,4.889,632,587,2,16,10,7,TRUE,TRUE
"60",329,422,329,210,31913,97,0,97,97,97,647.213,600.547,4.45,4.24,1.288,4.127,647.212,600.547,4.45,640,595,2,13,12,6,TRUE,FALSE
"61",237,320,237,157,23226,98,0,98,98,98,613.886,606.342,4.532,3.652,1.022,3.562,613.886,606.342,4.532,609,603,2,12,8,6,TRUE,FALSE
"62",140,202,140,100,13860,99,0,99,99,99,779.321,646.314,4.493,2.841,0.557,2.816,779.321,646.314,4.493,776,644,2,8,6,6,FALSE,FALSE
"63",225,454,225,196,101568,451.413,546.654,100,100,1298,783.907,656.533,4.133,4.421,1.888,4.349,780.759,653.865,4.336,777,651,2,16,13,5,FALSE,FALSE
"64",91,168,91,72,9191,101,0,101,101,101,823.352,667.385,4.308,2.522,0.677,2.486,823.352,667.385,4.308,820,665,2,8,6,5,TRUE,TRUE
"65",261,348,261,162,26622,102,0,102,102,102,787.157,671.724,4.785,3.71,0.875,3.769,787.157,671.724,4.785,783,666,2,10,11,7,TRUE,FALSE
"66",568,716,568,362,59072,104,0,104,104,104,793.43,690.766,4.835,5.385,1.767,5.433,793.43,690.766,4.835,787,683,2,16,17,7,FALSE,FALSE
"67",495,708,495,336,51975,105,0,105,105,105,840.059,696.798,4.792,5.549,2.133,5.262,840.057,696.798,4.792,831,689,2,16,17,6,FALSE,FALSE
"68",350,644,350,290,37450,107,0,107,107,107,820.949,716.814,4.426,5.053,1.916,5.106,820.95,716.814,4.426,812,711,2,18,13,7,TRUE,TRUE
"69",35,84,35,32,57575,1645,0,1645,1645,1645,128.114,101.886,4.6,1.718,0.459,1.74,128.114,101.886,4.6,127,100,3,4,5,5,FALSE,FALSE
"70",804,946,804,477,87636,109,0,109,109,109,123.606,113.284,5.499,6.19,1.954,6.083,123.606,113.284,5.499,115,104,3,18,18,8,FALSE,FALSE
"71",16,58,16,16,1760,110,0,110,110,110,111.5,114.812,4.312,1.472,0.588,1.439,111.5,114.812,4.312,110,113,3,4,4,4,FALSE,FALSE
"72",10,44,10,10,1140,114,0,114,114,114,103.9,120.7,4.5,1.408,0.64,1.396,103.9,120.7,4.5,103,119,3,4,4,4,FALSE,FALSE
"73",84,156,84,66,9660,115,0,115,115,115,111.536,123.119,4.417,2.438,0.619,2.385,111.536,123.119,4.417,109,120,3,6,7,4,FALSE,FALSE
"74",544,806,544,363,78258,143.857,279.1,117,117,3039,174.903,123.605,6.127,5.723,2.225,5.323,174.771,122.857,7.037,166,116,3,19,16,11,FALSE,FALSE
"75",148,258,148,117,17464,118,0,118,118,118,120.73,126.297,4.764,3.155,1.036,3.238,120.73,126.297,4.764,117,123,3,8,9,6,FALSE,FALSE
"76",295,506,295,212,35105,119,0,119,119,119,127.668,124.688,7.512,4.298,1.418,4.448,127.668,124.688,7.512,125,119,3,8,13,13,FALSE,FALSE
"77",241,406,241,169,27956,116,0,116,116,116,151.112,121.249,8.079,3.904,1.3,3.712,151.112,121.249,8.079,146,117,3,10,9,12,FALSE,FALSE
"78",48,96,48,37,5760,120,0,120,120,120,97.729,127.042,4.604,1.91,0.292,1.888,97.729,127.042,4.604,96,125,3,5,5,4,TRUE,TRUE
"79",379,702,379,288,619638,1634.929,135.318,1647,122,1647,188.549,133.588,9.214,4.779,1.599,4.673,188.578,133.605,9.252,182,127,3,13,15,11,FALSE,FALSE
"80",60,112,60,44,7380,123,0,123,123,123,88.7,134.883,4.767,2.064,0.287,2.1,88.7,134.883,4.767,87,133,3,5,5,5,TRUE,TRUE
"81",255,370,255,167,31620,124,0,124,124,124,116.576,137.173,5.722,4.121,1.471,3.838,116.576,137.173,5.722,111,132,3,13,10,6,FALSE,FALSE
"82",303,456,303,210,37875,125,0,125,125,125,138.271,137.891,5.284,4.661,1.881,4.555,138.271,137.891,5.284,133,130,3,13,16,6,TRUE,FALSE
"83",206,380,206,159,26574,129,0,129,129,129,80.515,144.18,4.587,4.117,1.786,3.941,80.515,144.18,4.587,71,139,3,16,10,5,TRUE,FALSE
