"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",579,706,579,332,1158,2,0,2,2,2,951.663,146.382,6.658,5.194,1.463,4.913,951.663,146.382,6.658,945,138,2,12,17,10,FALSE,FALSE
"2",392,544,392,253,26982,68.832,3.333,69,3,69,960.829,151.434,5.278,4.831,1.686,4.594,960.839,151.437,5.286,956,144,2,11,16,9,TRUE,TRUE
"3",1056,1338,1056,642,4224,4,0,4,4,4,902.572,260.47,6.099,7.421,2.817,7.112,902.572,260.47,6.099,890,252,2,26,19,10,TRUE,TRUE
"4",82,140,82,68,410,5,0,5,5,5,1013.646,305.329,4.098,2.369,0.65,2.348,1013.646,305.329,4.098,1010,303,2,7,5,5,TRUE,FALSE
"5",674,772,674,370,4718,7,0,7,7,7,988.908,316.153,6.295,5.222,1.335,5.212,988.908,316.153,6.295,983,309,2,13,17,11,TRUE,TRUE
"6",449,502,449,245,151430,337.261,15.668,338,6,338,941.842,317.575,6.321,4.516,0.932,4.556,941.84,317.576,6.33,936,313,2,12,10,10,TRUE,FALSE
"7",94,152,94,69,752,8,0,8,8,8,1013.979,318.319,4.702,2.412,0.442,2.432,1013.979,318.319,4.702,1011,316,2,6,5,6,TRUE,TRUE
"8",492,564,492,280,5411,10.998,0.045,11,10,11,1012.396,107.278,8.311,4.811,1.337,4.544,1012.396,107.278,8.312,1007,100,3,9,15,12,FALSE,FALSE
"9",265,404,265,186,3180,12,0,12,12,12,985.094,109.525,8.192,4.119,1.367,4.237,985.094,109.525,8.192,981,106,3,9,9,13,FALSE,FALSE
"10",258,458,258,201,3870,15,0,15,15,15,922.744,111.981,5.004,4.833,2.022,4.912,922.744,111.981,5.004,916,108,3,17,9,6,FALSE,FALSE
"11",569,776,569,343,7397,13,0,13,13,13,996.355,109.919,7.949,5.343,1.605,5.178,996.355,109.919,7.949,991,103,3,16,15,11,FALSE,FALSE
"12",423,582,423,260,6768,16,0,16,16,16,868.827,110.527,8.395,4.857,1.616,4.565,868.827,110.527,8.395,865,103,3,9,15,13,FALSE,FALSE
"13",598,884,598,411,694964,1162.147,66.565,1166,14,1166,885.421,108.554,7.552,6.129,2.52,5.679,885.429,108.539,7.565,878,96,3,13,23,12,FALSE,FALSE
"14",319,402,319,180,6380,20,0,20,20,20,967.458,115.843,6.179,3.956,0.883,3.925,967.458,115.843,6.179,962,112,3,12,9,7,FALSE,FALSE
"15",977,1246,977,584,20517,21,0,21,21,21,807.764,116.886,8.464,6.251,1.714,6.317,807.764,116.886,8.464,799,110,3,16,18,15,TRUE,FALSE
"16",436,740,436,319,434912,997.505,954.935,1934,26,1934,1006.222,125.872,5.812,5.347,1.956,5.269,1003.545,128.247,6.368,1000,118,3,16,16,8,FALSE,FALSE
"17",89,164,89,71,2136,24,0,24,24,24,952.899,122.584,4.596,2.446,0.614,2.506,952.899,122.584,4.596,950,120,3,7,6,4,FALSE,FALSE
"18",188,262,188,114,4700,25,0,25,25,25,860.048,122.622,5.936,3.242,0.612,3.223,860.048,122.622,5.936,856,119,3,9,9,7,TRUE,FALSE
