"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",351,552,351,259,69302,197.442,10.462,198,2,198,321.368,219.251,4.308,4.542,1.534,4.596,321.366,219.246,4.314,314,213,2,14,15,6,TRUE,TRUE
"2",149,276,149,110,29157,195.685,16.057,197,1,197,296.624,216.765,5.315,3.159,0.867,3.198,296.608,216.757,5.338,293,212,2,9,9,7,TRUE,FALSE
"3",315,556,315,229,1260,4,0,4,4,4,413.943,221.178,4.819,4.311,1.438,4.313,413.943,221.178,4.819,409,214,2,13,14,8,FALSE,FALSE
"4",102,210,102,92,20203,198.069,19.506,200,3,200,335.039,221.382,3.765,2.805,0.974,2.747,335.059,221.376,3.782,330,218,2,10,7,4,TRUE,TRUE
"5",307,504,307,231,2149,7,0,7,7,7,438.143,222.41,4.215,4.574,1.627,4.49,438.143,222.41,4.215,433,214,2,13,17,6,FALSE,FALSE
"6",88,208,88,78,792,9,0,9,9,9,342.966,226.898,3.307,2.576,0.894,2.418,342.966,226.898,3.307,339,225,2,9,6,5,TRUE,TRUE
"7",74,182,74,69,884,11.946,0.327,12,10,12,366.203,227.392,3.27,2.461,0.888,2.416,366.215,227.394,3.276,362,225,2,9,6,4,TRUE,TRUE
"8",327,602,327,272,3597,11,0,11,11,11,402.624,228.278,3.899,5.081,1.899,5.173,402.624,228.278,3.899,394,221,2,15,17,5,TRUE,FALSE
"9",242,436,242,169,3796,15.686,119.179,8,8,1862,480.442,224.45,5.169,3.842,1.129,3.681,479.736,222.771,7.035,475,220,2,10,10,10,FALSE,FALSE
"10",96,206,96,82,1536,16,0,16,16,16,450.042,230.51,3.625,2.683,0.843,2.676,450.042,230.51,3.625,447,227,2,7,8,6,TRUE,FALSE
"11",110,200,110,83,1870,17,0,17,17,17,491.427,232.864,4.182,2.696,0.729,2.703,491.427,232.864,4.182,488,230,2,7,8,5,FALSE,FALSE
"12",334,644,334,265,214755,642.979,594.707,1209,20,1209,500.488,236.757,5.653,4.379,1.273,4.55,502.092,235.381,6.908,495,232,2,11,12,10,TRUE,TRUE
"13",105,188,105,78,2310,22,0,22,22,22,312.533,237.667,3.495,2.6,0.626,2.672,312.533,237.667,3.495,310,235,2,7,7,4,TRUE,TRUE
"14",279,454,279,201,8091,29,0,29,29,29,528.297,241.358,4.28,4.32,1.635,4.219,528.297,241.358,4.28,523,236,2,11,14,6,FALSE,FALSE
"15",211,350,211,143,5068,24.019,0.275,24,24,28,300.436,236.943,4.991,3.578,1.019,3.439,300.436,236.945,4.988,296,232,2,10,12,7,TRUE,TRUE
"16",92,194,92,77,2302,25.022,0.147,25,25,26,336.478,238.196,3.891,2.8,1.122,2.649,336.48,238.195,3.89,333,236,2,10,6,4,TRUE,FALSE
"17",80,180,80,71,2164,27.05,0.447,27,27,31,367.2,237.688,3.775,2.481,0.817,2.432,367.203,237.692,3.772,364,235,2,8,7,4,TRUE,FALSE
"18",103,242,103,94,3096,30.058,0.591,30,30,36,356.738,240.097,3.728,2.95,1.301,2.745,356.734,240.103,3.725,352,237,2,13,7,5,TRUE,TRUE
"19",65,192,65,64,2272,34.954,0.372,35,32,35,467.923,244.246,3.292,2.724,1.153,2.658,467.92,244.25,3.294,464,240,2,9,9,3,TRUE,FALSE
"20",71,156,71,64,2414,34,0,34,34,34,397.07,241.563,3.507,2.555,1.022,2.457,397.07,241.563,3.507,393,238,2,9,8,4,TRUE,TRUE
"21",105,190,105,82,3990,38,0,38,38,38,319.181,244.2,3.81,2.647,0.713,2.592,319.181,244.2,3.81,316,242,2,8,6,5,TRUE,TRUE
"22",29,92,29,29,1131,39,0,39,39,39,360.931,244.621,3.448,2.24,1.007,2.077,360.931,244.621,3.448,357,244,2,9,3,3,TRUE,TRUE
"23",215,336,215,164,9460,44,0,44,44,44,518.958,247.102,4.288,4.086,1.593,3.894,518.958,247.102,4.288,516,241,2,9,13,6,FALSE,FALSE
"24",327,480,327,216,15696,48,0,48,48,48,337.049,248.339,4.477,4.307,1.309,4.178,337.049,248.339,4.477,330,243,2,15,10,8,TRUE,TRUE
"25",108,250,108,86,23153,214.38,16.839,216,41,216,388.546,247.88,4.556,2.776,0.894,2.641,388.528,247.894,4.575,385,242,2,8,10,6,TRUE,TRUE
"26",178,312,178,129,7481,42.028,0.375,42,42,47,423.736,244.848,4.68,3.355,0.966,3.394,423.735,244.85,4.678,420,241,2,8,10,8,TRUE,FALSE
"27",194,294,194,129,8728,44.99,0.144,45,43,45,511.041,246.18,5.098,3.273,0.719,3.273,511.041,246.18,5.099,507,243,2,8,9,7,FALSE,FALSE
"28",118,210,118,93,5428,46,0,46,46,46,354.085,248.398,3.644,2.769,0.728,2.781,354.085,248.398,3.644,351,245,2,8,7,4,TRUE,FALSE
"29",183,328,183,135,8967,49,0,49,49,49,503.055,250.623,5.257,3.413,1.08,3.349,503.055,250.623,5.257,499,246,2,9,11,8,FALSE,FALSE
"30",96,206,96,91,4800,50,0,50,50,50,485.906,251.333,3.552,2.802,1.05,2.725,485.906,251.333,3.552,481,247,2,10,9,4,FALSE,FALSE
"31",275,422,275,183,14025,51,0,51,51,51,536.055,254.32,4.775,4.284,1.736,4.092,536.055,254.32,4.775,530,249,2,15,13,7,FALSE,FALSE
"32",232,416,232,177,12992,56,0,56,56,56,371.164,257.375,3.815,4.212,1.612,4.174,371.164,257.375,3.815,364,251,2,15,13,5,TRUE,TRUE
"33",151,302,151,123,32586,215.801,19.041,218,52,218,428.192,254.358,4.808,3.521,1.509,3.225,428.219,254.361,4.837,424,250,2,10,13,7,TRUE,TRUE
"34",120,222,120,93,6480,54,0,54,54,54,462.325,255.633,3.742,3.017,1.036,2.847,462.325,255.633,3.742,457,253,2,11,7,5,TRUE,TRUE
"35",82,182,82,72,4838,59,0,59,59,59,381.756,262.683,3.463,2.479,0.788,2.454,381.756,262.683,3.463,378,260,2,8,7,4,TRUE,TRUE
"36",233,362,233,157,51794,222.292,10.81,223,58,223,333.107,261.498,5.549,3.588,0.907,3.513,333.111,261.496,5.561,329,258,2,10,10,9,TRUE,TRUE
"37",69,146,69,60,4209,61,0,61,61,61,339.101,265.913,3.435,2.196,0.58,2.194,339.101,265.913,3.435,337,263,2,6,6,4,TRUE,FALSE
"38",264,436,264,186,59596,225.742,14.421,227,60,227,406.75,264.299,5.045,3.873,1.18,3.776,406.755,264.295,5.062,401,260,2,12,11,7,FALSE,FALSE
"39",82,156,82,61,5330,65,0,65,65,65,503.951,268.732,3.512,2.412,0.602,2.3,503.951,268.732,3.512,502,265,2,5,8,4,TRUE,TRUE
"40",191,368,191,152,45076,236,0,236,236,236,432.565,272.555,4.623,3.829,1.532,3.657,432.565,272.555,4.623,428,267,2,12,10,7,TRUE,TRUE
"41",172,314,172,134,11866,68.988,0.152,69,67,69,340.948,273.86,4.372,3.447,1.183,3.404,340.948,273.861,4.372,336,269,2,10,11,6,TRUE,TRUE
"42",160,346,160,134,37586,234.913,18.614,237,68,237,488.869,273.619,6.119,3.375,1.025,3.491,488.885,273.629,6.155,485,270,2,8,8,10,TRUE,TRUE
"43",90,168,90,74,6390,71,0,71,71,71,423.1,273.589,3.256,2.482,0.67,2.534,423.1,273.589,3.256,420,271,2,7,7,4,TRUE,FALSE
"44",510,852,510,374,37230,73,0,73,73,73,355.28,277.955,4.643,5.566,2.037,5.388,355.28,277.955,4.643,346,269,2,18,18,8,TRUE,TRUE
"45",202,352,202,143,14948,74,0,74,74,74,543.099,276.951,5.243,3.695,1.221,3.471,543.099,276.951,5.243,539,273,2,9,9,11,FALSE,FALSE
"46",82,154,82,62,6150,75,0,75,75,75,432.037,279.915,3.537,2.472,0.707,2.261,432.037,279.915,3.537,430,277,2,6,8,4,TRUE,TRUE
"47",76,138,76,59,5776,76,0,76,76,76,443.132,282.382,3.961,2.242,0.459,2.249,443.132,282.382,3.961,441,280,2,6,6,5,TRUE,TRUE
"48",115,238,115,95,8855,77,0,77,77,77,347.574,284.07,4.53,3.001,1.089,2.837,347.574,284.07,4.53,343,281,2,9,8,6,FALSE,FALSE
"49",179,298,179,133,15355,85.782,104.118,78,78,1471,365.302,284.821,4.626,3.253,0.882,3.312,365.456,284.656,4.841,362,279,2,8,10,7,TRUE,TRUE
"50",674,938,674,416,55268,82,0,82,82,82,372.682,291.28,5.607,5.572,1.826,5.248,372.682,291.28,5.607,362,283,2,22,17,9,TRUE,TRUE
"51",98,198,98,84,7938,81,0,81,81,81,489.714,289.765,3.469,2.806,1.035,2.646,489.714,289.765,3.469,485,287,2,11,6,4,TRUE,TRUE
"52",378,554,378,256,32886,87,0,87,87,87,402.421,297.59,4.796,4.561,1.427,4.472,402.421,297.59,4.796,398,293,2,14,11,8,TRUE,FALSE
"53",466,764,466,350,124239,266.607,8.477,267,84,267,426.457,292.818,4.768,5.192,1.772,5.282,426.453,292.814,4.772,418,285,2,17,15,7,FALSE,FALSE
"54",83,168,83,66,7301,87.964,0.329,88,85,88,539.398,296.53,3.795,2.406,0.595,2.458,539.397,296.531,3.796,537,293,2,6,8,5,TRUE,FALSE
"55",85,194,85,72,8274,97.341,104.56,86,86,1050,583.271,295.671,3.612,2.717,1.044,2.671,582.89,295.359,3.774,580,292,2,9,8,5,FALSE,FALSE
"56",57,124,57,46,5073,89,0,89,89,89,506.684,297.474,3.351,2.08,0.472,2.071,506.684,297.474,3.351,504,295,2,6,6,4,TRUE,TRUE
"57",81,160,81,66,22010,271.728,20.444,274,90,274,575.778,298.309,4.185,2.351,0.545,2.421,575.793,298.303,4.203,573,296,2,6,6,5,FALSE,FALSE
"58",75,168,75,70,20441,272.547,21.247,275,91,275,491.747,298.44,3.613,2.404,0.781,2.506,491.771,298.426,3.628,488,295,2,8,7,4,TRUE,FALSE
"59",168,312,168,131,15458,92.012,0.154,92,92,94,595.708,300.53,4.601,3.323,1.047,3.411,595.708,300.53,4.601,592,297,2,9,9,6,TRUE,FALSE
"60",292,542,292,251,28320,96.986,0.234,97,93,97,517.932,305.822,4.404,4.357,1.58,4.324,517.932,305.822,4.404,513,300,2,13,13,7,TRUE,TRUE
"61",441,562,441,250,41895,95,0,95,95,95,378.941,302.488,5.95,4.767,1.447,4.682,378.941,302.488,5.95,372,297,2,13,14,9,TRUE,TRUE
"62",416,728,416,319,119621,287.55,9.168,288,101,288,453.873,306.731,4.671,5.456,2.15,5.308,453.874,306.727,4.675,444,302,2,19,14,8,TRUE,TRUE
"63",517,688,517,302,51700,100,0,100,100,100,393.42,308.76,6.484,4.905,1.32,4.596,393.42,308.76,6.484,383,305,2,18,11,11,TRUE,TRUE
"64",113,226,113,88,11526,102,0,102,102,102,382.354,312.664,4.655,2.821,0.872,2.748,382.354,312.664,4.655,379,310,2,8,8,7,TRUE,FALSE
"65",74,160,74,67,22295,301.284,23.366,304,103,304,511.122,316.122,3.811,2.364,0.718,2.333,511.123,316.141,3.827,508,313,2,6,8,4,TRUE,FALSE
"66",299,422,299,182,31694,106,0,106,106,106,393.645,320.351,5.425,3.881,0.873,3.839,393.645,320.351,5.425,387,316,2,12,9,8,TRUE,TRUE
"67",340,482,340,218,36380,107,0,107,107,107,412.697,321.232,4.571,4.593,1.7,4.308,412.697,321.232,4.571,405,317,2,17,9,6,TRUE,TRUE
"68",84,162,84,74,8820,105,0,105,105,105,533.607,319.964,3.726,2.573,0.934,2.534,533.607,319.964,3.726,529,317,2,10,6,4,TRUE,FALSE
