"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",257,518,257,214,257,1,0,1,1,1,471.844,6.599,7.257,4.329,1.646,4.166,471.844,6.599,7.257,465,5,3,15,6,12,FALSE,FALSE
"2",115,192,115,88,230,2,0,2,2,2,534.443,9.078,5.078,2.719,0.641,2.682,534.443,9.078,5.078,530,7,3,9,6,5,TRUE,TRUE
"3",103,200,103,85,515,5,0,5,5,5,631.146,11.272,5.515,2.709,0.864,2.727,631.146,11.272,5.515,629,8,3,5,8,6,TRUE,TRUE
"4",138,224,138,115,414,3,0,3,3,3,523.268,8.826,4.884,3.085,0.986,3.125,523.268,8.826,4.884,519,6,3,9,7,5,TRUE,TRUE
"5",228,342,228,160,1368,6,0,6,6,6,559.215,13.548,6.057,3.722,1.21,3.57,559.215,13.548,6.057,554,8,3,10,10,7,TRUE,TRUE
"6",219,408,219,178,876,4,0,4,4,4,610.1,11.178,5.192,3.999,1.451,3.991,610.1,11.178,5.192,603,8,3,16,9,5,TRUE,TRUE
"7",155,306,155,124,1395,9,0,9,9,9,580.961,12.935,5.774,3.112,0.91,3.125,580.961,12.935,5.774,577,10,3,8,7,8,TRUE,TRUE
"8",282,418,282,197,3384,12,0,12,12,12,486.401,15.961,5.493,4.252,1.582,4.019,486.401,15.961,5.493,479,11,3,16,10,5,TRUE,TRUE
"9",180,370,180,149,298987,1661.039,489.786,2050,7,2050,522.928,15.711,8.417,3.672,1.24,3.751,523.288,15.862,9.091,517,13,3,13,7,10,TRUE,TRUE
"10",65,126,65,54,520,8,0,8,8,8,532.077,15.123,5.077,2.126,0.461,2.165,532.077,15.123,5.077,530,13,3,6,5,5,TRUE,TRUE
"11",102,238,102,92,95880,940,721.499,1532,13,1532,568.814,12.108,5.951,3.795,1.52,3.902,569.321,9.639,6.751,566,7,3,7,13,7,TRUE,TRUE
"12",437,658,437,297,6118,14,0,14,14,14,649.046,13.293,8.16,4.425,1.214,4.552,649.046,13.293,8.16,644,9,3,10,11,12,FALSE,FALSE
"13",250,396,250,175,4002,16.008,0.126,16,16,18,589.42,16.78,6.416,3.741,1.011,3.631,589.42,16.781,6.414,586,12,3,8,13,8,TRUE,TRUE
"14",607,890,607,429,16389,27,0,27,27,27,581.491,25.455,6.208,6.065,2.293,5.79,581.491,25.455,6.208,574,17,3,17,20,7,TRUE,FALSE
"15",1309,1782,1309,834,24871,19,0,19,19,19,465.133,15.933,7.704,7.811,2.866,7.668,465.133,15.933,7.704,452,5,3,26,25,11,FALSE,FALSE
"16",228,422,228,184,97553,427.864,673.021,22,22,1539,597.289,20.026,5.746,3.726,1.248,3.636,594.574,18.322,6.313,594,14,3,11,11,8,TRUE,TRUE
"17",267,412,267,196,4539,17,0,17,17,17,502.412,18.715,5.637,3.965,1.217,3.903,502.412,18.715,5.637,497,13,3,10,11,8,FALSE,FALSE
"18",192,320,192,131,19681,102.505,425.258,20,20,2283,547.469,20.854,6.271,3.459,1.009,3.273,547.436,21.891,9.732,544,14,3,9,12,10,TRUE,FALSE
"19",73,180,73,63,1823,24.973,0.234,25,23,25,645.384,21.534,4.644,2.426,0.745,2.455,645.384,21.536,4.646,643,18,3,6,8,4,FALSE,FALSE
