"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",212,318,212,145,213,1.005,0.069,1,1,2,583.368,442.203,5.943,3.434,0.838,3.393,583.357,442.207,5.93,579,439,3,10,8,7,FALSE,FALSE
"2",129,244,129,93,387,3,0,3,3,3,539.31,481.372,5.605,2.94,0.827,2.828,539.31,481.372,5.605,536,476,3,7,10,6,TRUE,TRUE
"3",65,118,65,49,260,4,0,4,4,4,534.185,489.031,5.123,2.127,0.316,2.164,534.185,489.031,5.123,532,487,3,5,5,5,TRUE,TRUE
"4",81,148,81,66,405,5,0,5,5,5,614.58,514.877,4.938,2.364,0.63,2.389,614.58,514.877,4.938,611,512,3,7,7,5,TRUE,FALSE
"5",203,346,203,152,1218,6,0,6,6,6,626.433,519.31,5.773,3.532,1.153,3.458,626.433,519.31,5.773,622,515,3,13,12,6,TRUE,TRUE
"6",192,332,192,147,1536,8,0,8,8,8,606.474,530.234,5.859,3.579,1.199,3.446,606.474,530.234,5.859,603,527,3,9,10,8,FALSE,FALSE
"7",69,126,69,52,690,10,0,10,10,10,532.13,550.246,5.014,2.172,0.352,2.224,532.13,550.246,5.014,530,548,3,5,5,5,FALSE,FALSE
"8",319,528,319,231,2871,9,0,9,9,9,613.774,548.047,7.376,4.13,1.227,4.138,613.774,548.047,7.376,610,542,3,9,12,11,TRUE,TRUE
"9",261,442,261,193,191111,732.226,44.814,735,11,735,631.644,555.525,7.134,3.939,1.244,3.852,631.65,555.527,7.15,626,552,3,12,8,10,FALSE,FALSE
"10",252,366,252,157,3024,12,0,12,12,12,641.849,560.036,7.052,3.637,0.754,3.65,641.849,560.036,7.052,638,555,3,9,10,9,TRUE,TRUE
"11",199,306,199,140,2587,13,0,13,13,13,650.95,562.945,6.211,3.765,1.329,3.651,650.95,562.945,6.211,647,557,3,9,12,7,TRUE,TRUE
"12",70,130,70,55,980,14,0,14,14,14,598.957,565.429,4.786,2.165,0.422,2.152,598.957,565.429,4.786,597,563,3,5,6,4,TRUE,TRUE
"13",376,550,376,256,280890,747.048,37.853,749,15,749,663.529,563.439,7.011,4.394,1.284,4.244,663.52,563.432,7.021,656,559,3,14,8,9,TRUE,TRUE
"14",241,350,241,159,3856,16,0,16,16,16,641.187,570.411,6.058,3.746,1.083,3.652,641.187,570.411,6.058,637,567,3,12,9,7,TRUE,TRUE
"15",383,534,383,255,6511,17,0,17,17,17,661.969,570.441,7.475,4.61,1.482,4.546,661.969,570.441,7.475,654,568,3,15,8,11,TRUE,TRUE
"16",66,128,66,55,1188,18,0,18,18,18,572.318,580.379,4.924,2.168,0.514,2.176,572.318,580.379,4.924,570,578,3,6,6,5,FALSE,FALSE
"17",138,220,138,102,2622,19,0,19,19,19,545.254,599.775,5.152,2.935,0.753,2.965,545.254,599.775,5.152,542,596,3,8,8,5,TRUE,TRUE
"18",373,602,373,264,7460,20,0,20,20,20,531.298,603.421,7.303,4.482,1.404,4.366,531.298,603.421,7.303,525,597,3,12,15,10,FALSE,FALSE
"19",243,420,243,182,5103,21,0,21,21,21,669.202,601.049,5.44,4.39,1.749,4.275,669.202,601.049,5.44,664,593,3,14,15,6,TRUE,TRUE
"20",357,656,357,273,7854,22,0,22,22,22,634.65,608.176,6.518,4.917,2.152,4.64,634.65,608.176,6.518,629,595,3,12,21,8,TRUE,FALSE
"21",100,176,100,80,2300,23,0,23,23,23,578.64,608.49,5.15,2.551,0.629,2.663,578.64,608.49,5.15,576,605,3,7,7,5,TRUE,TRUE
"22",69,130,69,56,1656,24,0,24,24,24,676.087,610.71,4.87,2.221,0.571,2.259,676.087,610.71,4.87,674,608,3,5,7,5,TRUE,TRUE
"23",1184,1510,1184,699,29600,25,0,25,25,25,721.687,616.378,6.595,7.189,2.256,7.023,721.684,616.377,6.595,710,605,3,22,24,9,TRUE,TRUE
