"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",325,456,325,204,650,2,0,2,2,2,647.763,272.948,5.526,4.127,1.165,4.093,647.763,272.948,5.526,643,270,2,12,9,8,TRUE,TRUE
"2",134,204,134,91,134,1,0,1,1,1,664.119,271.709,4.612,2.821,0.547,2.875,664.119,271.709,4.612,661,269,2,7,7,6,TRUE,FALSE
"3",232,308,232,142,696,3,0,3,3,3,749.94,287.931,5.082,3.525,0.737,3.518,749.94,287.931,5.082,746,284,2,9,9,8,TRUE,TRUE
"4",228,316,228,147,912,4,0,4,4,4,653.285,290.206,4.978,3.523,0.774,3.497,653.285,290.206,4.978,649,287,2,9,9,8,TRUE,FALSE
"5",566,764,566,348,3397,6.002,0.094,6,5,8,635.334,294.111,6.829,4.809,1.004,4.759,635.333,294.113,6.827,630,290,2,13,11,11,FALSE,FALSE
"6",418,622,418,280,175987,421.022,28.568,423,9,423,756.534,298.998,4.727,4.969,1.767,4.871,756.541,298.993,4.74,749,293,2,18,15,7,TRUE,FALSE
"7",213,346,213,159,2980,13.991,0.137,14,12,14,676.178,306.526,4.502,3.654,1.174,3.605,676.177,306.527,4.504,672,302,2,10,11,6,FALSE,FALSE
"8",244,424,244,184,253592,1039.312,1059.605,16,16,2132,791.586,309.992,5.221,4.154,1.562,4.077,794.296,312.036,5.905,786,304,2,13,13,7,FALSE,FALSE
"9",438,600,438,279,7446,17,0,17,17,17,625.945,306.094,6.521,4.686,1.444,4.454,625.945,306.094,6.521,622,299,2,9,14,11,TRUE,FALSE
"10",347,460,347,205,150182,432.801,22.332,434,18,434,805.101,306.96,6.867,4.118,0.935,4.082,805.095,306.954,6.881,801,302,2,10,10,11,FALSE,FALSE
"11",709,856,709,398,14889,21,0,21,21,21,695.783,312.839,5.423,5.608,1.649,5.432,695.783,312.839,5.423,690,302,2,13,21,9,TRUE,TRUE
"12",463,722,463,304,200990,434.104,19.287,435,20,435,855.771,307.898,8.819,5.029,1.681,5.165,855.771,307.892,8.833,850,302,2,12,12,15,TRUE,FALSE
"13",393,590,393,255,245454,624.565,1273.924,22,22,3311,630.143,315.135,7.005,4.474,1.309,4.345,630.26,311.909,10.779,626,311,2,9,10,14,FALSE,FALSE
"14",978,1204,978,558,48903,50.003,343.869,23,23,4427,640.801,313.194,5.849,6.896,2.432,6.481,641.718,313.179,9.891,635,301,2,15,24,13,TRUE,FALSE
"15",409,696,409,307,10234,25.022,20.669,24,24,442,704.474,320.702,5.112,5.49,2.413,5.276,704.414,320.673,5.026,695,313,2,17,18,7,TRUE,TRUE
"16",232,332,232,142,5800,25,0,25,25,25,649.241,318.961,4.461,3.505,0.715,3.419,649.241,318.961,4.461,646,315,2,8,10,6,TRUE,TRUE
"17",307,556,307,254,627255,2043.176,1607.476,3320,26,3320,606.967,319.401,8.137,4.219,1.447,4.207,606.869,317.388,9.084,605,313,2,7,13,11,TRUE,TRUE
"18",244,342,244,160,6832,28,0,28,28,28,800.611,323.324,4.443,3.663,0.933,3.677,800.611,323.324,4.443,796,319,2,10,10,7,TRUE,TRUE
"19",515,676,515,314,15449,29.998,0.044,30,29,30,814.775,326.219,5.474,5.237,1.731,4.991,814.775,326.22,5.474,809,319,2,11,17,11,TRUE,FALSE
"20",106,178,106,76,3286,31,0,31,31,31,610.726,326.575,4.802,2.562,0.447,2.565,610.726,326.575,4.802,608,324,2,7,6,7,FALSE,FALSE
