"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",400,678,400,289,1600,4,0,4,4,4,201.997,550.542,5.33,5.308,2.346,4.942,201.997,550.542,5.33,191,543,3,23,15,6,TRUE,FALSE
"2",69,164,69,65,345,5,0,5,5,5,125.449,556.565,6.072,2.357,0.826,2.391,125.449,556.565,6.072,122,554,3,7,8,6,TRUE,FALSE
"3",498,780,498,335,3486,7,0,7,7,7,234.614,572.847,7.514,4.976,1.602,4.8,234.614,572.847,7.514,229,568,3,16,12,12,FALSE,FALSE
"4",543,840,543,370,4888,9.002,0.043,9,9,10,152.661,574.462,6.192,5.852,2.334,5.665,152.662,574.463,6.191,147,562,3,14,23,8,TRUE,FALSE
"5",597,862,597,397,7164,12,0,12,12,12,162.285,581.7,6.375,5.704,2.102,5.489,162.285,581.7,6.375,154,576,3,18,17,9,FALSE,FALSE
"6",736,1136,736,528,153629,208.735,7.188,209,14,209,212.682,577.88,6.304,6.208,2.308,6.055,212.681,577.875,6.309,203,572,3,22,15,10,TRUE,FALSE
"7",373,640,373,268,6714,18,0,18,18,18,75.954,586.469,5.836,5.461,2.464,5.044,75.954,586.469,5.836,68,576,3,16,21,6,TRUE,FALSE
"8",209,344,209,160,4389,21,0,21,21,21,56.856,592.617,5.316,3.795,1.258,3.888,56.856,592.617,5.316,51,588,3,11,11,6,TRUE,TRUE
"9",507,838,507,372,11154,22,0,22,22,22,114.746,591.406,5.74,6.132,2.722,5.525,114.746,591.406,5.74,103,581,3,25,16,7,TRUE,TRUE
"10",247,440,247,201,59063,239.121,13.807,240,23,240,190.559,600.68,5.449,3.964,1.295,3.98,190.568,600.679,5.458,186,596,3,11,11,7,TRUE,FALSE
