"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",695,1030,695,475,794540,1143.223,742.46,1865,1,1865,211.768,809.224,5.924,5.691,2.064,5.55,212.432,806.758,6.718,206,801,1,12,19,14,TRUE,TRUE
"2",722,756,722,362,1444,2,0,2,2,2,253.522,814.68,5.598,5.48,1.376,5.18,253.522,814.68,5.598,247,806,1,13,18,9,TRUE,TRUE
"3",567,656,567,311,219611,387.321,16.169,388,3,388,189.968,814.75,5.681,4.912,1.027,4.824,189.973,814.748,5.689,185,810,1,12,11,12,TRUE,TRUE
"4",235,328,235,159,93370,397.319,25.767,399,4,399,186.243,823.562,4.328,3.541,0.826,3.536,186.248,823.573,4.342,182,821,1,10,8,8,TRUE,TRUE
"5",2123,2144,2123,1014,844561,397.815,8.529,398,5,398,169.507,819.513,7.837,8.077,2.207,7.929,169.508,819.508,7.84,159,808,1,23,23,15,TRUE,TRUE
"6",750,830,750,408,301104,401.472,14.46,402,6,402,303.82,821.163,6.551,5.367,1.286,5.488,303.817,821.158,6.558,296,816,1,15,12,11,TRUE,TRUE
"7",25,76,25,25,200,8,0,8,8,8,136.96,839.6,3.36,1.921,0.72,1.952,136.96,839.6,3.36,136,837,1,2,6,5,FALSE,FALSE
"8",2798,2952,2798,1450,1207890,431.698,11.307,432,9,432,139.261,844.533,8.025,9.423,3.383,9.031,139.256,844.535,8.03,120,833,1,32,25,17,TRUE,TRUE
"9",360,536,360,234,3600,10,0,10,10,10,204.767,851.922,5.439,4.421,1.337,4.36,204.767,851.922,5.439,199,847,1,14,9,11,TRUE,TRUE
"10",350,434,350,208,156363,446.751,23.359,448,11,448,152.123,857.457,4.4,4.154,1.028,4.129,152.129,857.453,4.41,148,852,1,9,12,8,TRUE,TRUE
"11",970,1320,970,625,1788152,1843.456,240.28,1880,14,3748,149.082,873.318,6.411,5.907,1.569,5.854,149.065,873.416,6.477,140,863,1,16,19,14,TRUE,TRUE
