"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",861,1028,861,478,861,1,0,1,1,1,275.596,425.547,8.012,5.829,1.766,5.96,275.596,425.547,8.012,269,418,1,14,13,19,TRUE,FALSE
"2",572,680,572,328,2287,3.998,0.042,4,3,4,312.626,622.201,5.64,5.181,1.486,5.082,312.626,622.201,5.642,308,615,1,12,13,14,TRUE,TRUE
"3",3075,3334,3075,1485,7275450,2366,0,2366,2366,2366,336.498,645.854,10.096,9.502,2.966,8.805,336.499,645.85,10.096,321,633,1,36,27,23,TRUE,TRUE
"4",408,670,408,291,651053,1595.718,1325.797,2698,5,2698,389.551,630.431,7.319,5.057,1.858,4.996,390.309,628.223,9.677,385,622,1,10,16,14,TRUE,TRUE
"5",1461,1596,1461,716,11689,8.001,0.059,8,7,10,307.335,640.563,7.643,7.012,1.632,7.066,307.335,640.563,7.642,297,634,1,18,15,15,TRUE,TRUE
"6",117,184,117,97,43277,369.889,33.652,373,9,373,327.966,641.923,3.923,2.698,0.724,2.541,327.957,641.931,3.948,326,639,1,6,6,8,TRUE,TRUE
"7",81,236,81,80,95343,1177.074,1342.836,13,13,2707,325.173,679.012,4.519,3.276,1.356,3.027,322.939,678.096,5.899,322,675,1,7,10,10,TRUE,TRUE
"8",849,1060,849,525,11886,14,0,14,14,14,942.206,130.802,5.691,6.603,2.26,6.477,942.206,130.802,5.691,932,121,2,21,22,9,TRUE,TRUE
"9",138,248,138,113,64816,469.681,38.988,473,15,473,747.616,157.377,4.609,2.92,0.867,2.943,747.613,157.379,4.627,745,154,2,7,9,6,TRUE,TRUE
"10",208,346,208,157,263792,1268.231,817.994,1800,16,1800,703.399,168.365,5.111,3.517,1.001,3.632,702.619,167.125,5.285,699,164,2,10,9,7,TRUE,TRUE
"11",128,194,128,87,2176,17,0,17,17,17,744.609,171.68,4.75,2.739,0.399,2.734,744.609,171.68,4.75,742,169,2,7,7,7,TRUE,TRUE
"12",381,602,381,269,622497,1633.85,906.349,2141,18,2141,711.856,187.108,7.27,5,1.764,5.089,710.128,187.561,8.21,706,183,2,15,9,13,TRUE,TRUE
"13",459,624,459,283,9637,20.996,0.093,21,19,21,893.841,195.002,7.222,4.781,1.486,4.727,893.841,195.002,7.223,889,190,2,14,11,12,TRUE,FALSE
"14",460,642,460,290,9200,20,0,20,20,20,789.922,194.702,6.596,4.889,1.577,4.746,789.922,194.702,6.596,784,190,2,15,10,10,TRUE,TRUE
"15",405,576,405,274,8910,22,0,22,22,22,804.025,197.425,5.348,4.624,1.434,4.564,804.025,197.425,5.348,799,189,2,11,16,10,TRUE,FALSE
"16",129,210,129,93,68119,528.054,44.815,532,23,532,650.891,199.031,4.713,2.755,0.522,2.803,650.906,199.024,4.733,647,196,2,8,7,6,TRUE,TRUE
"17",420,534,420,249,10500,25,0,25,25,25,797.25,225.829,6.012,4.617,1.329,4.451,797.25,225.829,6.012,789,222,2,15,10,10,TRUE,TRUE
"18",653,982,653,421,16978,26,0,26,26,26,602.415,231.138,7.934,5.912,2.346,5.689,602.415,231.138,7.934,596,219,2,15,20,12,TRUE,TRUE
"19",418,600,418,277,11286,27,0,27,27,27,630.983,238.072,6.548,4.707,1.421,4.727,630.983,238.072,6.548,624,233,2,14,11,12,TRUE,TRUE
"20",626,706,626,359,384403,614.062,23.461,615,28,615,567.756,252.746,6.904,4.997,1.275,5.129,567.758,252.744,6.912,563,246,2,11,13,12,TRUE,TRUE
"21",312,394,312,189,9048,29,0,29,29,29,591.606,256.804,5.077,4.045,1.129,3.99,591.606,256.804,5.077,587,251,2,9,12,7,TRUE,TRUE
"22",638,990,638,449,838770,1314.687,1157.97,2178,30,5707,580.765,258.923,6.876,5.464,1.843,5.403,580.851,256.292,8.626,575,251,2,12,18,13,TRUE,TRUE
"23",346,424,346,208,11072,32,0,32,32,32,651.107,267.101,5.529,4.097,0.965,4.153,651.107,267.101,5.529,646,262,2,10,10,8,TRUE,TRUE
"24",311,410,311,195,10263,33,0,33,33,33,527.646,265.421,4.981,3.986,0.995,4.069,527.646,265.421,4.981,522,260,2,11,12,7,TRUE,TRUE
"25",132,204,132,91,5014,37.985,0.174,38,36,38,499.765,273.333,4.78,2.758,0.403,2.783,499.766,273.334,4.781,497,271,2,7,6,6,TRUE,TRUE
"26",128,218,128,99,4736,37,0,37,37,37,514.805,272.633,4.367,2.73,0.637,2.825,514.805,272.633,4.367,512,270,2,7,6,6,TRUE,TRUE
"27",503,596,503,287,19617,39,0,39,39,39,556.37,274.871,7.179,4.752,1.413,4.806,556.37,274.871,7.179,553,269,2,8,13,13,TRUE,TRUE
"28",548,782,548,339,21920,40,0,40,40,40,815.04,281.179,6.912,5.092,1.453,5.091,815.04,281.179,6.912,809,275,2,14,13,13,TRUE,TRUE
