"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",679,1058,679,471,30512,44.937,1.65,45,2,45,1002.651,135.152,5.951,5.434,1.882,5.258,1002.645,135.15,5.958,992,128,1,19,17,12,FALSE,FALSE
"2",228,396,228,165,912,4,0,4,4,4,1012.088,139.474,3.645,3.633,1.005,3.657,1012.088,139.474,3.645,1007,135,1,11,11,7,FALSE,FALSE
"3",321,532,321,227,1605,5,0,5,5,5,964.184,137.639,6.072,4.364,1.534,4.219,964.184,137.639,6.072,960,132,1,11,11,12,FALSE,FALSE
"4",281,470,281,188,12883,45.847,2.565,46,3,46,987.633,136.278,4.726,3.882,0.989,3.795,987.636,136.268,4.738,982,132,1,12,9,10,FALSE,FALSE
"5",210,364,210,149,516600,2460,0,2460,2460,2460,984.929,142.781,6.762,3.542,1.021,3.572,984.93,142.781,6.762,981,140,1,9,7,11,FALSE,FALSE
"6",230,384,230,162,1610,7,0,7,7,7,994.096,145.204,4.53,3.401,0.827,3.428,994.096,145.204,4.53,990,141,1,9,8,9,FALSE,FALSE
"7",490,646,490,301,3920,8,0,8,8,8,964.91,149.024,5.89,4.931,1.396,4.69,964.91,149.024,5.89,958,144,1,13,12,13,FALSE,FALSE
"8",102,184,102,73,918,9,0,9,9,9,977.324,147.794,2.892,2.549,0.527,2.582,977.324,147.794,2.892,974,145,1,7,7,5,FALSE,FALSE
"9",242,486,242,190,2662,11,0,11,11,11,1015.545,151.459,3.884,4.081,1.508,3.947,1015.545,151.459,3.884,1012,146,1,8,15,8,FALSE,FALSE
"10",250,412,250,175,2500,10,0,10,10,10,1005.5,148.308,5.224,3.683,1.074,3.681,1005.5,148.308,5.224,1002,143,1,8,11,9,FALSE,FALSE
"11",289,482,289,204,3470,12.007,0.118,12,12,14,992.194,153.844,4.682,4.193,1.357,4.204,992.193,153.845,4.68,987,150,1,10,13,10,FALSE,FALSE
"12",284,494,284,198,3692,13,0,13,13,13,974.109,153.958,4.007,4.251,1.608,3.955,974.109,153.958,4.007,969,149,1,17,11,10,FALSE,FALSE
"13",109,180,109,77,1639,15.037,0.383,15,15,19,950.119,159.936,3.101,2.645,0.514,2.485,950.124,159.941,3.096,947,158,1,8,5,5,TRUE,FALSE
"14",109,200,109,83,1744,16,0,16,16,16,962.642,159.569,2.862,2.69,0.666,2.679,962.642,159.569,2.862,960,156,1,7,8,5,TRUE,TRUE
"15",76,146,76,64,1368,18,0,18,18,18,984.434,160.539,3.25,2.308,0.57,2.337,984.434,160.539,3.25,983,158,1,5,6,5,FALSE,FALSE
"16",102,186,102,75,1734,17,0,17,17,17,942.716,160.48,3.216,2.56,0.585,2.506,942.716,160.48,3.216,940,157,1,6,8,5,TRUE,FALSE
"17",331,514,331,224,6951,21,0,21,21,21,978.242,164.208,5.707,4.032,1.033,4.03,978.242,164.208,5.707,974,159,1,9,12,11,FALSE,FALSE
"18",196,360,196,163,4900,25,0,25,25,25,969.949,172.398,3.158,3.895,1.566,3.791,969.949,172.398,3.158,966,167,1,11,12,5,TRUE,FALSE
"19",479,666,479,313,27207,56.8,2.533,57,23,57,950.359,171.741,3.919,5.12,1.761,5.018,950.356,171.747,3.929,944,164,1,13,20,8,TRUE,TRUE
"20",99,182,99,81,5808,58.667,3.317,59,26,59,983.303,170.758,3.192,2.68,0.834,2.573,983.293,170.756,3.204,980,167,1,8,8,5,TRUE,TRUE
"21",702,1012,702,450,22464,32,0,32,32,32,998.42,179.594,5.95,5.752,1.722,5.537,998.42,179.594,5.95,992,172,1,16,16,12,FALSE,FALSE
"22",86,204,86,77,4209,48.942,184.933,29,29,1744,961.105,175.581,3.081,2.669,0.977,2.585,962.284,175.344,3.863,957,173,1,10,6,5,TRUE,FALSE
"23",286,442,286,195,9724,34,0,34,34,34,990.301,196.958,3.811,4.001,1.116,3.928,990.301,196.958,3.811,985,192,1,11,11,7,FALSE,FALSE
"24",226,340,226,152,7910,35,0,35,35,35,979.221,200.717,4.243,3.46,0.786,3.448,979.221,200.717,4.243,975,197,1,9,9,8,FALSE,FALSE
"25",314,462,314,206,11928,37.987,0.159,38,36,38,1002.404,205.809,5.217,4.055,1.076,3.95,1002.405,205.81,5.218,998,201,1,9,11,10,FALSE,FALSE
"26",658,1006,658,442,24346,37,0,37,37,37,954.891,205.894,4.438,6.485,2.566,6.276,954.888,205.894,4.438,947,196,1,19,25,10,FALSE,FALSE
"27",371,538,371,233,14469,39,0,39,39,39,780.811,264.954,4.593,4.807,1.721,4.457,780.811,264.954,4.593,774,257,1,13,15,8,TRUE,TRUE
"28",114,192,114,78,7123,62.482,240.047,40,40,2603,1001.649,301.07,4.009,2.65,0.436,2.617,1002.495,300.325,4.725,999,298,1,6,7,7,FALSE,FALSE
"29",295,504,295,211,12095,41,0,41,41,41,783.027,306.834,6.207,4.228,1.325,4.334,783.027,306.834,6.207,779,301,1,10,12,13,FALSE,FALSE
"30",487,604,487,275,84120,172.731,5.936,173,42,173,1011.552,403.577,5.688,4.578,0.833,4.537,1011.548,403.576,5.695,1005,399,1,12,10,12,FALSE,FALSE
"31",102,178,102,81,4386,43,0,43,43,43,892.01,453.01,4.392,2.725,0.837,2.751,892.01,453.01,4.392,890,450,1,5,7,8,TRUE,TRUE
"32",412,564,412,259,18128,44,0,44,44,44,818.087,477.553,4.434,4.803,1.586,4.758,818.087,477.553,4.434,813,471,1,13,13,11,TRUE,TRUE
"33",678,898,678,408,31866,47,0,47,47,47,949.892,139.142,6.342,6.118,2.23,5.708,949.895,139.142,6.342,944,130,2,13,20,13,TRUE,FALSE
"34",119,210,119,91,27489,231,0,231,231,231,984.126,148.933,4.983,2.897,0.853,2.904,984.126,148.933,4.983,982,146,2,6,6,9,FALSE,FALSE
"35",152,236,152,107,7448,49,0,49,49,49,934.684,151.513,4.691,3.068,0.74,3.039,934.684,151.513,4.691,931,149,2,7,7,8,TRUE,TRUE
"36",341,568,341,242,18073,53,0,53,53,53,1001.783,157.17,4.607,4.642,1.617,4.569,1001.783,157.17,4.607,996,150,2,15,14,7,FALSE,FALSE
"37",151,280,151,119,7852,52,0,52,52,52,936.02,158.099,3.874,3.151,0.933,3.098,936.02,158.099,3.874,931,154,2,9,9,6,TRUE,TRUE
"38",138,258,138,107,112194,813,0,813,813,813,967.659,163.92,5.674,3.098,0.955,3.069,967.659,163.92,5.674,964,161,2,9,7,8,TRUE,FALSE
"39",326,586,326,266,17930,55,0,55,55,55,1014.463,168.816,4.23,4.718,1.799,4.594,1014.463,168.816,4.23,1007,161,2,13,15,7,FALSE,FALSE
"40",88,146,88,68,5104,58,0,58,58,58,976.727,170.989,3.705,2.35,0.399,2.377,976.727,170.989,3.705,974,169,2,6,6,5,FALSE,FALSE
"41",520,770,520,362,31720,61,0,61,61,61,936.315,175.181,4.321,5.613,2.072,5.59,936.313,175.181,4.321,926,169,2,18,18,7,TRUE,FALSE
"42",125,196,125,89,8000,64,0,64,64,64,965.592,181.272,3.536,2.807,0.699,2.797,965.592,181.272,3.536,962,179,2,9,6,4,FALSE,FALSE
"43",81,140,81,61,5265,65,0,65,65,65,953.877,186.864,3.975,2.332,0.438,2.319,953.877,186.864,3.975,951,185,2,6,5,5,FALSE,FALSE
"44",209,330,209,142,14212,68,0,68,68,68,971.057,190.163,4.947,3.504,0.984,3.565,971.057,190.163,4.947,967,187,2,10,7,9,FALSE,FALSE
"45",176,302,176,131,41888,238,0,238,238,238,989.097,186.824,4.29,3.382,1.079,3.286,989.097,186.824,4.29,985,181,2,10,10,6,FALSE,FALSE
"46",101,214,101,84,7070,70,0,70,70,70,968.406,197.495,3.03,2.761,0.962,2.691,968.406,197.495,3.03,965,193,2,8,9,4,TRUE,TRUE
"47",106,234,106,106,186454,1759,0,1759,1759,1759,1014.953,197.302,5.811,3.373,1.308,3.356,1014.953,197.302,5.811,1010,196,2,10,3,10,FALSE,FALSE
"48",1053,1342,1053,660,91983,87.353,329.188,73,73,7630,1013.552,204.659,6.948,6.197,1.907,6.116,1013.461,203.647,8.435,1005,197,2,15,18,15,FALSE,FALSE
"49",118,188,118,79,8968,76,0,76,76,76,760.271,207.805,4.229,2.693,0.439,2.632,760.271,207.805,4.229,757,205,2,7,6,6,TRUE,FALSE
"50",174,290,174,137,44196,254,0,254,254,254,766.868,211.471,3.747,3.619,1.347,3.609,766.868,211.471,3.747,763,205,2,8,13,5,FALSE,FALSE
"51",68,146,68,58,5236,77,0,77,77,77,971.382,211.794,3.676,2.235,0.638,2.169,971.382,211.794,3.676,969,209,2,5,8,5,TRUE,FALSE
"52",206,342,206,155,52354,254.146,12.263,255,79,255,979.301,213.553,4.495,3.626,1.258,3.676,979.299,213.555,4.504,974,210,2,13,7,6,FALSE,FALSE
"53",187,342,187,146,14586,78,0,78,78,78,724.583,213.765,5.765,3.843,1.281,3.857,724.583,213.765,5.765,721,210,2,10,9,10,FALSE,FALSE
"54",200,304,200,134,16600,83,0,83,83,83,747.55,214.84,4.305,3.337,0.706,3.281,747.55,214.84,4.305,745,211,2,7,9,6,TRUE,TRUE
"55",96,164,96,66,7680,80,0,80,80,80,964.448,213.594,4.156,2.477,0.387,2.48,964.448,213.594,4.156,962,211,2,6,6,6,TRUE,FALSE
"56",31,70,31,31,2511,81,0,81,81,81,771.516,215.129,3.258,1.615,0.527,1.615,771.516,215.129,3.258,771,213,2,2,5,4,FALSE,FALSE
"57",158,292,158,131,13745,86.994,0.08,87,86,87,776.196,219.146,3.88,3.405,1.271,3.291,776.196,219.146,3.88,773,213,2,8,12,4,TRUE,TRUE
"58",74,174,74,66,6068,82,0,82,82,82,991.405,214.095,4.041,2.515,0.898,2.557,991.405,214.095,4.041,988,212,2,8,6,4,FALSE,FALSE
"59",579,690,579,329,49215,85,0,85,85,85,737.242,217.33,5.326,5.184,1.483,5.145,737.24,217.33,5.326,731,211,2,15,15,8,TRUE,TRUE
"60",112,210,112,89,9856,88,0,88,88,88,1000.893,218.643,3.455,2.766,0.809,2.71,1000.893,218.643,3.455,997,215,2,9,8,4,FALSE,FALSE
"61",226,310,226,143,20114,89,0,89,89,89,754.801,220.332,4.407,3.49,0.736,3.516,754.801,220.332,4.407,750,216,2,10,9,6,TRUE,TRUE
"62",535,716,535,318,48150,90,0,90,90,90,975.17,222.475,5.66,4.774,1.424,4.84,975.168,222.475,5.66,968,217,2,14,12,9,FALSE,FALSE
"63",365,502,365,232,33580,92,0,92,92,92,765.293,231.488,5.551,4.27,1.185,4.47,765.293,231.488,5.551,760,226,2,12,11,8,FALSE,FALSE
"64",502,682,502,313,46686,93,0,93,93,93,730.133,230.952,4.745,5.215,1.804,5.082,730.132,230.952,4.745,722,224,2,17,17,9,TRUE,TRUE
"65",222,290,222,136,21090,95,0,95,95,95,749.563,232.964,3.833,3.469,0.766,3.371,749.563,232.964,3.833,745,229,2,10,8,6,FALSE,FALSE
"66",82,138,82,66,7708,94,0,94,94,94,741.122,234.268,3.793,2.277,0.411,2.265,741.122,234.268,3.793,739,232,2,5,5,5,FALSE,FALSE
"67",118,196,118,83,11328,96,0,96,96,96,1002.085,233.678,4.678,2.771,0.664,2.695,1002.085,233.678,4.678,1000,230,2,6,8,6,FALSE,FALSE
"68",225,348,225,170,21825,97,0,97,97,97,783.107,234.618,3.689,4.023,1.458,3.969,783.107,234.618,3.689,779,229,2,9,12,4,FALSE,FALSE
"69",131,234,131,106,12838,98,0,98,98,98,1014.817,243.824,3.84,3.49,1.532,3.158,1014.817,243.824,3.84,1011,240,2,8,12,6,FALSE,FALSE
"70",289,452,289,204,29189,101,0,101,101,101,780.872,247.055,4.339,4.115,1.313,4.131,780.872,247.055,4.339,776,241,2,11,13,6,TRUE,TRUE
"71",273,492,273,214,76711,280.993,19.079,283,99,283,706.875,248.663,4.469,4.767,2.121,4.634,706.897,248.668,4.487,699,244,2,17,10,8,FALSE,FALSE
"72",84,152,84,67,8652,103,0,103,103,103,742.524,250.321,4,2.381,0.611,2.444,742.524,250.321,4,739,248,2,8,6,5,FALSE,FALSE
"73",87,152,87,70,9048,104,0,104,104,104,788.414,250.69,4.057,2.431,0.624,2.473,788.414,250.69,4.057,786,248,2,6,6,5,TRUE,TRUE
"74",227,362,227,167,23835,105,0,105,105,105,724.031,256.749,4.652,3.938,1.479,3.941,724.031,256.749,4.652,719,251,2,10,13,6,FALSE,FALSE
"75",436,694,436,304,52296,119.945,205.658,106,106,3146,735.546,256.408,5.459,4.998,1.622,4.979,735.249,256.651,5.696,730,251,2,15,11,12,FALSE,FALSE
"76",217,306,217,140,23436,108,0,108,108,108,754.719,260.512,4.806,3.536,0.905,3.396,754.719,260.512,4.806,751,255,2,8,12,7,FALSE,FALSE
"77",351,502,351,226,37557,107,0,107,107,107,705.134,256.704,6.524,4.636,1.639,4.633,705.135,256.704,6.524,699,252,2,16,10,11,FALSE,FALSE
"78",304,442,304,216,777936,2559,0,2559,2559,2559,746.046,265.569,6.513,4.082,1.193,4.098,746.047,265.569,6.513,741,260,2,11,11,9,FALSE,FALSE
"79",338,538,338,250,97998,289.935,13.826,291,111,291,794.846,259.24,4.769,4.675,1.717,4.279,794.859,259.23,4.779,790,251,2,12,17,7,TRUE,TRUE
