"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",496,648,496,321,111378,224.552,9.968,225,3,225,789.121,88.145,5.7,4.904,1.51,4.747,789.115,88.147,5.707,783,84,2,13,14,11,FALSE,FALSE
"2",635,1088,635,480,146458,230.643,9.008,231,4,231,810.126,87.345,5.786,5.881,1.975,5.901,810.132,87.344,5.792,803,76,2,16,20,12,FALSE,FALSE
"3",319,492,319,218,1595,5,0,5,5,5,792.401,95.461,5.749,4.118,1.154,4.075,792.401,95.461,5.749,787,92,2,11,9,11,TRUE,FALSE
"4",415,606,415,282,3319,7.998,0.049,8,7,8,808.759,101.342,4.875,4.735,1.52,4.669,808.759,101.343,4.876,802,96,2,13,13,7,TRUE,TRUE
"5",661,854,661,409,13525,20.461,153.682,12,12,2808,781.259,156.309,4.88,5.738,1.975,5.751,780.945,156.181,6.377,772,147,2,18,18,8,TRUE,TRUE
"6",113,206,113,87,1582,14,0,14,14,14,784.15,168.522,4.08,2.861,0.942,2.689,784.15,168.522,4.08,781,164,2,6,10,5,TRUE,TRUE
"7",332,536,332,259,4980,15,0,15,15,15,777.88,174.843,4.265,4.907,1.999,4.852,777.88,174.843,4.265,770,166,2,15,16,6,TRUE,TRUE
"8",125,274,125,110,136239,1089.912,516.285,1455,17,1455,780.968,206.848,4.056,3.305,1.329,3.292,779.81,206.932,4.222,776,204,2,12,7,6,TRUE,TRUE
"9",70,134,70,60,1260,18,0,18,18,18,810.1,209.743,3.714,2.275,0.65,2.207,810.1,209.743,3.714,807,208,2,7,6,4,TRUE,TRUE
"10",131,296,131,120,66536,507.908,782.266,19,19,1750,789.359,214.634,4.092,3.492,1.237,3.64,791.043,211.058,4.264,785,209,2,9,12,5,TRUE,TRUE
"11",136,248,136,118,2856,21,0,21,21,21,763.61,217.963,3.978,3.077,1.046,3.152,763.61,217.963,3.978,759,214,2,10,9,5,TRUE,TRUE
"12",496,760,496,356,10912,22,0,22,22,22,762.202,229.889,4.56,5.609,2.084,5.46,762.202,229.889,4.56,752,223,2,21,15,6,TRUE,TRUE
"13",136,230,136,104,3128,23,0,23,23,23,786.779,227.279,4.015,3.167,1.124,2.979,786.779,227.279,4.015,784,222,2,7,12,5,TRUE,TRUE
"14",241,434,241,189,5784,24,0,24,24,24,838.365,232.622,4.261,4.841,2.299,4.466,838.365,232.622,4.261,832,223,2,12,18,5,TRUE,FALSE
"15",275,464,275,219,114558,416.575,23.638,418,26,418,750.095,246.764,4.153,4.637,1.912,4.352,750.087,246.756,4.16,745,238,2,12,17,5,TRUE,TRUE
"16",94,174,94,79,2538,27,0,27,27,27,808.596,257.734,3.862,2.673,0.932,2.568,808.596,257.734,3.862,806,253,2,6,10,4,TRUE,FALSE
"17",446,726,446,325,12488,28,0,28,28,28,745.814,264.964,4.457,5.675,2.177,5.68,745.814,264.964,4.457,739,255,2,16,19,6,FALSE,FALSE
"18",223,372,223,174,6913,31,0,31,31,31,767.081,277.166,4.179,3.738,1.167,3.978,767.081,277.166,4.179,762,272,2,12,12,6,TRUE,TRUE
"19",102,182,102,79,3264,32,0,32,32,32,770.716,323.069,4.157,2.593,0.696,2.527,770.716,323.069,4.157,768,319,2,6,8,5,TRUE,TRUE
"20",125,266,125,104,4374,34.992,0.089,35,34,35,805.28,358.28,4.384,3.236,1.425,2.884,805.28,358.28,4.385,799,353,2,12,11,6,TRUE,FALSE
"21",420,650,420,313,15539,36.998,0.049,37,36,37,832.119,362.49,4.212,5.247,2.142,5.034,832.119,362.491,4.212,822,356,2,20,14,6,TRUE,TRUE
"22",57,108,57,46,2166,38,0,38,38,38,805.982,371.719,3.912,2.011,0.38,2.037,805.982,371.719,3.912,804,370,2,5,5,5,TRUE,TRUE
"23",241,496,241,208,287132,1191.419,844.702,1808,39,1808,823.216,373.469,4.228,4.368,1.598,4.321,822.718,371.568,4.55,816,369,2,16,13,6,TRUE,TRUE
"24",64,148,64,58,37385,584.141,170.206,573,41,1818,739.047,387.484,3.922,2.261,0.658,2.266,739.127,387.394,3.985,736,385,2,6,6,4,TRUE,TRUE
"25",68,138,68,58,2856,42,0,42,42,42,843.265,393.515,3.926,2.29,0.761,2.295,843.265,393.515,3.926,841,391,2,7,7,4,FALSE,FALSE
"26",109,196,109,87,4687,43,0,43,43,43,835.615,405.239,3.972,2.846,1.016,2.826,835.615,405.239,3.972,833,401,2,6,11,5,FALSE,FALSE
"27",319,566,319,267,193388,606.232,31.578,608,44,608,794.508,412.696,3.997,4.831,1.866,4.911,794.509,412.698,4.003,788,405,2,14,15,5,TRUE,FALSE
"28",214,416,214,178,242454,1132.963,1070.318,2181,45,2181,805.981,409.65,4.897,3.829,1.287,3.897,806.123,407.044,5.648,802,404,2,9,13,6,TRUE,TRUE
"29",489,728,489,355,298702,610.843,25.595,612,46,612,775.503,419.282,4.354,5.749,2.405,5.432,775.5,419.277,4.358,764,411,2,22,14,7,TRUE,TRUE
"30",327,546,327,251,207710,635.199,32.572,637,48,637,738.823,441.957,4.602,4.979,1.938,5.125,738.822,441.965,4.61,732,434,2,13,17,7,TRUE,TRUE
"31",421,640,421,280,42848,101.777,406.577,49,49,3386,784.919,450.914,4.879,4.95,1.803,4.903,783.478,448.573,7.54,778,445,2,16,13,10,TRUE,TRUE
"32",103,224,103,90,190138,1846,0,1846,1846,1846,835.583,469.388,5.068,2.747,0.888,2.774,835.583,469.388,5.068,833,466,2,6,9,8,TRUE,FALSE
"33",181,336,181,139,9774,54,0,54,54,54,825.552,476.05,4.392,3.684,1.418,3.483,825.552,476.05,4.392,821,469,2,10,13,6,TRUE,TRUE
"34",54,120,54,47,2970,55,0,55,55,55,841.685,476.167,3.778,2.086,0.622,2.016,841.685,476.167,3.778,840,473,2,5,8,4,FALSE,FALSE
"35",205,360,205,153,140408,684.917,44.141,688,56,688,848.795,480.215,5.059,3.653,1.195,3.603,848.808,480.211,5.072,843,475,2,11,11,8,FALSE,FALSE
"36",516,760,516,358,29927,57.998,0.044,58,57,58,806.219,485.671,4.787,5.338,1.834,5.369,806.219,485.671,4.787,800,478,2,16,16,6,TRUE,FALSE
"37",406,630,406,276,23954,59,0,59,59,59,785.559,492.877,5.133,4.791,1.604,4.637,785.56,492.877,5.133,777,486,2,17,14,7,TRUE,TRUE
"38",500,666,500,323,30000,60,0,60,60,60,801.896,512.298,4.47,5.292,1.908,5.358,801.896,512.298,4.47,792,504,2,18,15,7,TRUE,FALSE
