"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",436,592,436,285,872,2,0,2,2,2,817.167,802.479,5.761,4.745,1.478,4.73,817.167,802.479,5.761,813,796,2,9,15,9,FALSE,FALSE
"2",1478,1666,1478,803,2033934,1376.139,50.563,1378,3,1378,766.168,825.249,6.689,7.606,2.948,7.128,766.165,825.254,6.694,756,815,2,20,27,12,FALSE,FALSE
"3",1125,1498,1125,714,1806840,1606.08,643.102,1864,4,1864,791.593,846.004,5.737,6.982,2.298,7.188,792.569,846.645,5.819,782,837,2,23,20,11,FALSE,FALSE
"4",384,594,384,252,200201,521.357,238.056,512,5,5119,878.76,856.109,6.531,4.471,1.284,4.371,878.734,856.003,6.678,873,850,2,13,12,11,FALSE,FALSE
"5",102,172,102,84,714,7,0,7,7,7,345.618,1.99,4.912,2.65,0.801,2.593,345.618,1.99,4.912,341,1,3,10,4,5,FALSE,FALSE
"6",252,368,252,181,2016,8,0,8,8,8,389.286,2.413,5.71,4.077,1.529,3.87,389.286,2.413,5.71,382,1,3,16,5,8,FALSE,FALSE
"7",332,462,332,201,3652,11,0,11,11,11,356.904,6.777,6.28,4.161,1.013,4.182,356.904,6.777,6.28,350,1,3,13,11,9,TRUE,FALSE
"8",245,410,245,181,2940,12,0,12,12,12,379.11,8.514,6.347,4.059,1.453,3.935,379.11,8.514,6.347,372,4,3,13,9,9,TRUE,TRUE
"9",200,334,200,155,2800,14,0,14,14,14,360.165,16.61,5.025,4.335,1.903,4.217,360.165,16.61,5.025,354,13,3,17,7,5,TRUE,FALSE
"10",413,556,413,263,6193,14.995,0.098,15,13,15,203.094,15.763,6.295,4.873,1.699,4.522,203.095,15.763,6.296,199,9,3,9,16,8,TRUE,FALSE
"11",642,904,642,434,12198,19,0,19,19,19,376.514,23.375,5.188,5.916,2.091,5.876,376.514,23.375,5.188,366,16,3,19,16,8,TRUE,FALSE
"12",408,574,408,278,8976,22,0,22,22,22,409.235,25.62,6.042,4.46,1.26,4.457,409.235,25.62,6.042,406,20,3,9,13,9,TRUE,FALSE
"13",319,466,319,212,7337,23,0,23,23,23,308.567,24.696,5.605,4.234,1.381,4.039,308.567,24.696,5.605,302,22,3,15,10,8,TRUE,TRUE
"14",177,314,177,140,263492,1488.655,111.019,1497,20,1497,390.61,20.282,6.056,3.322,1.033,3.371,390.602,20.267,6.074,387,16,3,8,10,7,TRUE,TRUE
"15",265,364,265,164,6621,24.985,0.246,25,21,25,387.894,27.608,5.581,3.682,0.808,3.642,387.895,27.61,5.583,384,24,3,10,9,8,TRUE,TRUE
"16",277,382,277,173,6648,24,0,24,24,24,358.599,25.635,6.083,3.843,0.97,3.802,358.599,25.635,6.083,354,21,3,11,9,8,TRUE,FALSE
"17",242,412,242,164,6534,27,0,27,27,27,209.459,27.103,7.467,3.851,1.21,3.918,209.459,27.103,7.467,205,21,3,10,12,11,TRUE,TRUE
"18",142,258,142,108,3692,26,0,26,26,26,294.127,30.43,6.134,3.045,0.915,2.902,294.127,30.43,6.134,291,27,3,8,8,8,TRUE,FALSE
"19",236,382,236,173,7313,30.987,0.195,31,28,31,285.623,32.191,5.487,4.001,1.462,4.012,285.625,32.192,5.488,279,28,3,14,10,6,TRUE,TRUE
"20",438,548,438,261,15330,35,0,35,35,35,367.215,35.084,5.116,4.7,1.394,4.664,367.215,35.084,5.116,360,29,3,15,13,6,TRUE,TRUE
"21",172,286,172,139,257217,1495.448,112.163,1504,33,1504,272.709,32.552,6.029,3.75,1.549,3.564,272.702,32.544,6.046,270,26,3,6,14,6,TRUE,TRUE
"22",356,650,356,266,893023,2508.491,1258.079,3258,32,6260,205.784,36.166,8.829,4.738,1.612,4.743,206.889,36.906,9.753,200,29,3,13,13,14,TRUE,TRUE
"23",416,536,416,244,12480,30,0,30,30,30,220.488,34.115,6.791,4.283,1.001,4.405,220.488,34.115,6.791,215,29,3,12,11,9,TRUE,FALSE
"24",690,914,690,447,24840,36,0,36,36,36,253.449,37.862,5.904,6.128,2.177,6.128,253.449,37.862,5.904,243,30,3,22,14,7,TRUE,TRUE
"25",250,412,250,172,168614,674.456,205.88,667,34,3793,278.368,38.208,6.044,3.869,1.247,3.734,278.301,38.232,6.14,273,30,3,11,15,8,TRUE,TRUE
"26",364,460,364,203,14196,39,0,39,39,39,318.659,37.703,7.126,4.25,1.041,4.151,318.659,37.703,7.126,315,31,3,8,13,9,TRUE,FALSE
