"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",262,380,262,172,2718,10.374,135.546,2,2,2196,526.763,638.118,5.691,3.757,0.973,3.647,527.762,638.023,8.362,522,634,2,9,11,9,FALSE,FALSE
"2",675,868,675,407,2025,3,0,3,3,3,271.677,671.019,5.644,5.523,1.545,5.565,271.677,671.019,5.644,264,665,2,17,15,10,FALSE,FALSE
"3",316,490,316,215,1264,4,0,4,4,4,290.06,670.152,4.864,4.554,1.714,4.312,290.06,670.152,4.864,285,662,2,11,18,7,TRUE,TRUE
"4",548,742,548,345,2740,5,0,5,5,5,259.131,701.285,5.038,5.431,1.793,5.269,259.131,701.285,5.038,250,693,2,17,15,9,TRUE,FALSE
"5",190,288,190,132,1140,6,0,6,6,6,255.026,711.853,4.721,3.263,0.733,3.24,255.026,711.853,4.721,251,708,2,9,10,7,TRUE,TRUE
"6",527,898,527,402,3689,7,0,7,7,7,312.467,725.786,5.421,5.481,2.001,5.523,312.467,725.786,5.421,306,718,2,16,18,10,FALSE,FALSE
"7",472,666,472,300,253877,537.875,24.441,539,8,539,129.049,757.46,4.903,5.245,1.898,5.131,129.045,757.456,4.909,121,752,2,18,12,7,TRUE,TRUE
"8",835,1102,835,526,7515,9,0,9,9,9,210.511,772.363,5.339,6.232,2.114,6.142,210.511,772.363,5.339,199,765,2,21,20,9,TRUE,FALSE
"9",421,682,421,296,4210,10,0,10,10,10,132.428,875.387,6.28,4.819,1.633,4.68,132.428,875.387,6.28,127,867,2,11,17,10,FALSE,FALSE
"10",89,186,89,81,979,11,0,11,11,11,505.112,548.91,4.753,2.844,1.14,2.789,505.112,548.91,4.753,502,546,3,9,8,5,FALSE,FALSE
"11",1063,1196,1063,567,20849,19.613,85.205,17,17,2795,448.312,557.854,7.275,6.43,1.775,6.484,448.271,557.607,7.904,440,551,3,17,17,10,FALSE,FALSE
"12",446,546,446,261,5352,12,0,12,12,12,460.688,553.386,7.123,4.424,0.909,4.404,460.688,553.386,7.123,456,549,3,11,10,9,FALSE,FALSE
"13",1190,1472,1190,689,1369398,1150.755,8.523,1151,857,1153,481.546,552.723,7.555,7.223,2.399,7.137,481.545,552.72,7.555,471,543,3,22,22,9,FALSE,FALSE
"14",378,558,378,253,5292,14,0,14,14,14,495.019,557.524,5.942,4.983,1.98,4.461,495.019,557.524,5.942,488,549,3,14,17,8,FALSE,FALSE
"15",254,414,254,180,467614,1841,0,1841,1841,1841,433.26,556.661,6.807,3.818,1.096,3.778,433.259,556.662,6.807,428,553,3,11,7,8,FALSE,FALSE
"16",322,432,322,201,4830,15,0,15,15,15,468.115,558.245,6.416,3.997,0.85,3.921,468.115,558.245,6.416,464,553,3,9,12,8,FALSE,FALSE
"17",475,700,475,306,8550,18,0,18,18,18,458.356,565.145,6.375,5.075,1.861,4.737,458.356,565.145,6.375,448,560,3,19,10,8,FALSE,FALSE
"18",23,90,23,23,25626,1114.174,313.729,1303,19,1303,519.522,565.478,4.522,2.063,0.889,1.691,519.17,565.288,4.609,517,564,3,7,5,4,FALSE,FALSE
"19",2077,2362,2077,1157,41540,20,0,20,20,20,466.589,573.681,7.098,9.104,3.586,8.506,466.589,573.681,7.098,450,561,3,36,28,10,FALSE,FALSE
"20",372,532,372,242,8190,22.016,0.311,22,22,28,438.728,573.831,6.194,4.371,1.245,4.21,438.727,573.833,6.191,433,569,3,14,11,8,FALSE,FALSE
"21",63,154,63,57,1827,29,0,29,29,29,525.873,576.651,3.794,2.293,0.765,2.297,525.873,576.651,3.794,522,574,3,8,6,3,FALSE,FALSE
"22",423,736,423,308,10575,25,0,25,25,25,499.638,575.683,6.44,5.217,2.141,4.766,499.638,575.683,6.44,493,570,3,18,15,9,FALSE,FALSE
"23",635,672,635,327,16510,26,0,26,26,26,407.89,575.891,6.879,5.001,1.066,5.092,407.89,575.891,6.879,403,568,3,11,15,9,FALSE,FALSE
"24",825,1024,825,495,28876,35.001,0.035,35,35,36,445.617,581.838,6.833,5.72,1.501,5.701,445.617,581.838,6.833,437,574,3,14,15,9,FALSE,FALSE
"25",1141,1470,1141,692,989250,867.003,0.089,867,867,870,425.57,570.422,7.366,7.897,3.121,7.606,425.57,570.423,7.366,414,561,3,25,21,9,FALSE,FALSE
"26",23,82,23,22,782,34,0,34,34,34,479.13,580.783,3.957,1.927,0.919,1.772,479.13,580.783,3.957,476,579,3,8,4,3,FALSE,FALSE
"27",650,820,650,411,24700,38,0,38,38,38,457.051,584.869,6.891,5.195,1.423,5.235,457.051,584.869,6.891,451,580,3,15,12,9,FALSE,FALSE
"28",64,138,64,54,2368,37,0,37,37,37,531.547,582.516,4.484,2.269,0.656,2.191,531.547,582.516,4.484,528,579,3,7,7,5,FALSE,FALSE
"29",1108,1172,1108,593,46536,42,0,42,42,42,415.107,588.172,6.382,6.783,2.119,6.844,415.107,588.172,6.382,406,581,3,20,17,9,FALSE,FALSE
"30",401,540,401,261,16441,41,0,41,41,41,521.633,586.434,5.536,4.857,1.648,4.677,521.633,586.434,5.536,514,581,3,16,11,7,FALSE,FALSE
"31",1155,1384,1155,682,45045,39,0,39,39,39,398.046,583.769,7.128,7.057,2.328,6.953,398.047,583.769,7.128,384,572,3,22,22,9,FALSE,FALSE
"32",11,38,11,11,517,47,0,47,47,47,442.545,589.727,3.455,1.283,0.593,1.016,442.545,589.727,3.455,440,589,3,5,2,2,FALSE,FALSE
"33",151,300,151,137,7252,48.026,0.229,48,48,50,507.212,588.947,4.636,3.576,1.451,3.4,507.211,588.948,4.635,501,585,3,12,8,4,FALSE,FALSE
"34",35,96,35,35,1785,51,0,51,51,51,429.886,591.429,4.6,1.859,0.718,1.975,429.886,591.429,4.6,427,590,3,6,4,4,FALSE,FALSE
"35",771,1258,771,575,682335,885,0,885,885,885,478.144,595.036,6.019,6.497,2.458,6.399,478.143,595.036,6.019,470,584,3,20,22,9,FALSE,FALSE
"36",1292,1696,1292,794,68476,53,0,53,53,53,447.252,595.235,7.152,7.492,2.81,7.282,447.248,595.235,7.152,433,587,3,27,19,10,FALSE,FALSE
"37",45,118,45,40,2475,55,0,55,55,55,495.311,593.6,4.044,1.983,0.607,1.95,495.311,593.6,4.044,493,591,3,6,6,3,FALSE,FALSE
"38",511,694,511,317,803803,1573,0,1573,1573,1573,377.237,595.826,7.883,4.92,1.3,4.812,377.237,595.826,7.883,374,589,3,10,15,10,FALSE,FALSE
"39",295,522,295,221,18290,62,0,62,62,62,465.278,597.803,6.42,3.947,1.178,3.842,465.278,597.803,6.42,459,593,3,12,12,9,FALSE,FALSE
"40",343,426,343,207,22295,65,0,65,65,65,357.423,601.638,6.863,4.034,0.853,4.002,357.423,601.638,6.863,354,597,3,8,11,9,FALSE,FALSE
"41",333,472,333,211,294713,885.024,64.112,890,57,890,382.387,602.366,6.958,4.14,1.095,3.997,382.395,602.377,6.98,377,594,3,9,16,8,FALSE,FALSE
"42",796,844,796,446,49484,62.166,89.319,59,59,2579,393.023,602.295,7.27,5.717,1.609,5.756,393.175,602.178,7.46,386,591,3,15,18,9,FALSE,FALSE
"43",459,716,459,341,533900,1163.181,72.927,1168,60,1168,415.028,599.771,6.261,5.482,2.153,5.376,415.033,599.768,6.275,408,595,3,18,12,8,FALSE,FALSE
"44",378,578,378,250,23814,63,0,63,63,63,335.119,599.431,7.278,4.896,1.846,4.607,335.119,599.431,7.278,329,589,3,13,18,8,FALSE,FALSE
"45",814,1248,814,578,522934,642.425,834.633,71,71,1860,492.832,603.37,6.489,6.281,2.289,6.093,496.987,600.437,8.421,484,593,3,19,21,10,FALSE,FALSE
"46",59,146,59,52,4012,68,0,68,68,68,509.729,602.356,4.271,2.554,1.195,2.314,509.729,602.356,4.271,505,600,3,10,6,4,FALSE,FALSE
"47",724,898,724,439,53576,74,0,74,74,74,411.941,608.775,6.102,5.775,1.864,5.529,411.941,608.775,6.102,405,604,3,19,12,9,FALSE,FALSE
"48",374,580,374,260,26928,72,0,72,72,72,463.987,605.016,6.246,4.688,1.887,4.252,463.987,605.016,6.246,458,601,3,18,8,9,FALSE,FALSE
"49",72,166,72,67,5400,75,0,75,75,75,523.625,606.931,3.958,2.759,1.14,2.699,523.625,606.931,3.958,520,605,3,9,5,4,FALSE,FALSE
"50",45,110,45,41,4660,103.556,184.848,76,76,1316,430.578,608.067,4.333,1.889,0.624,1.933,430.158,607.251,4.777,428,605,3,5,7,4,FALSE,FALSE
"51",9,36,9,9,702,78,0,78,78,78,466.889,609.889,3.667,1.581,0.813,1.423,466.889,609.889,3.667,465,609,3,6,2,2,FALSE,FALSE
"52",35,88,35,31,39961,1141.743,184.92,1173,79,1173,516.371,610.971,4.971,1.752,0.526,1.681,516.327,611.025,5.025,514,609,3,5,5,5,FALSE,FALSE
"53",1354,1522,1354,727,117798,87,0,87,87,87,346.622,615.649,6.908,7.602,2.635,7.287,346.624,615.65,6.908,338,603,3,20,26,9,FALSE,FALSE
