"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1329,1592,1329,760,1329,1,0,1,1,1,397.582,736.754,6.525,7.235,2.236,7.219,397.582,736.754,6.525,386,726,1,20,21,16,FALSE,FALSE
"2",963,1312,963,594,555076,576.403,156.032,572,4,5380,471.898,761.579,5.917,6.255,1.906,6.456,471.945,761.596,5.966,461,753,1,20,16,12,FALSE,FALSE
"3",597,760,597,362,348682,584.057,33.542,586,5,586,473.888,773.965,4.858,5.346,1.692,5.237,473.898,773.967,4.87,467,769,1,16,12,9,FALSE,FALSE
"4",784,1042,784,487,457278,583.263,20.643,584,6,584,287.274,769.994,6.439,5.774,1.671,5.837,287.277,769.991,6.446,280,764,1,15,14,14,FALSE,FALSE
"5",581,684,581,330,394988,679.842,27.921,681,8,681,222.263,809.601,5.036,5.124,1.422,4.895,222.262,809.596,5.043,215,805,1,16,12,9,FALSE,FALSE
"6",788,1002,788,493,7879,9.999,0.036,10,9,10,246.859,821.237,4.959,6.161,1.957,6.294,246.859,821.237,4.96,242,812,1,11,17,11,FALSE,FALSE
"7",45,100,45,45,675,15,0,15,15,15,241.533,848.244,3.8,1.965,0.782,1.985,241.533,848.244,3.8,241,846,1,3,5,8,FALSE,FALSE
"8",344,500,344,238,686968,1997,0,1997,1997,1997,235.672,849.381,5.369,4.115,1.109,4.053,235.672,849.38,5.369,229,845,1,14,8,11,FALSE,FALSE
"9",1900,2506,1900,1133,4347604,2288.213,104.252,2293,19,2293,185.321,852.222,6.427,8.01,2.714,7.879,185.324,852.213,6.435,175,843,1,29,20,18,FALSE,FALSE
"10",251,414,251,182,5522,22,0,22,22,22,113.263,864.08,3.323,3.894,1.263,3.916,113.263,864.08,3.323,107,858,1,13,12,5,FALSE,FALSE
"11",404,604,404,259,326063,807.087,55.375,811,23,811,234.569,870.238,5.525,4.421,1.095,4.352,234.577,870.222,5.544,230,864,1,10,13,10,FALSE,FALSE
"12",1133,1566,1133,725,1645575,1452.405,603.348,2026,25,4355,199.905,893.276,5.455,6.512,2.255,6.645,199.519,894.948,5.598,191,884,1,19,21,11,FALSE,FALSE
"13",180,294,180,135,4680,26,0,26,26,26,230.556,895.683,3.778,3.347,1.017,3.198,230.556,895.683,3.778,226,891,1,9,10,7,FALSE,FALSE
"14",709,840,709,423,19143,27,0,27,27,27,971.392,289.849,6.937,5.563,1.557,5.265,971.392,289.849,6.937,965,282,2,17,14,15,FALSE,FALSE
"15",21,68,21,21,588,28,0,28,28,28,976.619,295.048,3.905,1.934,0.871,1.855,976.619,295.048,3.905,974,295,2,7,2,4,FALSE,FALSE
"16",873,912,873,450,2030598,2326,0,2326,2326,2326,973.514,300.296,7.188,5.637,1.036,5.673,973.515,300.296,7.188,968,295,2,14,14,12,FALSE,FALSE
"17",59,114,59,53,1888,32,0,32,32,32,984.237,308.746,4.39,2.086,0.572,2.005,984.237,308.746,4.39,983,306,2,3,6,6,TRUE,FALSE
"18",1451,1882,1451,891,1587733,1094.234,1267.9,33,33,2608,957.766,327.715,5.713,7.851,2.997,7.797,959.659,321.652,6.861,946,316,2,23,27,11,TRUE,FALSE
"19",420,516,420,243,15960,38,0,38,38,38,984.533,349.993,5.979,4.323,0.838,4.281,984.533,349.993,5.979,979,344,2,11,12,9,FALSE,TRUE
"20",533,750,533,359,476712,894.394,37.077,896,40,896,952.925,354.152,4.72,5.479,2.014,5.52,952.925,354.152,4.725,945,346,2,18,15,7,FALSE,FALSE
"21",445,596,445,283,18245,41,0,41,41,41,941.874,359.243,5.135,4.949,1.647,4.964,941.874,359.243,5.135,934,353,2,14,16,9,TRUE,FALSE
"22",264,370,264,170,11088,42,0,42,42,42,971.701,359.955,5.803,3.717,0.867,3.691,971.701,359.955,5.803,967,355,2,11,10,8,FALSE,FALSE
"23",339,512,339,230,14915,43.997,0.054,44,43,44,984.41,363.062,4.947,4.26,1.274,4.307,984.41,363.062,4.947,979,358,2,12,13,7,TRUE,FALSE
"24",217,354,217,160,9765,45,0,45,45,45,954.664,369.032,5.281,3.443,1.005,3.354,954.664,369.032,5.281,949,364,2,10,10,8,FALSE,FALSE
"25",290,438,290,193,13630,47,0,47,47,47,968.393,374.993,5.238,4.176,1.402,4.046,968.393,374.993,5.238,964,367,2,9,14,7,TRUE,TRUE
"26",14,48,14,14,11839,845.643,229.577,907,48,907,990.429,380.429,3.571,1.528,0.764,1.618,990.387,380.46,3.685,990,377,2,2,6,3,FALSE,FALSE
"27",658,796,658,391,592664,900.705,33.254,902,49,903,924.479,379.752,5.302,5.585,1.878,5.536,924.482,379.75,5.307,916,372,2,16,15,8,TRUE,FALSE
"28",173,342,173,154,161770,935.087,304.78,908,50,3680,951.168,380.931,4.329,3.646,1.409,3.581,951.124,381.025,4.485,948,375,2,8,12,8,TRUE,FALSE
