"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",692,888,692,413,73892,106.78,155.871,101,2,4200,169.033,265.908,5.673,5.461,1.696,5.362,169.202,265.912,5.975,163,257,1,15,20,11,FALSE,FALSE
"2",1460,1690,1460,776,5840,4,0,4,4,4,317.858,282.734,8.829,7.247,2.427,7.113,317.858,282.734,8.829,310,273,1,19,16,21,FALSE,FALSE
"3",396,556,396,246,6218,15.702,212.967,5,5,4243,21.371,298.308,5.896,4.671,1.406,4.543,21.8,295.372,9.375,19,292,1,7,14,14,FALSE,FALSE
"4",1320,1484,1320,696,7920,6,0,6,6,6,405.775,306.009,6.975,7.176,2.219,6.919,405.775,306.009,6.975,398,296,1,21,18,17,FALSE,FALSE
"5",321,474,321,227,2247,7,0,7,7,7,20.483,317.455,5.96,4.502,1.721,4.357,20.483,317.455,5.96,19,311,1,6,16,11,FALSE,FALSE
"6",298,382,298,179,2384,8,0,8,8,8,47.52,313.698,4.144,3.924,1.009,3.763,47.52,313.698,4.144,42,311,1,12,8,8,FALSE,FALSE
"7",297,392,297,194,2673,9,0,9,9,9,421.838,316.744,4.966,4.009,1.223,3.84,421.838,316.744,4.966,419,312,1,7,13,9,FALSE,FALSE
"8",216,336,216,157,2160,10,0,10,10,10,383.472,315.824,4.546,3.674,1.245,3.592,383.472,315.824,4.546,377,313,1,12,7,8,FALSE,FALSE
"9",901,1114,901,504,9911,11,0,11,11,11,405.048,320.798,6.503,6.011,1.749,5.963,405.048,320.798,6.503,397,314,1,18,16,14,FALSE,FALSE
"10",340,470,340,212,65778,193.465,9.87,194,12,194,36.365,330.732,4.415,4.339,1.363,4.099,36.371,330.729,4.424,31,326,1,15,10,8,FALSE,FALSE
