"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",198,292,198,133,198,1,0,1,1,1,169.237,546.46,7.96,3.376,0.841,3.305,169.237,546.46,7.96,166,541,5,8,10,7,TRUE,TRUE
"2",338,492,338,216,676,2,0,2,2,2,161.642,515.438,9.414,4.111,1.107,3.99,161.642,515.438,9.414,158,510,6,9,13,9,TRUE,FALSE
"3",77,142,77,56,231,3,0,3,3,3,194.468,515.364,7.61,2.278,0.394,2.278,194.468,515.364,7.61,192,513,6,6,6,5,TRUE,TRUE
"4",437,700,437,301,1960,4.485,10.141,4,4,216,216.352,523.151,9.801,4.789,1.479,4.676,216.531,523.351,9.498,209,515,6,15,14,9,TRUE,FALSE
"5",96,218,96,86,480,5,0,5,5,5,188.698,522.75,9.021,2.869,1.053,2.804,188.698,522.75,9.021,184,521,6,9,4,8,TRUE,TRUE
"6",418,750,418,312,2508,6,0,6,6,6,200.914,530.093,8.538,5.586,2.434,5.223,200.914,530.093,8.538,191,524,6,21,16,8,TRUE,TRUE
"7",146,254,146,109,1022,7,0,7,7,7,185.904,529.158,8.212,3.192,1.074,3.085,185.904,529.158,8.212,183,525,6,8,12,5,TRUE,FALSE
"8",669,868,669,401,6690,10,0,10,10,10,172.996,532.17,9.74,5.588,1.764,5.414,172.996,532.17,9.74,168,522,6,13,20,10,TRUE,FALSE
"9",160,294,160,130,34829,217.681,16.681,219,8,219,221.706,530.263,9.081,3.236,1.071,3.21,221.698,530.264,9.1,216,528,6,12,5,7,TRUE,FALSE
"10",7,28,7,7,63,9,0,9,9,9,204,532.143,6.571,1.126,0.532,1.097,204,532.143,6.571,203,532,6,4,2,2,TRUE,TRUE
"11",58,148,58,52,638,11,0,11,11,11,237.397,533.431,7.172,2.372,0.887,2.321,237.397,533.431,7.172,234,530,6,7,7,4,TRUE,TRUE
"12",191,410,191,165,277332,1452,0,1452,1452,1452,163.864,538.88,8.309,3.915,1.764,3.735,163.864,538.88,8.309,159,532,6,9,15,7,TRUE,TRUE
"13",96,164,96,74,1248,13,0,13,13,13,193.729,538.448,7.333,2.465,0.525,2.518,193.729,538.448,7.333,191,536,6,6,6,4,TRUE,TRUE
"14",29,76,29,29,348,12,0,12,12,12,198.552,538.724,7.586,1.642,0.591,1.671,198.552,538.724,7.586,198,537,6,3,5,4,TRUE,TRUE
"15",66,120,66,51,990,15,0,15,15,15,175.848,541.924,7.212,2.113,0.372,2.212,175.848,541.924,7.212,173,540,6,6,5,4,TRUE,TRUE
"16",184,362,184,145,4383,23.821,106.084,16,16,1455,255.832,544.005,9.902,3.604,1.276,3.66,256.872,544.66,9.606,251,540,6,12,9,8,FALSE,FALSE
"17",228,368,228,148,3876,17,0,17,17,17,229,543.268,8.781,3.569,0.93,3.457,229,543.268,8.781,224,537,6,10,11,7,TRUE,FALSE
"18",61,148,61,55,1098,18,0,18,18,18,211.787,545.246,6.934,2.364,0.898,2.257,211.787,545.246,6.934,207,542,6,9,7,3,TRUE,TRUE
"19",282,396,282,186,5640,20,0,20,20,20,187.326,548.738,8.628,4.248,1.455,4.034,187.326,548.738,8.628,181,545,6,14,8,7,TRUE,TRUE
"20",7,28,7,7,7009,1001.286,433.147,1165,19,1165,207.571,548.571,7,0.978,0.348,0.808,207.665,548.665,7.164,207,548,6,2,3,3,TRUE,FALSE
