"","Volume..pixel.3.","Surface..pixel.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...pixel.","SD.dist..to.surf...pixel.","Median.dist..to.surf...pixel.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",781,990,781,468,781,1,0,1,1,1,973.041,239.967,6.601,6.416,2.365,6.059,973.041,239.967,6.601,961,235,2,23,14,14,FALSE,FALSE
"2",1017,1250,1017,617,176786,173.831,5.394,174,2,174,921.911,271.708,5.88,6.538,2.131,6.827,921.911,271.71,5.884,914,263,2,19,20,11,TRUE,TRUE
"3",493,630,493,268,1479,3,0,3,3,3,912.673,117.377,7.519,4.833,1.28,4.704,912.673,117.377,7.519,908,112,3,13,13,11,FALSE,FALSE
"4",102,168,102,76,408,4,0,4,4,4,935.539,120.137,5.363,2.632,0.672,2.522,935.539,120.137,5.363,932,117,3,8,6,5,FALSE,FALSE
"5",190,288,190,127,3794,19.968,206.325,5,5,2849,883.532,125.226,5.968,3.305,0.799,3.284,883.883,124.307,8.241,880,120,3,9,10,7,FALSE,FALSE
"6",665,972,665,423,3990,6,0,6,6,6,920.128,133.898,6.445,6.365,2.913,5.761,920.128,133.898,6.445,910,124,3,19,25,8,FALSE,FALSE
"7",141,218,141,100,987,7,0,7,7,7,965.801,137.291,5.489,2.959,0.774,2.869,965.801,137.291,5.489,962,134,3,9,7,5,FALSE,FALSE
"8",79,156,79,65,632,8,0,8,8,8,883.873,140.278,4.633,2.364,0.648,2.36,883.873,140.278,4.633,881,137,3,6,7,5,FALSE,FALSE
"9",284,452,284,215,3124,11,0,11,11,11,901.546,144.588,5.056,4.576,1.744,4.596,901.546,144.588,5.056,893,139,3,15,10,6,FALSE,FALSE
"10",1212,1500,1212,693,2602068,2146.921,123.074,2154,9,2154,940.515,143.158,8.583,6.721,2.113,6.576,940.509,143.165,8.597,933,134,3,18,20,12,FALSE,FALSE
"11",224,366,224,167,2688,12,0,12,12,12,878.603,148.259,5.522,4.004,1.531,3.808,878.603,148.259,5.522,874,144,3,10,13,6,FALSE,FALSE
"12",499,874,499,378,6487,13,0,13,13,13,921.345,149.144,6.06,5.846,2.477,5.64,921.345,149.144,6.06,912,140,3,19,18,8,FALSE,FALSE
"13",777,924,777,438,11655,15,0,15,15,15,847.551,152.551,8.018,5.862,1.846,5.768,847.551,152.551,8.018,840,147,3,16,15,13,FALSE,FALSE
"14",9,36,9,9,144,16,0,16,16,16,917.889,153.778,3.444,1.19,0.49,1.262,917.889,153.778,3.444,917,153,3,3,3,3,FALSE,FALSE
"15",522,804,522,330,8874,17,0,17,17,17,960.389,154.805,9.653,4.936,1.416,5.002,960.389,154.805,9.653,954,148,3,15,14,12,FALSE,FALSE
"16",164,256,164,112,2952,18,0,18,18,18,904.531,157.226,5.152,3.246,0.934,3.176,904.531,157.226,5.152,899,155,3,11,6,5,FALSE,FALSE
"17",723,1086,723,472,20967,29,0,29,29,29,898.906,168.994,6.949,6.023,2.012,5.884,898.905,168.994,6.949,889,160,3,19,19,8,TRUE,FALSE
"18",420,746,420,313,463260,1103,0,1103,1103,1103,948.874,155.59,8.162,4.823,1.585,4.857,948.874,155.59,8.162,943,148,3,13,15,12,FALSE,FALSE
"19",96,162,96,68,1824,19,0,19,19,19,863.312,162.333,5.229,2.472,0.429,2.477,863.312,162.333,5.229,861,160,3,6,6,6,FALSE,FALSE
"20",129,290,129,104,3243,25.14,40.927,20,20,350,938.643,163.209,5.581,3.403,1.342,3.257,939.222,163.575,5.257,934,159,3,11,11,7,FALSE,FALSE
"21",71,128,71,58,1491,21,0,21,21,21,948.197,163.592,4.324,2.214,0.519,2.182,948.197,163.592,4.324,945,162,3,7,5,4,FALSE,FALSE
"22",284,552,284,215,6248,22,0,22,22,22,875.046,161.556,9.972,4.417,1.599,4.319,875.046,161.556,9.972,871,154,3,10,13,14,FALSE,FALSE
"23",244,426,244,178,6344,26,0,26,26,26,881.021,165.57,5.586,4.17,1.56,4.073,881.021,165.57,5.586,876,159,3,11,12,7,FALSE,FALSE
"24",237,400,237,171,5925,25,0,25,25,25,853.861,168.312,6.523,3.926,1.345,3.82,853.861,168.312,6.523,850,162,3,9,13,9,TRUE,FALSE
"25",28,72,28,25,672,24,0,24,24,24,984.393,166,4.643,1.58,0.374,1.534,984.393,166,4.643,982,165,3,5,4,4,FALSE,FALSE
"26",143,274,143,118,5005,35,0,35,35,35,965.818,174.993,4.573,3.222,1.108,3.052,965.818,174.993,4.573,961,170,3,9,12,4,FALSE,FALSE
"27",394,522,394,240,13396,34,0,34,34,34,930.919,175.076,6.497,4.745,1.636,4.471,930.919,175.076,6.497,926,169,3,13,15,8,FALSE,FALSE
"28",268,360,268,166,13726,51.216,232.733,37,37,3847,948.985,178.037,7.034,3.786,0.889,3.734,949.544,176.917,8.135,944,174,3,11,8,9,FALSE,FALSE
"29",389,836,389,313,431882,1110.236,54.505,1113,38,1113,975.509,177.141,7.578,4.806,1.687,4.735,975.51,177.134,7.59,967,169,3,17,14,11,FALSE,FALSE
"30",448,710,448,333,19710,43.996,0.094,44,42,44,874.069,185.096,6.301,4.996,1.708,4.937,874.069,185.096,6.302,866,178,3,14,16,10,TRUE,TRUE
"31",136,214,136,102,5576,41,0,41,41,41,902.912,181.566,5.272,2.932,0.765,2.926,902.912,181.566,5.272,900,179,3,9,7,5,TRUE,FALSE
"32",266,406,266,172,95440,358.797,19.62,360,40,360,922.09,185.429,7.365,4.023,1.224,3.924,922.087,185.44,7.379,918,180,3,9,13,10,TRUE,TRUE
"33",297,560,297,237,425598,1432.99,1022.075,2182,43,2182,970.606,188.283,6.323,4.16,1.355,4.291,970.224,190.109,7.12,966,183,3,10,11,10,FALSE,FALSE
"34",1019,1538,1019,668,49931,49,0,49,49,49,960.04,189.652,7.23,6.635,2.198,6.704,960.037,189.652,7.23,952,179,3,18,21,11,FALSE,FALSE
"35",834,1090,834,475,43383,52.018,173.794,46,46,5065,982.367,186.724,9.396,5.943,1.733,5.91,982.21,186.525,9.928,972,178,3,23,18,12,FALSE,FALSE
"36",191,360,191,159,8977,47,0,47,47,47,947.403,190.937,4.801,3.525,1.19,3.469,947.403,190.937,4.801,943,187,3,10,11,6,TRUE,FALSE
"37",693,972,693,417,34650,50,0,50,50,50,885.007,192.869,7.147,5.916,2.128,5.562,885.007,192.869,7.147,880,181,3,13,23,10,TRUE,TRUE
"38",527,792,527,369,25296,48,0,48,48,48,914.359,191.977,6.139,5.607,2.146,5.354,914.359,191.977,6.139,909,182,3,15,19,8,TRUE,FALSE
"39",322,454,322,210,16422,51,0,51,51,51,931.115,194.189,6.46,4.096,1.105,4.144,931.115,194.189,6.46,925,188,3,12,11,7,TRUE,TRUE
"40",1110,1450,1110,639,65490,59,0,59,59,59,973.023,198.7,8.836,6.562,2.032,6.438,973.025,198.7,8.836,962,192,3,22,14,13,FALSE,FALSE
"41",209,440,209,175,12122,58,0,58,58,58,988.053,197.043,7.589,3.705,1.193,3.696,988.053,197.043,7.589,983,193,3,11,9,10,FALSE,FALSE
"42",548,810,548,361,34524,63,0,63,63,63,897.682,204.522,5.62,5.081,1.467,5.08,897.685,204.522,5.62,891,197,3,14,16,9,TRUE,TRUE
"43",174,296,174,125,10614,61,0,61,61,61,928.851,202.471,5.724,3.203,0.798,3.166,928.851,202.471,5.724,925,200,3,9,8,6,TRUE,TRUE
"44",400,636,400,283,147888,369.72,26.262,372,64,372,953.713,205.208,6.427,4.37,1.22,4.437,953.707,205.203,6.449,948,199,3,12,12,9,FALSE,FALSE
"45",35,80,35,33,2345,67,0,67,67,67,991.943,203.886,4.343,1.682,0.464,1.61,991.943,203.886,4.343,990,202,3,5,4,3,FALSE,FALSE
"46",16,52,16,16,1040,65,0,65,65,65,910.062,205,4.875,1.556,0.629,1.506,910.062,205,4.875,910,203,3,2,5,4,TRUE,TRUE
"47",188,298,188,139,70074,372.734,31.58,376,68,376,888.356,207.84,6.16,3.267,0.851,3.152,888.359,207.852,6.187,884,205,3,9,8,8,TRUE,TRUE
"48",851,1176,851,538,2133457,2507,0,2507,2507,2507,987.852,208.182,9.042,5.602,1.472,5.689,987.851,208.182,9.042,982,200,3,17,16,12,FALSE,FALSE
"49",336,440,336,202,24192,72,0,72,72,72,963.006,208.503,6.244,4.184,1.133,4.043,963.006,208.503,6.244,960,201,3,8,14,8,FALSE,FALSE
"50",438,628,438,279,31974,73,0,73,73,73,978.021,210.628,7.091,4.57,1.23,4.501,978.018,210.628,7.091,971,204,3,11,14,10,FALSE,FALSE
"51",961,1246,961,590,78802,82,0,82,82,82,878.513,217.824,6.308,6.955,2.557,6.844,878.508,217.824,6.308,868,210,3,23,19,8,TRUE,TRUE
"52",111,202,111,85,8214,74,0,74,74,74,999.063,212.414,4.757,2.678,0.729,2.594,999.063,212.414,4.757,995,210,3,9,6,5,FALSE,FALSE
"53",204,362,204,161,15708,77,0,77,77,77,863.554,216.574,4.775,3.715,1.256,3.682,863.554,216.574,4.775,859,212,3,10,11,5,TRUE,FALSE
"54",227,320,227,146,17252,76,0,76,76,76,900.793,215.555,6.885,3.487,0.734,3.489,900.793,215.555,6.885,897,213,3,8,8,9,TRUE,TRUE
"55",338,570,338,260,27040,80,0,80,80,80,914.683,218.95,5.82,4.889,2.011,4.512,914.683,218.95,5.82,906,215,3,19,9,8,TRUE,TRUE
"56",232,350,232,154,18096,78,0,78,78,78,956.405,215.591,6.017,3.552,0.837,3.636,956.405,215.591,6.017,951,212,3,12,8,7,FALSE,FALSE
"57",93,164,93,74,7347,79,0,79,79,79,932.699,217.602,5.989,2.562,0.708,2.5,932.699,217.602,5.989,929,215,3,7,5,7,TRUE,TRUE
"58",626,806,626,364,52584,84,0,84,84,84,944.262,220.141,6.462,5.461,1.693,5.39,944.262,220.141,6.462,937,209,3,14,20,7,TRUE,FALSE
"59",83,146,83,64,7055,85,0,85,85,85,987.916,219.639,5.096,2.378,0.523,2.347,987.916,219.639,5.096,986,217,3,5,6,5,FALSE,FALSE
"60",154,254,154,119,13392,86.961,0.483,87,81,87,811.364,221.136,5.805,3.162,0.943,3.192,811.364,221.137,5.806,807,219,3,10,6,6,TRUE,TRUE
"61",535,924,535,371,48122,89.948,91.309,86,86,2198,996.434,217.286,8.931,5.615,2.056,5.559,996.417,217.142,8.846,986,210,3,23,15,13,FALSE,FALSE
"62",348,526,348,239,30972,89,0,89,89,89,888.675,220.431,7.034,4.341,1.256,4.223,888.674,220.431,7.034,884,217,3,13,10,10,TRUE,TRUE
"63",383,530,383,240,36768,96,0,96,96,96,970.321,225.52,5.789,4.466,1.327,4.48,970.321,225.52,5.789,966,219,3,11,15,8,FALSE,FALSE
"64",133,252,133,99,12103,91,0,91,91,91,982.098,223.256,5.842,3.034,0.904,2.94,982.098,223.256,5.842,979,221,3,7,6,9,FALSE,FALSE
"65",669,814,669,384,63555,95,0,95,95,95,958.051,226.916,6.275,5.764,1.928,5.755,958.053,226.916,6.275,951,221,3,16,15,9,FALSE,FALSE
"66",81,138,81,62,7452,92,0,92,92,92,786.025,223.136,5.457,2.336,0.455,2.258,786.025,223.136,5.457,784,221,3,6,5,6,TRUE,TRUE
"67",153,242,153,113,14837,96.974,0.323,97,93,97,827.026,226.908,5.693,3.017,0.726,2.928,827.026,226.909,5.694,824,222,3,6,10,7,TRUE,TRUE
"68",177,312,177,135,390285,2205,0,2205,2205,2205,910.757,225.486,6.277,3.989,1.798,3.742,910.758,225.486,6.277,905,223,3,16,7,7,TRUE,TRUE
"69",781,1200,781,557,87472,112,0,112,112,112,855.968,233.899,5.825,6.717,2.516,6.518,855.968,233.899,5.825,846,223,3,21,22,9,TRUE,TRUE
"70",302,484,302,230,31106,103,0,103,103,103,820.215,228.997,5.891,4.689,2.061,4.164,820.216,228.997,5.891,816,219,3,9,19,8,TRUE,TRUE
"71",717,962,717,464,76002,106,0,106,106,106,927.163,230.732,6.893,6.293,2.379,6.388,927.159,230.732,6.893,921,221,3,16,21,9,TRUE,TRUE
"72",753,972,753,469,85089,113,0,113,113,113,939.037,232.818,7.008,6.344,2.626,5.956,939.035,232.818,7.008,931,228,3,24,12,10,TRUE,TRUE
"73",217,370,217,156,21923,101.028,0.407,101,101,107,775.636,231.369,7.217,3.681,1.204,3.706,775.635,231.368,7.215,772,225,3,7,12,10,TRUE,TRUE
"74",807,1018,807,494,321696,398.632,10.455,399,102,399,808.214,232.737,6.724,6.363,2.163,6.316,808.214,232.741,6.727,799,225,3,17,19,10,TRUE,TRUE
"75",270,406,270,190,107705,398.907,17.953,400,105,400,872.285,232.037,6.2,4.001,1.223,3.925,872.275,232.045,6.209,867,228,3,12,9,7,TRUE,FALSE
"76",45,102,45,41,4860,108,0,108,108,108,982.444,228.733,4.578,1.916,0.571,1.839,982.444,228.733,4.578,980,227,3,5,6,4,FALSE,FALSE
"77",292,442,292,203,34926,119.61,164.209,110,110,2916,884.373,232.384,6.021,4.04,1.18,4.003,884.665,232.353,6.26,880,228,3,11,12,7,TRUE,TRUE
"78",248,380,248,180,547336,2207,0,2207,2207,2207,916.653,233.706,6.887,3.948,1.334,3.923,916.651,233.706,6.887,914,228,3,7,12,9,TRUE,TRUE
"79",234,424,234,185,592627,2532.594,54.978,2529,2529,3370,981.261,234.231,7.393,3.763,1.256,3.753,981.265,234.23,7.397,974,230,3,14,9,9,FALSE,FALSE
"80",752,942,752,418,90240,120,0,120,120,120,993.638,236.418,7.081,5.907,2.015,5.471,993.638,236.418,7.081,985,228,3,19,16,11,FALSE,FALSE
"81",385,480,385,234,45815,119,0,119,119,119,908.249,235.577,6.332,4.303,0.951,4.28,908.251,235.577,6.332,903,231,3,12,9,10,TRUE,TRUE
"82",355,612,355,267,45073,126.966,173.125,117,117,3367,836.724,234.637,6.6,4.712,1.603,4.704,836.679,234.396,6.829,831,227,3,12,17,8,TRUE,TRUE
"83",207,290,207,133,24012,116,0,116,116,116,719.077,234.739,6.005,3.425,0.812,3.335,719.077,234.739,6.005,715,231,3,9,9,7,TRUE,FALSE
"84",327,428,327,197,39894,122,0,122,122,122,952.431,239.795,5.997,4.268,1.267,4.119,952.431,239.795,5.997,947,235,3,13,9,7,TRUE,FALSE
"85",516,722,516,338,63984,124,0,124,124,124,939.178,242.915,6.64,5.166,1.634,5.102,939.178,242.915,6.64,931,238,3,18,12,8,TRUE,TRUE
"86",320,518,320,227,39360,123,0,123,123,123,710.931,237.584,6.831,4.467,1.555,4.533,710.932,237.584,6.831,706,231,3,11,13,9,TRUE,FALSE
"87",203,292,203,125,25375,125,0,125,125,125,885.414,244.222,5.443,3.283,0.602,3.238,885.413,244.222,5.443,881,241,3,10,7,6,TRUE,TRUE
"88",113,208,113,84,14238,126,0,126,126,126,857.08,246.009,5.664,2.676,0.626,2.62,857.08,246.009,5.664,853,243,3,8,8,7,TRUE,TRUE
"89",237,312,237,140,30099,127,0,127,127,127,842.139,245.489,6.114,3.602,0.792,3.47,842.14,245.489,6.114,837,241,3,10,9,7,TRUE,TRUE
"90",58,122,58,50,7540,130,0,130,130,130,793.224,248.569,4.793,2.099,0.593,2.026,793.224,248.569,4.793,791,246,3,5,7,4,TRUE,FALSE
"91",477,722,477,324,62487,131,0,131,131,131,867.522,249.34,6.457,5.458,2.232,5.044,867.524,249.34,6.457,856,242,3,22,14,9,TRUE,TRUE
"92",257,410,257,179,107905,419.864,18.214,421,129,421,917.401,245.922,7.802,3.841,1.148,3.911,917.396,245.919,7.815,912,242,3,11,9,10,TRUE,TRUE
"93",873,1082,873,496,119843,137.277,155.923,132,132,4739,995.731,250.853,7.081,6.491,2.518,6.029,995.891,250.821,7.309,980,244,3,26,13,11,FALSE,FALSE
"94",164,284,164,124,22304,136,0,136,136,136,960.335,252.5,5.36,3.446,1.204,3.316,960.335,252.5,5.36,956,249,3,12,7,6,FALSE,FALSE
"95",898,1220,898,558,120332,134,0,134,134,134,703.788,251.503,7.012,6.733,2.297,6.759,703.791,251.503,7.012,694,241,3,21,23,9,TRUE,TRUE
"96",100,178,100,79,13900,139,0,139,139,139,976.18,253.22,4.4,2.563,0.632,2.554,976.18,253.22,4.4,973,250,3,7,7,4,FALSE,FALSE
"97",162,270,162,122,22198,137.025,0.314,137,137,141,1009.037,253.228,6.012,3.166,0.981,3.13,1009.037,253.229,6.012,1006,248,3,8,10,6,FALSE,FALSE
"98",168,308,168,125,23184,138,0,138,138,138,883.929,251.833,5.536,3.607,1.337,3.333,883.929,251.833,5.536,879,248,3,11,9,7,TRUE,TRUE
"99",397,554,397,251,55580,140,0,140,140,140,925.907,253.544,6.176,4.471,1.293,4.621,925.907,253.544,6.176,920,248,3,14,13,7,TRUE,TRUE
