 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2072	1300	2072	869	26936	13	0	13	13	13	288.057	333.503	7.294	8.171	2.246	8.536	288.057	333.503	7.294	279	323	3	19	21	9
2	1810	1632	1810	1156	5430	3	0	3	3	3	961.433	368.544	5.119	9.236	3.171	9.651	961.433	368.544	5.119	949	353	3	26	31	5
3	3804	2264	3804	1496	121728	32	0	32	32	32	254.596	402.586	7.161	10.878	3.609	10.883	254.596	402.586	7.161	239	391	3	32	28	9
4	538	524	538	294	2690	5	0	5	5	5	260.230	309.725	6.136	4.906	1.341	5.008	260.230	309.725	6.136	254	303	4	13	14	6
5	713	698	713	428	4278	6	0	6	6	6	307.654	316.979	6.417	6.117	2.346	5.898	307.654	316.979	6.417	297	311	4	23	11	6
6	2024	1424	2024	956	137632	68	0	68	68	68	245.709	325.545	7.299	8.611	2.778	8.947	245.709	325.545	7.299	236	310	4	23	26	8
7	1983	1300	1983	929	136827	69	0	69	69	69	307.811	332.749	7.296	8.324	2.450	8.683	307.808	332.749	7.296	297	323	4	21	19	8
8	2398	1592	2398	1091	26378	11	0	11	11	11	327.978	332.887	6.626	9.438	3.457	9.293	327.978	332.887	6.626	319	316	4	21	35	7
9	6071	3192	6071	2307	84994	14	0	14	14	14	267.162	341.394	7.504	13.505	4.824	13.531	267.162	341.394	7.504	254	318	4	31	48	8
10	3086	2218	3086	1387	216020	70	0	70	70	70	219.435	336.292	7.631	11.946	5.783	10.778	219.438	336.293	7.631	190	321	4	45	33	8
11	3240	2036	3240	1387	64800	20	0	20	20	20	341.097	350.052	7.197	10.840	4.168	10.364	341.097	350.052	7.197	331	331	4	23	39	8
12	2434	1468	2434	1087	38944	16	0	16	16	16	239.858	345.544	7.196	9.300	3.142	9.468	239.858	345.544	7.196	228	334	4	25	24	8
13	1027	1014	1027	560	19513	19	0	19	19	19	976.297	350.008	6.721	6.552	1.959	6.939	976.300	350.008	6.721	968	341	4	17	19	7
14	6184	3228	6184	2411	463800	75	0	75	75	75	294.333	360.616	7.727	14.211	5.561	14.298	294.337	360.616	7.727	278	343	4	35	47	8
15	590	500	590	325	10030	17	0	17	17	17	318.634	348.144	7.314	4.995	1.178	4.894	318.634	348.144	7.314	314	343	4	14	10	7
16	1992	1248	1992	870	41832	21	0	21	21	21	243.513	359.444	7.540	8.317	2.559	8.539	243.513	359.444	7.540	230	350	4	24	20	8
17	1333	1144	1333	658	101308	76	0	76	76	76	354.494	357.092	7.379	7.737	2.827	7.514	354.494	357.092	7.379	347	343	4	15	27	8
18	1833	1216	1833	846	141141	77	0	77	77	77	316.336	359.796	7.808	8.468	3.002	8.196	316.332	359.796	7.808	305	354	4	26	16	8
19	1464	1222	1464	694	32208	22	0	22	22	22	380.246	361.245	7.150	7.549	2.375	7.582	380.246	361.245	7.150	368	351	4	26	24	7
20	1852	1462	1852	883	44448	24	0	24	24	24	922.633	360.655	6.852	8.475	2.976	8.571	922.633	360.655	6.852	914	345	4	20	32	8
21	600	546	600	331	13800	23	0	23	23	23	262.983	360.135	7.435	5.195	1.432	5.029	262.983	360.135	7.435	255	355	4	16	9	8
