 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	35.227	81.435	214	142	6996794	32695.299	16950.613	28394.000	12099	65535	29.879	478.509	6.215	1.792	0.283	1.800	30.044	478.501	6.218	25	474	4	10	9	5
2	27.984	66.748	170	115	5564041	32729.652	16780.682	27436.500	12196	65535	23.518	496.641	6.429	1.665	0.223	1.650	23.511	496.684	6.414	20	493	4	8	9	5
3	43.129	102.363	262	183	8171221	31187.867	14721.492	28694.500	12088	65535	82.767	592.813	6.191	2.043	0.580	1.964	82.870	592.824	6.151	76	589	4	15	9	5
4	28.972	72.092	176	116	5705204	32415.932	16499.057	28733.000	12270	65535	169.778	606.949	6.318	1.742	0.336	1.748	169.796	606.889	6.280	165	604	4	11	7	5
5	35.392	83.470	215	139	7425050	34535.117	17360.086	30812.000	12149	65535	208.172	611.265	6.363	1.856	0.322	1.839	208.221	611.128	6.322	203	607	4	11	10	5
6	35.721	85.504	217	139	7408987	34142.797	18161.771	28419.000	12095	65535	113.166	628.479	6.359	1.853	0.352	1.860	113.196	628.601	6.325	110	623	4	7	12	5
7	33.581	86.639	204	165	4377797	21459.789	7463.374	19628.500	12090	42569	124.304	641.701	5.784	1.766	0.512	1.712	124.140	641.556	5.751	120	635	4	11	14	4
8	32.429	73.883	197	145	5496279	27899.893	11028.344	26496.000	12067	56552	120.777	656.259	5.980	1.642	0.317	1.676	120.719	656.134	5.975	116	652	4	10	10	4
9	61.401	115.223	373	218	13814035	37034.945	19155.443	34654.000	12103	65535	185.523	660.759	6.909	2.216	0.346	2.174	185.371	660.670	6.881	181	656	4	12	10	6
10	38.520	83.711	234	152	7971188	34064.906	16996.486	29004.500	12114	65535	150.120	695.141	6.415	1.870	0.296	1.840	150.189	695.089	6.374	145	692	4	11	8	5
11	66.833	150.767	406	275	12812782	31558.576	15408.753	28238.000	12055	65535	145.111	714.005	6.468	2.554	0.867	2.587	144.859	713.693	6.440	137	707	4	18	15	6
12	56.627	145.500	344	215	12838645	37321.641	21242.195	30353.500	12046	65535	464.581	768.669	7.494	2.465	0.778	2.442	464.742	768.934	7.223	461	760	4	9	15	10
13	49.549	106.606	301	170	12113735	40244.965	20656.691	36010.000	12194	65535	266.894	783.262	6.990	2.143	0.365	2.155	266.904	783.260	6.936	262	779	4	11	9	7
14	37.861	88.399	230	164	6829630	29694.043	13431.317	27410.500	12063	65535	460.239	803.900	6.161	1.796	0.364	1.812	460.124	803.820	6.110	455	800	4	11	9	5
15	54.981	110.742	334	185	12607476	37746.934	19625.066	35498.000	12145	65535	405.883	832.431	6.284	2.165	0.279	2.168	405.916	832.419	6.317	401	828	4	12	10	6
16	22.881	61.093	139	103	3680532	26478.648	12086.608	23249.000	12046	57660	424.914	896.158	5.734	1.513	0.235	1.500	424.780	896.124	5.740	421	893	4	9	8	4
17	29.301	74.264	178	121	5354130	30079.383	14956.437	26553.000	12123	65535	451.191	898.893	6.258	1.709	0.314	1.730	451.312	898.919	6.209	448	894	4	8	11	5
18	21.729	60.852	132	101	3528291	26729.477	10625.741	24922.500	12173	54402	421.023	906.811	5.947	1.486	0.314	1.445	420.904	906.876	5.892	417	903	4	9	9	5
19	43.952	94.295	267	171	8746350	32757.865	16461.518	30017.000	12067	65535	424.813	947.685	5.981	1.943	0.282	1.968	424.878	947.620	5.966	420	943	4	11	10	5
20	32.429	79.264	197	130	6345933	32212.857	16946.932	27750.000	12148	65535	433.233	970.066	5.914	1.795	0.336	1.838	433.255	970.052	5.900	428	966	4	11	8	5
21	20.577	56.750	125	96	3674833	29398.664	13418.154	27565.000	12301	65535	379.032	979.072	6.032	1.440	0.254	1.374	379.021	979.123	6.013	375	976	4	9	7	5
22	66.998	173.317	407	297	10066229	24732.750	10035.309	22546.000	12153	65535	381.287	995.823	8.511	2.917	0.957	3.171	381.408	995.795	8.531	372	990	4	18	12	9
23	53.829	117.324	327	221	9554883	29219.826	13757.887	27540.000	12057	65535	48.028	461.768	7.058	2.077	0.507	2.071	48.136	461.469	7.027	42	456	5	13	13	5
