Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
3464	3444	3464	1699	3464	1.000	0.000	1.000	1	1	284.169	334.973	8.137	9.745	2.846	9.740	284.169	334.973	8.137	271	316	1	28	33	16
618	798	618	365	1854	3.000	0.000	3.000	3	3	260.906	299.369	7.854	5.038	1.206	4.978	260.906	299.369	7.854	253	296	2	13	11	15
139	234	139	111	73582	529.367	1220.569	2.000	2	3334	276.388	298.698	5.676	3.135	1.086	2.890	277.496	298.546	10.074	273	297	2	6	6	10
107	230	107	94	56831	531.131	911.634	4.000	4	2093	303.327	299.888	5.336	3.072	1.168	2.989	299.657	299.962	6.142	298	299	2	10	4	9
6	24	6	6	30	5.000	0.000	5.000	5	5	231.167	310.333	3.000	0.959	0.362	1.067	231.167	310.333	3.000	231	310	2	2	2	3
536	694	536	334	88201	164.554	112.297	160.000	6	2755	269.494	310.858	5.828	5.092	1.516	5.119	269.515	310.746	5.928	263	305	2	15	14	8
369	500	369	225	3690	10.000	0.000	10.000	10	10	278.637	314.553	5.455	4.116	0.923	4.127	278.637	314.553	5.455	275	309	2	10	12	10
1705	2006	1705	984	11935	7.000	0.000	7.000	7	7	298.748	311.283	6.884	8.452	3.008	8.371	298.748	311.283	6.884	285	298	2	27	25	14
151	254	151	114	1359	9.000	0.000	9.000	9	9	247.894	313.748	4.411	3.085	0.890	3.118	247.894	313.748	4.411	245	309	2	7	10	6
492	604	492	281	5904	12.000	0.000	12.000	12	12	258.325	314.022	7.217	4.686	1.113	4.712	258.325	314.022	7.217	253	308	2	10	13	12
370	550	370	280	682684	1845.092	964.204	2399.000	19	2399	292.530	325.054	7.578	4.062	1.087	4.103	292.119	324.993	8.604	289	320	2	10	9	12
106	192	106	106	2226	21.000	0.000	21.000	21	21	222.519	329.019	4.943	3.002	1.199	3.042	222.519	329.019	4.943	222	324	2	3	11	7
1080	1186	1080	613	1979640	1833.000	0.000	1833.000	1833	1833	227.623	333.235	8.703	6.453	2.006	6.179	227.623	333.235	8.703	220	322	2	13	21	17
5586	5230	5586	2528	14305431	2560.944	755.857	2786.000	23	2786	247.803	332.776	13.709	11.082	2.636	11.041	247.335	333.453	14.485	233	318	2	28	30	25
180	346	180	143	87440	485.778	873.821	20.000	20	2116	271.289	325.217	4.550	3.362	0.998	3.340	268.064	325.920	4.790	267	321	2	9	10	6
64	142	64	64	1408	22.000	0.000	22.000	22	22	243.594	329.359	4.531	2.856	1.403	2.735	243.594	329.359	4.531	243	324	2	2	12	5
2496	2774	2496	1402	8523060	3414.688	1620.881	4499.000	24	4499	307.253	334.881	13.192	8.574	2.646	8.600	307.310	336.291	15.131	297	324	2	22	19	24
