 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	8661	4240	8661	2891	69288	8	0	8	8	8	371.765	98.881	6.428	15.118	5.116	15.422	371.765	98.881	6.428	352	77	1	45	42	11
2	1497	1070	1497	713	4491	3	0	3	3	3	360.496	74.991	6.080	7.405	2.223	7.593	360.496	74.991	6.080	353	66	2	18	18	9
3	4030	2374	4030	1617	16120	4	0	4	4	4	337.405	83.714	5.881	11.140	3.603	11.421	337.405	83.714	5.881	319	70	2	33	30	9
4	1597	1160	1597	754	3194	2	0	2	2	2	386.624	80.240	5.975	7.662	2.439	7.721	386.624	80.240	5.975	375	74	2	27	15	8
5	3317	2276	3317	1448	23219	7	0	7	7	7	313.067	91.913	6.314	10.991	4.103	10.986	313.067	91.913	6.314	300	76	2	34	32	9
6	2737	1744	2737	1212	13685	5	0	5	5	5	268.046	96.297	6.042	9.790	3.315	9.690	268.046	96.297	6.042	259	83	2	19	30	9
7	1484	1138	1484	675	13356	9	0	9	9	9	342.302	103.475	6.024	7.520	2.405	7.632	342.302	103.475	6.024	331	91	2	20	22	10
8	4201	2422	4201	1612	42010	10	0	10	10	10	244.841	114.606	6.269	11.109	3.519	11.414	244.841	114.606	6.269	230	100	2	29	32	9
9	2589	1742	2589	1099	46602	18	0	18	18	18	334.865	146.039	6.479	9.292	2.990	9.453	334.865	146.039	6.479	320	135	2	28	24	9
10	6418	3854	6418	2587	385080	60	0	60	60	60	394.536	212.163	7.012	15.751	6.848	15.152	394.553	212.163	7.012	364	194	2	58	39	10
11	2178	1340	2178	895	158994	73	0	73	73	73	316.988	242.443	6.725	8.324	2.395	8.337	316.984	242.443	6.725	305	227	2	21	27	9
12	1137	942	1137	572	1137	1	0	1	1	1	382.973	68.280	6.405	7.360	2.737	7.065	382.973	68.280	6.405	372	63	3	23	13	8
13	591	566	591	317	18321	31	0	31	31	31	400.247	68.132	6.682	5.004	1.169	5.149	400.247	68.132	6.682	395	62	3	12	13	8
14	1756	1344	1756	833	10536	6	0	6	6	6	292.518	91.358	6.100	8.524	3.082	8.443	292.518	91.358	6.100	283	79	3	19	27	7
15	1492	1300	1492	773	49236	33	0	33	33	33	246.721	94.042	6.590	8.590	3.496	7.914	246.721	94.042	6.590	229	85	3	29	17	8
16	899	770	899	460	28768	32	0	32	32	32	401.899	95.182	6.593	6.325	2.200	6.023	401.899	95.182	6.593	398	85	3	11	24	7
17	2501	1640	2501	1049	90036	36	0	36	36	36	317.394	113.711	7.141	8.972	2.662	9.257	317.394	113.711	7.141	304	105	3	26	22	9
18	1107	986	1107	569	38745	35	0	35	35	35	293.838	114.843	6.786	6.864	2.281	6.873	293.838	114.843	6.786	281	107	3	23	17	8
19	1889	1312	1889	843	20779	11	0	11	11	11	264.621	119.540	6.254	8.295	2.681	8.123	264.621	119.540	6.254	255	108	3	25	23	8
20	2511	1680	2511	1048	95418	38	0	38	38	38	407.218	124.475	6.642	9.021	2.815	9.449	407.221	124.475	6.642	395	112	3	25	24	9
21	1290	986	1290	568	50310	39	0	39	39	39	344.257	124.288	6.818	7.169	2.350	6.712	344.258	124.288	6.818	338	114	3	15	22	9
22	1092	916	1092	520	13104	12	0	12	12	12	285.223	126.284	6.531	6.515	1.926	6.507	285.223	126.284	6.531	278	118	3	17	21	8
23	1878	1430	1878	891	24414	13	0	13	13	13	370.981	129.018	6.304	8.939	3.567	8.675	370.981	129.018	6.304	362	117	3	20	32	8
24	1507	1236	1507	747	60280	40	0	40	40	40	331.603	126.261	6.992	7.835	2.661	7.651	331.603	126.261	6.992	320	112	3	23	24	9
25	6333	3940	6333	2504	265986	42	0	42	42	42	262.376	143.983	6.561	14.148	5.142	14.201	262.365	143.983	6.561	238	126	3	44	43	8
26	1314	1060	1314	623	18396	14	0	14	14	14	383.319	131.476	6.277	7.504	2.624	7.522	383.319	131.476	6.277	376	118	3	17	26	8
27	344	460	344	207	14104	41	0	41	41	41	300.802	128.776	7.163	4.694	1.675	4.595	300.802	128.776	7.163	294	123	3	13	13	8
28	549	612	549	336	23607	43	0	43	43	43	353.124	138.366	6.563	5.325	1.788	5.167	353.124	138.366	6.563	347	128	3	13	20	9
29	544	524	544	306	8704	16	0	16	16	16	391.759	137.708	6.029	5.067	1.567	4.808	391.759	137.708	6.029	388	126	3	9	19	7
30	2071	1594	2071	965	35207	17	0	17	17	17	408.505	144.368	6.357	8.668	2.753	8.789	408.505	144.368	6.357	397	136	3	28	21	9
31	1560	1174	1560	701	71760	46	0	46	46	46	390.019	154.738	6.462	7.390	2.023	7.527	390.019	154.738	6.462	380	145	3	23	19	9
32	733	634	733	377	35184	48	0	48	48	48	400.483	163.606	6.576	5.574	1.578	5.414	400.483	163.606	6.576	392	158	3	18	10	9
33	659	580	659	368	14498	22	0	22	22	22	387.369	169.727	6.112	5.302	1.399	5.340	387.369	169.727	6.112	383	164	3	12	13	8
34	1306	1138	1306	679	26120	20	0	20	20	20	373.683	162.508	6.300	7.846	2.915	7.658	373.683	162.508	6.300	361	149	3	21	27	7
35	744	676	744	401	37200	50	0	50	50	50	401.973	173.082	6.665	5.703	1.635	5.620	401.973	173.082	6.665	393	169	3	19	11	8
36	4595	3046	4595	1916	105685	23	0	23	23	23	356.539	183.039	6.578	12.646	4.745	12.609	356.550	183.038	6.578	333	166	3	43	38	8
37	1145	922	1145	581	28625	25	0	25	25	25	413.452	182.003	5.991	6.792	1.986	6.778	413.452	182.003	5.991	405	171	3	18	18	7
38	1052	826	1052	522	27352	26	0	26	26	26	395.816	186.127	6.226	6.394	1.754	6.413	395.816	186.127	6.226	391	178	3	13	18	8
39	1342	1010	1342	634	36234	27	0	27	27	27	374.646	187.768	6.387	7.196	2.288	6.902	374.646	187.768	6.387	368	175	3	13	24	8
40	968	764	968	493	27104	28	0	28	28	28	412.591	193.643	6.273	6.552	2.289	6.286	412.591	193.643	6.273	402	190	3	23	11	7
41	2701	1680	2701	1116	153957	57	0	57	57	57	421.378	207.464	6.663	9.186	2.785	9.602	421.372	207.464	6.663	408	196	3	26	26	9
42	1399	1038	1399	616	82541	59	0	59	59	59	286.669	209.642	7.012	7.197	2.188	6.978	286.671	209.642	7.012	274	202	3	23	17	9
43	608	746	608	369	18240	30	0	30	30	30	342.812	205.812	6.587	5.929	2.278	5.620	342.812	205.812	6.587	333	197	3	23	16	8
44	1045	786	1045	529	67925	65	0	65	65	65	285.390	220.559	6.969	6.507	2.023	6.403	285.390	220.559	6.969	275	216	3	21	10	8
45	1623	1264	1623	730	103872	64	0	64	64	64	436.929	219.255	6.969	7.692	2.412	7.669	436.929	219.255	6.969	423	208	3	27	21	8
