 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1754	1046	1754	698	163122	93	0	93	93	93	382.954	403.053	6.562	7.338	1.565	7.676	382.952	403.053	6.562	375	395	2	18	16	10
2	675	576	675	339	41850	62	0	62	62	62	476.606	249.647	6.624	5.232	1.168	5.130	476.606	249.647	6.624	471	245	3	13	12	8
3	804	754	804	479	4020	5	0	5	5	5	457.097	254.481	5.886	6.482	2.436	6.381	457.097	254.481	5.886	449	244	3	22	17	6
4	7407	4018	7407	2870	59256	8	0	8	8	8	470.874	283.144	6.293	15.354	5.734	15.544	470.874	283.144	6.293	448	258	3	50	45	8
5	3260	2086	3260	1382	22820	7	0	7	7	7	433.136	263.532	6.576	10.481	3.583	10.611	433.136	263.532	6.576	418	247	3	27	30	8
6	1690	1258	1690	834	10140	6	0	6	6	6	483.307	260.783	6.588	8.519	3.210	8.399	483.307	260.783	6.588	474	247	3	20	30	8
7	910	746	910	477	57330	63	0	63	63	63	450.082	269.689	6.342	6.203	2.020	5.974	450.085	269.689	6.342	445	261	3	11	22	8
8	3077	1932	3077	1346	206159	67	0	67	67	67	435.551	296.551	6.764	11.524	4.703	11.616	435.555	296.551	6.764	421	277	3	27	37	9
9	2087	1474	2087	947	135655	65	0	65	65	65	424.418	288.388	6.630	8.578	2.736	8.715	424.414	288.388	6.630	413	277	3	20	24	9
10	1995	1234	1995	827	17955	9	0	9	9	9	451.277	302.158	6.138	8.053	2.334	8.148	451.277	302.158	6.138	444	289	3	19	25	8
11	2253	1402	2253	940	22530	10	0	10	10	10	483.727	307.735	6.332	8.457	2.433	8.896	483.727	307.735	6.332	473	298	3	21	23	8
12	1339	1176	1339	656	91052	68	0	68	68	68	398.358	312.050	7.100	8.577	3.672	8.282	398.358	312.050	7.100	387	299	3	23	28	9
13	1910	1372	1910	893	22920	12	0	12	12	12	445.052	319.728	6.425	8.689	3.010	8.810	445.052	319.728	6.425	431	308	3	26	27	8
14	1660	1236	1660	803	18260	11	0	11	11	11	411.159	314.248	6.644	8.190	2.892	7.977	411.159	314.248	6.644	402	301	3	20	25	8
15	664	540	664	345	47144	71	0	71	71	71	437.544	324.413	6.786	5.125	0.995	5.118	437.544	324.413	6.786	432	320	3	11	11	8
16	3250	1850	3250	1312	243750	75	0	75	75	75	409.983	339.378	6.763	10.014	3.108	10.237	409.987	339.378	6.763	396	327	3	31	25	9
17	1055	826	1055	559	80180	76	0	76	76	76	458.687	338.116	6.556	6.940	2.505	6.564	458.687	338.116	6.556	447	330	3	24	13	8
18	1574	1016	1574	746	124346	79	0	79	79	79	432.255	351.540	6.714	7.728	2.532	7.585	432.259	351.540	6.714	420	346	3	24	12	8
19	3378	1952	3378	1426	43914	13	0	13	13	13	456.597	354.281	6.154	10.305	3.191	10.750	456.592	354.281	6.154	445	343	3	26	26	8
20	5307	3486	5307	2249	424560	80	0	80	80	80	394.536	353.971	6.514	13.660	5.112	13.697	394.536	353.971	6.514	376	328	3	43	46	9
21	2838	1624	2838	1130	229878	81	0	81	81	81	417.642	369.204	6.784	9.215	2.571	9.624	417.639	369.204	6.784	407	356	3	21	25	8
22	1872	1190	1872	853	164736	88	0	88	88	88	415.808	389.646	6.772	7.905	2.144	8.223	415.808	389.646	6.772	407	380	3	19	21	8
23	3549	2060	3549	1471	319410	90	0	90	90	90	393.886	385.654	6.708	10.543	3.365	10.934	393.880	385.654	6.708	382	370	3	25	30	8
24	2200	1358	2200	953	195800	89	0	89	89	89	364.180	388.213	6.871	8.480	2.482	8.842	364.177	388.213	6.871	351	379	3	25	19	9
25	1049	800	1049	549	14686	14	0	14	14	14	430.623	388.561	6.487	6.516	2.019	6.430	430.623	388.561	6.487	424	378	3	12	19	8
26	3620	2116	3620	1459	343900	95	0	95	95	95	361.511	410.356	6.858	10.696	3.655	10.955	361.515	410.356	6.858	349	393	3	25	40	9
27	1513	1060	1513	703	142222	94	0	94	94	94	411.764	406.224	6.697	7.349	2.116	7.264	411.768	406.224	6.697	403	399	3	23	16	8
28	1827	1148	1827	815	175392	96	0	96	96	96	395.682	412.796	6.739	7.986	2.391	7.869	395.682	412.796	6.739	388	401	3	16	22	9
29	2362	1786	2362	1157	214942	91	0	91	91	91	438.432	402.645	6.861	10.573	4.834	9.667	438.436	402.645	6.861	420	395	3	43	19	8
30	923	720	923	476	13845	15	0	15	15	15	381.763	416.763	6.326	5.981	1.540	5.818	381.763	416.763	6.326	374	412	3	14	17	8
31	2103	1382	2103	927	33648	16	0	16	16	16	370.109	429.370	6.291	8.507	2.727	8.604	370.109	429.370	6.291	357	419	3	28	21	7
32	2150	1384	2150	929	217150	101	0	101	101	101	398.499	431.556	6.538	8.813	2.992	8.641	398.496	431.557	6.538	386	423	3	23	27	9
33	6044	3280	6044	2368	658796	109	0	109	109	109	373.280	451.051	6.777	13.876	5.354	13.661	373.277	451.048	6.777	346	433	3	46	32	9
34	684	546	684	335	71136	104	0	104	104	104	390.167	439.262	6.766	5.132	0.863	5.130	390.167	439.262	6.766	386	433	3	11	13	8
35	4050	2178	4050	1587	425250	105	0	105	105	105	419.650	441.181	6.679	10.883	3.344	11.391	419.647	441.181	6.679	407	426	3	30	29	9
36	1732	1246	1732	817	187056	108	0	108	108	108	399.050	454.694	6.722	7.914	2.444	7.833	399.052	454.694	6.722	393	443	3	18	27	9
37	734	668	734	386	12478	17	0	17	17	17	300.037	449.530	6.136	5.941	2.080	5.430	300.037	449.530	6.136	295	439	3	10	22	7
38	2397	1774	2397	1151	256479	107	0	107	107	107	454.597	448.929	6.378	9.398	3.205	9.614	454.600	448.929	6.378	440	435	3	28	27	8
39	1128	894	1128	576	20304	18	0	18	18	18	422.149	459.237	6.256	6.994	2.477	6.699	422.149	459.237	6.256	410	454	3	24	12	7
40	4010	2420	4010	1549	449120	112	0	112	112	112	344.193	470.500	6.729	11.070	3.613	11.062	344.193	470.500	6.729	327	454	3	34	35	9
41	2579	1668	2579	1101	49001	19	0	19	19	19	422.582	474.985	6.574	9.361	3.073	9.197	422.586	474.986	6.574	410	463	3	28	28	9
42	3388	2164	3388	1401	376068	111	0	111	111	111	447.461	466.766	6.617	10.811	3.931	10.631	447.464	466.764	6.617	432	453	3	35	26	8
43	3411	2042	3411	1452	388854	114	0	114	114	114	372.695	476.936	6.653	11.227	4.396	10.951	372.690	476.934	6.653	353	466	3	40	26	8
44	992	692	992	496	112096	113	0	113	113	113	359.828	472.577	6.952	6.132	1.628	6.076	359.826	472.576	6.952	354	464	3	11	17	8
45	2438	1780	2438	1193	48760	20	0	20	20	20	408.566	482.270	6.460	10.812	4.511	10.467	408.566	482.270	6.460	396	464	3	26	37	8
46	1955	1462	1955	896	41055	21	0	21	21	21	295.212	480.564	6.604	8.482	2.839	8.510	295.212	480.564	6.604	285	467	3	19	28	8
47	533	440	533	294	61295	115	0	115	115	115	387.015	479.355	6.752	4.720	0.923	4.663	387.016	479.354	6.752	382	474	3	10	10	8
48	2260	1512	2260	966	275720	122	0	122	122	122	352.220	496.689	6.508	8.692	2.646	8.836	352.217	496.689	6.508	343	483	3	20	28	8
49	982	716	982	483	21604	22	0	22	22	22	385.069	490.311	6.409	6.018	1.450	6.188	385.069	490.311	6.409	377	485	3	15	14	8
50	2936	1814	2936	1256	343512	117	0	117	117	117	316.314	484.465	6.621	9.723	3.025	10.203	316.311	484.464	6.621	305	470	3	24	28	8
51	1303	994	1303	673	151148	116	0	116	116	116	396.913	483.256	6.601	7.972	3.343	7.457	396.913	483.255	6.601	392	471	3	10	32	8
