 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1965	1264	1965	856	546270	278	0	278	278	278	26.871	645.326	5.721	8.155	2.334	7.981	26.871	645.326	5.721	19	634	1	18	23	10
2	3356	1944	3356	1366	1006800	300	0	300	300	300	21.999	665.941	5.975	10.511	3.691	10.265	21.999	665.939	5.975	7	648	1	28	28	10
3	4618	2454	4618	1710	1353074	293	0	293	293	293	45.887	662.440	5.718	11.390	3.490	11.487	45.886	662.439	5.718	35	645	1	31	34	10
4	3094	1842	3094	1294	154700	50	0	50	50	50	720.853	446.406	6.255	10.374	3.702	10.175	720.841	446.406	6.255	710	433	2	23	34	9
5	781	608	781	435	48422	62	0	62	62	62	453.648	464.284	5.948	6.087	2.139	6.014	453.648	464.284	5.948	444	461	2	19	7	8
6	8461	4882	8461	3309	651497	77	0	77	77	77	375.856	478.809	6.045	16.758	6.633	16.753	375.854	478.806	6.045	346	451	2	61	47	9
7	980	882	980	552	68600	70	0	70	70	70	438.364	469.940	6.050	7.315	3.245	6.495	438.364	469.940	6.050	429	452	2	17	25	9
8	3385	2238	3385	1517	240335	71	0	71	71	71	463.106	477.044	6.067	10.880	3.787	10.888	463.111	477.043	6.067	446	457	2	34	39	9
9	1832	1332	1832	860	785928	429	0	429	429	429	392.331	468.364	6.344	8.131	2.560	8.178	392.330	468.365	6.344	384	453	2	17	25	9
10	2343	1660	2343	1028	185097	79	0	79	79	79	305.891	483.922	5.946	9.455	3.609	9.211	305.895	483.923	5.946	289	466	2	30	30	10
11	1541	1114	1541	708	124821	81	0	81	81	81	433.733	486.520	6.546	7.402	2.142	7.334	433.730	486.521	6.546	423	477	2	18	22	9
12	1535	1070	1535	704	181130	118	0	118	118	118	96.384	512.499	6.126	7.439	2.186	7.268	96.384	512.499	6.126	85	506	2	24	13	9
13	2227	1548	2227	953	247197	111	0	111	111	111	76.684	507.602	6.177	8.692	2.713	8.910	76.685	507.603	6.177	63	496	2	25	23	9
14	3516	2266	3516	1429	425436	121	0	121	121	121	244.987	516.618	6.501	10.577	3.423	10.615	244.984	516.617	6.501	231	496	2	30	39	9
15	1284	870	1284	604	154080	120	0	120	120	120	221.166	516.840	6.188	6.821	1.923	6.745	221.166	516.840	6.188	211	511	2	20	12	8
16	2198	1480	2198	870	1037456	472	0	472	472	472	286.999	517.176	6.979	8.418	2.457	8.576	287.002	517.176	6.979	277	502	2	21	27	10
17	2054	1420	2054	929	262912	128	0	128	128	128	93.282	528.750	6.281	8.721	2.973	8.655	93.282	528.750	6.281	84	520	2	23	24	9
18	1691	1122	1691	679	228285	135	0	135	135	135	75.384	527.621	6.243	7.326	1.769	7.731	75.384	527.621	6.243	64	520	2	21	17	9
19	2245	1480	2245	928	323280	144	0	144	144	144	38.590	532.530	6.065	8.545	2.531	8.602	38.590	532.530	6.065	27	521	2	26	23	9
20	2383	1588	2383	997	386046	162	0	162	162	162	40.480	550.247	6.177	8.936	2.830	8.882	40.480	550.246	6.177	29	540	2	26	27	9
21	2954	1974	2954	1190	493318	167	0	167	167	167	130.518	553.119	6.071	9.797	3.219	9.948	130.519	553.120	6.071	120	534	2	25	33	9
22	2826	1870	2826	1146	511506	181	0	181	181	181	187.525	562.582	6.048	9.636	3.206	9.740	187.523	562.581	6.048	176	544	2	25	33	9
23	1245	942	1245	610	227835	183	0	183	183	183	24.497	560.452	6.068	6.773	1.853	6.935	24.497	560.452	6.068	18	552	2	18	16	9
24	2726	1854	2726	1200	507036	186	0	186	186	186	584.917	562.299	6.056	10.387	3.815	10.506	584.914	562.298	6.056	569	548	2	32	28	9
25	3457	2092	3457	1413	649916	188	0	188	188	188	14.544	571.553	6.467	10.969	3.936	10.838	14.544	571.554	6.467	5	553	2	30	36	9
26	1734	1408	1734	805	329460	190	0	190	190	190	358.606	576.094	5.640	8.516	3.262	8.225	358.609	576.094	5.640	341	568	2	30	22	8
27	3033	1880	3033	1247	615699	203	0	203	203	203	32.955	584.253	5.784	9.946	3.319	10.131	32.955	584.254	5.784	22	565	2	23	35	9
28	3214	1966	3214	1329	617088	192	0	192	192	192	142.608	572.030	5.898	10.224	3.358	10.390	142.608	572.030	5.898	130	555	2	27	30	9
29	3680	2366	3680	1531	758080	206	0	206	206	206	169.095	581.321	5.914	11.486	4.463	11.093	169.098	581.321	5.914	161	559	2	21	46	9
30	1482	1056	1482	694	277134	187	0	187	187	187	121.671	573.648	5.655	7.242	2.018	7.323	121.672	573.648	5.655	112	562	2	19	21	8
31	2220	1520	2220	1031	468420	211	0	211	211	211	153.720	589.598	5.722	9.807	4.288	9.047	153.721	589.599	5.722	146	566	2	14	41	9
32	3023	2034	3023	1254	643899	213	0	213	213	213	322.911	588.355	5.987	10.151	3.482	10.240	322.910	588.353	5.987	308	571	2	28	31	9
33	2623	1910	2623	1188	569191	217	0	217	217	217	140.929	599.907	6.010	9.997	3.719	9.808	140.928	599.908	6.010	130	585	2	26	32	8
34	4176	2656	4176	1694	935424	224	0	224	224	224	240.024	596.900	5.643	11.523	3.941	11.669	240.024	596.900	5.643	220	584	2	42	32	9
35	3123	1786	3123	1248	671445	215	0	215	215	215	47.944	598.859	6.097	9.673	2.824	9.957	47.945	598.859	6.097	34	587	2	26	25	9
36	1123	876	1123	550	242568	216	0	216	216	216	67.024	590.194	5.807	6.628	1.872	6.748	67.024	590.194	5.807	61	579	2	13	19	9
37	1311	838	1311	605	280554	214	0	214	214	214	12.735	593.544	6.173	6.646	1.487	6.990	12.735	593.544	6.173	6	587	2	15	14	9
38	1626	1160	1626	728	365850	225	0	225	225	225	80.378	597.278	6.175	8.105	3.075	7.528	80.378	597.280	6.175	75	582	2	12	29	9
39	1697	1066	1697	731	403886	238	0	238	238	238	12.131	609.894	6.234	7.382	1.761	7.616	12.131	609.895	6.234	5	601	2	14	18	9
40	1512	1072	1512	700	352296	233	0	233	233	233	25.060	605.471	5.974	7.441	2.228	7.401	25.060	605.471	5.974	20	594	2	16	25	9
41	1542	1262	1542	743	362370	235	0	235	235	235	319.762	610.754	5.780	7.800	2.662	7.739	319.763	610.756	5.780	306	602	2	23	21	9
42	2091	1746	2091	1014	501840	240	0	240	240	240	394.414	612.038	5.389	8.891	2.854	8.972	394.414	612.038	5.389	380	599	2	31	24	9
43	1097	764	1097	493	267668	244	0	244	244	244	32.681	615.583	5.832	6.206	1.271	6.027	32.681	615.581	5.832	26	609	2	15	13	9
44	1152	830	1152	522	271872	236	0	236	236	236	90.399	610.127	6.262	6.308	1.344	6.527	90.399	610.126	6.262	82	604	2	18	14	9
45	3108	2082	3108	1341	798756	257	0	257	257	257	214.325	620.407	5.782	11.126	4.634	10.488	214.323	620.411	5.782	205	598	2	21	40	8
46	1929	1166	1929	872	476463	247	0	247	247	247	59.791	619.930	6.122	8.025	2.245	8.214	59.792	619.930	6.122	49	612	2	20	18	9
47	4213	2720	4213	1794	1044824	248	0	248	248	248	85.994	623.117	6.218	12.429	4.593	12.629	85.994	623.117	6.218	70	610	2	36	31	9
48	2986	1794	2986	1225	764416	256	0	256	256	256	44.072	629.651	5.909	10.248	3.859	9.591	44.072	629.651	5.909	38	611	2	17	37	9
49	3584	1904	3584	1367	946176	264	0	264	264	264	15.565	631.961	6.085	10.295	3.103	10.248	15.565	631.961	6.085	6	617	2	22	30	9
50	924	658	924	447	234696	254	0	254	254	254	31.629	627.906	6.179	5.751	1.057	5.731	31.629	627.907	6.179	26	623	2	11	13	9
51	2006	1412	2006	862	505512	252	0	252	252	252	279.667	627.933	6.550	8.553	2.927	8.250	279.671	627.932	6.550	269	618	2	29	21	9
52	1341	1012	1341	630	345978	258	0	258	258	258	231.501	628.977	5.895	6.930	1.881	7.204	231.499	628.976	5.895	224	618	2	17	21	8
53	1891	1120	1891	812	516243	273	0	273	273	273	58.920	639.319	6.261	7.753	1.973	7.928	58.919	639.319	6.261	49	630	2	17	19	9
54	2977	1760	2977	1210	818675	275	0	275	275	275	76.429	642.767	6.315	9.582	2.879	9.754	76.430	642.769	6.315	67	631	2	20	27	9
