 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2435	1646	2435	948	501610	206	0	206	206	206	870.993	128.719	9.739	8.567	2.185	8.636	870.994	128.719	9.739	861	117	3	19	22	13
2	1906	1292	1906	772	24778	13	0	13	13	13	887.495	123.395	8.167	7.760	1.910	7.914	887.486	123.395	8.167	880	111	3	16	24	12
3	2169	1518	2169	864	136647	63	0	63	63	63	963.132	138.129	9.207	8.366	2.378	8.193	963.137	138.129	9.207	949	126	3	27	20	11
4	1512	1114	1512	677	21168	14	0	14	14	14	849.515	143.102	7.981	7.064	1.579	7.025	849.515	143.102	7.981	840	134	3	16	18	12
5	3493	2404	3493	1376	237524	68	0	68	68	68	866.316	148.888	9.318	9.894	2.769	9.927	866.298	148.888	9.318	856	135	3	28	29	14
6	2657	1676	2657	1026	47826	18	0	18	18	18	812.472	178.163	8.313	9.276	3.011	9.102	812.466	178.163	8.313	795	168	3	29	26	11
7	3118	2164	3118	1194	732730	235	0	235	235	235	1000.437	185.512	10.001	9.978	3.118	10.276	1000.442	185.512	10.001	987	175	3	29	22	13
8	5022	3110	5022	1883	507222	101	0	101	101	101	916.461	217.838	9.041	12.011	3.757	11.974	916.462	217.837	9.041	901	201	3	36	32	13
9	4731	2850	4731	1686	1215867	257	0	257	257	257	841.011	215.447	9.420	11.813	3.900	11.525	840.993	215.447	9.420	821	200	3	36	31	13
10	4721	2822	4721	1710	1218018	258	0	258	258	258	891.722	221.280	9.049	12.452	4.757	12.210	891.734	221.280	9.049	877	203	3	28	41	13
11	1488	1068	1488	647	148800	100	0	100	100	100	878.003	215.950	9.112	7.318	2.198	6.974	877.995	215.950	9.112	871	206	3	16	21	11
