Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
325	482	325	209	25922	79.760	4.327	80.000	2	80	925.397	157.991	4.489	4.066	1.026	4.043	925.398	158.003	4.500	919	152	1	12	11	10
114	208	114	80	342	3.000	0.000	3.000	3	3	949.561	154.763	3.649	2.654	0.486	2.705	949.561	154.763	3.649	946	152	1	8	7	6
32	92	32	32	205	6.406	13.612	4.000	4	81	969.656	157.500	2.750	1.932	0.837	1.869	969.785	156.937	2.468	967	156	1	7	3	5
172	288	172	130	211960	1232.326	313.752	1318.000	90	1318	965.552	162.262	3.500	3.368	1.103	3.338	965.220	162.419	3.564	961	158	1	12	9	5
167	244	167	116	835	5.000	0.000	5.000	5	5	891.461	162.090	4.084	3.158	0.768	3.105	891.461	162.090	4.084	889	159	1	6	9	7
162	358	162	147	208441	1286.673	1418.420	6.000	6	2848	937.278	164.383	3.481	3.447	1.109	3.515	938.119	161.861	4.161	933	161	1	9	9	8
213	364	213	155	512450	2405.869	2532.076	7.000	7	5066	852.413	166.230	5.939	3.817	1.180	4.088	851.893	164.816	8.695	849	162	1	8	9	11
508	648	508	317	54257	106.805	4.392	107.000	8	107	916.650	168.516	4.130	5.195	1.797	4.868	916.647	168.519	4.136	909	162	1	17	15	8
361	662	361	292	3610	10.000	0.000	10.000	10	10	823.310	170.947	3.909	5.234	2.078	5.147	823.310	170.947	3.909	816	164	1	18	15	7
636	940	636	431	74942	117.833	4.203	118.000	12	118	881.759	174.670	3.825	6.042	2.318	5.898	881.759	174.671	3.829	875	165	1	19	22	7
245	384	245	184	3185	13.000	0.000	13.000	13	13	951.147	171.535	3.286	3.841	1.317	3.989	951.147	171.535	3.286	947	166	1	9	12	7
106	200	106	81	1484	14.000	0.000	14.000	14	14	981.141	173.151	3.170	2.970	1.115	2.858	981.141	173.151	3.170	977	169	1	8	9	5
188	300	188	133	2820	15.000	0.000	15.000	15	15	1005.793	173.968	3.830	3.539	1.232	3.268	1005.793	173.968	3.830	1002	167	1	7	13	6
236	362	236	158	27878	118.127	9.462	119.000	16	119	859.280	175.415	4.411	3.834	1.213	3.683	859.308	175.411	4.436	854	171	1	11	10	8
72	124	72	61	1224	17.000	0.000	17.000	17	17	680.653	178.917	3.278	2.166	0.427	2.150	680.653	178.917	3.278	679	177	1	4	5	6
