 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2292	1726	2292	1019	9168	4	0	4	4	4	677.960	426.787	8.195	9.842	3.934	9.078	677.960	426.787	8.195	661	410	3	28	33	11
2	3833	2290	3833	1346	114990	30	0	30	30	30	682.160	543.807	8.773	11.025	3.918	10.424	682.177	543.807	8.773	662	534	3	41	20	12
3	2564	1556	2564	966	143584	56	0	56	56	56	683.327	174.452	9.064	8.621	2.225	9.161	683.327	174.452	9.064	673	163	4	23	24	10
4	2134	1340	2134	794	14938	7	0	7	7	7	715.454	185.780	8.534	8.200	2.418	7.959	715.454	185.780	8.534	705	173	4	22	25	9
5	5639	2874	5639	1944	343979	61	0	61	61	61	700.046	197.414	8.568	12.410	4.140	12.529	700.042	197.413	8.568	684	179	4	34	40	10
6	5461	2916	5461	1895	1108583	203	0	203	203	203	665.396	208.692	9.135	12.362	4.202	12.057	665.396	208.692	9.135	648	194	4	31	39	11
7	816	888	816	476	816	1	0	1	1	1	723.210	228.467	7.663	6.668	2.620	6.430	723.210	228.467	7.663	715	221	4	15	23	8
8	810	690	810	390	7290	9	0	9	9	9	732.309	220.437	7.781	5.809	1.703	5.774	732.309	220.437	7.781	726	213	4	14	19	8
9	2759	1780	2759	1144	190371	69	0	69	69	69	655.867	242.509	9.221	9.983	3.628	9.634	655.862	242.509	9.221	644	227	4	30	25	11
10	2477	1654	2477	997	29724	12	0	12	12	12	747.077	261.445	8.562	9.361	3.248	9.319	747.077	261.445	8.562	738	246	4	19	31	10
11	4785	2682	4785	1724	995280	208	0	208	208	208	653.617	263.009	9.301	11.658	3.738	11.834	653.598	263.009	9.301	642	249	4	35	32	12
12	1712	1186	1712	711	25680	15	0	15	15	15	558.607	293.545	8.245	7.475	1.984	7.517	558.607	293.545	8.245	549	283	4	20	21	10
13	4611	2554	4611	1596	378102	82	0	82	82	82	545.159	307.998	9.063	11.710	4.130	11.413	545.150	307.997	9.063	535	286	4	23	41	11
14	2328	1494	2328	919	37248	16	0	16	16	16	660.806	301.288	8.579	8.586	2.493	8.683	660.806	301.288	8.579	650	291	4	21	25	10
15	1788	1136	1788	681	32184	18	0	18	18	18	753.233	317.026	7.999	7.417	1.776	7.812	753.233	317.026	7.999	744	309	4	20	18	9
16	1496	1090	1496	648	28424	19	0	19	19	19	720.656	326.366	7.713	7.124	1.903	7.371	720.660	326.366	7.713	712	313	4	20	22	9
17	2520	1540	2520	905	52920	21	0	21	21	21	605.377	359.960	7.658	8.470	2.256	8.958	605.368	359.959	7.658	594	349	4	23	23	10
18	972	828	972	487	22356	23	0	23	23	23	740.104	383.042	7.904	6.074	1.564	6.288	740.104	383.042	7.904	734	375	4	14	18	9
19	1882	1256	1882	727	45168	24	0	24	24	24	694.213	391.347	8.439	7.648	1.966	7.999	694.213	391.347	8.439	682	382	4	25	19	9
20	2339	1846	2339	965	233900	100	0	100	100	100	702.125	416.991	9.330	9.319	3.124	9.060	702.116	416.991	9.330	689	407	4	29	26	11
21	784	644	784	375	19600	25	0	25	25	25	625.691	429.871	7.518	5.496	1.265	5.527	625.691	429.871	7.518	619	424	4	15	11	8
22	2451	1524	2451	893	262257	107	0	107	107	107	566.195	447.841	9.035	8.462	2.091	8.596	566.198	447.841	9.035	554	438	4	24	21	11
23	4177	2498	4177	1549	451116	108	0	108	108	108	589.454	446.382	9.191	11.455	3.891	11.280	589.464	446.382	9.191	578	427	4	24	37	11
24	2069	1498	2069	905	53794	26	0	26	26	26	610.385	454.900	8.793	9.289	3.728	9.274	610.385	454.900	8.793	601	444	4	29	23	10
25	3125	1950	3125	1206	331250	106	0	106	106	106	621.149	445.016	8.647	10.262	3.718	9.817	621.144	445.016	8.647	601	434	4	34	25	10
26	2939	1628	2939	985	340924	116	0	116	116	116	539.189	487.069	8.855	8.899	2.014	9.173	539.179	487.070	8.855	529	476	4	23	22	11
27	3821	2404	3821	1383	469983	123	0	123	123	123	602.774	521.586	9.492	10.835	3.529	10.798	602.775	521.587	9.492	586	508	4	31	34	11
28	2524	1584	2524	1000	325596	129	0	129	129	129	701.722	561.855	8.860	8.907	2.474	8.953	701.724	561.856	8.860	691	552	4	23	23	11
29	2988	2050	2988	1218	95616	32	0	32	32	32	679.896	562.568	8.606	10.877	4.751	10.217	679.896	562.568	8.606	656	552	4	37	23	10
30	3081	1808	3081	1166	403611	131	0	131	131	131	643.033	570.301	8.990	9.456	2.645	9.604	643.034	570.299	8.990	629	558	4	30	22	11
31	1903	1176	1903	699	253099	133	0	133	133	133	659.461	582.054	8.837	7.520	1.579	7.617	659.461	582.053	8.837	653	569	4	16	23	10
32	1545	1092	1545	648	50985	33	0	33	33	33	705.525	583.126	8.159	7.113	1.832	7.511	705.519	583.125	8.159	696	574	4	19	19	9
33	3568	1944	3568	1224	842048	236	0	236	236	236	645.362	592.002	9.646	10.074	3.018	9.996	645.367	592.002	9.646	633	581	4	25	28	11
34	3094	1822	3094	1130	417690	135	0	135	135	135	675.293	611.072	8.918	9.551	2.813	9.641	675.295	611.072	8.918	664	596	4	23	30	10
35	2383	1414	2383	868	90554	38	0	38	38	38	682.331	662.336	8.418	8.278	2.099	8.753	682.342	662.337	8.418	672	652	4	21	22	9
36	1311	960	1311	517	51129	39	0	39	39	39	658.435	669.602	8.384	6.544	1.386	6.821	658.440	669.602	8.384	651	661	4	17	18	9
37	1899	1322	1899	789	279153	147	0	147	147	147	669.497	682.847	8.803	7.853	2.227	8.065	669.498	682.847	8.803	654	672	4	26	21	10
38	3754	1996	3754	1253	150160	40	0	40	40	40	580.533	705.428	8.626	9.834	2.539	10.484	580.533	705.428	8.626	567	694	4	27	24	10
39	2918	1822	2918	1098	119638	41	0	41	41	41	658.394	708.844	8.610	9.395	2.815	9.498	658.387	708.844	8.610	644	698	4	28	22	11
40	4623	2970	4623	1769	194166	42	0	42	42	42	704.291	729.235	8.551	11.922	4.066	12.218	704.278	729.234	8.551	688	708	4	34	39	10
41	2935	1876	2935	1129	454925	155	0	155	155	155	660.726	744.363	9.127	9.467	2.814	9.408	660.726	744.362	9.127	647	730	4	27	26	10
42	1149	896	1149	516	54003	47	0	47	47	47	707.108	902.931	8.329	6.505	1.699	6.523	707.113	902.932	8.329	698	897	4	20	15	9
43	2089	1456	2089	831	411533	197	0	197	197	197	646.785	141.438	10.100	8.336	2.578	8.197	646.783	141.438	10.100	630	130	5	28	22	10
44	2161	1486	2161	873	112372	52	0	52	52	52	683.455	155.111	9.478	8.420	2.488	8.568	683.451	155.111	9.478	673	143	5	22	24	9
45	3605	2174	3605	1385	194670	54	0	54	54	54	619.956	167.444	9.320	10.854	4.023	10.318	619.966	167.444	9.320	610	145	5	22	41	10
46	1272	966	1272	515	69960	55	0	55	55	55	701.256	169.190	9.414	6.718	1.786	6.563	701.261	169.190	9.414	694	158	5	17	21	9
47	643	564	643	360	128600	200	0	200	200	200	666.070	171.421	10.002	5.218	1.330	5.127	666.070	171.421	10.002	659	167	5	15	9	10
48	1015	796	1015	501	6090	6	0	6	6	6	650.127	178.998	8.392	6.142	1.559	6.106	650.127	178.998	8.392	644	172	5	14	16	8
49	2384	1588	2384	1037	135888	57	0	57	57	57	631.851	181.443	9.059	9.759	3.811	9.554	631.845	181.443	9.059	610	169	5	34	22	9
50	1772	1170	1772	797	102776	58	0	58	58	58	665.462	184.985	9.486	7.711	2.159	7.989	665.453	184.985	9.486	657	177	5	21	16	9
51	1554	968	1554	674	91686	59	0	59	59	59	639.699	194.308	8.730	7.089	1.645	7.262	639.704	194.308	8.730	630	188	5	18	15	9
52	4386	2930	4386	1762	885972	202	0	202	202	202	599.152	200.175	9.923	11.810	4.089	11.942	599.151	200.175	9.923	576	181	5	40	35	10
53	753	598	753	412	6024	8	0	8	8	8	623.275	195.709	8.526	5.551	1.422	5.524	623.275	195.709	8.526	617	192	5	16	8	8
54	548	542	548	326	32880	60	0	60	60	60	652.451	191.141	9.002	5.042	1.401	4.623	652.451	191.141	9.002	649	183	5	9	17	9
55	1998	1312	1998	836	123876	62	0	62	62	62	684.517	210.014	8.948	8.313	2.734	7.851	684.525	210.014	8.948	678	196	5	14	30	9
56	2979	1764	2979	1175	190656	64	0	64	64	64	628.004	210.692	9.172	9.593	2.895	9.746	628.004	210.692	9.172	612	201	5	27	24	9
57	2058	1282	2058	822	133770	65	0	65	65	65	645.386	215.262	9.380	7.941	2.062	8.034	645.382	215.262	9.380	639	204	5	17	23	10
58	4924	2810	4924	1798	1004496	204	0	204	204	204	605.940	222.431	9.907	12.457	4.698	11.984	605.946	222.431	9.907	580	209	5	46	25	10
59	1666	1124	1666	691	109956	66	0	66	66	66	699.421	220.849	9.228	7.275	1.802	7.649	699.413	220.849	9.228	690	214	5	20	17	9
60	1410	984	1410	624	88830	63	0	63	63	63	720.816	210.197	8.852	6.962	1.861	7.044	720.820	210.197	8.852	715	200	5	15	21	8
61	1813	1148	1813	743	121471	67	0	67	67	67	658.092	228.384	9.276	7.461	1.622	7.733	658.096	228.384	9.276	649	218	5	19	19	10
62	569	582	569	311	116645	205	0	205	205	205	574.759	233.137	9.780	5.027	1.321	4.864	574.758	233.137	9.780	569	228	5	12	13	9
63	951	772	951	449	64668	68	0	68	68	68	621.651	238.019	9.290	5.891	1.304	6.031	621.651	238.019	9.290	616	232	5	13	16	9
64	1103	916	1103	515	227218	206	0	206	206	206	637.538	235.276	9.398	6.559	1.861	6.376	637.541	235.276	9.398	631	226	5	12	21	9
65	6206	3554	6206	2370	434420	70	0	70	70	70	598.691	244.747	9.387	13.991	5.169	13.961	598.700	244.746	9.387	575	229	5	48	35	10
66	2383	1782	2383	1001	23830	10	0	10	10	10	690.615	239.790	8.247	9.251	3.259	9.324	690.615	239.790	8.247	671	227	5	33	24	9
67	611	604	611	327	6721	11	0	11	11	11	737.296	247.777	8.427	5.258	1.636	5.384	737.296	247.777	8.427	732	240	5	11	16	7
68	297	394	297	199	891	3	0	3	3	3	534.182	253.111	6.906	4.228	1.334	4.162	534.182	253.111	6.906	530	247	5	9	14	6
69	506	482	506	264	36938	73	0	73	73	73	586.711	262.130	8.806	4.696	0.988	4.617	586.710	262.130	8.806	581	256	5	10	13	8
70	1395	1066	1395	641	103230	74	0	74	74	74	596.832	265.027	9.244	7.286	2.253	7.340	596.827	265.027	9.244	586	257	5	20	22	9
71	1579	1048	1579	632	20527	13	0	13	13	13	728.201	266.667	7.999	7.124	1.822	7.507	728.201	266.667	7.999	720	256	5	17	21	7
72	1205	1024	1205	577	86760	72	0	72	72	72	564.981	261.864	9.304	7.129	2.648	6.628	564.981	261.864	9.304	555	253	5	26	15	9
73	1486	1076	1486	603	20804	14	0	14	14	14	694.818	275.814	8.556	6.998	1.777	7.324	694.818	275.814	8.556	685	267	5	20	19	8
74	1580	1178	1580	706	123240	78	0	78	78	78	619.857	285.479	8.544	7.324	2.152	7.876	619.862	285.479	8.544	611	276	5	20	20	8
