 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	6548	3428	6548	2211	1008392	154	0	154	154	154	802.991	787.047	7.434	13.433	4.558	13.506	802.990	787.048	7.434	783	768	2	42	34	12
2	6307	3378	6307	2238	706384	112	0	112	112	112	859.586	620.544	7.937	13.857	5.171	13.301	859.624	620.545	7.937	832	605	3	45	34	10
3	3386	1976	3386	1267	44018	13	0	13	13	13	787.389	618.890	7.213	10.002	3.009	10.248	787.371	618.889	7.213	774	605	3	31	25	9
4	2333	1478	2333	936	34995	15	0	15	15	15	867.382	657.038	7.296	8.777	2.714	8.489	867.394	657.038	7.296	862	641	3	17	31	10
5	2069	1230	2069	776	33104	16	0	16	16	16	855.116	659.391	7.485	8.057	2.229	7.707	855.116	659.391	7.485	848	646	3	13	26	10
6	5003	2706	5003	1629	915549	183	0	183	183	183	938.630	773.090	8.659	11.491	3.331	11.661	938.635	773.089	8.659	920	759	3	33	33	12
7	1174	886	1174	563	1174	1	0	1	1	1	922.494	812.085	6.423	7.340	2.808	6.952	922.494	812.085	6.423	908	808	3	26	10	8
8	8192	3926	8192	2696	1302528	159	0	159	159	159	605.946	275.850	8.333	14.917	5.278	14.781	605.946	275.850	8.333	591	255	4	30	47	10
9	4047	2270	4047	1425	675849	167	0	167	167	167	656.760	358.887	8.455	11.295	4.238	10.900	656.760	358.888	8.455	645	334	4	24	40	10
10	6142	3456	6142	2302	1031856	168	0	168	168	168	633.613	368.590	8.557	14.532	5.921	13.778	633.598	368.590	8.557	608	348	4	51	44	11
11	3275	1942	3275	1173	209600	64	0	64	64	64	702.014	414.112	8.307	9.595	2.747	10.084	702.014	414.112	8.307	690	402	4	26	28	10
12	2721	1908	2721	1256	212238	78	0	78	78	78	797.956	469.960	7.855	10.006	3.445	10.086	797.964	469.960	7.855	783	455	4	32	29	9
13	3067	2008	3067	1313	254561	83	0	83	83	83	738.547	484.481	8.234	10.211	3.532	10.032	738.550	484.480	8.234	721	472	4	37	29	9
14	1369	976	1369	628	2738	2	0	2	2	2	753.860	495.137	7.628	6.979	1.925	6.855	753.860	495.137	7.628	745	485	4	16	21	8
15	3014	2062	3014	1361	262218	87	0	87	87	87	798.720	507.945	7.982	11.636	5.162	10.733	798.721	507.944	7.982	788	491	4	25	41	8
16	5828	3402	5828	2342	501208	86	0	86	86	86	723.579	500.348	8.086	13.923	5.260	13.800	723.584	500.348	8.086	706	476	4	37	47	9
17	1223	956	1223	646	3669	3	0	3	3	3	768.307	498.061	7.543	6.992	2.132	7.076	768.307	498.061	7.543	757	490	4	21	16	7
18	1573	1252	1573	827	7865	5	0	5	5	5	770.052	511.674	7.800	9.094	4.056	8.434	770.052	511.674	7.800	749	505	4	39	15	8
19	2858	2088	2858	1344	17148	6	0	6	6	6	757.212	524.624	7.717	10.962	4.516	10.555	757.212	524.624	7.717	743	510	4	38	29	8
20	1707	1282	1707	811	165579	97	0	97	97	97	784.651	542.042	8.173	8.574	3.289	8.355	784.648	542.042	8.173	775	532	4	24	27	9
21	864	756	864	482	86400	100	0	100	100	100	798.193	547.297	7.277	6.400	2.174	6.732	798.193	547.297	7.277	791	539	4	17	16	8
22	1001	796	1001	510	103103	103	0	103	103	103	805.426	559.469	7.898	6.555	2.192	6.354	805.428	559.469	7.898	799	549	4	12	21	9
23	5465	3052	5465	1892	961840	176	0	176	176	176	860.366	553.865	8.565	12.563	4.337	12.614	860.392	553.866	8.565	845	531	4	32	42	11
24	1513	1232	1513	740	161891	107	0	107	107	107	807.558	582.775	7.728	7.893	2.829	7.708	807.560	582.775	7.728	795	575	4	27	19	8
25	1434	1302	1434	745	15774	11	0	11	11	11	815.932	596.075	7.446	8.245	3.086	8.304	815.932	596.075	7.446	804	585	4	22	27	8
26	5223	2888	5223	1832	934917	179	0	179	179	179	870.224	590.822	8.333	12.270	4.194	12.222	870.222	590.824	8.333	853	576	4	39	29	10
27	1626	1266	1626	779	19512	12	0	12	12	12	787.661	595.289	7.515	7.819	2.448	8.134	787.661	595.289	7.515	777	587	4	24	18	8
28	2182	1580	2182	1018	237838	109	0	109	109	109	844.483	604.282	7.658	9.502	3.663	9.191	844.482	604.281	7.658	833	588	4	23	31	8
29	2762	1928	2762	1259	303820	110	0	110	110	110	766.683	604.795	7.640	9.870	3.267	10.307	766.689	604.794	7.640	751	593	4	29	26	8
30	4879	3730	4879	2318	565964	116	0	116	116	116	788.986	643.848	7.941	14.473	6.278	13.792	788.975	643.849	7.941	761	630	4	60	38	8
31	1267	1026	1267	623	152040	120	0	120	120	120	880.041	644.700	7.341	7.120	2.235	7.064	880.041	644.700	7.341	871	636	4	18	21	8
32	882	792	882	452	109368	124	0	124	124	124	840.434	663.243	7.652	6.413	2.175	6.028	840.438	663.243	7.652	831	654	4	16	20	8
33	1304	1040	1304	648	165608	127	0	127	127	127	847.729	680.141	7.441	7.212	2.264	7.285	847.731	680.140	7.441	841	667	4	16	23	8
34	3248	1754	3248	1064	406000	125	0	125	125	125	779.968	679.219	8.373	9.273	2.363	9.735	779.966	679.218	8.373	768	668	4	26	23	10
35	2813	1980	2813	1218	64699	23	0	23	23	23	934.340	730.810	7.565	10.505	4.025	9.697	934.354	730.810	7.565	923	713	4	25	36	8
