 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	351	698	351	287	63180	180	0	180	180	180	961.832	123.960	6.382	4.900	1.684	5.069	961.832	123.960	6.382	956	117	1	13	16	10
2	275	550	275	224	150700	548	0	548	548	548	626.582	125.909	8.480	4.456	1.644	4.549	626.581	125.909	8.480	623	122	1	11	10	14
3	170	364	170	149	60180	354	0	354	354	354	604.759	127.894	6.582	3.540	1.176	3.539	604.759	127.894	6.582	599	125	1	10	8	11
4	410	700	410	299	183680	448	0	448	448	448	982.759	137.746	8.300	5.054	1.906	4.783	982.759	137.746	8.300	978	128	1	10	18	14
5	3481	3714	3481	1889	4215491	1211	0	1211	1211	1211	972.232	155.454	13.521	10.925	4.017	10.681	972.230	155.454	13.521	958	133	1	24	40	26
6	6425	6814	6425	3436	6624175	1031	0	1031	1031	1031	992.133	160.605	12.779	14.091	5.007	14.062	992.169	160.605	12.779	977	134	1	24	46	27
7	4529	4388	4529	2147	6834261	1509	0	1509	1509	1509	634.543	150.743	17.646	10.791	2.994	10.631	634.542	150.742	17.646	615	135	1	30	33	28
8	4172	5292	4172	2366	3675532	881	0	881	881	881	933.697	145.996	13.587	11.215	3.666	11.359	933.695	145.996	13.587	918	126	1	30	34	24
9	7725	7804	7725	3922	7941300	1028	0	1028	1028	1028	955.398	155.831	13.986	14.862	5.362	14.697	955.371	155.831	13.986	942	130	1	30	52	24
10	15848	12276	15848	6047	19144384	1208	0	1208	1208	1208	794.574	145.257	16.543	18.065	6.066	17.434	794.573	145.258	16.543	763	111	1	61	54	28
11	5019	5796	5019	2700	6118161	1219	0	1219	1219	1219	529.990	178.170	14.599	12.612	4.767	11.621	529.988	178.168	14.599	516	152	1	28	50	25
12	279	490	279	202	16740	60	0	60	60	60	974.799	160.878	3.197	4.805	2.098	4.288	974.799	160.878	3.197	970	152	1	11	18	6
13	205	432	205	171	22550	110	0	110	110	110	499.205	160.190	4.810	4.237	1.581	4.266	499.205	160.190	4.810	495	155	1	13	12	10
14	2447	2114	2447	1139	3484528	1424	0	1424	1424	1424	775.132	160.493	16.733	8.546	2.341	8.340	775.130	160.493	16.733	766	151	1	22	19	26
15	6283	6294	6283	3135	8324975	1325	0	1325	1325	1325	834.908	158.819	14.747	14.267	5.855	13.133	834.907	158.819	14.747	824	127	1	23	61	26
16	1450	2036	1450	951	1503650	1037	0	1037	1037	1037	485.876	185.783	11.288	7.423	2.467	7.425	485.877	185.783	11.288	478	175	1	18	20	23
17	1101	1912	1101	819	972183	883	0	883	883	883	469.733	174.142	11.561	7.158	2.564	7.020	469.732	174.141	11.561	460	166	1	19	20	22
18	3972	5848	3972	2597	1787400	450	0	450	450	450	440.051	184.126	10.624	11.609	4.520	11.123	440.050	184.127	10.624	416	170	1	47	31	25
19	3677	4148	3677	2003	3279884	892	0	892	892	892	499.795	195.784	13.405	10.714	3.660	10.380	499.789	195.785	13.405	490	176	1	22	37	28
20	523	680	523	316	463378	886	0	886	886	886	937.966	182.210	12.071	5.002	1.536	4.631	937.966	182.210	12.071	933	178	1	10	10	19
21	961	1208	961	597	729399	759	0	759	759	759	962.806	179.739	11.485	6.317	1.940	6.324	962.805	179.739	11.485	958	173	1	13	15	19
