 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	34.569	81.402	210	132	6213445	29587.834	18523.119	23789.500	9622	65535	696.743	362.533	5.486	1.850	0.336	1.803	696.607	362.427	5.514	694	358	3	7	10	6
2	67.821	149.599	412	240	11642223	28257.822	16627.705	22951.000	9658	65535	796.626	403.568	6.306	2.615	0.861	2.623	796.527	404.073	6.421	792	395	3	9	17	8
3	33.252	77.989	202	131	5974154	29575.020	18489.389	23330.500	9604	65535	767.347	413.416	5.411	1.811	0.312	1.758	767.420	413.485	5.436	762	410	3	10	8	5
4	19.095	54.337	116	78	2856546	24625.396	14578.944	18160.000	9631	65535	666.164	427.966	5.293	1.492	0.248	1.449	666.124	427.926	5.276	663	425	3	7	7	5
5	30.454	76.402	185	118	4312720	23312.000	12559.200	19491.000	9612	65535	868.784	545.892	5.319	1.759	0.309	1.766	868.870	545.855	5.288	865	542	3	9	9	5
6	10.041	37.304	61	54	905445	14843.360	4196.587	13306.000	9799	28627	869.377	593.525	4.279	1.123	0.261	1.125	869.443	593.500	4.292	866	590	3	7	8	3
7	27.984	73.160	170	126	3235299	19031.170	7266.036	18429.500	9704	34561	896.094	602.841	4.424	1.611	0.354	1.637	896.117	602.874	4.468	892	598	3	9	10	4
8	17.943	51.924	109	76	2978594	27326.551	16713.936	20948.000	9837	65535	820.193	609.881	5.312	1.505	0.332	1.470	820.144	609.867	5.285	818	607	3	6	7	5
9	34.898	87.743	212	151	4088412	19284.963	9815.152	15778.000	9622	52552	777.212	626.755	4.755	1.789	0.446	1.778	776.834	626.440	4.736	773	622	3	11	11	4
10	17.614	50.991	107	91	1790541	16734.027	5537.262	15221.000	9736	33821	908.991	628.290	4.748	1.313	0.270	1.311	909.087	628.397	4.740	906	625	3	7	8	4
11	17.449	49.164	106	90	1777136	16765.434	5655.550	14778.000	9615	35872	900.934	642.877	4.208	1.327	0.267	1.329	900.990	642.669	4.281	898	640	3	7	8	3
12	30.454	71.989	185	125	4480480	24218.811	12178.749	21203.000	9611	65154	851.827	667.919	4.849	1.695	0.263	1.707	851.844	667.803	4.901	848	665	3	10	7	5
13	29.466	72.852	179	111	5063028	28285.072	16733.783	23188.000	9624	65535	837.358	693.095	4.922	1.776	0.290	1.750	837.320	693.029	4.899	834	690	3	8	8	5
14	32.264	77.781	196	125	4663152	23791.592	13972.973	18837.500	9608	65535	803.418	702.531	4.816	1.793	0.339	1.785	803.570	702.712	4.867	800	698	3	8	10	5
15	12.675	45.028	77	66	1432675	18606.168	7315.568	15686.000	9677	33851	863.208	704.065	4.390	1.274	0.356	1.342	863.173	704.108	4.436	861	700	3	5	9	4
16	27.161	67.679	165	115	3642650	22076.666	11231.644	18424.000	9621	54365	919.739	737.945	4.467	1.622	0.255	1.646	919.682	737.741	4.511	916	734	3	9	9	4
17	10.535	38.994	64	51	1156548	18071.062	7599.011	15159.000	9732	40209	856.203	735.922	4.953	1.181	0.248	1.177	856.353	736.007	4.941	853	733	3	7	7	4
18	23.540	72.849	143	125	2270763	15879.462	5167.257	14134.000	9704	33407	810.580	736.545	4.699	1.690	0.625	1.634	810.400	736.632	4.699	806	731	3	11	12	4
19	15.145	49.026	92	81	1565879	17020.424	5573.336	16948.000	9703	29067	938.120	750.076	4.391	1.276	0.325	1.330	938.083	750.027	4.423	934	748	3	9	6	4
