 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	6248	3440	6248	2257	31240	5	0	5	5	5	703.874	201.279	5.665	13.308	4.565	13.576	703.854	201.279	5.665	683	180	1	38	45	10
2	4721	2584	4721	1774	99141	21	0	21	21	21	675.711	212.875	5.819	11.681	3.727	12.021	675.696	212.875	5.819	661	196	1	29	38	10
3	9671	4934	9671	3270	222433	23	0	23	23	23	770.753	212.328	5.985	15.858	5.489	16.257	770.767	212.328	5.985	745	188	1	44	46	12
4	5673	2764	5673	1964	141825	25	0	25	25	25	800.790	221.938	5.795	12.318	4.051	12.548	800.778	221.937	5.795	787	200	1	30	38	10
5	3142	1974	3142	1277	18852	6	0	6	6	6	695.813	227.305	5.587	10.007	3.269	10.144	695.813	227.305	5.587	684	212	1	30	28	10
6	2321	1526	2321	1036	16247	7	0	7	7	7	787.774	241.632	5.449	9.474	3.369	9.378	787.774	241.632	5.449	774	231	1	25	28	9
7	4378	2626	4378	1712	56914	13	0	13	13	13	741.557	179.122	5.850	11.787	4.117	11.920	741.537	179.122	5.850	725	161	2	34	36	9
8	408	586	408	273	1224	3	0	3	3	3	690.600	180.439	4.882	5.800	2.616	5.403	690.600	180.439	4.882	678	172	2	20	17	7
9	896	720	896	446	16128	18	0	18	18	18	764.760	189.077	5.489	5.961	1.630	5.795	764.760	189.077	5.489	759	179	2	12	18	8
10	3150	2008	3150	1272	63000	20	0	20	20	20	731.536	203.925	5.834	10.092	3.345	10.146	731.536	203.925	5.834	718	191	2	30	25	9
11	3713	2492	3713	1494	89112	24	0	24	24	24	646.280	216.703	5.985	11.744	4.757	11.600	646.280	216.703	5.985	625	195	2	35	38	9
12	2798	1558	2798	1019	83940	30	0	30	30	30	668.388	232.592	6.073	8.793	2.104	9.353	668.399	232.592	6.073	656	223	2	25	22	9
13	904	780	904	484	24408	27	0	27	27	27	723.532	229.056	5.795	6.160	1.768	6.195	723.533	229.056	5.795	715	223	2	15	16	8
14	2194	1646	2194	990	63626	29	0	29	29	29	739.939	228.721	6.067	8.936	2.940	9.150	739.930	228.721	6.067	730	216	2	26	25	9
15	5232	2874	5232	1906	193584	37	0	37	37	37	812.675	249.774	6.071	12.280	4.151	12.436	812.669	249.774	6.071	796	235	2	38	35	10
16	3808	2134	3808	1387	152320	40	0	40	40	40	727.469	252.203	5.686	10.414	3.143	10.810	727.469	252.203	5.686	714	239	2	27	31	9
17	1685	1120	1685	744	64030	38	0	38	38	38	692.950	248.226	6.040	7.523	1.973	7.772	692.955	248.226	6.040	685	241	2	19	19	9
18	1582	1086	1582	722	56952	36	0	36	36	36	779.255	251.275	5.772	7.288	1.873	7.503	779.255	251.275	5.772	768	244	2	21	18	9
19	1463	1018	1463	678	59983	41	0	41	41	41	676.251	248.595	6.478	7.062	1.843	7.160	676.245	248.595	6.478	667	238	2	17	19	10
20	1836	1432	1836	871	60588	33	0	33	33	33	762.824	243.312	5.680	8.342	2.791	8.420	762.816	243.312	5.680	748	231	2	25	23	9
21	2752	1716	2752	1141	115584	42	0	42	42	42	704.042	260.517	5.905	9.231	2.677	9.538	704.030	260.517	5.905	691	248	2	27	24	9
22	3502	2486	3502	1595	154088	44	0	44	44	44	666.547	263.241	6.216	11.987	4.970	11.176	666.561	263.241	6.216	647	249	2	44	30	9
23	2447	1758	2447	1159	105221	43	0	43	43	43	625.431	259.429	6.273	9.271	2.839	9.708	625.437	259.429	6.273	614	246	2	24	28	9
