 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	68.315	158.423	415	270	14711858	35450.262	18477.744	29012.000	12628	65535	99.311	481.039	3.605	2.378	0.622	2.504	99.247	480.775	3.635	94	474	1	13	15	6
2	40.989	90.745	249	151	8733122	35072.777	18352.234	31111.000	12555	65535	294.626	639.422	3.145	1.944	0.279	1.953	294.652	639.299	3.168	290	635	1	10	10	5
3	59.590	121.393	362	224	11890339	32846.242	16562.432	29621.000	12550	65535	303.017	725.251	3.182	2.138	0.312	2.143	302.954	725.016	3.199	297	720	1	13	11	5
4	20.577	56.509	125	92	3877273	31018.184	15103.668	25774.000	12548	65535	298.984	778.944	3.288	1.496	0.284	1.502	298.886	779.054	3.279	295	776	1	9	7	5
5	52.018	147.769	316	263	6840355	21646.693	8942.572	18838.000	12588	55633	602.253	416.930	5.500	2.811	1.031	2.800	602.944	416.470	5.203	592	411	2	19	14	7
6	46.257	112.432	281	189	9214626	32792.262	15678.301	29524.000	12625	65535	497.890	436.192	5.093	2.227	0.688	2.258	498.242	435.958	5.219	492	433	2	13	9	7
7	30.618	84.089	186	144	4953672	26632.645	10532.271	24914.000	12545	50969	526.710	442.032	3.704	1.728	0.475	1.665	526.698	442.171	3.688	521	437	2	12	11	4
8	28.972	79.816	176	124	5943560	33770.227	16787.391	31506.500	12602	65535	710.392	449.080	3.841	1.726	0.378	1.764	710.258	449.210	3.858	706	445	2	10	10	5
9	21.894	62.783	133	101	3443884	25893.865	11841.430	23767.000	12559	58128	484.729	465.286	3.774	1.551	0.382	1.537	484.668	465.478	3.715	482	461	2	8	10	4
10	50.866	113.463	309	210	8617439	27888.152	13688.266	23158.000	12548	65535	291.883	474.223	3.327	2.095	0.577	2.020	292.007	474.509	3.318	286	467	2	11	16	4
