 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	6388	3864	6388	2494	958200	150	0	150	150	150	355.405	772.543	6.682	14.361	5.417	14.015	355.409	772.541	6.682	327	754	2	51	45	10
2	5511	2774	5511	2008	187374	34	0	34	34	34	390.731	183.078	7.116	12.686	4.363	12.635	390.716	183.078	7.116	370	170	3	42	25	10
3	3924	2260	3924	1497	784800	200	0	200	200	200	368.185	195.466	7.169	11.242	3.977	11.249	368.175	195.466	7.169	351	178	3	31	36	10
4	3724	2280	3724	1512	130340	35	0	35	35	35	311.797	191.386	7.131	10.876	3.749	10.965	311.804	191.387	7.131	301	178	3	23	35	10
5	4588	2524	4588	1803	922188	201	0	201	201	201	405.771	198.764	8.014	12.966	5.420	12.417	405.770	198.763	8.014	383	185	3	47	22	10
6	1985	1288	1985	870	400970	202	0	202	202	202	386.078	212.768	7.967	8.091	2.305	7.978	386.075	212.768	7.967	372	205	3	22	21	10
7	1471	1182	1471	703	1471	1	0	1	1	1	334.712	210.701	6.432	7.794	2.758	7.691	334.712	210.701	6.432	325	198	3	18	26	8
8	3523	2118	3523	1427	133874	38	0	38	38	38	355.512	209.265	6.896	10.560	3.473	10.722	355.518	209.265	6.896	344	192	3	27	31	9
9	1598	1218	1598	769	63920	40	0	40	40	40	444.367	215.998	7.013	7.766	2.285	7.765	444.367	215.998	7.013	436	205	3	23	21	9
10	736	628	736	384	28704	39	0	39	39	39	341.450	220.340	6.630	5.465	1.319	5.278	341.450	220.340	6.630	334	212	3	14	14	8
11	3570	1962	3570	1313	146370	41	0	41	41	41	381.186	229.689	7.732	10.060	2.962	10.193	381.178	229.689	7.732	369	217	3	30	26	10
12	2261	1462	2261	990	101745	45	0	45	45	45	359.636	232.254	6.584	8.698	2.653	8.826	359.632	232.254	6.584	349	222	3	22	25	9
13	1687	1144	1687	770	70854	42	0	42	42	42	429.306	229.516	6.782	7.534	2.128	7.658	429.306	229.516	6.782	422	218	3	15	23	9
14	2295	1746	2295	986	477360	208	0	208	208	208	319.874	225.591	7.487	8.959	2.868	8.867	319.874	225.591	7.487	306	209	3	27	26	10
15	1905	1298	1905	886	81915	43	0	43	43	43	339.144	236.173	6.532	8.233	2.566	8.457	339.148	236.173	6.532	330	227	3	20	22	8
16	5766	3124	5766	2131	1222392	212	0	212	212	212	361.026	254.675	7.384	12.917	4.301	13.196	361.021	254.675	7.384	342	239	3	40	29	10
17	1445	1064	1445	666	69360	48	0	48	48	48	427.504	270.180	6.952	7.144	2.008	7.470	427.504	270.180	6.952	419	262	3	18	21	9
18	3796	2266	3796	1418	197392	52	0	52	52	52	401.197	289.114	7.607	10.619	3.241	10.675	401.192	289.114	7.607	390	274	3	27	32	10
19	2286	1362	2286	917	507492	222	0	222	222	222	379.755	293.917	7.508	8.459	2.345	8.451	379.760	293.918	7.508	367	286	3	25	19	10
20	754	570	754	359	39962	53	0	53	53	53	360.101	296.313	7.251	5.277	0.781	5.286	360.101	296.313	7.251	355	292	3	12	11	9
21	9619	4782	9619	3383	548283	57	0	57	57	57	340.763	311.914	6.910	15.861	5.314	16.659	340.757	311.913	6.910	318	287	3	43	45	10
22	1192	930	1192	585	3576	3	0	3	3	3	387.534	310.338	6.419	6.808	2.037	6.786	387.534	310.338	6.419	378	304	3	19	14	8
23	5354	3366	5354	2153	299824	56	0	56	56	56	372.418	320.970	7.583	14.081	6.017	13.160	372.418	320.970	7.583	360	298	3	31	54	10
24	571	526	571	322	2284	4	0	4	4	4	389.863	321.827	6.697	4.955	1.165	4.798	389.863	321.827	6.697	384	317	3	11	13	9
25	3809	2588	3809	1603	868452	228	0	228	228	228	319.253	334.305	6.994	11.937	5.280	11.373	319.247	334.304	6.994	305	303	3	28	46	10
26	3186	1822	3186	1302	191160	60	0	60	60	60	358.882	344.866	7.629	10.253	3.383	10.185	358.882	344.866	7.629	352	331	3	21	32	10
27	4504	2524	4504	1746	1031416	229	0	229	229	229	341.424	349.545	8.068	12.528	4.944	11.846	341.424	349.545	8.068	328	331	3	23	43	10
28	1972	1568	1972	956	9860	5	0	5	5	5	382.574	374.354	6.575	8.724	2.966	8.781	382.574	374.354	6.575	367	358	3	27	30	8
29	1766	1300	1766	775	10596	6	0	6	6	6	328.608	399.495	6.508	7.802	2.369	8.102	328.608	399.495	6.508	318	389	3	22	20	8
30	1140	1032	1140	573	7980	7	0	7	7	7	307.520	402.934	6.427	7.092	2.497	7.020	307.520	402.934	6.427	298	392	3	19	24	8
31	4169	2516	4169	1669	304337	73	0	73	73	73	383.353	430.626	6.992	11.797	4.268	11.836	383.349	430.625	6.992	372	413	3	26	38	9
32	3983	2376	3983	1549	1003716	252	0	252	252	252	352.334	447.520	8.111	11.041	3.711	11.079	352.339	447.520	8.111	341	426	3	27	38	10
33	1758	1290	1758	807	14064	8	0	8	8	8	365.391	435.385	6.879	8.403	3.193	7.923	365.391	435.385	6.879	359	418	3	12	34	10
34	4546	2482	4546	1658	336404	74	0	74	74	74	285.443	441.966	7.271	11.706	4.268	11.684	285.436	441.966	7.271	264	429	3	37	30	10
35	3826	2102	3826	1421	971804	254	0	254	254	254	271.500	455.683	7.442	10.799	3.630	10.785	271.502	455.685	7.442	260	438	3	27	31	9
36	3470	2074	3470	1386	260250	75	0	75	75	75	372.530	466.988	6.968	10.420	3.436	10.496	372.534	466.988	6.968	360	452	3	24	32	9
37	1348	1264	1348	760	12132	9	0	9	9	9	355.019	474.308	6.490	8.161	3.332	8.117	355.019	474.308	6.490	344	463	3	27	24	9
38	2113	1526	2113	927	164814	78	0	78	78	78	336.057	506.708	6.635	8.563	2.750	8.897	336.062	506.708	6.635	324	491	3	23	27	8
39	1445	1062	1445	598	121380	84	0	84	84	84	365.439	543.975	6.788	7.079	1.889	7.280	365.439	543.975	6.788	358	532	3	17	22	8
40	3151	2262	3151	1494	274137	87	0	87	87	87	276.760	557.354	6.858	12.262	5.603	11.596	276.764	557.355	6.858	250	547	3	51	22	8
41	787	672	787	382	71617	91	0	91	91	91	361.981	560.999	6.752	5.646	1.405	5.573	361.982	560.999	6.752	358	553	3	13	17	8
42	2259	1484	2259	990	207828	92	0	92	92	92	343.996	566.269	6.921	9.147	3.191	8.842	343.997	566.270	6.921	327	560	3	32	17	9
43	2385	1634	2385	1038	228960	96	0	96	96	96	281.673	582.145	6.807	8.998	2.784	9.305	281.673	582.145	6.807	269	570	3	26	24	9
44	3437	2096	3437	1376	333389	97	0	97	97	97	373.234	581.718	7.111	10.723	3.726	10.596	373.230	581.718	7.111	362	564	3	31	30	9
45	3144	1848	3144	1231	308112	98	0	98	98	98	349.490	586.746	7.226	9.975	3.274	9.903	349.484	586.746	7.226	334	571	3	27	29	9
46	1998	1332	1998	843	205794	103	0	103	103	103	362.631	604.605	7.052	8.116	2.340	8.416	362.634	604.605	7.052	353	595	3	19	25	9
47	2272	1760	2272	1127	238560	105	0	105	105	105	345.254	612.000	6.934	9.530	3.382	9.439	345.252	611.999	6.934	331	600	3	30	25	8
48	2848	2106	2848	1315	301888	106	0	106	106	106	399.488	619.973	6.571	10.521	4.091	10.195	399.483	619.973	6.571	384	609	3	40	29	8
49	2636	1600	2636	1124	34268	13	0	13	13	13	405.924	640.036	6.183	9.160	2.695	9.677	405.924	640.036	6.183	394	630	3	24	23	8
50	3159	1980	3159	1335	366444	116	0	116	116	116	445.643	650.895	7.204	10.272	3.441	10.406	445.635	650.895	7.204	434	636	3	28	27	9
51	1998	1306	1998	902	259740	130	0	130	130	130	428.287	687.234	7.035	8.809	3.319	8.284	428.282	687.232	7.035	409	680	3	35	14	9
52	1493	1042	1493	712	192597	129	0	129	129	129	283.655	684.191	6.788	7.349	2.111	7.553	283.653	684.192	6.788	273	677	3	20	19	8
53	1635	1542	1635	839	215820	132	0	132	132	132	380.146	688.303	6.939	8.773	3.488	8.556	380.143	688.303	6.939	365	675	3	29	28	8
54	5500	3204	5500	2232	737000	134	0	134	134	134	275.781	705.105	7.110	13.135	4.624	13.495	275.787	705.107	7.110	254	691	3	45	32	9
55	4692	2984	4692	1879	1407600	300	0	300	300	300	333.892	718.187	7.529	12.612	4.940	12.123	333.896	718.189	7.529	312	696	3	39	46	10
56	3545	1920	3545	1360	496300	140	0	140	140	140	386.414	728.611	7.300	10.171	2.987	10.311	386.422	728.611	7.300	373	715	3	28	24	9
57	2890	1674	2890	1135	398820	138	0	138	138	138	363.636	724.053	7.478	9.378	2.840	9.288	363.632	724.055	7.478	353	708	3	21	30	9
58	3402	2078	3402	1439	489888	144	0	144	144	144	314.474	741.283	6.971	10.472	3.405	10.733	314.474	741.282	6.971	303	726	3	28	35	9
59	4701	2638	4701	1860	686346	146	0	146	146	146	387.442	749.439	7.035	12.515	4.685	12.378	387.437	749.438	7.035	367	738	3	40	28	9
60	4793	2804	4793	1890	685399	143	0	143	143	143	286.733	743.457	7.246	12.721	4.885	12.675	286.736	743.456	7.246	268	721	3	35	40	9
61	1265	892	1265	577	187220	148	0	148	148	148	377.824	759.455	6.813	6.614	1.502	6.682	377.824	759.455	6.813	368	754	3	17	16	9
62	1446	1116	1446	685	219792	152	0	152	152	152	372.280	785.104	6.988	7.808	2.841	7.290	372.280	785.104	6.988	365	771	3	15	30	9
63	1029	860	1029	539	15435	15	0	15	15	15	346.841	790.390	5.804	7.229	2.883	6.661	346.841	790.390	5.804	337	779	3	18	21	7
64	4147	2766	4147	1693	634491	153	0	153	153	153	329.829	799.375	7.189	11.473	3.780	11.667	329.828	799.375	7.189	312	782	3	42	33	10
65	1640	1066	1640	710	255840	156	0	156	156	156	332.876	829.464	6.913	7.317	1.849	7.493	332.878	829.464	6.913	323	822	3	21	15	9
66	5754	3628	5754	2246	891870	155	0	155	155	155	352.111	814.889	7.320	13.508	5.099	13.472	352.113	814.889	7.320	328	798	3	50	38	9
67	4285	2424	4285	1724	681315	159	0	159	159	159	347.867	843.420	6.960	12.209	4.595	12.199	347.867	843.433	6.960	329	825	3	37	31	9
68	4983	2740	4983	1904	812229	163	0	163	163	163	400.001	852.026	7.058	12.644	4.723	12.188	400.002	852.021	7.058	387	829	3	29	41	9
69	2161	1376	2161	875	345760	160	0	160	160	160	318.655	843.279	7.412	8.201	2.165	8.599	318.655	843.279	7.412	306	830	3	22	23	9
70	1970	1358	1970	930	31520	16	0	16	16	16	325.719	859.540	6.619	8.803	3.227	8.655	325.719	859.540	6.619	307	851	3	29	21	9
