Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
679	1058	679	471	30512	44.937	1.650	45.000	2	45	1002.651	135.152	5.951	5.434	1.882	5.258	1002.645	135.150	5.958	992	128	1	19	17	12
228	396	228	165	912	4.000	0.000	4.000	4	4	1012.088	139.474	3.645	3.633	1.005	3.657	1012.088	139.474	3.645	1007	135	1	11	11	7
321	532	321	227	1605	5.000	0.000	5.000	5	5	964.184	137.639	6.072	4.364	1.534	4.219	964.184	137.639	6.072	960	132	1	11	11	12
281	470	281	188	12883	45.847	2.565	46.000	3	46	987.633	136.278	4.726	3.882	0.989	3.795	987.636	136.268	4.738	982	132	1	12	9	10
210	364	210	149	516600	2460.000	0.000	2460.000	2460	2460	984.929	142.781	6.762	3.542	1.021	3.572	984.930	142.781	6.762	981	140	1	9	7	11
230	384	230	162	1610	7.000	0.000	7.000	7	7	994.096	145.204	4.530	3.401	0.827	3.428	994.096	145.204	4.530	990	141	1	9	8	9
490	646	490	301	3920	8.000	0.000	8.000	8	8	964.910	149.024	5.890	4.931	1.396	4.690	964.910	149.024	5.890	958	144	1	13	12	13
102	184	102	73	918	9.000	0.000	9.000	9	9	977.324	147.794	2.892	2.549	0.527	2.582	977.324	147.794	2.892	974	145	1	7	7	5
242	486	242	190	2662	11.000	0.000	11.000	11	11	1015.545	151.459	3.884	4.081	1.508	3.947	1015.545	151.459	3.884	1012	146	1	8	15	8
250	412	250	175	2500	10.000	0.000	10.000	10	10	1005.500	148.308	5.224	3.683	1.074	3.681	1005.500	148.308	5.224	1002	143	1	8	11	9
289	482	289	204	3470	12.007	0.118	12.000	12	14	992.194	153.844	4.682	4.193	1.357	4.204	992.193	153.845	4.680	987	150	1	10	13	10
284	494	284	198	3692	13.000	0.000	13.000	13	13	974.109	153.958	4.007	4.251	1.608	3.955	974.109	153.958	4.007	969	149	1	17	11	10
109	180	109	77	1639	15.037	0.383	15.000	15	19	950.119	159.936	3.101	2.645	0.514	2.485	950.124	159.941	3.096	947	158	1	8	5	5
109	200	109	83	1744	16.000	0.000	16.000	16	16	962.642	159.569	2.862	2.690	0.666	2.679	962.642	159.569	2.862	960	156	1	7	8	5
76	146	76	64	1368	18.000	0.000	18.000	18	18	984.434	160.539	3.250	2.308	0.570	2.337	984.434	160.539	3.250	983	158	1	5	6	5
102	186	102	75	1734	17.000	0.000	17.000	17	17	942.716	160.480	3.216	2.560	0.585	2.506	942.716	160.480	3.216	940	157	1	6	8	5
331	514	331	224	6951	21.000	0.000	21.000	21	21	978.242	164.208	5.707	4.032	1.033	4.030	978.242	164.208	5.707	974	159	1	9	12	11
196	360	196	163	4900	25.000	0.000	25.000	25	25	969.949	172.398	3.158	3.895	1.566	3.791	969.949	172.398	3.158	966	167	1	11	12	5
479	666	479	313	27207	56.800	2.533	57.000	23	57	950.359	171.741	3.919	5.120	1.761	5.018	950.356	171.747	3.929	944	164	1	13	20	8
99	182	99	81	5808	58.667	3.317	59.000	26	59	983.303	170.758	3.192	2.680	0.834	2.573	983.293	170.756	3.204	980	167	1	8	8	5
702	1012	702	450	22464	32.000	0.000	32.000	32	32	998.420	179.594	5.950	5.752	1.722	5.537	998.420	179.594	5.950	992	172	1	16	16	12
86	204	86	77	4209	48.942	184.933	29.000	29	1744	961.105	175.581	3.081	2.669	0.977	2.585	962.284	175.344	3.863	957	173	1	10	6	5
286	442	286	195	9724	34.000	0.000	34.000	34	34	990.301	196.958	3.811	4.001	1.116	3.928	990.301	196.958	3.811	985	192	1	11	11	7
226	340	226	152	7910	35.000	0.000	35.000	35	35	979.221	200.717	4.243	3.460	0.786	3.448	979.221	200.717	4.243	975	197	1	9	9	8
314	462	314	206	11928	37.987	0.159	38.000	36	38	1002.404	205.809	5.217	4.055	1.076	3.950	1002.405	205.810	5.218	998	201	1	9	11	10
658	1006	658	442	24346	37.000	0.000	37.000	37	37	954.891	205.894	4.438	6.485	2.566	6.276	954.888	205.894	4.438	947	196	1	19	25	10
371	538	371	233	14469	39.000	0.000	39.000	39	39	780.811	264.954	4.593	4.807	1.721	4.457	780.811	264.954	4.593	774	257	1	13	15	8
114	192	114	78	7123	62.482	240.047	40.000	40	2603	1001.649	301.070	4.009	2.650	0.436	2.617	1002.495	300.325	4.725	999	298	1	6	7	7
295	504	295	211	12095	41.000	0.000	41.000	41	41	783.027	306.834	6.207	4.228	1.325	4.334	783.027	306.834	6.207	779	301	1	10	12	13
487	604	487	275	84120	172.731	5.936	173.000	42	173	1011.552	403.577	5.688	4.578	0.833	4.537	1011.548	403.576	5.695	1005	399	1	12	10	12
102	178	102	81	4386	43.000	0.000	43.000	43	43	892.010	453.010	4.392	2.725	0.837	2.751	892.010	453.010	4.392	890	450	1	5	7	8
412	564	412	259	18128	44.000	0.000	44.000	44	44	818.087	477.553	4.434	4.803	1.586	4.758	818.087	477.553	4.434	813	471	1	13	13	11
