 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	3402	2100	3402	1206	248346	73	0	73	73	73	545.413	587.771	9.154	10.075	3.148	9.768	545.410	587.771	9.154	533	573	3	28	26	13
2	6548	3312	6548	2121	517292	79	0	79	79	79	729.308	599.436	8.772	12.595	3.689	12.829	729.308	599.438	8.772	714	580	3	28	37	12
3	934	718	934	443	14010	15	0	15	15	15	759.418	617.636	7.969	5.735	1.026	5.837	759.418	617.636	7.969	754	612	3	12	14	12
4	1207	1154	1207	590	106216	88	0	88	88	88	810.668	614.934	8.539	7.663	3.155	6.987	810.668	614.934	8.539	801	604	3	24	22	11
5	3534	2268	3534	1325	332196	94	0	94	94	94	774.557	626.636	9.059	10.572	4.155	9.884	774.563	626.636	9.059	759	609	3	39	33	13
6	3246	1940	3246	1140	301878	93	0	93	93	93	742.800	630.760	9.278	9.397	2.370	9.616	742.798	630.762	9.278	730	621	3	27	24	12
7	2650	1720	2650	979	257050	97	0	97	97	97	794.718	631.174	9.176	8.747	2.074	8.805	794.717	631.176	9.176	787	618	3	19	26	13
8	2962	1922	2962	1100	793816	268	0	268	268	268	781.724	644.822	9.409	9.771	3.463	9.227	781.726	644.822	9.409	769	620	3	24	37	13
9	3334	2180	3334	1167	340068	102	0	102	102	102	755.931	648.138	8.773	9.668	2.495	9.843	755.936	648.139	8.773	744	635	3	25	30	12
10	4516	2520	4516	1533	465148	103	0	103	103	103	821.226	650.721	9.433	11.024	3.258	11.184	821.227	650.722	9.433	807	638	3	28	30	12
11	2163	1310	2163	833	229278	106	0	106	106	106	879.411	655.522	8.893	7.986	1.761	8.030	879.407	655.521	8.893	872	647	3	21	19	12
12	4108	2360	4108	1488	86268	21	0	21	21	21	854.566	670.908	8.830	10.975	3.593	10.695	854.551	670.910	8.830	838	662	3	37	21	12
13	3039	1740	3039	1144	367719	121	0	121	121	121	701.003	682.088	8.788	9.100	2.201	9.207	701.002	682.087	8.788	688	674	3	25	21	14
14	2549	1532	2549	1006	61176	24	0	24	24	24	893.652	676.065	8.689	8.691	2.327	9.049	893.652	676.065	8.689	883	665	3	22	20	11
15	4190	2938	4190	1723	511180	122	0	122	122	122	825.180	683.744	8.859	11.945	4.341	11.554	825.176	683.744	8.859	814	661	3	24	42	12
16	3283	2156	3283	1301	91924	28	0	28	28	28	849.899	703.545	8.180	10.051	3.074	10.170	849.908	703.545	8.180	834	693	3	29	27	11
