Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
262	380	262	172	2718	10.374	135.546	2	2	2196	526.763	638.118	5.691	3.757	0.973	3.647	527.762	638.023	8.362	522	634	2	9	11	9
675	868	675	407	2025	3.000	0.000	3	3	3	271.677	671.019	5.644	5.523	1.545	5.565	271.677	671.019	5.644	264	665	2	17	15	10
316	490	316	215	1264	4.000	0.000	4	4	4	290.060	670.152	4.864	4.554	1.714	4.312	290.060	670.152	4.864	285	662	2	11	18	7
548	742	548	345	2740	5.000	0.000	5	5	5	259.131	701.285	5.038	5.431	1.793	5.269	259.131	701.285	5.038	250	693	2	17	15	9
190	288	190	132	1140	6.000	0.000	6	6	6	255.026	711.853	4.721	3.263	0.733	3.240	255.026	711.853	4.721	251	708	2	9	10	7
527	898	527	402	3689	7.000	0.000	7	7	7	312.467	725.786	5.421	5.481	2.001	5.523	312.467	725.786	5.421	306	718	2	16	18	10
472	666	472	300	253877	537.875	24.441	539	8	539	129.049	757.460	4.903	5.245	1.898	5.131	129.045	757.456	4.909	121	752	2	18	12	7
835	1102	835	526	7515	9.000	0.000	9	9	9	210.511	772.363	5.339	6.232	2.114	6.142	210.511	772.363	5.339	199	765	2	21	20	9
421	682	421	296	4210	10.000	0.000	10	10	10	132.428	875.387	6.280	4.819	1.633	4.680	132.428	875.387	6.280	127	867	2	11	17	10
89	186	89	81	979	11.000	0.000	11	11	11	505.112	548.910	4.753	2.844	1.140	2.789	505.112	548.910	4.753	502	546	3	9	8	5
1063	1196	1063	567	20849	19.613	85.205	17	17	2795	448.312	557.854	7.275	6.430	1.775	6.484	448.271	557.607	7.904	440	551	3	17	17	10
446	546	446	261	5352	12.000	0.000	12	12	12	460.688	553.386	7.123	4.424	0.909	4.404	460.688	553.386	7.123	456	549	3	11	10	9
1190	1472	1190	689	1369398	1150.755	8.523	1151	857	1153	481.546	552.723	7.555	7.223	2.399	7.137	481.545	552.720	7.555	471	543	3	22	22	9
378	558	378	253	5292	14.000	0.000	14	14	14	495.019	557.524	5.942	4.983	1.980	4.461	495.019	557.524	5.942	488	549	3	14	17	8
254	414	254	180	467614	1841.000	0.000	1841	1841	1841	433.260	556.661	6.807	3.818	1.096	3.778	433.259	556.662	6.807	428	553	3	11	7	8
322	432	322	201	4830	15.000	0.000	15	15	15	468.115	558.245	6.416	3.997	0.850	3.921	468.115	558.245	6.416	464	553	3	9	12	8
475	700	475	306	8550	18.000	0.000	18	18	18	458.356	565.145	6.375	5.075	1.861	4.737	458.356	565.145	6.375	448	560	3	19	10	8
23	90	23	23	25626	1114.174	313.729	1303	19	1303	519.522	565.478	4.522	2.063	0.889	1.691	519.170	565.288	4.609	517	564	3	7	5	4
