 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1797	1356	1797	852	1797	1	0	1	1	1	958.761	161.338	6.896	7.980	2.637	7.710	958.761	161.338	6.896	952	151	1	19	26	14
2	1544	1030	1544	597	3088	2	0	2	2	2	988.761	171.168	6.046	6.994	1.628	7.364	988.761	171.168	6.046	980	163	1	18	18	9
3	965	840	965	458	2895	3	0	3	3	3	966.743	202.656	6.139	6.115	1.697	6.136	966.743	202.656	6.139	958	195	1	18	17	9
4	3356	1906	3356	1176	23492	7	0	7	7	7	783.201	209.758	8.220	9.624	2.532	9.701	783.206	209.758	8.220	772	195	2	24	29	12
5	2013	1462	2013	818	16104	8	0	8	8	8	787.499	257.275	7.330	7.985	2.150	8.262	787.499	257.275	7.330	776	247	2	24	21	13
6	2448	1476	2448	831	83232	34	0	34	34	34	996.682	318.440	8.582	8.192	1.790	8.674	996.667	318.440	8.582	986	308	2	22	21	12
7	4795	2924	4795	1776	95900	20	0	20	20	20	939.663	155.965	8.161	12.123	4.231	12.045	939.642	155.965	8.161	919	138	3	36	40	12
8	3087	1964	3087	1116	188307	61	0	61	61	61	918.872	172.700	9.919	9.533	2.742	9.575	918.869	172.700	9.919	907	160	3	25	28	13
9	5191	2862	5191	1785	119393	23	0	23	23	23	807.945	200.793	8.707	11.791	3.597	12.176	807.960	200.794	8.707	792	189	3	35	29	13
10	4469	2544	4469	1446	290485	65	0	65	65	65	746.979	213.201	8.944	10.911	3.164	11.074	746.976	213.201	8.944	734	197	3	27	33	12
11	1793	1172	1793	659	48411	27	0	27	27	27	775.620	244.514	8.426	7.322	1.489	7.439	775.627	244.514	8.426	768	236	3	19	20	12
12	1895	1248	1895	737	7580	4	0	4	4	4	696.966	270.246	6.458	7.644	2.018	8.066	696.966	270.246	6.458	687	260	3	21	21	8
13	1396	1048	1396	597	39088	28	0	28	28	28	772.393	266.056	7.560	6.770	1.496	6.871	772.393	266.056	7.560	766	257	3	16	19	11
14	1378	1006	1378	597	12402	9	0	9	9	9	710.123	286.576	6.664	6.897	1.859	7.233	710.123	286.576	6.664	702	277	3	18	19	8
15	1468	1058	1468	628	108632	74	0	74	74	74	502.102	316.429	8.877	7.008	1.741	7.223	502.098	316.429	8.877	493	310	3	19	17	12
16	1850	1248	1850	740	155400	84	0	84	84	84	1000.631	366.128	8.950	7.587	1.905	7.971	1000.621	366.128	8.950	991	357	3	19	19	11
17	1874	1166	1874	707	76834	41	0	41	41	41	795.856	403.033	7.596	7.524	1.740	7.934	795.849	403.033	7.596	788	394	3	18	19	9
18	3029	1786	3029	1077	151450	50	0	50	50	50	865.040	470.191	8.295	9.275	2.405	9.232	865.028	470.192	8.295	854	461	3	25	20	12
19	2369	1544	2369	874	113712	48	0	48	48	48	744.483	467.199	7.855	8.318	2.169	8.803	744.483	467.199	7.855	731	457	3	26	22	11
20	3002	1922	3002	1165	165110	55	0	55	55	55	718.256	500.576	8.549	9.663	3.015	9.752	718.260	500.574	8.549	708	485	3	22	30	11
21	3816	2516	3816	1465	477000	125	0	125	125	125	406.523	531.184	9.416	11.041	3.724	10.932	406.522	531.184	9.416	387	516	3	33	32	12
22	3725	2506	3725	1448	484250	130	0	130	130	130	393.965	553.022	9.124	10.575	3.287	10.703	393.961	553.021	9.124	378	536	3	30	33	12
23	684	648	684	346	4104	6	0	6	6	6	1014.887	155.301	7.197	5.499	1.690	5.390	1014.887	155.301	7.197	1009	147	4	11	19	7
24	1016	774	1016	481	21336	21	0	21	21	21	962.877	173.656	8.318	6.155	1.559	6.327	962.874	173.656	8.318	956	169	4	17	12	10
25	2040	1428	2040	829	44880	22	0	22	22	22	776.798	192.537	8.125	8.404	2.808	7.967	776.799	192.537	8.125	759	184	4	32	15	12
26	1721	1160	1721	689	41304	24	0	24	24	24	959.815	215.489	8.247	7.366	1.800	7.734	959.815	215.489	8.247	950	207	4	20	18	10
27	1651	1142	1651	657	41275	25	0	25	25	25	691.294	221.812	7.793	7.240	1.856	7.651	691.287	221.812	7.793	682	213	4	20	19	8
28	2541	1762	2541	1023	167706	66	0	66	66	66	737.132	231.721	9.037	9.815	3.664	9.531	737.123	231.721	9.037	723	218	4	32	26	11
29	2302	1522	2302	896	59852	26	0	26	26	26	670.151	243.332	8.777	8.771	2.782	8.477	670.145	243.332	8.777	656	233	4	27	22	10
30	1966	1246	1966	722	58980	30	0	30	30	30	780.000	279.493	7.966	7.538	1.707	7.913	780.007	279.493	7.966	770	270	4	20	19	9
31	1262	922	1262	540	39122	31	0	31	31	31	800.628	291.275	8.494	6.552	1.680	6.999	800.635	291.275	8.494	793	283	4	17	17	9
