Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
245	364	245	166	245	1.000	0.000	1.000	1	1	884.563	471.673	5.412	3.870	1.232	3.744	884.563	471.673	5.412	880	468	2	11	9	8
145	244	145	108	290	2.000	0.000	2.000	2	2	838.117	525.248	4.903	2.942	0.725	3.009	838.117	525.248	4.903	834	522	2	9	7	7
436	700	436	312	133983	307.300	14.607	308.000	3	308	840.874	555.732	4.484	5.303	2.122	5.087	840.872	555.726	4.490	835	546	2	14	20	7
306	392	306	188	1224	4.000	0.000	4.000	4	4	426.333	171.059	5.980	4.068	1.145	4.092	426.333	171.059	5.980	422	166	3	9	12	7
62	120	62	62	310	5.000	0.000	5.000	5	5	541.548	208.677	6.113	2.190	0.744	2.275	541.548	208.677	6.113	541	206	3	3	7	7
50	100	50	45	300	6.000	0.000	6.000	6	6	560.920	231.280	5.140	1.922	0.505	1.925	560.920	231.280	5.140	560	229	3	3	6	5
169	270	169	120	1183	7.000	0.000	7.000	7	7	556.882	247.296	6.166	3.344	0.996	3.275	556.882	247.296	6.166	552	243	3	10	8	8
316	416	316	196	183024	579.190	32.178	581.000	9	581	588.288	254.864	6.054	4.131	1.194	4.049	588.282	254.867	6.063	583	250	3	11	12	7
251	396	251	182	2508	9.992	0.126	10.000	8	10	557.677	255.283	5.693	3.837	1.207	3.799	557.680	255.284	5.695	553	252	3	12	9	8
255	358	255	161	3060	12.000	0.000	12.000	12	12	600.741	257.733	6.745	3.668	0.789	3.575	600.741	257.733	6.745	597	253	3	9	10	10
265	338	265	160	3445	13.000	0.000	13.000	13	13	593.328	262.879	6.449	3.703	0.741	3.704	593.328	262.879	6.449	590	258	3	8	10	8
301	464	301	207	4214	14.000	0.000	14.000	14	14	616.382	264.485	7.864	4.251	1.451	4.233	616.382	264.485	7.864	611	260	3	11	10	12
502	716	502	326	7530	15.000	0.000	15.000	15	15	197.126	270.281	7.050	4.897	1.460	4.760	197.126	270.281	7.050	190	263	3	14	14	11
72	144	72	67	1152	16.000	0.000	16.000	16	16	593.083	276.389	4.764	2.379	0.800	2.402	593.083	276.389	4.764	592	273	3	5	8	5
120	202	120	86	227040	1892.000	0.000	1892.000	1892	1892	588.267	274.433	6.508	2.732	0.616	2.713	588.266	274.433	6.508	585	271	3	7	9	7
36	88	36	36	612	17.000	0.000	17.000	17	17	626.833	279.056	4.528	1.910	0.838	1.777	626.833	279.056	4.528	623	277	3	8	5	3
92	152	92	64	1656	18.000	0.000	18.000	18	18	617.185	289.250	5.087	2.441	0.419	2.420	617.185	289.250	5.087	614	287	3	7	5	5
379	614	379	278	559767	1476.958	772.354	2206.000	19	2206	575.280	302.459	6.623	4.601	1.499	4.731	576.657	303.192	7.002	569	296	3	13	13	10
619	766	619	363	416552	672.943	26.287	674.000	20	674	383.964	305.170	7.703	5.171	1.385	5.198	383.965	305.168	7.710	376	300	3	15	14	11
47	114	47	45	987	21.000	0.000	21.000	21	21	602.532	316.574	4.489	2.021	0.764	1.739	602.532	316.574	4.489	599	314	3	7	6	3
179	280	179	124	3938	22.000	0.000	22.000	22	22	716.296	321.078	5.760	3.282	0.917	3.340	716.296	321.078	5.760	711	317	3	11	9	6
70	148	70	64	1610	23.000	0.000	23.000	23	23	703.586	323.429	4.886	2.254	0.677	2.350	703.586	323.429	4.886	702	320	3	5	7	5
388	610	388	267	9312	24.000	0.000	24.000	24	24	724.466	329.964	6.387	4.811	1.653	4.695	724.466	329.964	6.387	718	325	3	12	13	11
212	412	212	163	5300	25.000	0.000	25.000	25	25	626.943	333.203	6.981	3.582	1.094	3.607	626.943	333.203	6.981	623	329	3	11	9	9
78	150	78	66	56929	729.859	80.731	739.000	26	739	714.680	340.077	4.936	2.367	0.689	2.328	714.651	340.090	4.960	711	338	3	8	5	4
187	256	187	123	5049	27.000	0.000	27.000	27	27	666.059	342.289	5.754	3.274	0.765	3.249	666.059	342.289	5.754	663	338	3	7	9	6
91	158	91	71	2548	28.000	0.000	28.000	28	28	731.978	340.648	4.912	2.478	0.632	2.397	731.978	340.648	4.912	729	338	3	8	6	5
195	294	195	134	5655	29.000	0.000	29.000	29	29	611.708	341.323	6.215	3.476	1.086	3.346	611.708	341.323	6.215	606	338	3	12	7	7
152	248	152	108	4712	31.000	0.000	31.000	31	31	724.836	346.572	5.572	3.149	0.862	3.085	724.836	346.572	5.572	722	342	3	7	10	7
318	442	318	210	10176	32.000	0.000	32.000	32	32	711.208	348.767	5.673	4.079	1.205	4.287	711.208	348.767	5.673	705	344	3	12	11	7
71	134	71	59	2414	34.000	0.000	34.000	34	34	741.620	350.254	5.014	2.199	0.534	2.122	741.620	350.254	5.014	739	348	3	6	6	5
111	202	111	84	3663	33.000	0.000	33.000	33	33	621.568	350.162	5.730	2.739	0.732	2.664	621.568	350.162	5.730	619	347	3	6	8	7
57	122	57	52	1995	35.000	0.000	35.000	35	35	753.632	350.474	4.579	2.127	0.661	2.124	753.632	350.474	4.579	752	348	3	5	6	5
211	294	211	133	7596	36.000	0.000	36.000	36	36	739.573	357.592	6.469	3.379	0.685	3.482	739.573	357.592	6.469	736	354	3	8	7	8
176	294	176	139	396528	2253.000	0.000	2253.000	2253	2253	746.398	354.239	6.841	3.543	1.277	3.396	746.398	354.239	6.841	744	348	3	6	13	8
337	478	337	222	16032	47.573	194.089	37.000	37	3600	715.279	359.484	6.700	4.231	1.240	4.075	716.106	359.598	7.434	709	355	3	12	9	8
315	518	315	214	71961	228.448	853.063	38.000	38	4039	404.124	361.013	7.063	4.433	1.576	4.168	406.855	357.668	11.346	400	354	3	11	13	12
621	972	621	445	31671	51.000	176.068	41.000	41	3146	742.575	369.634	6.151	6.636	2.976	5.945	742.364	368.824	6.808	731	362	3	20	19	8
369	612	369	278	332016	899.772	1086.000	42.000	42	2271	468.732	372.734	6.393	4.817	1.800	4.665	472.465	374.303	7.321	462	368	3	16	10	9
696	830	696	380	27844	40.006	0.152	40.000	40	44	600.078	369.161	7.463	5.650	1.915	5.458	600.078	369.161	7.462	587	363	3	21	13	10
186	328	186	141	246715	1326.425	1105.765	2274.000	43	2274	455.844	373.828	6.371	3.768	1.354	3.740	456.646	376.101	7.170	452	368	3	8	12	8
213	336	213	147	9799	46.005	0.069	46.000	46	47	698.230	378.944	6.690	3.532	1.006	3.449	698.230	378.944	6.690	694	375	3	11	10	8
194	304	194	140	9312	48.000	0.000	48.000	48	48	609.634	377.165	5.887	3.504	1.017	3.477	609.634	377.165	5.887	605	371	3	10	12	6
115	190	115	84	5635	49.000	0.000	49.000	49	49	443.304	382.330	5.122	2.652	0.545	2.671	443.304	382.330	5.122	440	379	3	7	8	5
438	650	438	299	22338	51.000	0.000	51.000	51	51	624.484	385.226	6.400	4.878	1.567	4.889	624.484	385.226	6.400	618	378	3	13	15	10
536	796	536	375	440355	821.558	33.388	823.000	50	823	726.058	382.649	7.151	5.880	2.444	5.410	726.062	382.647	7.158	720	370	3	12	23	9
107	246	107	96	5564	52.000	0.000	52.000	52	52	641.748	384.103	5.439	3.573	1.383	3.471	641.748	384.103	5.439	639	378	3	8	12	6
76	140	76	60	4028	53.000	0.000	53.000	53	53	815.803	386.408	5.184	2.291	0.574	2.245	815.803	386.408	5.184	813	385	3	7	4	5
136	270	136	109	112184	824.882	1198.660	54.000	54	2675	772.588	386.037	5.985	3.313	1.144	3.276	772.763	383.059	8.078	770	381	3	7	10	7
175	246	175	120	9800	56.000	0.000	56.000	56	56	703.583	390.777	5.709	3.124	0.594	3.035	703.583	390.777	5.709	701	388	3	8	7	7
112	222	112	99	91740	819.107	103.495	833.000	55	833	758.152	389.045	5.920	2.769	0.877	2.590	758.112	389.028	5.969	755	385	3	9	8	7
273	406	273	185	15561	57.000	0.000	57.000	57	57	809.223	394.546	5.656	4.216	1.529	4.104	809.223	394.546	5.656	803	390	3	14	10	7
263	346	263	158	15254	58.000	0.000	58.000	58	58	768.133	395.395	6.920	3.803	0.952	3.652	768.133	395.395	6.920	765	390	3	8	11	8
86	162	86	63	5074	59.000	0.000	59.000	59	59	794.674	397.384	5.570	2.454	0.561	2.425	794.674	397.384	5.570	792	396	3	6	5	7
185	316	185	139	11285	61.000	0.000	61.000	61	61	842.465	398.200	5.757	3.757	1.440	3.600	842.465	398.200	5.757	837	395	3	13	8	7
648	832	648	401	46008	71.000	0.000	71.000	71	71	818.367	410.969	6.410	5.964	2.282	5.634	818.370	410.969	6.410	808	403	3	23	14	8
148	262	148	128	291116	1967.000	0.000	1967.000	1967	1967	667.595	404.858	6.338	3.503	1.515	3.332	667.594	404.858	6.338	662	404	3	14	3	9
569	796	569	361	941915	1655.387	94.598	1661.000	64	1661	752.870	408.568	6.615	5.176	1.733	5.149	752.873	408.572	6.626	744	401	3	17	16	9
73	134	73	55	4599	63.000	0.000	63.000	63	63	828.233	406.233	5.247	2.223	0.348	2.258	828.233	406.233	5.247	826	404	3	6	6	5
437	604	437	289	29716	68.000	0.000	68.000	68	68	667.858	412.794	5.600	4.781	1.384	4.907	667.858	412.794	5.600	661	408	3	14	13	7
93	160	93	66	6510	70.000	0.000	70.000	70	70	799.903	410.903	5.204	2.484	0.509	2.419	799.903	410.903	5.204	797	408	3	6	6	6
371	600	371	269	26712	72.000	0.000	72.000	72	72	598.666	412.652	7.173	4.394	1.519	4.301	598.666	412.652	7.173	593	408	3	16	10	8
6	26	6	6	438	73.000	0.000	73.000	73	73	825.167	414.333	3.667	1.040	0.451	0.941	825.167	414.333	3.667	825	413	3	2	4	2
400	570	400	251	30400	76.000	0.000	76.000	76	76	604.870	420.263	7.307	4.481	1.240	4.387	604.870	420.263	7.307	597	416	3	15	10	11
78	140	78	61	5850	75.000	0.000	75.000	75	75	753.064	419.526	5.436	2.246	0.433	2.203	753.064	419.526	5.436	750	418	3	7	5	6
71	142	71	56	5467	77.000	0.000	77.000	77	77	808.662	419.831	4.380	2.299	0.638	2.265	808.662	419.831	4.380	805	418	3	8	5	4
553	736	553	349	43687	79.000	0.000	79.000	79	79	671.295	424.165	6.570	5.447	1.978	5.119	671.297	424.165	6.570	663	420	3	19	11	8
230	356	230	159	17940	78.000	0.000	78.000	78	78	686.587	419.796	7.330	3.686	1.112	3.704	686.587	419.796	7.330	681	416	3	10	8	11
73	136	73	56	5913	81.000	0.000	81.000	81	81	825.630	422.795	5.000	2.261	0.506	2.239	825.630	422.795	5.000	823	420	3	6	6	5
302	468	302	214	501460	1660.464	129.258	1671.000	80	1671	743.662	423.917	5.858	4.406	1.688	4.324	743.670	423.923	5.873	737	421	3	15	9	7
192	284	192	129	15744	82.000	0.000	82.000	82	82	719.161	425.026	6.885	3.255	0.732	3.177	719.161	425.026	6.885	716	422	3	9	6	9
94	150	94	69	7802	83.000	0.000	83.000	83	83	818.745	423.840	5.745	2.451	0.416	2.420	818.745	423.840	5.745	817	422	3	5	5	6
316	456	316	215	26860	85.000	0.000	85.000	85	85	783.510	428.196	5.592	4.125	1.203	4.301	783.509	428.196	5.592	779	423	3	11	12	7
77	146	77	58	6468	84.000	0.000	84.000	84	84	833.416	425.753	4.662	2.387	0.599	2.329	833.416	425.753	4.662	830	423	3	7	6	4
150	284	150	116	12900	86.000	0.000	86.000	86	86	841.093	427.093	6.620	3.336	1.049	3.474	841.093	427.093	6.620	838	424	3	8	7	9
67	138	67	57	5829	87.000	0.000	87.000	87	87	749.701	429.179	4.836	2.243	0.650	2.123	749.701	429.179	4.836	747	428	3	7	4	6
771	1050	771	502	751623	974.868	1090.275	91.000	91	2318	855.847	431.176	6.534	5.819	2.067	5.901	858.809	428.290	7.706	846	423	3	18	16	10
214	372	214	152	19260	90.000	0.000	90.000	90	90	722.944	431.780	6.150	3.557	1.047	3.500	722.944	431.780	6.150	718	428	3	12	9	7
402	562	402	262	38601	96.022	40.548	94.000	94	907	773.649	434.281	5.950	4.487	1.272	4.644	773.636	434.233	5.909	768	429	3	14	12	8
152	290	152	114	61378	403.803	947.176	93.000	93	3654	882.743	434.757	6.849	3.305	1.277	3.007	879.404	433.187	8.511	876	432	3	11	6	10
146	242	146	102	13870	95.000	0.000	95.000	95	95	828.774	437.938	5.459	2.936	0.600	2.906	828.774	437.938	5.459	824	435	3	8	8	6
322	456	322	205	30914	96.006	0.111	96.000	96	98	836.842	439.602	6.661	3.980	0.880	3.976	836.842	439.602	6.661	833	435	3	11	11	9
415	662	415	297	40255	97.000	0.000	97.000	97	97	756.026	440.381	5.916	5.292	2.124	5.282	756.025	440.381	5.916	749	435	3	15	14	7
387	648	387	291	38313	99.000	0.000	99.000	99	99	806.739	439.070	5.638	5.688	2.600	5.425	806.740	439.070	5.638	796	432	3	19	17	7
288	350	288	183	29088	101.000	0.000	101.000	101	101	845.569	441.913	5.212	3.819	0.841	3.822	845.568	441.913	5.212	842	437	3	10	10	6
271	398	271	182	27100	100.000	0.000	100.000	100	100	820.845	442.325	5.358	4.269	1.579	3.941	820.845	442.325	5.358	816	438	3	13	11	7
347	524	347	226	37129	107.000	0.000	107.000	107	107	854.666	444.187	5.651	4.402	1.393	4.163	854.667	444.187	5.651	848	438	3	14	14	7
366	716	366	299	41747	114.063	163.232	102.000	102	3227	867.582	443.404	5.866	4.798	1.556	4.890	867.290	443.545	6.082	861	437	3	13	14	10
391	574	391	255	42230	108.005	0.101	108.000	108	110	897.921	445.468	5.731	4.572	1.420	4.587	897.921	445.468	5.731	892	441	3	14	11	9
561	748	561	350	58344	104.000	0.000	104.000	104	104	673.816	442.210	6.859	5.192	1.540	5.355	673.816	442.210	6.859	667	436	3	15	13	9
631	850	631	416	71934	114.000	0.000	114.000	114	114	606.868	446.349	6.242	5.683	1.846	5.780	606.867	446.349	6.242	599	440	3	18	13	8
421	592	421	266	47573	113.000	0.000	113.000	113	113	881.808	445.591	5.684	4.782	1.501	4.629	881.806	445.591	5.684	875	441	3	16	10	8
61	132	61	52	6771	111.000	0.000	111.000	111	111	806.197	447.148	4.639	2.133	0.580	2.166	806.197	447.148	4.639	804	445	3	6	6	4
150	220	150	105	17400	116.000	0.000	116.000	116	116	556.100	449.167	5.760	2.966	0.680	2.917	556.100	449.167	5.760	553	446	3	9	6	7
7	26	7	7	805	115.000	0.000	115.000	115	115	611.000	449.286	3.571	1.062	0.457	0.915	611.000	449.286	3.571	611	448	3	1	4	2
246	386	246	165	28782	117.000	0.000	117.000	117	117	594.768	448.260	6.569	3.917	1.218	3.619	594.768	448.260	6.569	590	442	3	10	12	8
109	178	109	81	12971	119.000	0.000	119.000	119	119	763.688	452.670	5.312	2.589	0.510	2.679	763.688	452.670	5.312	761	451	3	6	5	6
154	284	154	124	18480	120.000	0.000	120.000	120	120	787.558	451.032	5.818	3.835	1.598	3.594	787.558	451.032	5.818	783	447	3	12	8	6
754	950	754	462	98020	130.000	0.000	130.000	130	130	848.776	458.183	5.500	6.569	2.506	6.407	848.772	458.183	5.500	841	451	3	21	15	7
5	22	5	5	590	118.000	0.000	118.000	118	118	907.000	451.400	3.800	1.000	0.500	0.894	907.000	451.400	3.800	907	450	3	1	4	2
196	318	196	140	24696	126.000	0.000	126.000	126	126	771.602	457.388	5.801	3.541	1.139	3.467	771.602	457.388	5.801	766	453	3	12	8	7
109	208	109	98	13407	123.000	0.000	123.000	123	123	800.376	453.486	4.853	2.694	0.885	2.776	800.376	453.486	4.853	796	450	3	9	7	5
250	350	250	159	31250	125.000	0.000	125.000	125	125	872.572	456.400	6.340	3.724	0.979	3.666	872.571	456.400	6.340	868	454	3	11	7	8
177	374	177	142	273813	1546.966	1556.800	121.000	121	3237	580.582	457.633	7.746	4.243	1.586	4.171	578.430	458.950	10.438	576	454	3	10	9	12
458	708	458	324	58624	128.000	0.000	128.000	128	128	808.493	460.124	5.891	5.529	2.068	5.547	808.493	460.124	5.891	799	454	3	20	16	7
376	530	376	248	47752	127.000	0.000	127.000	127	127	789.000	460.327	5.766	4.543	1.462	4.507	789.001	460.327	5.766	779	455	3	16	12	8
68	142	68	58	8908	131.000	0.000	131.000	131	131	892.500	459.206	4.132	2.421	0.869	2.449	892.500	459.206	4.132	889	457	3	8	6	4
334	574	334	247	45424	136.000	0.000	136.000	136	136	885.883	463.120	5.443	4.840	1.972	4.551	885.883	463.120	5.443	879	458	3	16	13	7
174	262	174	113	23316	134.000	0.000	134.000	134	134	736.483	462.483	5.661	3.200	0.752	3.026	736.483	462.483	5.661	732	459	3	10	7	6
141	214	141	96	19035	135.000	0.000	135.000	135	135	797.894	464.000	5.532	2.891	0.544	2.807	797.894	464.000	5.532	795	461	3	7	7	7
13	42	13	13	1716	132.000	0.000	132.000	132	132	648.846	463.846	3.846	1.314	0.468	1.439	648.846	463.846	3.846	647	463	3	4	3	2
316	504	316	215	42032	133.013	0.225	133.000	133	137	655.532	463.032	6.554	4.374	1.408	4.163	655.531	463.032	6.553	647	458	3	15	12	9
691	928	691	435	96740	140.000	0.000	140.000	140	140	722.039	464.648	5.912	6.007	2.163	5.752	722.039	464.648	5.912	710	457	3	21	17	8
94	174	94	70	12972	138.000	0.000	138.000	138	138	773.149	463.968	5.362	2.505	0.618	2.446	773.149	463.968	5.362	770	462	3	7	5	8
1350	1542	1350	718	197100	146.000	0.000	146.000	146	146	918.617	469.114	7.545	7.020	1.933	6.793	918.614	469.114	7.545	906	462	3	24	19	12
498	730	498	347	77190	155.000	0.000	155.000	155	155	782.400	474.918	5.098	6.092	2.463	5.809	782.401	474.917	5.098	774	466	3	20	16	6
210	328	210	153	418740	1994.000	0.000	1994.000	1994	1994	819.200	468.233	5.890	3.581	1.116	3.409	819.200	468.233	5.890	813	463	3	11	10	7
112	196	112	95	16464	147.000	0.000	147.000	147	147	825.009	470.089	5.143	2.857	0.990	2.843	825.009	470.089	5.143	824	465	3	3	11	6
315	574	315	256	325677	1033.895	923.694	149.000	145	1995	865.787	470.435	5.086	5.038	2.086	4.841	862.529	469.133	5.506	856	466	3	18	12	6
75	148	75	61	10725	143.000	0.000	143.000	143	143	709.907	469.120	4.813	2.351	0.711	2.252	709.907	469.120	4.813	706	467	3	9	6	4
98	176	98	73	14504	148.000	0.000	148.000	148	148	646.367	470.704	5.143	2.487	0.552	2.535	646.367	470.704	5.143	643	468	3	7	6	5
