Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
441	614	441	284	441	1.000	0.000	1.000	1	1	424.778	129.753	6.712	4.914	1.608	4.698	424.778	129.753	6.712	417	126	3	18	10	9
435	598	435	280	2176	5.002	0.048	5.000	5	6	402.637	134.195	6.795	4.724	1.359	4.696	402.636	134.196	6.794	398	129	3	12	12	9
16	58	16	16	64	4.000	0.000	4.000	4	4	397.000	131.312	4.688	1.453	0.582	1.438	397.000	131.312	4.688	395	130	3	4	4	4
102	174	102	72	714	7.000	0.000	7.000	7	7	413.706	136.510	5.461	2.580	0.506	2.576	413.706	136.510	5.461	411	134	3	7	6	6
604	732	604	350	6644	11.000	0.000	11.000	11	11	335.667	142.406	6.300	5.404	1.743	5.244	335.667	142.406	6.300	329	137	3	16	14	8
662	762	662	352	427697	646.068	35.124	648.000	8	648	352.897	141.069	7.266	5.281	1.250	5.276	352.892	141.079	7.279	346	135	3	14	14	10
359	580	359	249	3590	10.000	0.000	10.000	10	10	373.437	138.819	6.359	4.544	1.470	4.292	373.437	138.819	6.359	370	133	3	9	15	8
807	1006	807	456	9684	12.000	0.000	12.000	12	12	387.880	141.717	6.870	6.143	1.995	6.173	387.880	141.717	6.870	378	131	3	19	20	9
279	416	279	191	3627	13.000	0.000	13.000	13	13	288.961	146.631	7.642	3.960	1.216	3.985	288.961	146.631	7.642	284	144	3	12	9	9
20	72	20	20	27640	1382.000	321.994	1454.000	14	1454	341.000	146.800	5.750	1.710	0.668	1.747	340.948	146.790	5.893	340	146	3	3	3	6
1092	1408	1092	616	16380	15.000	0.000	15.000	15	15	321.389	150.900	7.673	6.653	2.068	6.481	321.389	150.900	7.673	309	140	3	23	22	10
446	680	446	312	7137	16.002	0.047	16.000	16	17	346.096	150.276	6.395	5.247	2.083	4.787	346.097	150.276	6.394	335	145	3	22	10	10
341	522	341	229	6479	19.000	0.000	19.000	19	19	426.117	152.006	6.370	4.456	1.546	4.238	426.117	152.006	6.370	416	146	3	16	11	7
118	220	118	91	210120	1780.678	231.911	1811.000	22	1811	397.958	155.492	6.322	2.742	0.677	2.628	398.000	155.474	6.370	395	153	3	7	7	7
929	1100	929	503	21367	23.000	0.000	23.000	23	23	338.299	162.525	7.386	6.375	2.034	6.037	338.299	162.525	7.386	331	155	3	15	19	10
748	994	748	472	17952	24.000	0.000	24.000	24	24	355.822	162.353	6.266	5.929	2.104	5.883	355.822	162.353	6.266	345	155	3	19	17	9
286	482	286	202	8008	28.000	0.000	28.000	28	28	370.490	166.262	5.671	4.210	1.420	4.120	370.490	166.262	5.671	365	159	3	12	13	7
145	246	145	110	370330	2554.000	0.000	2554.000	2554	2554	346.572	168.386	7.572	3.026	0.820	2.955	346.572	168.386	7.572	343	167	3	8	4	9
519	808	519	361	15569	29.998	0.044	30.000	29	30	310.368	173.081	5.929	5.751	2.409	5.296	310.368	173.081	5.929	303	161	3	15	22	8
136	250	136	104	6741	49.566	216.517	31.000	31	2556	413.051	172.956	5.331	2.940	0.831	2.974	413.781	172.223	6.331	409	169	3	9	9	6
191	304	191	128	15005	78.560	369.508	32.000	32	2996	374.105	176.791	6.016	3.283	0.705	3.211	374.635	175.334	7.982	371	174	3	8	8	8
205	316	205	140	6970	34.000	0.000	34.000	34	34	385.049	181.698	5.376	3.442	0.885	3.426	385.049	181.698	5.376	381	176	3	9	12	6
172	246	172	114	6020	35.000	0.000	35.000	35	35	291.517	185.047	5.448	3.096	0.648	3.113	291.517	185.047	5.448	288	181	3	8	8	6
154	286	154	125	5544	36.000	0.000	36.000	36	36	336.240	182.188	6.649	3.058	0.861	2.984	336.240	182.188	6.649	333	178	3	7	9	9
99	176	99	75	3663	37.000	0.000	37.000	37	37	356.657	187.253	5.798	2.564	0.608	2.478	356.657	187.253	5.798	353	184	3	8	7	6
148	224	148	100	5624	38.000	0.000	38.000	38	38	373.520	188.797	5.514	2.954	0.585	2.882	373.520	188.797	5.514	370	186	3	8	7	6
731	1222	731	507	28509	39.000	0.000	39.000	39	39	328.802	190.036	7.161	6.576	2.638	6.380	328.802	190.036	7.161	322	177	3	15	28	10
134	224	134	101	5362	40.015	0.173	40.000	40	42	395.754	194.194	5.657	2.802	0.610	2.798	395.753	194.194	5.656	393	192	3	8	6	7
62	146	62	62	2542	41.000	0.000	41.000	41	41	382.468	194.774	4.597	2.546	1.155	2.465	382.468	194.774	4.597	378	191	3	9	7	4
128	226	128	92	5632	44.000	0.000	44.000	44	44	292.039	206.789	5.312	2.942	0.864	2.998	292.039	206.789	5.312	288	204	3	9	7	6
7	30	7	7	315	45.000	0.000	45.000	45	45	306.857	206.000	3.714	1.188	0.634	1.050	306.857	206.000	3.714	306	204	3	2	5	2
279	420	279	189	12834	46.000	0.000	46.000	46	46	311.315	205.989	6.548	4.207	1.521	4.043	311.315	205.989	6.548	304	203	3	14	8	9
342	512	342	221	16074	47.000	0.000	47.000	47	47	369.985	208.216	6.298	4.781	2.062	4.206	369.985	208.216	6.298	366	198	3	10	19	8
87	154	87	63	4263	49.000	0.000	49.000	49	49	319.012	210.011	4.644	2.369	0.426	2.332	319.012	210.011	4.644	316	207	3	7	7	5
155	290	155	117	13374	86.284	335.933	48.000	48	3015	414.045	209.013	5.981	3.363	1.241	3.211	413.360	209.451	7.320	407	206	3	12	6	7
133	302	133	114	175906	1322.602	996.938	1830.000	50	2156	300.692	214.759	6.105	3.603	1.285	3.646	300.113	216.891	6.806	298	209	3	7	13	8
78	144	78	62	3978	51.000	0.000	51.000	51	51	314.179	214.987	4.821	2.341	0.644	2.326	314.179	214.987	4.821	312	212	3	6	7	4
78	166	78	65	4056	52.000	0.000	52.000	52	52	286.359	223.551	5.513	2.405	0.777	2.282	286.359	223.551	5.513	284	221	3	8	6	6
120	188	120	81	6360	53.000	0.000	53.000	53	53	326.367	225.050	5.067	2.724	0.517	2.703	326.367	225.050	5.067	323	222	3	7	7	6
215	344	215	141	11610	54.000	0.000	54.000	54	54	309.140	227.098	6.907	3.666	1.121	3.581	309.140	227.098	6.907	306	223	3	7	12	8
260	410	260	173	14300	55.000	0.000	55.000	55	55	344.681	226.750	5.177	4.028	1.410	3.871	344.681	226.750	5.177	339	222	3	11	12	7
88	182	88	69	5192	59.000	0.000	59.000	59	59	333.136	229.909	5.057	2.636	0.794	2.551	333.136	229.909	5.057	331	227	3	7	7	5
483	852	483	380	29463	61.000	0.000	61.000	61	61	394.184	234.124	6.056	6.187	2.748	5.908	394.184	234.124	6.056	387	224	3	16	24	7
245	390	245	167	15190	62.000	0.000	62.000	62	62	292.739	230.718	5.722	3.932	1.279	3.901	292.739	230.718	5.722	286	227	3	14	10	6
116	242	116	94	83323	718.302	61.372	724.000	63	724	314.879	229.319	5.431	3.120	1.265	2.936	314.878	229.298	5.450	312	223	3	7	12	6
185	276	185	117	12025	65.000	0.000	65.000	65	65	426.724	233.297	5.935	3.222	0.645	3.156	426.724	233.297	5.935	423	229	3	8	9	7
675	970	675	471	487348	721.997	0.077	722.000	720	722	402.901	226.255	6.684	6.198	2.451	6.279	402.900	226.255	6.684	397	214	3	12	22	10
387	500	387	226	25542	66.000	0.000	66.000	66	66	301.920	236.527	6.380	4.327	1.049	4.326	301.920	236.527	6.380	297	231	3	11	14	9
353	660	353	276	24357	69.000	0.000	69.000	69	69	307.204	246.144	6.147	4.906	1.975	4.704	307.204	246.144	6.147	299	238	3	17	16	8
228	376	228	174	15960	70.000	0.000	70.000	70	70	341.154	248.276	5.158	4.108	1.554	3.973	341.154	248.276	5.158	337	243	3	11	13	6
387	580	387	262	27477	71.000	0.000	71.000	71	71	361.377	247.620	6.628	4.617	1.560	4.364	361.377	247.620	6.628	357	240	3	11	17	9
125	228	125	92	91657	733.256	84.596	744.000	72	744	298.688	253.920	5.528	2.980	0.919	3.013	298.676	253.955	5.565	295	250	3	9	10	6
485	742	485	324	362884	748.214	43.333	751.000	75	751	390.128	256.738	6.214	5.224	1.827	5.297	390.119	256.737	6.226	383	250	3	14	16	8
423	576	423	261	32571	77.000	0.000	77.000	77	77	333.241	260.423	6.009	4.577	1.313	4.460	333.241	260.423	6.009	327	254	3	14	13	8
410	644	410	295	31980	78.000	0.000	78.000	78	78	414.371	259.395	6.546	4.982	1.836	4.861	414.371	259.395	6.546	408	253	3	16	14	10
228	370	228	170	18240	80.000	0.000	80.000	80	80	319.750	260.342	4.807	3.956	1.384	3.825	319.750	260.342	4.807	314	257	3	13	9	6
52	118	52	45	4264	82.000	0.000	82.000	82	82	302.288	270.769	4.712	2.024	0.496	1.978	302.288	270.769	4.712	300	269	3	5	6	4
591	766	591	342	52008	88.000	0.000	88.000	88	88	322.110	274.932	7.186	5.118	1.349	5.070	322.110	274.932	7.186	314	270	3	16	13	10
532	794	532	358	44159	83.006	0.130	83.000	83	86	343.859	270.086	6.457	5.322	1.801	5.246	343.859	270.087	6.457	334	261	3	18	15	8
81	146	81	57	7047	87.000	0.000	87.000	87	87	417.975	272.667	5.111	2.315	0.351	2.333	417.975	272.667	5.111	416	270	3	6	6	5
376	478	376	221	33840	90.000	0.000	90.000	90	90	333.771	279.391	7.120	4.204	0.872	4.118	333.771	279.391	7.120	329	274	3	11	11	10
352	514	352	213	32032	91.000	0.000	91.000	91	91	343.091	281.966	6.276	4.343	1.265	4.177	343.091	281.966	6.276	337	277	3	12	12	9
131	238	131	99	102013	778.725	60.373	784.000	93	784	296.366	285.092	6.649	3.031	0.870	3.046	296.382	285.085	6.674	292	282	3	8	7	9
271	388	271	177	26014	95.993	0.121	96.000	94	96	349.387	286.908	6.303	4.047	1.307	3.790	349.388	286.908	6.303	343	281	3	13	12	8
780	980	780	448	74100	95.000	0.000	95.000	95	95	316.986	287.245	7.758	5.666	1.568	5.618	316.987	287.245	7.758	309	281	3	17	14	10
13	40	13	13	18337	1410.538	394.669	1520.000	97	1520	300.692	289.538	4.462	1.158	0.387	0.991	300.746	289.580	4.575	299	289	3	4	2	3
61	116	61	50	5978	98.000	0.000	98.000	98	98	380.197	293.016	4.852	2.088	0.468	2.141	380.197	293.016	4.852	378	291	3	5	5	4
322	462	322	206	254010	788.851	38.564	791.000	99	791	305.289	295.907	7.351	4.082	1.007	4.012	305.298	295.912	7.363	300	292	3	11	9	10
61	138	61	56	47500	778.689	88.345	790.000	100	790	328.066	294.705	4.787	2.177	0.707	2.097	328.096	294.715	4.813	325	293	3	7	6	4
372	494	372	228	37572	101.000	0.000	101.000	101	101	339.379	295.855	6.258	4.390	1.193	4.253	339.379	295.855	6.258	333	290	3	14	13	8
191	342	191	162	19673	103.000	0.000	103.000	103	103	347.225	303.408	4.885	3.810	1.473	3.766	347.225	303.408	4.885	342	296	3	10	14	5
277	454	277	189	28808	104.000	0.000	104.000	104	104	274.989	306.924	6.339	4.050	1.307	4.000	274.989	306.924	6.339	268	303	3	14	11	8
16	48	16	16	1728	108.000	0.000	108.000	108	108	279.812	311.312	3.750	1.370	0.436	1.372	279.812	311.312	3.750	279	310	3	3	4	2
149	272	149	113	16390	110.000	0.000	110.000	110	110	292.960	314.450	5.362	3.137	1.059	2.988	292.960	314.450	5.362	290	311	3	8	10	6
258	438	258	176	28638	111.000	0.000	111.000	111	111	266.756	316.632	6.194	3.855	1.170	3.830	266.756	316.632	6.194	262	312	3	10	11	9
519	664	519	298	58647	113.000	0.000	113.000	113	113	299.840	317.335	7.358	4.817	1.099	4.768	299.840	317.335	7.358	293	311	3	14	12	10
188	266	188	129	21056	112.000	0.000	112.000	112	112	309.133	317.415	6.394	3.197	0.643	3.105	309.133	317.415	6.394	307	315	3	7	7	8
61	138	61	58	49014	803.508	89.754	815.000	114	815	349.951	315.607	4.623	2.278	0.860	2.153	349.950	315.572	4.646	347	312	3	6	8	4
220	410	220	166	27796	126.345	168.280	115.000	115	2611	411.323	319.986	5.886	4.063	1.569	3.823	411.384	319.808	6.076	405	315	3	15	10	6
433	512	433	256	50661	117.000	0.000	117.000	117	117	303.799	324.721	6.550	4.499	1.169	4.489	303.799	324.721	6.550	297	322	3	14	7	10
546	752	546	359	64972	118.996	0.135	119.000	116	120	382.009	325.833	6.326	5.156	1.622	5.250	382.010	325.834	6.326	376	320	3	15	12	8
88	174	88	64	10648	121.000	0.000	121.000	121	121	327.330	327.216	5.148	2.475	0.565	2.504	327.330	327.216	5.148	324	325	3	7	6	6
