 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	9116	4228	9116	2946	255248	28	0	28	28	28	869.904	245.225	9.008	15.933	6.113	15.376	869.947	245.225	9.008	846	227	3	54	31	13
2	5781	4284	5781	2420	815121	141	0	141	141	141	689.493	414.537	9.982	14.016	5.488	13.855	689.493	414.538	9.982	674	393	3	39	52	13
3	3842	2226	3842	1314	222836	58	0	58	58	58	627.646	428.868	8.821	10.627	3.372	10.513	627.637	428.869	8.821	613	415	3	28	28	13
4	920	918	920	515	67160	73	0	73	73	73	834.423	193.071	10.021	6.462	2.213	5.896	834.420	193.071	10.021	828	183	4	12	23	11
5	5426	3842	5426	2239	92242	17	0	17	17	17	881.403	190.006	9.593	13.290	5.072	13.080	881.385	190.006	9.593	864	167	4	41	42	11
6	2783	1858	2783	1197	52877	19	0	19	19	19	859.609	206.818	9.194	10.076	3.936	9.526	859.622	206.818	9.194	849	183	4	26	36	11
7	3648	2048	3648	1304	72960	20	0	20	20	20	886.355	213.060	8.970	10.274	3.166	10.252	886.355	213.060	8.970	869	197	4	29	27	11
8	10118	6224	10118	3848	232714	23	0	23	23	23	916.399	217.704	9.465	18.517	7.623	18.286	916.410	217.705	9.465	894	189	4	59	51	12
9	956	774	956	452	21032	22	0	22	22	22	870.215	221.800	8.884	5.885	1.267	5.752	870.215	221.800	8.884	862	217	4	17	12	11
10	5375	3002	5375	1950	134375	25	0	25	25	25	810.961	226.845	9.595	12.677	4.519	12.450	810.951	226.845	9.595	796	204	4	32	42	12
11	3202	1664	3202	1097	83252	26	0	26	26	26	854.311	229.133	8.907	9.131	1.993	9.352	854.292	229.133	8.907	842	220	4	25	18	11
12	3477	1902	3477	1288	83448	24	0	24	24	24	829.082	225.149	9.545	9.917	2.770	9.779	829.082	225.149	9.545	821	209	4	18	31	12
13	1820	1066	1820	754	49140	27	0	27	27	27	883.286	229.996	9.267	7.468	1.621	7.529	883.293	229.996	9.267	875	224	4	18	12	12
14	4454	2668	4454	1694	4454	1	0	1	1	1	915.199	240.237	8.970	11.875	4.482	11.241	915.199	240.237	8.970	898	229	4	39	25	11
