 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2471	1490	2471	960	7413	3	0	3	3	3	416.419	307.168	7.968	8.608	2.381	9.052	416.419	307.168	7.968	404	297	4	26	20	9
2	1628	1078	1628	712	8140	5	0	5	5	5	416.102	323.541	8.031	7.621	2.345	7.574	416.102	323.541	8.031	404	317	4	23	17	9
3	5497	3552	5497	2262	32982	6	0	6	6	6	455.387	328.444	8.115	14.177	5.584	14.005	455.387	328.444	8.115	430	304	4	47	50	9
4	1832	1388	1832	807	124576	68	0	68	68	68	473.879	354.769	8.700	7.951	2.389	8.377	473.879	354.769	8.700	461	346	4	24	21	9
5	2647	1862	2647	1148	55587	21	0	21	21	21	401.889	394.062	7.794	9.396	3.013	9.761	401.884	394.063	7.794	390	382	4	29	28	9
6	3285	2480	3285	1412	233235	71	0	71	71	71	380.388	400.828	8.552	11.958	5.362	10.566	380.393	400.829	8.552	366	374	4	25	51	9
7	2632	1578	2632	1089	107912	41	0	41	41	41	528.124	464.108	8.521	9.008	2.527	9.576	528.117	464.107	8.521	518	453	4	22	22	9
8	2109	1312	2109	884	90687	43	0	43	43	43	601.587	471.922	8.410	8.196	2.284	8.284	601.593	471.921	8.410	592	462	4	18	23	10
9	3085	1764	3085	1257	148080	48	0	48	48	48	549.032	487.991	8.228	9.867	3.099	9.671	549.032	487.991	8.228	540	474	4	19	27	9
10	2406	1448	2406	1021	108270	45	0	45	45	45	530.088	483.337	8.310	8.752	2.548	9.024	530.082	483.337	8.310	519	472	4	21	24	9
11	1680	1138	1680	798	78960	47	0	47	47	47	564.443	493.289	8.132	8.373	3.198	7.657	564.449	493.289	8.132	559	478	4	12	33	9
12	1127	800	1127	559	57477	51	0	51	51	51	576.446	498.386	8.318	6.531	1.712	6.440	576.451	498.386	8.318	570	489	4	12	18	10
13	1955	1236	1955	773	95795	49	0	49	49	49	599.721	497.115	8.374	7.801	1.893	7.908	599.714	497.115	8.374	593	486	4	16	23	10
14	1411	906	1411	679	74783	53	0	53	53	53	586.670	498.615	8.264	7.399	2.369	7.281	586.667	498.615	8.264	582	488	4	11	21	10
15	2607	1542	2607	1056	143385	55	0	55	55	55	551.459	508.237	8.289	9.226	2.896	8.853	551.463	508.236	8.289	538	497	4	28	20	10
16	2754	1722	2754	1142	156978	57	0	57	57	57	559.580	524.735	8.453	9.338	2.858	9.414	559.575	524.735	8.453	546	515	4	29	20	10
17	1772	1096	1772	753	175428	99	0	99	99	99	575.936	516.168	8.688	7.650	2.099	7.530	575.938	516.168	8.688	567	508	4	16	20	10
18	1171	924	1171	515	4684	4	0	4	4	4	367.037	320.359	8.491	6.707	2.060	6.501	367.037	320.359	8.491	360	309	5	15	23	8
19	1671	1402	1671	810	11697	7	0	7	7	7	435.630	334.548	8.204	8.504	2.975	8.711	435.630	334.548	8.204	421	327	5	26	20	9
20	1847	1440	1847	864	123749	67	0	67	67	67	406.066	333.204	8.617	8.864	3.348	8.914	406.069	333.204	8.617	390	323	5	30	25	8
21	293	312	293	175	2344	8	0	8	8	8	480.543	339.980	7.775	3.810	0.785	3.747	480.543	339.980	7.775	478	335	5	7	10	6
22	2963	1856	2963	1162	26667	9	0	9	9	9	394.402	347.348	8.432	9.508	2.925	9.942	394.402	347.348	8.432	381	336	5	29	29	8
23	1361	1200	1361	688	14971	11	0	11	11	11	507.721	357.250	8.176	7.622	2.644	7.398	507.721	357.250	8.176	497	345	5	22	22	8
24	489	544	489	298	4890	10	0	10	10	10	493.534	357.712	8.088	5.152	1.749	4.865	493.534	357.712	8.088	488	348	5	11	19	7
25	279	476	279	208	3348	12	0	12	12	12	371.803	364.699	8.552	4.478	1.495	4.588	371.803	364.699	8.552	365	359	5	14	13	8
26	1459	1180	1459	696	18967	13	0	13	13	13	516.470	367.099	8.307	7.838	2.796	7.846	516.470	367.099	8.307	503	355	5	27	25	7
27	612	656	612	357	8568	14	0	14	14	14	431.453	365.495	8.101	5.632	1.957	5.450	431.453	365.495	8.101	423	357	5	19	15	7
28	203	276	203	131	14007	69	0	69	69	69	418.241	368.365	8.803	3.299	0.658	3.347	418.241	368.365	8.803	415	365	5	7	8	8
29	517	630	517	320	36190	70	0	70	70	70	449.735	379.364	8.228	6.013	2.717	5.455	449.735	379.364	8.228	445	367	5	10	23	7
30	1058	958	1058	577	16928	16	0	16	16	16	526.409	379.211	7.740	6.968	2.546	6.896	526.409	379.211	7.740	513	372	5	24	14	7
31	600	598	600	355	9000	15	0	15	15	15	434.583	374.623	8.098	5.451	1.846	5.225	434.583	374.623	8.098	425	371	5	20	11	7
32	1356	1310	1356	711	29832	22	0	22	22	22	425.214	387.121	8.211	7.935	2.984	7.651	425.214	387.121	8.211	414	373	5	23	27	8
33	1140	1006	1140	564	20520	18	0	18	18	18	545.646	383.732	8.304	6.901	2.311	6.755	545.646	383.732	8.304	538	372	5	16	25	7
34	236	376	236	171	4012	17	0	17	17	17	473.097	381.025	7.725	3.880	1.337	3.914	473.097	381.025	7.725	468	374	5	10	14	6
